model,neighborhood,peak_week_actual,peak_week_pred,peak_weeks_late,peak_actual,peak_pred
gnn_st,Allston/Brighton,2025-12-21,2025-12-28,1.0,80.59999084472656,76.5689926147461
gnn_st,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2025-12-28,1.0,58.09999084472656,52.063751220703125
gnn_st,Charlestown,2025-12-14,2025-12-21,1.0,92.8000030517578,79.33755493164062
gnn_st,Dorchester,2025-12-21,2025-12-28,1.0,256.1499938964844,268.7916259765625
gnn_st,East Boston,2025-12-28,2025-12-28,0.0,59.29999542236328,54.60719680786133
gnn_st,Fenway,2026-01-04,2025-12-21,-2.0,21.100000381469727,23.362083435058594
gnn_st,Hyde Park,2025-12-21,2025-12-28,1.0,94.59999084472656,97.07875061035156
gnn_st,Jamaica Plain,2025-12-21,2025-12-28,1.0,61.099998474121094,55.64165115356445
gnn_st,Mattapan,2025-12-28,2026-01-04,1.0,110.3000030517578,101.03794860839844
gnn_st,Roslindale,2025-12-28,2025-12-28,0.0,170.10000610351562,143.1609649658203
gnn_st,Roxbury,2025-12-21,2025-12-28,1.0,254.6999969482422,245.34112548828125
gnn_st,South Boston,2025-12-28,2025-12-28,0.0,57.0,49.30621719360352
gnn_st,South End,2025-12-14,2025-12-28,2.0,132.3000030517578,131.03684997558594
gnn_st,West Roxbury,2025-12-21,2025-12-28,1.0,88.0,73.96028900146484
gnn_st_slopeweight,Allston/Brighton,2025-12-21,2025-12-28,1.0,80.59999084472656,78.91950988769531
gnn_st_slopeweight,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2025-12-28,1.0,58.09999084472656,53.070064544677734
gnn_st_slopeweight,Charlestown,2025-12-14,2025-12-28,2.0,92.8000030517578,85.2747573852539
gnn_st_slopeweight,Dorchester,2025-12-21,2025-12-28,1.0,256.1499938964844,288.6813659667969
gnn_st_slopeweight,East Boston,2025-12-28,2025-12-28,0.0,59.29999542236328,57.500953674316406
gnn_st_slopeweight,Fenway,2026-01-04,2025-12-21,-2.0,21.100000381469727,25.683666229248047
gnn_st_slopeweight,Hyde Park,2025-12-21,2025-12-28,1.0,94.59999084472656,103.84288787841795
gnn_st_slopeweight,Jamaica Plain,2025-12-21,2025-12-28,1.0,61.099998474121094,59.2324104309082
gnn_st_slopeweight,Mattapan,2025-12-28,2026-01-04,1.0,110.3000030517578,104.397216796875
gnn_st_slopeweight,Roslindale,2025-12-28,2025-12-28,0.0,170.10000610351562,151.4690399169922
gnn_st_slopeweight,Roxbury,2025-12-21,2025-12-28,1.0,254.6999969482422,259.57916259765625
gnn_st_slopeweight,South Boston,2025-12-28,2025-12-28,0.0,57.0,55.4511604309082
gnn_st_slopeweight,South End,2025-12-14,2025-12-28,2.0,132.3000030517578,142.40383911132812
gnn_st_slopeweight,West Roxbury,2025-12-21,2025-12-28,1.0,88.0,76.66377258300781
gnn_st_trendblend,Allston/Brighton,2025-12-21,2025-12-28,1.0,80.59999084472656,78.83677673339844
gnn_st_trendblend,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2025-12-28,1.0,58.09999084472656,53.342811584472656
gnn_st_trendblend,Charlestown,2025-12-14,2025-12-21,1.0,92.8000030517578,81.65571594238281
gnn_st_trendblend,Dorchester,2025-12-21,2025-12-28,1.0,256.1499938964844,272.74444580078125
gnn_st_trendblend,East Boston,2025-12-28,2025-12-28,0.0,59.29999542236328,56.10991287231445
gnn_st_trendblend,Fenway,2026-01-04,2025-12-21,-2.0,21.100000381469727,23.62298583984375
gnn_st_trendblend,Hyde Park,2025-12-21,2025-12-28,1.0,94.59999084472656,98.1028289794922
gnn_st_trendblend,Jamaica Plain,2025-12-21,2025-12-28,1.0,61.099998474121094,56.895870208740234
gnn_st_trendblend,Mattapan,2025-12-28,2026-01-04,1.0,110.3000030517578,101.71835327148438
gnn_st_trendblend,Roslindale,2025-12-28,2025-12-28,0.0,170.10000610351562,147.13299560546875
gnn_st_trendblend,Roxbury,2025-12-21,2025-12-28,1.0,254.6999969482422,248.67263793945312
gnn_st_trendblend,South Boston,2025-12-28,2025-12-21,-1.0,57.0,50.22665023803711
gnn_st_trendblend,South End,2025-12-14,2025-12-28,2.0,132.3000030517578,132.8019561767578
gnn_st_trendblend,West Roxbury,2025-12-21,2025-12-28,1.0,88.0,76.51293182373047
gnn_st_twosided,Allston/Brighton,2025-12-21,2025-12-28,1.0,80.59999084472656,76.5689926147461
gnn_st_twosided,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2025-12-28,1.0,58.09999084472656,52.063751220703125
gnn_st_twosided,Charlestown,2025-12-14,2025-12-21,1.0,92.8000030517578,79.33755493164062
gnn_st_twosided,Dorchester,2025-12-21,2025-12-28,1.0,256.1499938964844,268.7916259765625
gnn_st_twosided,East Boston,2025-12-28,2025-12-28,0.0,59.29999542236328,54.60719680786133
gnn_st_twosided,Fenway,2026-01-04,2025-12-21,-2.0,21.100000381469727,23.362083435058594
