model,weeks_late,RMSE,RMSE_if_shifted,RMSE_common_window,Corr_macro,Corr_macro_if_shifted,phase_share_of_mse,lag_fingerprint,n_obs,n_obs_common_window,bias_rising,n_rising,bias_flat,n_flat,bias_falling,n_falling,coverage_all,mean_width,coverage_rising,coverage_flat,coverage_falling,median_peak_weeks_late
gnn_st,1,11.71102563590038,7.5268697634635915,12.07194702919239,0.8925471418457039,0.9572525401510894,0.6112466353421907,-0.9031111861714346,627,575,-10.322023514933234,149,0.9640779341128389,263,9.574104106041693,155,96.81020733652312,32.59928058165317,89.93288590604027,100.0,96.7741935483871,1.0
gnn_st_twosided,1,11.71102563590038,7.5268697634635915,12.07194702919239,0.8925471418457039,0.9572525401510894,0.6112466353421907,-0.9031111861714346,627,575,-10.322023514933234,149,0.9640779341128389,263,9.574104106041693,155,95.69377990430623,36.63550602066509,94.63087248322147,100.0,88.38709677419355,1.0
gnn_st_trendblend,1,11.82434300182799,7.461218001562678,12.195259567462978,0.892073402561173,0.9577117186116991,0.6256848871639245,-0.9056460564598614,627,575,-9.949110234343765,149,1.1370004900508053,263,10.182217401073824,155,96.81020733652312,33.07023187066699,89.93288590604027,100.0,96.7741935483871,1.0
gnn_st_slopeweight,1,12.220737870806516,8.449967582093631,12.590878807021742,0.8977777800915037,0.9497222659555427,0.5496003977987003,-0.8670370939022275,627,575,-8.582495966213662,149,1.3763992741080744,263,11.433854484558106,155,96.49122807017544,32.17901273006315,91.2751677852349,100.0,95.48387096774194,1.0
