model,variant,series,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.9183673469387755,0.9795918367346939,0.4254606365159129,-0.02040816326530612,False
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,overall,0.5,IT50,60.20679524890062,49,4.0,0.08163265306122448,2.0,1.0,2.0,44.0,0.5,0.3333333333333333,0.6666666666666666,0.022222222222222223,0.4,0.5714285714285714,0.4777777777777778,0.5391849529780565,0.5456606744659314,0.9387755102040817,0.75,0.049047306807118135,0.07496876301541025,0.34576342420060757,,,,,True
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,overall,0.9,IT90,98.17566769051967,49,1.0,0.02040816326530612,0.0,1.0,1.0,47.0,0.0,1.0,0.0,0.020833333333333332,0.0,0.0,-0.020833333333333332,-0.020833333333333332,-0.020833333333333332,0.9591836734693877,1.0,0.037154770843836324,0.01999167013744273,-0.8585125999177297,,,,,True
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,overall,0.98,IT98,134.22833796478614,49,0.0,0.0,0.0,0.0,0.0,49.0,,,,0.0,,,,,,1.0,,0.0034880073958362904,0.0,,,,,,True
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.8461538461538461,0.9615384615384616,0.38926174496644284,-0.038461538461538464,False
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,flu_season,0.5,IT50,60.20679524890062,26,4.0,0.15384615384615385,2.0,1.0,2.0,21.0,0.5,0.3333333333333333,0.6666666666666666,0.045454545454545456,0.4,0.5714285714285714,0.45454545454545453,0.5063291139240507,0.5133270023393454,0.8846153846153846,0.75,0.09239758976116005,0.13017751479289943,0.2902185150165434,,,,,True
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,flu_season,0.9,IT90,98.17566769051967,26,1.0,0.038461538461538464,0.0,1.0,1.0,24.0,0.0,1.0,0.0,0.04,0.0,0.0,-0.04,-0.04,-0.04,0.9230769230769231,1.0,0.0700224527219939,0.036982248520710054,-0.8934071216027151,,,,,True
arima,exclude_covid,arima/exclude_covid,2,citywide,CITYWIDE,flu_season,0.98,IT98,134.22833796478614,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.0065735523998453164,0.0,,,,,,True
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,overall,,bands,,627,,,,,,,,,,,,,,,,,,,,,0.9011164274322169,0.9696969696969697,0.24695915718880224,-0.02073365231259968,False
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,overall,0.5,IT50,,627,51.0,0.08133971291866028,21.0,23.0,30.0,553.0,0.4117647058823529,0.5227272727272727,0.4772727272727273,0.03993055555555555,0.28378378378378377,0.4421052631578947,0.37183415032679734,0.396644697423607,0.39791012332084924,0.9154704944178629,0.8627450980392157,0.06743266920559388,0.07472356402097019,0.09757156140638878,,,,,False
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,overall,0.9,IT90,,627,18.0,0.028708133971291867,0.0,9.0,18.0,600.0,0.0,1.0,0.0,0.014778325123152709,0.0,0.0,-0.014778325123152709,-0.01951219512195122,-0.020746967346395688,0.9569377990430622,0.5,0.03536154776482021,0.02788397701517821,-0.26816729713884424,,,,,False
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,overall,0.98,IT98,,627,2.0,0.003189792663476874,0.0,5.0,2.0,620.0,0.0,1.0,0.0,0.008,0.0,0.0,-0.008,-0.004577706569008927,-0.005071831293409737,0.988835725677831,2.5,0.010504877713786599,0.0031796178862409027,-2.30381765659457,,,,,True
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,flu_season,,bands,,352,,,,,,,,,,,,,,,,,,,,,0.8238636363636364,0.9460227272727273,0.205766551577927,-0.036931818181818184,False
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,flu_season,0.5,IT50,,352,51.0,0.14488636363636365,21.0,23.0,30.0,278.0,0.4117647058823529,0.5227272727272727,0.4772727272727273,0.07641196013289037,0.28378378378378377,0.4421052631578947,0.33535274574946256,0.3556231003039514,0.35691804532714927,0.8494318181818182,0.8627450980392157,0.11916278662019125,0.12389430526859506,0.038189960693884806,,,,,False
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,flu_season,0.9,IT90,,352,18.0,0.05113636363636364,0.0,9.0,18.0,325.0,0.0,1.0,0.0,0.02694610778443114,0.0,0.0,-0.02694610778443114,-0.03529411764705882,-0.03760427446547937,0.9232954545454546,0.5,0.06298326852182794,0.04852143595041322,-0.2980503830553176,,,,,False
arima,exclude_covid,arima/exclude_covid,2,pooled,ALL,flu_season,0.98,IT98,,352,2.0,0.005681818181818182,0.0,5.0,2.0,345.0,0.0,1.0,0.0,0.014285714285714285,0.0,0.0,-0.014285714285714285,-0.008183306055646482,-0.009074051513445923,0.9801136363636364,2.5,0.018711799980921043,0.0056495351239669415,-2.312095521194345,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.8979591836734694,0.9795918367346939,0.3913043478260869,-0.08163265306122448,False
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,overall,0.5,IT50,43.17201700312734,49,5.0,0.10204081632653061,2.0,1.0,3.0,43.0,0.4,0.3333333333333333,0.6666666666666666,0.022727272727272728,0.3333333333333333,0.5,0.3772727272727273,0.4585635359116022,0.47635113984554245,0.9183673469387755,0.6,0.060190081201751976,0.09162848812994587,0.3431073410663342,,,,,False
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,overall,0.9,IT90,72.80812661818143,49,2.0,0.04081632653061224,0.0,0.0,2.0,47.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9591836734693877,0.0,0.03182080371448499,0.03915035401915868,0.18721542852682493,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,overall,0.98,IT98,101.71188922331822,49,0.0,0.0,0.0,0.0,0.0,49.0,,,,0.0,,,,,,1.0,,0.00034492880799393255,0.0,,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.8076923076923077,0.9615384615384616,0.35403726708074534,-0.15384615384615385,False
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,flu_season,0.5,IT50,43.17201700312734,26,5.0,0.19230769230769232,2.0,1.0,3.0,20.0,0.4,0.3333333333333333,0.6666666666666666,0.047619047619047616,0.3333333333333333,0.5,0.3523809523809524,0.4157303370786517,0.4346928823909822,0.8461538461538461,0.6,0.11267379901691833,0.15532544378698226,0.27459535109107824,,,,,False
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,flu_season,0.9,IT90,72.80812661818143,26,2.0,0.07692307692307693,0.0,0.0,2.0,24.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9230769230769231,0.0,0.05996974939864574,0.07100591715976333,0.155426029302406,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Allston/Brighton,flu_season,0.98,IT98,101.71188922331822,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.0006500581373411912,0.0,,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.9130434782608695,0.9782608695652174,0.3374485596707819,-0.06521739130434782,False
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.5,IT50,32.35361456388361,46,3.0,0.06521739130434782,1.0,1.0,2.0,42.0,0.3333333333333333,0.5,0.5,0.023255813953488372,0.25,0.4,0.31007751937984496,0.3669724770642202,0.3754255278891389,0.9347826086956522,0.6666666666666666,0.05489665077007618,0.060964083175803395,0.09952470519782008,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.9,IT90,56.35007606954225,46,2.0,0.043478260869565216,0.0,0.0,2.0,44.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9565217391304348,0.0,0.031347400136567394,0.04158790170132326,0.24623751489799328,,,,,True
arima,exclude_covid,arima/exclude_covid,2,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.98,IT98,80.35966190257739,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.0005324797758107487,0.0,,,,,,True
