model,weeks_late,RMSE,RMSE_if_shifted,RMSE_common_window,Corr_macro,Corr_macro_if_shifted,phase_share_of_mse,lag_fingerprint,n_obs,n_obs_common_window,bias_rising,n_rising,bias_flat,n_flat,bias_falling,n_falling,coverage_all,mean_width,coverage_rising,coverage_flat,coverage_falling,median_peak_weeks_late
gnn_st,1,17.196665393576048,10.794875760661077,17.77184408040884,0.8011981440651775,0.9080162692154465,0.6310476269341112,-0.8016695469812497,627,575,-11.504966903852937,149,1.89463667452562,263,9.363426126972321,155,95.53429027113238,39.37244727381052,83.89261744966443,100.0,97.41935483870968,2.0
