model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_st,post_covid,Allston/Brighton,88.46153846153845,100.0,93.87755102040816,0.7922252860856034,0.756640951011971,0.839890694925246,8.496962950779842,2.6050742087156875,5.731382520831361,49.47131039327178,61.693513767838816,55.208262997660384,13.172761727386284,3.3215127685185375,9.86160274088422,blend,train,15702,83df4e7,,,,1.0
lstm,post_covid,Allston/Brighton,92.3076923076923,100.0,95.91836734693877,0.6400682067516223,0.7194167306602474,0.7113966108072506,11.352085062173698,3.243156167735224,7.545853132131148,52.293343624993994,97.99591880984104,73.74557279339157,17.189506500257654,4.026577788405108,12.821668550529466,level,train,21390,814d672,,,,2.3333333333333335
xgboost,post_covid,Allston/Brighton,100.0,100.0,100.0,0.5512823150130501,0.610060610758851,0.667222767218266,11.938449296327816,3.818169905035042,8.126889582047536,63.16570075673293,98.44461186667148,79.72518964507141,18.15337832933207,4.409796682706298,13.564237809265451,climatology,,,1709a20,,,,4.0
lstm,exclude_covid,Allston/Brighton,84.61538461538461,100.0,91.83673469387756,0.6084770051709674,0.7399810308783493,0.6815880789526472,12.235235111530011,2.753513195203698,7.784630946723783,52.63595880409259,66.75908001488162,59.265178964258865,18.366079471111192,3.542808796301803,13.59683270401153,level,train,21390,8dd9348,,,,3.6666666666666665
arima,post_covid,Allston/Brighton,92.3076923076923,100.0,95.91836734693877,0.5516360227481959,0.5164977432282202,0.6380888367202237,12.207054936667314,5.397665798319767,9.010811055402138,62.60886238646377,150.8895633094515,104.04674241153964,18.2896468249832,6.648376480589805,14.079882617483976,level,none,,814d672,0.0011019023660813164,0.0029823623541674663,221.37196408282034,6.333333333333333
arima,exclude_covid,Allston/Brighton,92.3076923076923,100.0,95.91836734693877,0.530187737081394,0.7288473918598563,0.6336000214522296,12.264599830469397,3.895599233348519,8.336293427739188,62.114634472598816,112.8563566526144,85.93217753668777,18.875499959758606,4.78473805444397,14.134884106672333,level,none,,8dd9348,,,,7.0
persistence,exclude_covid,Allston/Brighton,88.46153846153845,100.0,93.87755102040816,0.5212687220298057,0.7190280518502031,0.6277238909620055,13.665384615384616,3.21304347826087,8.759183673469387,71.83608980149234,70.59730208084649,71.25461801425041,21.137907981778937,4.174508562589186,15.660883286268447,level,none,0,8dd9348,,,,6.0
persistence,post_covid,Allston/Brighton,92.3076923076923,100.0,95.91836734693877,0.5212687220298057,0.7190280518502031,0.6277238909620055,13.665384615384616,3.21304347826087,8.759183673469387,71.83608980149234,70.59730208084649,71.25461801425041,21.137907981778937,4.174508562589186,15.660883286268447,level,none,0,814d672,1.752159894379391e-07,4.742321886523213e-07,0.0352917080745101,6.0
gat,post_covid,Allston/Brighton,80.76923076923077,100.0,89.79591836734694,0.2327494424936832,0.6335654200064302,0.4026636988760305,14.94319354570829,6.297704074693763,10.885106651150451,75.62106093446778,186.62950112739543,127.72706347400522,22.117581453682128,6.890092891000051,16.78845593685287,level,,8129,89c2d8b,,,,9.666666666666666
dualtopo,post_covid,Allston/Brighton,80.76923076923077,100.0,89.79591836734694,-0.1252870745017274,-0.6559479999213018,-0.3420011974403315,14.04103891666119,11.575054168701172,12.883535871700364,71.48774144345276,327.7136802228512,191.75705964602753,22.283656466859117,12.259466866307156,18.276431306811684,level,train,479905,814d672,,,,10.666666666666666
seasonal_naive,exclude_covid,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.0330273076450547,0.6129804020469202,0.3017583216912435,22.473076923076924,3.639130434782609,13.632653061224488,152.37160767446832,96.1814588608294,125.99663986398475,31.451653986102837,4.549773047373758,23.12145394764484,level,none,0,8dd9348,,,,9.666666666666666
seasonal_naive,post_covid,Allston/Brighton,100.0,100.0,100.0,0.0330273076450547,0.6129804020469202,0.3017583216912435,22.473076923076924,3.639130434782609,13.632653061224488,152.37160767446832,96.1814588608294,125.99663986398475,31.451653986102837,4.549773047373758,23.12145394764484,level,none,0,814d672,1.9732158984266047e-07,5.340622720541432e-07,0.03973437496460974,9.666666666666666
gnn_st,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.8108876109066898,0.6205271344843852,0.8544951758455724,5.989148213313176,2.1181997656822205,4.306127149125804,49.14254013594429,56.90645475806123,52.51815518903863,8.317455551308033,2.848287393062083,6.529093018304826,blend,train,15702,83df4e7,,,,1.3333333333333333
xgboost,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,100.0,100.0,100.0,0.6044727901217044,0.6802588629224977,0.7213994367224373,7.541584000907293,2.4480900827080916,5.327021427777206,54.82000989699062,86.93222385646244,68.7818420532827,11.263414818421513,2.6609896390319463,8.647812823317858,climatology,,,1709a20,,,,1.6666666666666667
arima,exclude_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.5694296203691036,0.5199979891582969,0.6695721151488778,7.153715817256087,3.5576360190332585,5.590202861507032,56.71292935657502,135.1202968117486,90.80308911969396,11.92406939562869,3.981967993980545,9.341225348873037,level,none,,8dd9348,,,,4.333333333333333
