model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,R2,Spearman,CCC,rank_RMSE,rank_MAPE,rank_MAE,rank_Corr
gnn_st,post_covid,flu_season,pooled,ALL,2,352,22.31160378171523,64.18316652999374,12.489060886881568,0.8195489921992253,352.0,92.61363636363636,blend,train,15702,83df4e7,,,,0.6572443176445487,0.7936308981092102,0.8178955659787308,1.0,2.0,1.0,1.0
xgboost,post_covid,flu_season,pooled,ALL,2,352,26.483238582122336,80.8125930131041,15.990541657346864,0.7208791466233071,352.0,96.30681818181816,climatology,,,1709a20,,,,0.5170910309910071,0.7151240371144649,0.6947723645744859,2.0,7.0,4.0,2.0
arima,post_covid,flu_season,pooled,ALL,2,352,27.429352163110114,80.31559770751028,15.770002056537797,0.7197371267743276,352.0,92.61363636363636,level,none,,814d672,0.0011019023660813164,0.0029823623541674663,221.37196408282034,,,,3.0,6.0,3.0,3.0
lstm,post_covid,flu_season,pooled,ALL,2,352,27.782536784036218,62.934734326542255,15.443258228627116,0.7021826063715468,352.0,90.05681818181817,level,train,21390,814d672,,,,,,,4.0,1.0,2.0,4.0
persistence,exclude_covid,flu_season,pooled,ALL,2,352,31.16599789379299,76.63784452233254,17.825142045454545,0.6672241757157457,352.0,88.63636363636364,level,none,0,8dd9348,,,,,,,5.0,4.0,6.0,6.0
persistence,post_covid,flu_season,pooled,ALL,2,352,31.16599789379299,76.63784452233254,17.825142045454545,0.6672241757157457,352.0,89.48863636363636,level,none,0,814d672,1.752159894379391e-07,4.742321886523213e-07,0.0352917080745101,,,,5.0,4.0,6.0,6.0
lstm,exclude_covid,flu_season,pooled,ALL,2,352,32.737579893960174,65.83517399130226,17.045075871727686,0.671189107837576,352.0,84.6590909090909,level,train,21390,8dd9348,,,,,,,7.0,3.0,5.0,5.0
dualtopo,post_covid,flu_season,pooled,ALL,2,352,33.653001056918995,106.3221370928372,18.898287830027662,0.4985213432192575,352.0,83.80681818181817,level,train,479905,814d672,,,,0.2202225445872003,0.4756868026424432,0.3530290798277058,8.0,9.0,8.0,8.0
gat,post_covid,flu_season,pooled,ALL,2,352,35.02845995774338,98.8313628963722,20.87239600176161,0.4692448233590577,352.0,81.5340909090909,level,,8129,89c2d8b,,,,0.1551780984895052,0.583301851720442,0.444397777088461,9.0,8.0,9.0,9.0
seasonal_naive,exclude_covid,flu_season,pooled,ALL,2,352,52.81327635255087,160.26512910631672,31.357954545454547,0.3145352591519452,352.0,91.19318181818184,level,none,0,8dd9348,,,,,,,10.0,11.0,11.0,11.0
