model,neighborhood,peak_week_actual,peak_week_pred,peak_weeks_late,peak_actual,peak_pred
gnn_st,Allston/Brighton,2025-12-21,2026-01-04,2.0,80.59999084472656,77.56905364990234
gnn_st,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2026-01-04,2.0,58.09999084472656,54.724456787109375
gnn_st,Charlestown,2025-12-14,2025-12-28,2.0,92.8000030517578,86.35399627685547
gnn_st,Dorchester,2025-12-21,2026-01-04,2.0,256.1499938964844,268.4552307128906
gnn_st,East Boston,2025-12-28,2026-01-04,1.0,59.29999542236328,52.32002258300781
gnn_st,Fenway,2026-01-04,2025-12-28,-1.0,21.100000381469727,25.782541275024418
gnn_st,Hyde Park,2025-12-21,2026-01-04,2.0,94.59999084472656,97.35519409179688
gnn_st,Jamaica Plain,2025-12-21,2026-01-04,2.0,61.099998474121094,56.363258361816406
gnn_st,Mattapan,2025-12-28,2026-01-04,1.0,110.3000030517578,100.91490173339844
gnn_st,Roslindale,2025-12-28,2026-01-04,1.0,170.10000610351562,145.63938903808594
gnn_st,Roxbury,2025-12-21,2026-01-04,2.0,254.6999969482422,245.40269470214844
gnn_st,South Boston,2025-12-28,2025-12-28,0.0,57.0,54.3528938293457
gnn_st,South End,2025-12-14,2025-12-28,2.0,132.3000030517578,138.67330932617188
gnn_st,West Roxbury,2025-12-21,2026-01-04,2.0,88.0,72.91181945800781
