model,variant,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_st,post_covid,92.61363636363636,99.27272727272728,95.53429027113238,0.8195489921992253,0.8035384464586514,0.8397246890644681,12.489060886881568,4.192519857233221,8.850227101948082,64.18316652999374,68.41662009527181,66.03994440950167,22.31160378171523,6.087682355541012,17.196665393576048,blend,train,15702,83df4e7,,,,1.0
xgboost,post_covid,96.30681818181816,98.54545454545456,97.28867623604464,0.7208791466233071,0.7982876444572309,0.7583622874161153,15.990541657346864,4.771842934042844,11.07005976116089,80.8125930131041,82.02716756820809,81.34530115130761,26.483238582122336,6.410392567380516,20.292125318735337,climatology,,,1709a20,,,,2.0
lstm,post_covid,90.05681818181817,100.0,94.41786283891548,0.7021826063715468,0.7774867192647648,0.7313054707021698,15.443258228627116,5.1858894941156555,10.944412292437882,62.934734326542255,94.76481393798134,76.89529555962956,27.782536784036218,7.234080921167355,21.36077622544532,level,train,21390,814d672,,,,4.0
arima,post_covid,92.61363636363636,100.0,95.85326953748007,0.7197371267743276,0.7348776770366839,0.7391811531787149,15.770002056537797,7.4481591628396195,12.120070962810525,80.31559770751028,150.30905131184772,111.0144808673074,27.429352163110114,9.798031250395985,21.55199951337875,level,none,,814d672,0.0011019023660813164,0.0029823623541674663,221.37196408282034,5.333333333333333
persistence,exclude_covid,88.63636363636364,98.1818181818182,92.82296650717704,0.6672241757157457,0.7315436302603606,0.7063557895528015,17.825142045454545,4.7041818181818185,12.070334928229665,76.63784452233254,71.05902606661883,74.19099432245811,31.16599789379299,7.249015607151586,23.840083919229752,level,none,0,8dd9348,,,,5.333333333333333
persistence,post_covid,89.48863636363636,98.1818181818182,93.30143540669856,0.6672241757157457,0.7315436302603606,0.7063557895528015,17.825142045454545,4.7041818181818185,12.070334928229665,76.63784452233254,71.05902606661883,74.19099432245811,31.16599789379299,7.249015607151586,23.840083919229752,level,none,0,814d672,1.752159894379391e-07,4.742321886523213e-07,0.0352917080745101,5.333333333333333
lstm,exclude_covid,84.6590909090909,99.63636363636364,91.2280701754386,0.671189107837576,0.7898314660452109,0.7042745935402993,17.045075871727686,5.361153992046009,11.92054873151642,65.83517399130226,83.52716301600388,73.59481830038192,32.737579893960174,8.296519232474736,25.137090153306172,level,train,21390,8dd9348,,,,7.333333333333333
gat,post_covid,81.5340909090909,98.1818181818182,88.83572567783095,0.4692448233590577,0.7045560088232046,0.5203962121085944,20.87239600176161,9.399010982513428,15.840209589810652,98.8313628963722,183.31605005846075,135.8860502481654,35.02845995774338,12.58259041214312,27.536838407802488,level,,8129,89c2d8b,,,,9.333333333333334
dualtopo,post_covid,83.80681818181817,91.27272727272728,87.08133971291866,0.4985213432192575,0.5809410448395025,0.3996247776025198,18.898287830027662,17.152914581298827,18.132773247251865,106.3221370928372,332.2899214236763,205.43081443092453,33.653001056918995,21.946863765152024,29.10429042120262,level,train,479905,814d672,,,,9.666666666666666
seasonal_naive,exclude_covid,91.19318181818184,99.27272727272728,94.73684210526316,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,7.666666666666667
seasonal_naive,post_covid,95.45454545454544,100.0,97.4481658692185,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,814d672,1.9732158984266047e-07,5.340622720541432e-07,0.03973437496460974,7.666666666666667
arima,exclude_covid,88.92045454545455,98.54545454545456,93.14194577352472,0.4193663439129972,0.7219998233049063,0.4672462666945191,21.19558442070307,7.175168212526253,15.046279066239556,108.3695971741757,135.14486384274997,120.11313518670828,56.38714164735512,10.00751769610718,42.76579877188139,level,none,,8dd9348,,,,11.333333333333334
