model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,R2,Spearman,CCC,rank_RMSE,rank_MAPE,rank_MAE,rank_Corr
gnn_multiedge_full,full,flu_season,pooled,ALL,12,352,37.25452791599644,75.88130892794669,20.44222940412411,0.4910101655843457,352.0,93.4659090909091,delta,train,4801,8dd9348,,,,0.0443888589039204,0.45325464498126,0.2538921618284357,11.0,1.0,9.0,10.0
gnn_multiedge_covid_rsv,post_covid,flu_season,pooled,ALL,12,352,37.58505920627861,212.99493956040016,27.139488692818716,0.5240841650099682,352.0,98.29545454545456,delta,train,6337,8dd9348,,,,0.0273568076663516,0.3322072515018889,0.5122560513576413,12.0,23.0,19.0,6.0
gnn_uniform,post_covid,flu_season,pooled,ALL,12,352,38.33923130852459,84.5424063144486,21.782580330967903,0.3282815740123637,352.0,98.29545454545456,delta,train,4801,8dd9348,,,,-0.0120684263266932,0.4642626780291401,0.2603771276167335,13.0,6.0,11.0,15.0
gnn_multiedge_covid_rsv_full,full,flu_season,pooled,ALL,12,352,38.78086822570647,80.01235017637057,21.871916299199007,0.4627039769274106,352.0,90.625,delta,train,6337,8dd9348,,,,-0.0355191413353905,0.4140627306645641,0.2095637304125823,14.0,3.0,12.0,11.0
arima,exclude_covid,flu_season,pooled,ALL,12,352,38.792988550446886,112.77976737437828,22.507292391774673,0.3108632771343115,352.0,92.89772727272728,level,none,,8dd9348,,,,,,,15.0,16.0,13.0,18.0
gnn_multiedge_leaknorm,post_covid,flu_season,pooled,ALL,12,352,39.07283358666838,105.31637102426824,23.670227848120373,0.3544928600314693,352.0,96.875,delta,all,4801,8dd9348,,,,-0.0511698779207376,0.5255979992619091,0.3420778237954125,16.0,11.0,15.0,14.0
dualtopo_fullhistory,full,flu_season,pooled,ALL,12,352,39.361940370381134,108.26801723193852,24.020919848572124,0.2657814460012526,352.0,83.52272727272727,level,train,479905,8dd9348,,,,-0.0667829705671279,0.4489235817389279,0.2376522314766972,17.0,13.0,16.0,21.0
lstm,exclude_covid,flu_season,pooled,ALL,12,352,41.37929701412975,127.6143927346351,26.197076946496964,0.3036461226910398,352.0,80.9659090909091,level,train,21390,8dd9348,,,,,,,18.0,19.0,18.0,19.0
lstm,post_covid,flu_season,pooled,ALL,12,352,41.54519077302485,128.34269608666014,25.25178330459378,0.2733899936352701,352.0,77.8409090909091,level,train,21390,8dd9348,,,,,,,19.0,20.0,17.0,20.0
persistence,exclude_covid,flu_season,pooled,ALL,12,352,51.357158965315016,108.48187681986632,30.80184659090909,0.1189384506548239,352.0,92.89772727272728,level,none,0,8dd9348,,,,,,,20.0,14.0,20.0,22.0
persistence,post_covid,flu_season,pooled,ALL,12,352,51.357158965315016,108.48187681986632,30.80184659090909,0.1189384506548239,352.0,94.88636363636364,level,none,0,8dd9348,,,,,,,20.0,14.0,20.0,22.0
seasonal_naive,exclude_covid,flu_season,pooled,ALL,12,352,52.81327635255087,160.26512910631672,31.357954545454547,0.3145352591519452,352.0,91.47727272727272,level,none,0,8dd9348,,,,,,,22.0,21.0,22.0,16.0
seasonal_naive,post_covid,flu_season,pooled,ALL,12,352,52.81327635255087,160.26512910631672,31.357954545454547,0.3145352591519452,352.0,95.45454545454544,level,none,0,8dd9348,,,,,,,22.0,21.0,22.0,16.0
seasonal_naive,exclude_covid,off_season,pooled,ALL,12,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,99.27272727272728,level,none,0,8dd9348,,,,,,,1.0,1.0,1.0,4.0
seasonal_naive,post_covid,off_season,pooled,ALL,12,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,100.0,level,none,0,8dd9348,,,,,,,1.0,1.0,1.0,4.0
gnn_multiedge_season_level,post_covid,off_season,pooled,ALL,12,275,7.984817560885806,115.557308684148,5.83193605856462,0.7094101250319761,275.0,100.0,level,train,4865,8dd9348,,,,0.121853314220182,0.6747054229277456,0.637075703704353,3.0,5.0,3.0,2.0
gnn_multiedge_level,post_covid,off_season,pooled,ALL,12,275,10.579907497339631,156.45871176044096,7.664435130899602,0.6912019219121963,275.0,100.0,level,train,4801,8dd9348,,,,-0.5417033365586372,0.6782769113914753,0.5355499554566232,4.0,11.0,6.0,6.0
gnn_geo,post_covid,off_season,pooled,ALL,12,275,10.933851605188671,137.24883324786285,7.46994118141857,0.6127222423120857,275.0,100.0,delta,train,4801,8dd9348,,,,-0.6465822085755353,0.5256400419033893,0.522542365866744,5.0,8.0,4.0,9.0
gnn_multiedge_rt,post_covid,off_season,pooled,ALL,12,275,11.458216644950616,112.90054721994048,7.579091809185391,0.0971651691377838,275.0,79.27272727272727,delta,train,5313,8dd9348,,,,-0.808302682707841,0.0389943379254213,0.0952266244459363,6.0,4.0,5.0,18.0
gnn_multiedge_season,post_covid,off_season,pooled,ALL,12,275,11.700598353244436,101.252643961232,7.818059378185056,-0.0024846584390087,275.0,61.81818181818181,delta,train,4865,8dd9348,,,,-0.8856158104669514,-0.0889245060226336,-0.0020801209483562,7.0,3.0,7.0,23.0
gnn_multiedge_covid_rsv_full,full,off_season,pooled,ALL,12,275,11.858800057246352,116.96575701051022,8.118147351172837,0.008727762409278,275.0,89.45454545454545,delta,train,6337,8dd9348,,,,-0.9369506791023964,-0.047030349191782,0.0084005327671652,8.0,6.0,8.0,22.0
gnn_multiedge,post_covid,off_season,pooled,ALL,12,275,11.932817212391608,143.04719476798857,8.265880482738668,0.2600359717275439,275.0,100.0,delta,train,4801,8dd9348,,,,-0.9612052363097654,0.242111265033443,0.249075566009739,9.0,9.0,10.0,16.0
gnn_multiedge_full,full,off_season,pooled,ALL,12,275,12.004833832945558,123.06906985620208,8.203403329998254,0.0139725736463679,275.0,84.0,delta,train,4801,8dd9348,,,,-0.9849491011734004,-0.0200302510650663,0.0137313673425383,10.0,7.0,9.0,21.0
gnn_uniform,post_covid,off_season,pooled,ALL,12,275,12.597385179533402,144.25103697424393,8.851817987615412,0.0485143501713843,275.0,100.0,delta,train,4801,8dd9348,,,,-1.1857369046621318,0.0354734678692103,0.048080187459205,11.0,10.0,11.0,20.0
gnn_corrbinary,post_covid,off_season,pooled,ALL,12,275,13.439917795205586,165.40278545012853,9.162016757902776,0.6178319301791847,275.0,97.0909090909091,delta,train,4801,8dd9348,,,,-1.4878849482667755,0.5290374673024887,0.4621580087847592,12.0,13.0,12.0,8.0
dualtopo_fullhistory,full,off_season,pooled,ALL,12,275,13.972771309785816,199.27386836990007,10.475602479414508,0.724034226947645,275.0,100.0,level,train,479905,8dd9348,,,,-1.689070364494614,0.6666349450336138,0.4650828721466789,13.0,17.0,14.0,1.0
gnn_multiedge_leaknorm,post_covid,off_season,pooled,ALL,12,275,14.195143940935676,159.7169044963738,9.85884508934888,0.0629848787321355,275.0,97.0909090909091,delta,all,4801,8dd9348,,,,-1.7753430655852682,0.0185812501957976,0.0591310502738719,14.0,12.0,13.0,19.0
lstm,exclude_covid,off_season,pooled,ALL,12,275,15.48873373247497,190.5308137435978,10.479815856586802,0.7081391812298247,275.0,98.9090909090909,level,train,21390,8dd9348,,,,,,,15.0,14.0,15.0,3.0
persistence,exclude_covid,off_season,pooled,ALL,12,275,16.528370650600632,193.8738701405231,11.004727272727273,0.5959004134833579,275.0,100.0,level,none,0,8dd9348,,,,,,,16.0,15.0,16.0,10.0
persistence,post_covid,off_season,pooled,ALL,12,275,16.528370650600632,193.8738701405231,11.004727272727273,0.5959004134833579,275.0,100.0,level,none,0,8dd9348,,,,,,,16.0,15.0,16.0,10.0
lstm,post_covid,off_season,pooled,ALL,12,275,18.21950714649644,249.5221622575051,13.320804108706389,0.6785576283310529,275.0,94.18181818181816,level,train,21390,8dd9348,,,,,,,18.0,19.0,18.0,7.0
dualtopo_no_bg,post_covid,off_season,pooled,ALL,12,275,21.590421855101127,327.67403066405393,16.86770789753307,0.5817039102880218,275.0,88.72727272727273,level,train,479905,8dd9348,,,,-5.420359284527359,0.6095023838925745,0.2610649229671131,19.0,21.0,20.0,13.0
dualtopo,post_covid,off_season,pooled,ALL,12,275,21.750419651542547,330.03573642624724,17.005532282049007,0.5816900951288679,275.0,88.36363636363636,level,train,479905,8dd9348,,,,-5.515869190278588,0.605932014001645,0.2592650593216303,20.0,22.0,21.0,14.0
gnn_multiedge_covid_rsv,post_covid,off_season,pooled,ALL,12,275,22.863631464894816,237.5683539829516,15.10398904800415,0.1107939557467556,275.0,91.27272727272728,delta,train,6337,8dd9348,,,,-6.199917004609692,-0.0299226718588827,0.0716739956969027,21.0,18.0,19.0,17.0
arima,exclude_covid,off_season,pooled,ALL,12,275,23.708491262778896,323.27754093655045,17.6118843434261,0.5942358177824054,275.0,100.0,level,none,,8dd9348,,,,,,,22.0,20.0,22.0,12.0
arima,post_covid,off_season,pooled,ALL,12,275,25.755643503449285,381.6440925057296,20.13949746374837,0.5640783198171382,275.0,100.0,level,none,,8dd9348,,,,,,,23.0,23.0,23.0,15.0
gnn_multiedge_season_level,post_covid,overall,pooled,ALL,12,627,22.46271159202917,99.46451423246138,12.369476016818812,0.6942698740530721,627.0,97.92663476874004,level,train,4865,8dd9348,,,,0.4780059146455446,0.7630848301583949,0.6272724872586835,1.0,4.0,1.0,1.0
gnn_multiedge_season,post_covid,overall,pooled,ALL,12,627,23.352090216239347,91.04351323040792,13.487109962298254,0.6716490446674152,627.0,82.45614035087719,delta,train,4865,8dd9348,,,,0.4358523992988995,0.5904820826227227,0.6393597119816883,2.0,1.0,3.0,2.0
gnn_multiedge_level,post_covid,overall,pooled,ALL,12,627,25.31061471026968,113.41032800066624,13.188801865448411,0.5936569213497023,627.0,99.36204146730464,level,train,4801,8dd9348,,,,0.3372547776001124,0.6332531553749449,0.4639928441980904,3.0,8.0,2.0,4.0
gnn_corrbinary,post_covid,overall,pooled,ALL,12,627,26.23346125248246,124.86760346173224,15.095552909346909,0.5478282358915655,627.0,95.21531100478468,delta,train,4801,8dd9348,,,,0.2880452095748032,0.5557657144109579,0.5027301997261838,4.0,10.0,7.0,5.0
gnn_multiedge_rt,post_covid,overall,pooled,ALL,12,627,26.884811091496573,117.7903820993916,16.07852226674432,0.6355359002934146,627.0,90.74960127591709,delta,train,5313,8dd9348,,,,0.2522520960986719,0.6234166681684818,0.6319464873595344,5.0,9.0,9.0,3.0
gnn_geo,post_covid,overall,pooled,ALL,12,627,27.72770455908826,108.78337256791151,14.841394571661713,0.4755698115119967,627.0,98.72408293460924,delta,train,4801,8dd9348,,,,0.2046302643712454,0.5834625267502616,0.4176134300099899,6.0,5.0,4.0,8.0
gnn_multiedge,post_covid,overall,pooled,ALL,12,627,27.829103732034696,110.1765967216651,15.045558347703928,0.4747960115473233,627.0,98.88357256778308,delta,train,4801,8dd9348,,,,0.1988023531634335,0.4937332474086821,0.3966371301131435,7.0,6.0,5.0,9.0
gnn_multiedge_full,full,overall,pooled,ALL,12,627,29.02379425898692,96.57769529998852,15.074323231261893,0.4846846322217402,627.0,89.31419457735247,delta,train,4801,8dd9348,,,,0.1285357008389709,0.3853350061373191,0.2941639614352569,8.0,3.0,6.0,7.0
dualtopo_no_bg,post_covid,overall,pooled,ALL,12,627,29.027811387541337,202.68076616290233,17.97991235328443,0.4000447468578619,627.0,84.52950558213716,level,train,479905,8dd9348,,,,0.1282944643388368,0.4807269843633161,0.3249806471615965,9.0,19.0,12.0,14.0
dualtopo,post_covid,overall,pooled,ALL,12,627,29.060351855206697,204.08510057628115,18.053622974353164,0.3999582970320883,627.0,84.52950558213716,level,train,479905,8dd9348,,,,0.1263389876039006,0.4484736356884416,0.325618223914467,10.0,20.0,13.0,15.0
gnn_uniform,post_covid,overall,pooled,ALL,12,627,29.913338534093707,110.73040221786758,16.11119333826944,0.3789804375394214,627.0,99.04306220095694,delta,train,4801,8dd9348,,,,0.0742984352780696,0.4292673197275954,0.3178113385544969,11.0,7.0,10.0,18.0
gnn_multiedge_covid_rsv_full,full,overall,pooled,ALL,12,627,30.099939430145724,96.21998475274762,15.839561497433143,0.4496051659862334,627.0,90.1116427432217,delta,train,6337,8dd9348,,,,0.0627132664800477,0.3426446941173548,0.2442670031925537,12.0,2.0,8.0,10.0
arima,post_covid,overall,pooled,ALL,12,627,30.178887786530932,235.61132289205796,20.072114700317353,0.3961158091535952,627.0,99.68102073365232,level,none,,8dd9348,,,,,,,13.0,23.0,19.0,16.0
gnn_multiedge_leaknorm,post_covid,overall,pooled,ALL,12,627,30.748417494958797,129.17625412606893,17.612603831115333,0.4166719602448712,627.0,96.96969696969695,delta,all,4801,8dd9348,,,,0.0218920698875231,0.4889661307345505,0.4070502186011074,14.0,11.0,11.0,13.0
dualtopo_fullhistory,full,overall,pooled,ALL,12,627,30.910326907457396,148.18286422227254,18.07999117788896,0.3433794630243555,627.0,90.74960127591709,level,train,479905,8dd9348,,,,0.0115642978366625,0.5711018789075796,0.3140754039299717,15.0,16.0,14.0,19.0
gnn_multiedge_covid_rsv,post_covid,overall,pooled,ALL,12,627,31.97395176431552,223.77275290362445,21.860760778426364,0.5352334992434225,627.0,95.21531100478468,delta,train,6337,8dd9348,,,,-0.057630232675311,0.3597564858738187,0.5213787902824661,16.0,22.0,21.0,6.0
lstm,exclude_covid,overall,pooled,ALL,12,627,32.65701636014379,155.20931422979416,19.303541380746893,0.3893121636953559,627.0,88.83572567783095,level,train,21390,8dd9348,,,,,,,17.0,17.0,15.0,17.0
arima,exclude_covid,overall,pooled,ALL,12,627,33.03612713871245,205.10335227006783,20.360183598639335,0.2909569325887912,627.0,96.01275917065392,level,none,,8dd9348,,,,,,,18.0,21.0,20.0,21.0
lstm,post_covid,overall,pooled,ALL,12,627,33.385271744865626,181.4915847580834,20.01889769236247,0.341773623652767,627.0,85.00797448165869,level,train,21390,8dd9348,,,,,,,19.0,18.0,18.0,20.0
seasonal_naive,exclude_covid,overall,pooled,ALL,12,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,94.896331738437,level,none,0,8dd9348,,,,,,,20.0,12.0,16.0,11.0
seasonal_naive,post_covid,overall,pooled,ALL,12,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,97.4481658692185,level,none,0,8dd9348,,,,,,,20.0,12.0,16.0,11.0
persistence,exclude_covid,overall,pooled,ALL,12,627,40.00691273002952,145.9345054692772,22.1188995215311,0.1692007555048582,627.0,96.01275917065392,level,none,0,8dd9348,,,,,,,22.0,14.0,22.0,22.0
persistence,post_covid,overall,pooled,ALL,12,627,40.00691273002952,145.9345054692772,22.1188995215311,0.1692007555048582,627.0,97.1291866028708,level,none,0,8dd9348,,,,,,,22.0,14.0,22.0,22.0
