model,variant,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_multiedge_season_level,post_covid,96.30681818181816,100.0,97.92663476874004,0.6499067551604041,0.7094101250319761,0.6942698740530721,17.4769291092049,5.83193605856462,12.369476016818812,86.89201856708124,115.557308684148,99.46451423246138,29.136935162256407,7.984817560885806,22.46271159202917,level,train,4865,8dd9348,,,,1.6666666666666667
gnn_multiedge_season,post_covid,98.57954545454544,61.81818181818181,82.45614035087719,0.6396586765981358,-0.0024846584390087,0.6716490446674152,17.91605573113669,7.818059378185056,13.487109962298254,83.06762984695162,101.252643961232,91.04351323040792,29.400598766246496,11.700598353244436,23.352090216239347,delta,train,4865,8dd9348,,,,3.6666666666666665
gnn_multiedge_level,post_covid,98.86363636363636,100.0,99.36204146730464,0.5858566156876706,0.6912019219121963,0.5936569213497023,17.504713376814667,7.664435130899602,13.188801865448411,79.77877818834226,156.45871176044096,113.41032800066624,32.46025950266026,10.579907497339631,25.31061471026968,level,train,4801,8dd9348,,,,3.3333333333333335
gnn_corrbinary,post_covid,93.75,97.0909090909091,95.21531100478468,0.5325444211303172,0.6178319301791847,0.5478282358915655,19.731128027662635,9.162016757902776,15.095552909346909,93.19949253329764,165.40278545012853,124.86760346173224,32.935211557468364,13.439917795205586,26.23346125248246,delta,train,4801,8dd9348,,,,6.666666666666667
gnn_multiedge_rt,post_covid,99.7159090909091,79.27272727272727,90.74960127591709,0.5869558247628146,0.0971651691377838,0.6355359002934146,22.71870231171223,7.579091809185391,16.07852226674432,121.61056559896276,112.90054721994048,117.7903820993916,34.42243846052014,11.458216644950616,26.884811091496573,delta,train,5313,8dd9348,,,,6.333333333333333
gnn_geo,post_covid,97.72727272727272,100.0,98.72408293460924,0.426892549121374,0.6127222423120857,0.4755698115119967,20.600342532789167,7.46994118141857,14.841394571661713,86.54473141169956,137.24883324786285,108.78337256791151,35.722161990803066,10.933851605188671,27.72770455908826,delta,train,4801,8dd9348,,,,7.0
gnn_multiedge,post_covid,98.01136363636364,100.0,98.88357256778308,0.4391404939079481,0.2600359717275439,0.4747960115473233,20.342181679708037,8.265880482738668,15.045558347703928,84.4964419979749,143.04719476798857,110.1765967216651,35.61265604673914,11.932817212391608,27.829103732034696,delta,train,4801,8dd9348,,,,8.333333333333334
gnn_multiedge_full,full,93.4659090909091,84.0,89.31419457735247,0.4910101655843457,0.0139725736463679,0.4846846322217402,20.44222940412411,8.203403329998254,15.074323231261893,75.88130892794669,123.06906985620208,96.57769529998852,37.25452791599644,12.004833832945558,29.02379425898692,delta,train,4801,8dd9348,,,,9.666666666666666
dualtopo_no_bg,post_covid,81.25,88.72727272727273,84.52950558213716,0.4986475303073684,0.5817039102880218,0.4000447468578619,18.84882208434018,16.86770789753307,17.97991235328443,105.0297782713776,327.67403066405393,202.68076616290233,33.71541312875209,21.590421855101127,29.027811387541337,level,train,479905,8dd9348,,,,11.666666666666666
dualtopo,post_covid,81.5340909090909,88.36363636363636,84.52950558213716,0.4985944109661567,0.5816900951288679,0.3999582970320883,18.872443827715788,17.005532282049007,18.053622974353164,105.6861663184951,330.03573642624724,204.08510057628115,33.6849892253603,21.750419651542547,29.060351855206697,level,train,479905,8dd9348,,,,12.0
