model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_multiedge_season,post_covid,Allston/Brighton,100.0,60.86956521739131,81.63265306122449,0.551713690807819,-0.4732897507519161,0.6390278578944986,11.71552670918978,6.4429124762182655,9.240626150856214,52.661420224515766,147.59408704416967,97.22165158884307,18.104237463652733,7.5715041971516595,14.171245182584045,delta,train,4865,8dd9348,,,,5.333333333333333
gnn_multiedge_season_level,post_covid,Allston/Brighton,100.0,100.0,100.0,0.5115687211105356,0.5358602541767116,0.6605020721748771,12.5320494725154,3.6726342284161113,8.373548439570836,59.66950675943197,120.26226564409662,88.11100582774395,19.07945063925858,4.504216834651018,14.236547282520933,level,train,4865,8dd9348,,,,1.6666666666666667
gnn_multiedge_rt,post_covid,Allston/Brighton,100.0,73.91304347826086,87.75510204081633,0.4571439916394154,-0.1171523312928731,0.6067062851059382,15.74962173975431,5.687376873162777,11.026527210537877,83.52949152302995,158.39684253517322,118.67130934505636,19.565635869560847,6.72811965476609,14.979115696583406,delta,train,5313,8dd9348,,,,5.0
gnn_corrbinary,post_covid,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.3404940515663268,0.544288281150639,0.4790175034911161,12.631543691341694,6.066677263087553,9.55007577603873,57.21807270058312,185.2771080041719,117.32741580226764,20.77199929718137,7.484769872443803,15.976306286762476,delta,train,4801,8dd9348,,,,6.666666666666667
gnn_multiedge_level,post_covid,Allston/Brighton,100.0,100.0,100.0,0.3153562080015895,0.5620711861365503,0.5170674142346173,12.950034104860746,5.1224674971207325,9.275870186941964,54.062236265249986,154.51567620438703,101.2138509305592,21.925516797103608,5.770852434730855,16.45333439766069,level,train,4801,8dd9348,,,,5.0
gnn_geo,post_covid,Allston/Brighton,100.0,100.0,100.0,0.1652753354854414,0.324353152959563,0.3973928011331629,13.725766548743614,4.782231846581334,9.527780872218464,54.29732821219607,170.56924619936416,108.8739427776015,22.200901188634845,6.345899860420281,16.74606294830484,delta,train,4801,8dd9348,,,,7.0
gnn_multiedge,post_covid,Allston/Brighton,100.0,100.0,100.0,0.1920396416860124,0.02706857348663,0.3786835369432765,13.16109508734483,5.595255322430445,9.609782544629914,50.12735778635733,174.56091896016753,108.53494772508456,22.638944181316017,7.02056096407986,17.178057306545814,delta,train,4801,8dd9348,,,,9.666666666666666
gnn_multiedge_leaknorm,post_covid,Allston/Brighton,100.0,100.0,100.0,0.1187983537931157,-0.4495821485573332,0.3414417770116935,15.783412053034857,7.260770152444425,11.782988303778122,71.23439189208185,204.9820992087453,134.01392797949532,23.253081216638886,8.93291982295676,18.010021438595782,delta,all,4801,8dd9348,,,,11.666666666666666
gnn_multiedge_full,full,Allston/Brighton,100.0,82.6086956521739,91.83673469387756,0.2026685738609867,-0.2541391558125027,0.352034128233741,14.799067011246317,5.642665170942959,10.501164106614128,50.51157199107811,154.75352816150783,99.44146978536143,23.93485609844418,6.949218913950929,18.073274072116615,delta,train,4801,8dd9348,,,,11.0
lstm,exclude_covid,Allston/Brighton,84.61538461538461,100.0,91.83673469387756,-0.054603660641007,0.4724295161407498,0.2289659377269492,15.345349869361288,5.468605962006942,10.709327218970472,65.71832640078286,153.15287367792823,106.75903226556538,24.140340916644323,6.308034608094472,18.10787260465606,level,train,21390,8dd9348,,,,10.666666666666666
gnn_uniform,post_covid,Allston/Brighton,100.0,100.0,100.0,0.1085040851889014,-0.316597104984132,0.2939167304375187,13.979923028212328,5.9916320676388946,10.23031706712684,45.363125568083746,180.6212782225219,108.8516462017996,23.95935982481323,7.555289898903402,18.2041816955838,delta,train,4801,8dd9348,,,,13.0
dualtopo_no_bg,post_covid,Allston/Brighton,80.76923076923077,100.0,89.79591836734694,-0.1315275190854291,-0.2018120351765894,0.2170977924288583,14.008082426511324,11.430114663165549,12.798015925349022,70.74074903322199,324.2208339779583,189.72119706850643,22.32170181383302,12.121485086522682,18.257856505542357,level,train,479905,8dd9348,,,,14.0
dualtopo,post_covid,Allston/Brighton,80.76923076923077,100.0,89.79591836734694,-0.6374881984836807,-0.0675302319496447,-0.2239525636017044,14.029356993161716,11.522419307542885,12.852631140728386,71.2228956383396,326.4202528021137,191.0094102254172,22.29640957562363,12.208489009029035,18.26866536035628,level,train,479905,8dd9348,,,,14.333333333333334
dualtopo_fullhistory,full,Allston/Brighton,84.61538461538461,100.0,91.83673469387756,-0.0554507341933111,0.6617486451673967,0.1975417208799042,15.841510442587046,5.34333030037258,10.913793232976174,64.04558919725935,160.57687619803397,109.35619329966372,24.447513931123137,5.999946124965307,18.276610179647612,level,train,479905,8dd9348,,,,12.0
arima,exclude_covid,Allston/Brighton,100.0,100.0,100.0,,,,14.109620433359632,11.873572602529428,13.060046961745456,73.06991360477475,334.8014925073008,195.9235118651441,22.19919584438264,12.540424859154676,18.31133449559848,level,none,,8dd9348,,,,14.666666666666666
arima,post_covid,Allston/Brighton,100.0,100.0,100.0,,,,14.458836641545457,13.38684283800132,13.955655876616577,81.06053903454975,370.9372197224875,217.12510343909196,21.842086276379423,13.981705563696956,18.57155007451072,level,none,,8dd9348,,,,14.666666666666666
gnn_multiedge_covid_rsv_full,full,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.1457720106744705,-0.2654496351822746,0.295421305059857,15.109868073692688,5.058629898921303,10.391939950840811,51.08438628653386,135.857415557567,90.87580818926372,25.050509415745015,6.556456649526925,18.79233040421091,delta,train,6337,8dd9348,,,,14.666666666666666
