model,variant,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_multiedge_level,post_covid,71.5909090909091,96.72727272727272,82.61562998405104,0.4234460858232501,0.8087993895931914,0.5177936493534389,22.547345680269327,6.747751734473488,15.617699212815012,120.0269639680404,115.55724837384923,118.06656239164076,35.66780795092085,9.832967920117165,27.506727158595304,level,train,4801,8dd9348,,,,6.666666666666667
lstm,exclude_covid,88.92045454545455,100.0,93.77990430622008,0.3960258960492355,0.7557029024116475,0.4827104668791175,24.20475519407879,7.635517827120693,16.93754582260594,109.27648268430012,118.28290659836122,113.22666861151993,38.118451570941694,13.018649547622582,29.8339421989465,level,train,21390,8dd9348,,,,8.666666666666666
lstm,post_covid,82.95454545454545,89.81818181818181,85.96491228070175,0.4623232475369808,0.6092554197341169,0.4449211748428457,21.65519856160337,18.528387068314984,20.283790011915485,131.18429836120765,354.9480691568049,229.3263030961187,34.12744222575885,23.44890399825132,29.916876502191464,level,train,21390,8dd9348,,,,9.0
gnn_geo,post_covid,71.30681818181817,90.9090909090909,79.90430622009569,0.2661805737460551,0.6673740030007133,0.3849128884003024,23.133263481569223,5.750446125106378,15.50922078136622,110.98602612818704,87.24143202897385,100.5717304706374,39.161775267663025,9.294931675203586,29.981433558543596,delta,train,4801,8dd9348,,,,7.333333333333333
gnn_multiedge_leaknorm,post_covid,68.4659090909091,96.0,80.54226475279107,0.3084284892852524,0.7281272226515432,0.4281187943078115,25.086755424399268,5.826705779243599,16.639365229155555,128.82958636231143,94.60909633401496,113.82059950779544,39.39599210367518,8.646889419988538,30.06852746955723,delta,all,4801,8dd9348,,,,7.333333333333333
dualtopo_no_bg,post_covid,84.94318181818183,89.81818181818181,87.08133971291866,0.4988311517353092,0.5821117071115902,0.400061211139391,20.191354364156723,21.351690148440273,20.70027356778986,128.00069639692887,403.2336099475376,248.7168865507046,33.072472675097615,26.75180161360411,30.462142914099218,level,train,479905,8dd9348,,,,10.0
gnn_multiedge_full,full,88.92045454545455,99.27272727272728,93.4609250398724,0.3874208081397917,0.7294351544463168,0.4882048125175348,26.226692726666275,5.822141215151007,17.277328028633264,138.49711927253855,110.7379643964466,126.32205134442805,40.80352963679178,8.212068265204106,31.052770200482566,delta,train,4801,8dd9348,,,,8.0
gnn_multiedge_season_level,post_covid,76.13636363636364,98.54545454545456,85.96491228070175,0.3935776151075745,0.7850833365315015,0.4968037665943223,26.85315810550343,7.148057985305786,18.21057033348692,140.0759846596306,105.06994412702863,124.72245811024376,40.5600497045805,11.506152929875324,31.331155142568655,level,train,4865,8dd9348,,,,11.0
gnn_multiedge_season,post_covid,68.18181818181817,86.18181818181819,76.07655502392345,0.2721686688497584,0.714067040115127,0.3774377548658825,25.42296529796229,7.84112718525639,17.711632792389523,117.47826497812142,109.1582969435064,113.82915619100956,40.84630544555083,12.710633035613968,31.741407511930387,delta,train,4865,8dd9348,,,,12.333333333333334
gnn_multiedge,post_covid,67.61363636363636,97.45454545454544,80.7017543859649,0.3168762483689809,0.7359660098296785,0.4351208881274031,27.436502306976102,6.271350761760365,18.153541102934113,147.20444580017212,101.81382745661082,127.29627986001368,41.815109588942434,9.633479144428332,31.973730030767197,delta,train,4801,8dd9348,,,,12.0
gnn_uniform,post_covid,76.42045454545455,85.45454545454545,80.38277511961722,0.2355063432370503,0.6852115386050154,0.36953830565277,26.560733141361695,6.175892425944859,17.620013529336767,132.80002572807237,85.91412196534944,112.23603284968512,42.115212187017576,9.594074257199091,32.18893556312417,delta,train,4801,8dd9348,,,,12.333333333333334
gnn_multiedge_covid_rsv_full,full,76.13636363636364,98.9090909090909,86.1244019138756,0.1553411709617568,0.6327696078416536,0.2529381872222719,23.68190412993797,6.0189951679923315,15.935014234347776,108.57748750830744,113.99707222620032,110.95449834948847,42.70045208912945,8.197157939508054,32.45140778522377,delta,train,6337,8dd9348,,,,11.0
gnn_multiedge_rt,post_covid,69.0340909090909,83.63636363636363,75.43859649122807,0.224645345960849,0.677875592210084,0.3347958729641512,25.754597554660656,7.902028012871742,17.92452319422692,116.13020178083907,99.06670515861128,108.64621203424797,41.79368800108231,13.389917544720168,32.54606525164798,delta,train,5313,8dd9348,,,,14.666666666666666
dualtopo_fullhistory,full,88.35227272727273,100.0,93.4609250398724,0.2789363783412986,0.7882996749880216,0.387233932849359,24.743804788047616,4.707710231434215,15.956044017603142,105.12423850687247,81.32855895985954,94.68753695116504,43.34144143520329,6.514210184177293,32.759691433300354,level,train,479905,8dd9348,,,,9.666666666666666
gnn_corrbinary,post_covid,72.72727272727273,88.72727272727273,79.74481658692186,0.1309662605859201,0.6869216330797396,0.2837198378723817,26.778312637047335,6.571776653975248,17.915796854998174,136.3162862393611,97.4514029095796,119.27028477893064,43.768073198950155,10.994402454843254,33.592641618819066,delta,train,4801,8dd9348,,,,15.666666666666666
gnn_multiedge_covid_rsv,post_covid,69.0340909090909,95.63636363636364,80.7017543859649,0.1382546539720741,0.6625302817471362,0.2668025703051369,26.993024321876213,5.568617113070054,17.59635449345246,123.26424295368044,96.12373216315775,111.3605101508196,44.75759433751982,7.799695705192762,33.930949841039684,delta,train,6337,8dd9348,,,,13.0
arima,exclude_covid,94.31818181818184,99.63636363636364,96.65071770334929,0.3192181245040397,0.6859002751259857,0.4186472069985827,30.83418439776587,5.228120747474857,19.603454726585603,154.7303642710264,94.88978856031348,128.48449773124003,51.575157139242116,7.192118551872816,38.9360841338377,level,none,,8dd9348,,,,13.333333333333334
persistence,exclude_covid,95.45454545454544,100.0,97.4481658692185,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,12.666666666666666
persistence,post_covid,61.93181818181818,97.0909090909091,77.35247208931419,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,12.666666666666666
seasonal_naive,exclude_covid,95.45454545454544,100.0,97.4481658692185,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,12.666666666666666
seasonal_naive,post_covid,61.93181818181818,97.0909090909091,77.35247208931419,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,12.666666666666666
arima,post_covid,66.19318181818183,95.63636363636364,79.10685805422646,0.3309802646852914,0.5883520696299895,0.4115733118956297,28.88526772685052,6.5948695674222675,19.108777306048655,143.85791588247395,146.62615746348902,145.0720569267788,52.842981967323624,8.497222613774424,39.99150207671657,level,none,,8dd9348,,,,18.0
dualtopo,post_covid,49.43181818181818,99.27272727272728,71.29186602870813,0.0506236906069593,0.8021516999931104,0.1522362768210529,65.56367781487378,6.571925171938809,39.69010209428827,318.57493483736005,124.5990778095546,233.4978045620068,128.1662908518491,8.732646421108656,96.20497282447162,level,train,479905,8dd9348,,,,19.333333333333332
