model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,R2,Spearman,CCC,rank_RMSE,rank_MAPE,rank_MAE,rank_Corr
dualtopo_fullhistory,full,off_season,pooled,ALL,52,275,6.514210184177293,81.32855895985954,4.707710231434215,0.7882996749880216,275.0,100.0,level,train,479905,8dd9348,,,,0.4155321826328705,0.7152847996167438,0.7538263021440963,1.0,1.0,1.0,3.0
persistence,exclude_covid,off_season,pooled,ALL,52,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,100.0,level,none,0,8dd9348,,,,,,,2.0,4.0,2.0,10.0
persistence,post_covid,off_season,pooled,ALL,52,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,97.0909090909091,level,none,0,8dd9348,,,,,,,2.0,4.0,2.0,10.0
seasonal_naive,exclude_covid,off_season,pooled,ALL,52,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,100.0,level,none,0,8dd9348,,,,,,,2.0,4.0,2.0,10.0
seasonal_naive,post_covid,off_season,pooled,ALL,52,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,97.0909090909091,level,none,0,8dd9348,,,,,,,2.0,4.0,2.0,10.0
arima,exclude_covid,off_season,pooled,ALL,52,275,7.192118551872816,94.88978856031348,5.228120747474857,0.6859002751259857,275.0,99.63636363636364,level,none,,8dd9348,,,,,,,6.0,9.0,6.0,15.0
gnn_multiedge_covid_rsv,post_covid,off_season,pooled,ALL,52,275,7.799695705192762,96.12373216315775,5.568617113070054,0.6625302817471362,275.0,95.63636363636364,delta,train,6337,8dd9348,,,,0.1620996053831286,0.5186391394538294,0.6463640644048355,7.0,10.0,7.0,19.0
gnn_multiedge_covid_rsv_full,full,off_season,pooled,ALL,52,275,8.197157939508054,113.99707222620032,6.0189951679923315,0.6327696078416536,275.0,98.9090909090909,delta,train,6337,8dd9348,,,,0.074527173249285,0.545748175844386,0.6006698410574184,8.0,17.0,11.0,20.0
gnn_multiedge_full,full,off_season,pooled,ALL,52,275,8.212068265204106,110.7379643964466,5.822141215151007,0.7294351544463168,275.0,99.27272727272728,delta,train,4801,8dd9348,,,,0.0711573098410524,0.5999632812402054,0.6656970471691275,9.0,16.0,9.0,7.0
arima,post_covid,off_season,pooled,ALL,52,275,8.497222613774424,146.62615746348902,6.5948695674222675,0.5883520696299895,275.0,95.63636363636364,level,none,,8dd9348,,,,,,,10.0,21.0,16.0,22.0
gnn_multiedge_leaknorm,post_covid,off_season,pooled,ALL,52,275,8.646889419988538,94.60909633401496,5.826705779243599,0.7281272226515432,275.0,96.0,delta,all,4801,8dd9348,,,,-0.0298094827523722,0.5822881689978225,0.6671471195006808,11.0,8.0,10.0,8.0
dualtopo,post_covid,off_season,pooled,ALL,52,275,8.732646421108656,124.5990778095546,6.571925171938809,0.8021516999931104,275.0,99.27272727272728,level,train,479905,8dd9348,,,,-0.0503374014882451,0.7202131064657318,0.6657888887651734,12.0,20.0,15.0,2.0
gnn_geo,post_covid,off_season,pooled,ALL,52,275,9.294931675203586,87.24143202897385,5.750446125106378,0.6673740030007133,275.0,90.9090909090909,delta,train,4801,8dd9348,,,,-0.1899520984632456,0.5198370359627189,0.6201265718154069,13.0,3.0,8.0,18.0
gnn_uniform,post_covid,off_season,pooled,ALL,52,275,9.594074257199091,85.91412196534944,6.175892425944859,0.6852115386050154,275.0,85.45454545454545,delta,train,4801,8dd9348,,,,-0.2677780459428034,0.4952776679579287,0.6250173515466422,14.0,2.0,12.0,16.0
gnn_multiedge,post_covid,off_season,pooled,ALL,52,275,9.633479144428332,101.81382745661082,6.271350761760365,0.7359660098296785,275.0,97.45454545454544,delta,train,4801,8dd9348,,,,-0.278213496168215,0.60291906336541,0.6404787167698226,15.0,13.0,13.0,6.0
gnn_multiedge_level,post_covid,off_season,pooled,ALL,52,275,9.832967920117165,115.55724837384923,6.747751734473488,0.8087993895931914,275.0,96.72727272727272,level,train,4801,8dd9348,,,,-0.331699756502859,0.7274578080357917,0.6527124869670655,16.0,18.0,17.0,1.0
gnn_corrbinary,post_covid,off_season,pooled,ALL,52,275,10.994402454843254,97.4514029095796,6.571776653975248,0.6869216330797396,275.0,88.72727272727273,delta,train,4801,8dd9348,,,,-0.6648700346462542,0.5138792956747169,0.5861443759816704,17.0,11.0,14.0,14.0
gnn_multiedge_season_level,post_covid,off_season,pooled,ALL,52,275,11.506152929875324,105.06994412702863,7.148057985305786,0.7850833365315015,275.0,98.54545454545456,level,train,4865,8dd9348,,,,-0.8234646975761672,0.7068757010432485,0.6083499449567379,18.0,14.0,18.0,4.0
gnn_multiedge_season,post_covid,off_season,pooled,ALL,52,275,12.710633035613968,109.1582969435064,7.84112718525639,0.714067040115127,275.0,86.18181818181819,delta,train,4865,8dd9348,,,,-1.2252122229526714,0.507615172208145,0.5574410568763429,19.0,15.0,20.0,9.0
lstm,exclude_covid,off_season,pooled,ALL,52,275,13.018649547622582,118.28290659836122,7.635517827120693,0.7557029024116475,275.0,100.0,level,train,21390,8dd9348,,,,,,,20.0,19.0,19.0,5.0
gnn_multiedge_rt,post_covid,off_season,pooled,ALL,52,275,13.389917544720168,99.06670515861128,7.902028012871742,0.677875592210084,275.0,83.63636363636363,delta,train,5313,8dd9348,,,,-1.4694081720097314,0.4197820008237162,0.5288924981002414,21.0,12.0,21.0,17.0
lstm,post_covid,off_season,pooled,ALL,52,275,23.44890399825132,354.9480691568049,18.528387068314984,0.6092554197341169,275.0,89.81818181818181,level,train,21390,8dd9348,,,,,,,22.0,22.0,22.0,21.0
dualtopo_no_bg,post_covid,off_season,pooled,ALL,52,275,26.75180161360411,403.2336099475376,21.351690148440273,0.5821117071115902,275.0,89.81818181818181,level,train,479905,8dd9348,,,,-8.856963499425095,0.6177502792695718,0.2128885757598889,23.0,23.0,23.0,23.0
gnn_multiedge_level,post_covid,overall,pooled,ALL,52,627,27.506727158595304,118.06656239164076,15.617699212815012,0.5177936493534389,627.0,82.61562998405104,level,train,4801,8dd9348,,,,0.2172572419367876,0.7309740636014385,0.48819898364974,1.0,10.0,2.0,1.0
lstm,exclude_covid,overall,pooled,ALL,52,627,29.8339421989465,113.22666861151993,16.93754582260594,0.4827104668791175,627.0,93.77990430622008,level,train,21390,8dd9348,,,,,,,2.0,7.0,6.0,4.0
lstm,post_covid,overall,pooled,ALL,52,627,29.916876502191464,229.3263030961187,20.283790011915485,0.4449211748428457,627.0,85.96491228070175,level,train,21390,8dd9348,,,,,,,3.0,21.0,21.0,5.0
gnn_geo,post_covid,overall,pooled,ALL,52,627,29.981433558543596,100.5717304706374,15.50922078136622,0.3849128884003024,627.0,79.90430622009569,delta,train,4801,8dd9348,,,,0.0700790996822582,0.5648763623065495,0.3498390226001697,4.0,2.0,1.0,16.0
gnn_multiedge_leaknorm,post_covid,overall,pooled,ALL,52,627,30.06852746955723,113.82059950779544,16.639365229155555,0.4281187943078115,627.0,80.54226475279107,delta,all,4801,8dd9348,,,,0.0646685232504424,0.6224034449963095,0.4136060385193247,5.0,8.0,5.0,7.0
dualtopo_no_bg,post_covid,overall,pooled,ALL,52,627,30.462142914099218,248.7168865507046,20.70027356778986,0.400061211139391,627.0,87.08133971291866,level,train,479905,8dd9348,,,,0.0400201193121274,0.4666488961737279,0.3391858131581451,6.0,23.0,22.0,14.0
gnn_multiedge_full,full,overall,pooled,ALL,52,627,31.052770200482566,126.32205134442805,17.277328028633264,0.4882048125175348,627.0,93.4609250398724,delta,train,4801,8dd9348,,,,0.002433333718211,0.6736095569978077,0.4817586396318983,7.0,13.0,7.0,3.0
gnn_multiedge_season_level,post_covid,overall,pooled,ALL,52,627,31.331155142568655,124.72245811024376,18.21057033348692,0.4968037665943223,627.0,85.96491228070175,level,train,4865,8dd9348,,,,-0.0155329826900108,0.7522744002399158,0.4850862081023406,8.0,12.0,14.0,2.0
gnn_multiedge_season,post_covid,overall,pooled,ALL,52,627,31.741407511930387,113.82915619100956,17.711632792389523,0.3774377548658825,627.0,76.07655502392345,delta,train,4865,8dd9348,,,,-0.0423020234268169,0.5758628867303303,0.3689465077542446,9.0,9.0,10.0,17.0
gnn_multiedge,post_covid,overall,pooled,ALL,52,627,31.973730030767197,127.29627986001368,18.153541102934113,0.4351208881274031,627.0,80.7017543859649,delta,train,4801,8dd9348,,,,-0.0576155477217139,0.6470529055080528,0.42897615512379,10.0,14.0,13.0,6.0
gnn_uniform,post_covid,overall,pooled,ALL,52,627,32.18893556312417,112.23603284968512,17.620013529336767,0.36953830565277,627.0,80.38277511961722,delta,train,4801,8dd9348,,,,-0.0719004426091491,0.5818963448701419,0.3628959885069794,11.0,6.0,9.0,18.0
gnn_multiedge_covid_rsv_full,full,overall,pooled,ALL,52,627,32.45140778522377,110.95449834948847,15.935014234347776,0.2529381872222719,627.0,86.1244019138756,delta,train,6337,8dd9348,,,,-0.0894525345038852,0.3702931750398349,0.2234655892609855,12.0,4.0,3.0,22.0
gnn_multiedge_rt,post_covid,overall,pooled,ALL,52,627,32.54606525164798,108.64621203424797,17.92452319422692,0.3347958729641512,627.0,75.43859649122807,delta,train,5313,8dd9348,,,,-0.0958174221521312,0.5176401058387888,0.3245743124965153,13.0,3.0,12.0,19.0
dualtopo_fullhistory,full,overall,pooled,ALL,52,627,32.759691433300354,94.68753695116504,15.956044017603142,0.387233932849359,627.0,93.4609250398724,level,train,479905,8dd9348,,,,-0.1102501378295139,0.7345466423126904,0.3847050299690124,14.0,1.0,4.0,15.0
gnn_corrbinary,post_covid,overall,pooled,ALL,52,627,33.592641618819066,119.27028477893064,17.915796854998174,0.2837198378723817,627.0,79.74481658692186,delta,train,4801,8dd9348,,,,-0.1674264606361841,0.5252582831190408,0.2752680194931093,15.0,11.0,11.0,20.0
gnn_multiedge_covid_rsv,post_covid,overall,pooled,ALL,52,627,33.930949841039684,111.3605101508196,17.59635449345246,0.2668025703051369,627.0,80.7017543859649,delta,train,6337,8dd9348,,,,-0.1910589410061332,0.4414332687405444,0.2581424554910561,16.0,5.0,8.0,21.0
arima,exclude_covid,overall,pooled,ALL,52,627,38.9360841338377,128.48449773124003,19.603454726585603,0.4186472069985827,627.0,96.65071770334929,level,none,,8dd9348,,,,,,,17.0,15.0,16.0,8.0
persistence,exclude_covid,overall,pooled,ALL,52,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,97.4481658692185,level,none,0,8dd9348,,,,,,,18.0,16.0,17.0,9.0
persistence,post_covid,overall,pooled,ALL,52,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,77.35247208931419,level,none,0,8dd9348,,,,,,,18.0,16.0,17.0,9.0
seasonal_naive,exclude_covid,overall,pooled,ALL,52,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,97.4481658692185,level,none,0,8dd9348,,,,,,,18.0,16.0,17.0,9.0
seasonal_naive,post_covid,overall,pooled,ALL,52,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,77.35247208931419,level,none,0,8dd9348,,,,,,,18.0,16.0,17.0,9.0
arima,post_covid,overall,pooled,ALL,52,627,39.99150207671657,145.0720569267788,19.108777306048655,0.4115733118956297,627.0,79.10685805422646,level,none,,8dd9348,,,,,,,22.0,20.0,15.0,13.0
dualtopo,post_covid,overall,pooled,ALL,52,627,96.20497282447162,233.4978045620068,39.69010209428827,0.1522362768210529,627.0,71.29186602870813,level,train,479905,8dd9348,,,,-8.574944626984129,0.5557231099758225,0.0870015254912631,23.0,22.0,23.0,23.0
