city,model,variant,horizon,origin_date,target_date,neighborhood,group,shap_rate_per_100k,base_rate_per_100k,predicted_rate_per_100k,actual_rate_per_100k,n_background,seed
boston,gat,post_covid,2,2025-12-07,2025-12-21,Dorchester,Own flu history,0.6854096829626535,55.3394627245194,54.00557726810803,256.1499938964844,20,0
boston,gat,post_covid,2,2025-12-07,2025-12-21,Dorchester,Neighbours' flu history,-2.0192951393740266,55.3394627245194,54.00557726810803,256.1499938964844,20,0
