,Agler/Cassidy,Bexley,Clintonville/Near North,Dublin,Eastside,Far East,Far South,Far Southeast,Far Southwest,Hilliard,Linden,NE Suburban,Northland,UA/Grandview,West,Westerville,Worthington
2023-07-30,1.0934014013054152,1.4968713273533711,1.7663274558993842,1.925707430158364,1.2867957849566336,1.1437528820246925,1.3943037684922548,2.1132453204833483,1.2237329871253704,2.2274969157569453,1.2666965275149502,1.3062061641464773,1.4302002115765193,1.7467089325273764,1.2217192368254945,1.0983412494469422,1.4683462564624867
2023-08-06,1.0227771026879304,1.3759863742434484,1.7034569365440697,2.0306336314582847,1.4651219148021848,1.2200671224335575,1.4292807546981678,1.7569338918391795,1.3734601343084938,1.7874625061542455,1.1575139688715925,1.3759758393329766,1.2723642267569444,2.294565072287278,1.233444672681797,1.5297950980533268,1.7130242744270012
2023-08-13,1.089724543816614,1.26215525129816,1.3546192074954253,1.915462491972113,1.2981186819431139,1.1668800014303489,1.312814216776837,1.5251858151204314,1.6679229987938002,1.3763537584762975,1.1142003050070242,1.3434138159412878,1.0807547100902613,2.5825134289672484,1.2092318389321526,1.651409340548984,1.4848615208175133
2023-08-20,1.1841077315381228,1.475006338552581,1.440221669211024,2.053622277509853,1.172244068942451,1.1266943919534853,1.098302175985405,1.4870017855324593,1.5668741433711768,1.503673477666002,1.2076999271880628,1.3185261826085979,1.1049469789555286,1.9713949065361638,1.0913509449869978,1.3577174237106147,1.4572651593748787
2023-08-27,1.2934520120284159,1.7195248136288008,1.726188337695556,1.9725112826527056,1.1336523416025739,1.1497208987750687,1.0804550969426912,1.537150450053052,1.4352328430572046,1.93664138241443,1.1691978978673538,1.379206407984973,1.239411986159933,1.7163038146060086,1.1572397617184358,1.4319172076914906,1.4987788900405568
2023-09-03,1.1788215442501346,1.6429455747216517,1.6981824129530048,1.769663911653075,1.1275365377212636,1.1854269564073983,1.1986083197535853,1.7968176552320518,1.3331059304293984,1.9206505812097592,1.2391590498565839,1.338829398738812,1.1733463817715426,1.8321846479667148,1.3288024615268292,1.3036776408793342,1.6334673964357969
2023-09-10,1.1390947299580534,2.117623523555602,1.614899842445905,1.6613041560843909,1.1449780109476018,1.160936557341482,1.1758241154273363,1.706118559603496,1.2458067340136136,1.65002070663027,1.3365967445437543,1.2579551058525082,1.1241191577535659,1.8169037792995122,1.2028150047848571,1.2232915670404014,1.6093825660831116
2023-09-17,1.2474729042234733,2.233637117787023,1.52777586829941,1.5786107475404831,1.1259069559569628,1.094725492926406,1.139737053759109,1.4943259514443756,1.1500448203316354,1.3543898605836724,1.1694498483677773,1.2112528453811369,1.096613406935197,1.8343858978290135,1.093035356171458,1.3273384304366262,1.3612362865528156
2023-09-24,1.2127456461897883,1.6806654705903228,1.45732088618299,1.741501023165985,1.1490960725896242,1.0781873833403128,1.095682846144837,1.491451892200508,1.1347509802842575,1.2064631667274188,1.0382183178614648,1.1875376730012583,1.0718982790237837,1.8932603077135672,1.0499024896019793,1.2663197461790883,1.3023682264835248
2023-10-01,1.0906256814725552,1.3288543817508647,1.3402064668776885,1.6643738795604794,1.1335964569455097,1.0767661119968481,1.0736476468632332,1.5223800519246757,1.1623945133574736,1.1300072422377272,1.0875968838403376,1.2121630625112056,1.0568229950023529,1.6732515428945542,1.0274485492700172,1.2923669331603744,1.3067398372158707
2023-10-08,1.09960047289028,1.1253639010071965,1.2849030997433868,1.4754026319015354,1.0667775329874445,1.0384530405734889,1.0910159044251326,1.4418825817531058,1.1366816128965667,1.5016483318590659,1.1578186227867096,1.2354022343174063,1.0495124110086103,1.5058398069464576,1.0298003701537215,1.314608096259374,1.2230255715194465
2023-10-15,1.136560414968519,1.130287082873441,1.2519992206421342,1.3803557784177836,1.0817504520090497,1.0155902358551119,1.0327947766331063,1.4246298960982333,1.1974596931105996,1.743550240944219,1.1008950446469037,1.1495028844204294,1.079782323487254,1.4539214031384617,1.0605266777657978,1.2466344624162706,1.313007608686159
2023-10-22,1.062689770710567,1.2114272361279113,1.235216932402359,1.2606548452579502,1.1990829342667109,1.059980797824857,0.9800773558638745,1.447810687743829,1.19017647349189,1.3828568902628395,1.0769692280413568,1.1412490668167903,1.0728438499493969,1.4711447270188187,1.0916235088425685,1.2249798674376045,1.31150936003376
2023-10-29,1.0181245543251523,1.272941521673722,1.1922407350768194,1.2834284913714342,1.2042739921340428,1.1265986497828104,1.101949591778366,1.4228195358045408,1.1446346465167803,1.3110142827969054,1.081037871183639,1.219339205128043,1.0996450957791235,1.4440294700650844,1.1045388579967925,1.2134327008098573,1.1428732836049242
2023-11-05,1.005503629069964,1.422551261348277,1.1254841301280003,1.4658556426875344,1.1479981606585152,1.1024299869525982,1.0960203176804928,1.7393192112811628,1.170768745347754,1.4511072914194845,1.0660895702318973,1.096724030668832,1.13533828217253,1.4020558781489645,1.13322697092068,1.114020505140116,1.1692905559286353
2023-11-12,1.0874280330602895,1.2297697959925404,1.2415942018838537,1.7426605303554061,1.0708810800039175,1.0760222198181804,1.0643183904482878,1.6373806412890037,1.1731064983037551,1.4180185695069014,1.0361834750283323,1.1119865543968237,1.0561855329996648,1.4177729693833718,1.1136353830980341,0.9909587570304806,1.3463061975850985
2023-11-19,1.1678271318087161,1.112042108001129,1.398720818899503,1.8482866657790027,1.077852545742043,1.0586680043382688,1.1333317392750908,1.2631805194700363,1.1573042315908313,1.2401582662178576,1.0798088105100745,1.217862316194091,0.9895714110471545,1.3813110817268093,1.0519291243741538,1.1291181649347974,1.3214700194687186
2023-11-26,1.1315868607510433,1.2848989849530517,1.4106142058715145,1.5354688001896533,1.2390043647719486,1.0794703472790497,1.0953568931843625,1.2222016318108366,1.2030207139825304,1.1699689458153548,1.1716689162750253,1.088137117100069,1.1288150648509487,1.345854891246292,1.063734337257079,1.3825818328297634,1.1779363932416005
2023-12-03,1.0889612193489775,1.3393955349652524,1.270699188253538,1.3659826792098384,1.170839050269419,1.0918383736788164,1.0709003962752222,1.360614766093778,1.1883608655133526,1.1891375202323293,1.1079485491976169,1.137852626831128,1.1747221228975795,1.458002329196281,1.1017766294778188,1.2492824077973073,1.1322908416637885
2023-12-10,1.133619392602573,1.2059768536282727,1.0994249201606539,1.502976700401327,1.046156856511485,1.0330964704351708,1.1464832314999278,1.3819338598116244,1.0796499445163212,1.1843023450225223,1.0342430478447144,1.224377992570323,1.0371169056843994,1.5271359393784594,1.073393068950927,1.1222542480603908,1.3636364136170827
2023-12-17,1.1707985082181218,1.04978146045223,1.1436297224652725,1.4640753324268818,0.9968423502081978,1.0337929069973821,1.134657671321774,1.384906834369889,1.0566498398408368,1.1275127328071877,1.0637547055237648,1.131071249061714,1.0170802275422155,1.3320945621762994,1.0398019770136353,1.109927532978263,1.2897960577355936
2023-12-24,1.1533582633356056,1.076184353801587,1.2742643069649027,1.232485894872146,1.1871363240705528,1.1149278502113351,1.1126366458195798,1.2692876984209331,1.1458917719566089,1.1259892928709123,1.1305285761743953,1.0897470348169498,1.0942087690970872,1.2092353943553784,1.0539878795112056,1.1855693978434945,1.1406870783894651
2023-12-31,1.122192266233791,1.1773059350285837,1.1835715376712665,1.118186749768554,1.2313128537258,1.117463600725393,1.114947656514806,1.1910594733042639,1.1273286131847946,1.1847523282816828,1.162107704138164,1.119975550499037,1.0965584670087507,1.2117002336924687,1.0878044693567501,1.148702158224129,1.1503792023759027
2024-01-07,1.011929536588542,1.0477846438119154,1.0884845690213734,1.1393440173580136,1.0619993175137001,1.0162086162962565,1.05030267447448,1.1344636746293664,1.0237395839910983,1.0577863444189313,1.0605279169372093,1.1496469798669249,1.0520024780268076,1.1508205945082128,1.059587249127152,1.0650699638120205,1.1501006665514915
2024-01-14,0.958250590358995,0.9328157551376203,1.0508446109270342,1.3515231342062688,0.9900270677340208,0.9437843667202673,0.9872262322739942,1.2262981738515362,0.9440705183032431,0.9244276267673686,0.9380795560177827,1.0699826147421816,0.9859810099167311,1.1248647384210053,0.977418325756994,1.0250684424600736,1.0485135941161237
2024-01-21,0.9790016435845352,1.0980700763763458,1.0939280888079363,1.4703549821504904,1.02137036608554,0.9993423864193625,0.9214887660811706,1.3311841832076146,0.9535612958036325,1.04396472135132,0.9804240637926475,0.9971970272537103,0.9873450359806225,1.2018319339823547,0.9732287677453703,0.9929020852378702,1.0168908100259806
2024-01-28,0.9969810026010659,1.2423076635350476,1.1540675870165018,1.3791623394456272,1.0321610940980255,1.1064969315380877,1.01655137830923,1.2341566316508925,1.0989181734502789,1.2177731718834122,1.060034796899558,1.0606278256793593,1.0621000835231857,1.2667182127736776,1.0831016223341536,1.086310740335065,1.2796201682995048
2024-02-04,1.1039313770866073,1.0722967552339058,1.1071530653958104,1.3969784188730088,1.0167015305074794,1.0648141399733326,1.174765132264355,1.1627193820392445,1.13237467380822,1.1837889357721312,1.0810448696763764,1.1461684436743846,1.057281630217615,1.3801422943827388,1.0858584463790446,1.1919755151814766,1.352229221463963
2024-02-11,1.102615534429764,1.121852337965352,1.0566838722860432,1.3073335643927642,1.0770919709456168,0.9612064924709878,1.0724899514741137,1.1791224653080066,1.1065231050639721,1.106356286379928,1.1425483883630936,1.1356578844805791,1.0634993215192916,1.3516032685514572,1.016040023618538,1.0807004572291177,1.1837151543179278
2024-02-18,1.028141862196603,1.136761283004821,1.1043247564212628,1.1551439059293824,1.0897107045187615,0.9953845396116439,1.025623734653514,1.2690953374013987,1.1521250692903124,1.14258197579363,1.0427725802968728,1.0585817627766905,1.0542948241756254,1.218548648435717,0.9546409509477483,1.0684121430594944,1.056012044320475
2024-02-25,1.0445794764766878,0.9531878717754133,1.0939612904931035,1.20624692484393,1.0285608163733984,1.0928699250168596,1.047208664476988,1.199563966683604,1.1099868314650965,1.189523469310612,0.9751770195760171,1.0368300956865812,1.0235426943936015,1.1817467199097007,0.9720001672055028,1.1339069780954047,1.1334823654778787
2024-03-03,1.003195795205321,1.0574695306975,1.088110295957269,1.3656397954180228,1.0013364558733333,1.0292614685138366,0.9758779155930882,1.1409630045602799,1.022195956893291,1.065029200247726,1.008646098546777,1.0543968537689814,1.0190911468337118,1.2496425087623526,1.053633132434802,1.0857869684109929,1.2092589087915322
