metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,week,value,unit,description
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-11-09,2025-11-09,0,3.66828127237047,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-11-12,2025-11-12,0,5.25355884640274,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-11-16,2025-11-16,0,6.39116712824986,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-11-19,2025-11-19,0,5.91415461049065,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-11-23,2025-11-23,0,3.78552536233713,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-11-30,2025-11-30,0,10.1886695349817,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-03,2025-12-03,0,22.0410019378676,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-07,2025-12-07,0,42.147974346456,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-10,2025-12-10,0,54.9645182224365,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-14,2025-12-14,0,58.2760328566832,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-17,2025-12-17,0,46.9762519900696,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-21,2025-12-21,0,42.2543895416672,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-22,2025-12-22,0,47.7335863716182,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-28,2025-12-28,0,100.002932120373,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2025-12-29,2025-12-29,0,103.008665077178,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-04,2026-01-04,0,76.7307104294042,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-07,2026-01-07,0,54.4872055728973,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-11,2026-01-11,0,30.8182421324387,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-14,2026-01-14,0,21.7731018716153,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-18,2026-01-18,0,16.2911241336685,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-21,2026-01-21,0,12.1784896392159,count,Boston
Influenza,Flu Wastewater,Neighborhood,Boston,Daily,2026-01-26,2026-01-26,0,12.1784896392159,count,Boston
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-04,2024-08-04,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-07,2024-08-07,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-11,2024-08-11,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-14,2024-08-14,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-18,2024-08-18,0,0.611307230116606,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-21,2024-08-21,0,0.669099083918509,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-25,2024-08-25,0,0.517389916868151,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-08-28,2024-08-28,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-02,2024-09-02,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-04,2024-09-04,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-08,2024-09-08,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-11,2024-09-11,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-15,2024-09-15,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-18,2024-09-18,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-22,2024-09-22,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-25,2024-09-25,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-09-29,2024-09-29,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-02,2024-10-02,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-06,2024-10-06,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-09,2024-10-09,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-14,2024-10-14,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-16,2024-10-16,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-20,2024-10-20,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-23,2024-10-23,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-27,2024-10-27,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-10-30,2024-10-30,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-03,2024-11-03,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-06,2024-11-06,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-11,2024-11-11,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-13,2024-11-13,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-17,2024-11-17,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-20,2024-11-20,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-11-24,2024-11-24,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-01,2024-12-01,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-04,2024-12-04,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-08,2024-12-08,0,1.71707993293468,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-11,2024-12-11,0,3.22389028618949,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-15,2024-12-15,0,4.65178735327153,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-18,2024-12-18,0,4.8269475566488,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-22,2024-12-22,0,8.30806753053563,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-26,2024-12-26,0,20.1677467885723,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2024-12-29,2024-12-29,0,32.477995674414,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-01,2025-01-01,0,41.637283183916,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-05,2025-01-05,0,29.7862160146976,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-08,2025-01-08,0,14.8247904295418,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-12,2025-01-12,0,6.19237621180527,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-15,2025-01-15,0,6.17766926956622,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-20,2025-01-20,0,10.396425526627,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-22,2025-01-22,0,13.558870321526,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-26,2025-01-26,0,22.2928152269975,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-01-29,2025-01-29,0,29.0650502059271,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-02,2025-02-02,0,34.9986634572722,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-06,2025-02-06,0,34.456922963186,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-09,2025-02-09,0,30.0310550404617,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-12,2025-02-12,0,23.7507558650997,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-17,2025-02-17,0,23.8843060320457,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-19,2025-02-19,0,31.9587434149758,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-23,2025-02-23,0,48.9334887822214,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-02-26,2025-02-26,0,48.6255133968788,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-02,2025-03-02,0,33.6413011834103,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-05,2025-03-05,0,18.7723882891269,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-09,2025-03-09,0,3.8715345256535,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-12,2025-03-12,0,1.1625364964456,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-16,2025-03-16,0,3.09137018449557,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-19,2025-03-19,0,3.20663307154909,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-23,2025-03-23,0,1.82622686657061,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-26,2025-03-26,0,0.697571184479009,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-03-30,2025-03-30,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-02,2025-04-02,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-06,2025-04-06,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-09,2025-04-09,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-13,2025-04-13,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-16,2025-04-16,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-21,2025-04-21,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-23,2025-04-23,0,0.591806955869297,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-27,2025-04-27,0,0.788040417091708,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-04-30,2025-04-30,0,0.726406339595379,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-04,2025-05-04,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-07,2025-05-07,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-11,2025-05-11,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-14,2025-05-14,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-18,2025-05-18,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-21,2025-05-21,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-26,2025-05-26,0,0.879586291776678,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-05-28,2025-05-28,0,0.960977806813691,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-01,2025-06-01,0,0.647650145928688,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-04,2025-06-04,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-08,2025-06-08,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-11,2025-06-11,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-15,2025-06-15,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-19,2025-06-19,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-22,2025-06-22,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-25,2025-06-25,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-06-29,2025-06-29,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-06,2025-07-06,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-09,2025-07-09,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-13,2025-07-13,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-16,2025-07-16,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-20,2025-07-20,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-23,2025-07-23,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-27,2025-07-27,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-07-30,2025-07-30,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-03,2025-08-03,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-06,2025-08-06,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-10,2025-08-10,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-13,2025-08-13,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-17,2025-08-17,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-20,2025-08-20,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-24,2025-08-24,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-08-27,2025-08-27,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-01,2025-09-01,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-03,2025-09-03,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-07,2025-09-07,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-11,2025-09-11,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-14,2025-09-14,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-17,2025-09-17,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-20,2025-09-20,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-24,2025-09-24,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-09-28,2025-09-28,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-01,2025-10-01,0,0.675823764387764,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-05,2025-10-05,0,1.0087386005732,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-08,2025-10-08,0,0.83496418560432,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-12,2025-10-12,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-15,2025-10-15,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-19,2025-10-19,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-22,2025-10-22,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-26,2025-10-26,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-10-29,2025-10-29,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-02,2025-11-02,0,6.62922439600518,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-05,2025-11-05,0,18.1195424922645,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-09,2025-11-09,0,43.9711652199896,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-12,2025-11-12,0,54.2385136757623,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-16,2025-11-16,0,37.5848710534157,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-19,2025-11-19,0,16.9467375533598,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-23,2025-11-23,0,0.629807722155521,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-11-30,2025-11-30,0,1,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-03,2025-12-03,0,0,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-07,2025-12-07,0,6.93466489935455,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-10,2025-12-10,0,17.2381729341862,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-14,2025-12-14,0,35.4538066071083,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-17,2025-12-17,0,49.6179943128907,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-21,2025-12-21,0,59.6612847715334,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-22,2025-12-22,0,59.2136935543056,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-28,2025-12-28,0,38.630067841715,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2025-12-29,2025-12-29,0,34.2149434257791,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-04,2026-01-04,0,13.6599105996697,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-07,2026-01-07,0,9.74911646222859,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-11,2026-01-11,0,8.53592206701574,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-14,2026-01-14,0,7.7906020771061,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-18,2026-01-18,0,6.45023779906154,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-21,2026-01-21,0,5.43171733651109,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-21,2026-01-21,0,5.43171733651109,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-21,2026-01-21,0,5.43171733651109,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-21,2026-01-21,0,5.43171733651109,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Charlestown,Daily,2026-01-26,2026-01-26,0,5.43171733651109,count,Charlestown
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-04,2024-08-04,0,1.79751984004232,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-07,2024-08-07,0,1.45982335221075,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-11,2024-08-11,0,0.826740829073265,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-14,2024-08-14,0,0.832321982787327,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-18,2024-08-18,0,1.0128653937745,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-21,2024-08-21,0,0.793748949190767,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-25,2024-08-25,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-08-28,2024-08-28,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-02,2024-09-02,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-04,2024-09-04,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-08,2024-09-08,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-11,2024-09-11,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-15,2024-09-15,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-18,2024-09-18,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-22,2024-09-22,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-25,2024-09-25,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-09-29,2024-09-29,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-02,2024-10-02,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-06,2024-10-06,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-09,2024-10-09,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-14,2024-10-14,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-16,2024-10-16,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-20,2024-10-20,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-23,2024-10-23,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-27,2024-10-27,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-10-30,2024-10-30,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-03,2024-11-03,0,0.963369338032065,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-06,2024-11-06,0,1.2187303110587,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-11,2024-11-11,0,0.713390049439112,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-13,2024-11-13,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-17,2024-11-17,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-20,2024-11-20,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-11-24,2024-11-24,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-01,2024-12-01,0,0,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-04,2024-12-04,0,1,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-08,2024-12-08,0,6.072341629335,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-11,2024-12-11,0,16.4460407659868,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-18,2024-12-18,0,36.9396184512078,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-22,2024-12-22,0,32.8158107603056,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-26,2024-12-26,0,30.1426348519788,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2024-12-29,2024-12-29,0,38.8708816778593,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-01,2025-01-01,0,55.4245788697432,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-05,2025-01-05,0,78.9460133838321,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-08,2025-01-08,0,85.916715306972,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-12,2025-01-12,0,92.3826922565291,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-15,2025-01-15,0,106.441666435743,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-20,2025-01-20,0,136.454557617539,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-22,2025-01-22,0,144.707802161395,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-26,2025-01-26,0,146.396607158568,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-01-29,2025-01-29,0,132.763377427106,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-02-02,2025-02-02,0,113.261680182076,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-02-06,2025-02-06,0,111.131463981098,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-02-09,2025-02-09,0,109.805390779867,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-02-12,2025-02-12,0,98.0857450632294,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-02-17,2025-02-17,0,67.6473860542479,count,Dorchester
Influenza,Flu Wastewater,Neighborhood,Dorchester,Daily,2025-02-19,2025-02-19,0,57.4501132297473,count,Dorchester
