model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage
lstm,post_covid,overall,neighborhood,ALMIRANTE BROWN,1,53,9.08477868535597,50.470934309248875,7.877629206789957,0.7318774700878606,53,100.0
lstm,post_covid,overall,neighborhood,AVELLANEDA,1,53,36.37229818512097,20.18259346323613,28.17196871455912,0.8095361433955836,53,100.0
lstm,post_covid,overall,neighborhood,EZEIZA,1,53,31.604757905616907,29.335691596710195,23.212564420060556,0.7845517246565574,53,96.22641509433964
lstm,post_covid,overall,neighborhood,FLORENCIO VARELA,1,53,13.880971513477954,17.000715224804242,9.609943314413012,0.8905990226167562,53,100.0
lstm,post_covid,overall,neighborhood,GENERAL SAN MARTÍN,1,53,17.733309195933945,45.0036996758324,12.878058928192504,0.7183452499483103,52,100.0
lstm,post_covid,overall,neighborhood,JOSÉ C. PAZ,1,53,248.34071575144125,80.20874387147848,207.40194199637665,0.3536427722017504,53,3.7735849056603774
lstm,post_covid,overall,neighborhood,LA MATANZA,1,53,12.89220569628897,45.25310486714561,10.7966343576395,0.8487916342235169,53,100.0
lstm,post_covid,overall,neighborhood,LANÚS,1,53,22.050720312946268,19.51380276416632,14.585674425647692,0.797905523756942,53,100.0
lstm,post_covid,overall,neighborhood,LOMAS DE ZAMORA,1,41,3.576375998964308,1016.5026418004938,3.444725803019416,0.1259206549093755,37,100.0
lstm,post_covid,overall,neighborhood,MALVINAS ARGENTINAS,1,53,42.09247243306062,81.72463849508826,20.347216763486767,0.440860610581188,53,83.01886792452831
lstm,post_covid,overall,neighborhood,MERLO,1,53,15.431509665161958,134.02754635045423,13.688087081051114,0.8176884648040611,52,100.0
lstm,post_covid,overall,neighborhood,MORENO,1,53,18.80321394408099,28.00523760490585,13.485156115508946,0.9241780827876256,53,100.0
lstm,post_covid,overall,neighborhood,MORÓN,1,53,6.313498399772711,27.78745202027708,5.033586751531754,0.8413121235013893,53,100.0
lstm,post_covid,overall,neighborhood,QUILMES,1,53,7.490539160897367,25.052165067990508,5.768394007417198,0.7744876135316432,53,100.0
lstm,post_covid,overall,neighborhood,SAN ISIDRO,1,50,9.05282010455452,819.247788149574,7.625727966938077,0.4269112003496664,45,100.0
lstm,post_covid,overall,neighborhood,SAN MIGUEL,1,53,18.454147698258165,47.185256561674706,13.476549634357267,0.8891585187943242,53,100.0
lstm,post_covid,overall,neighborhood,TIGRE,1,53,7.995597189564768,187.6962860379167,6.314116135778603,0.7074883660351121,53,100.0
lstm,post_covid,overall,neighborhood,TRES DE FEBRERO,1,53,13.48084591737352,23.6164992005076,9.988122945439263,0.836698835372699,53,100.0
lstm,post_covid,overall,neighborhood,VICENTE LÓPEZ,1,53,47.888301574770914,334.398563126138,41.43481610368957,0.5897316051479601,52,92.45283018867924
lstm,post_covid,overall,macro,AVERAGE,1,992,30.65995154382327,159.59017685198123,23.954784982731415,0.7005097693001222,980,93.44587884806354
lstm,post_covid,overall,pooled,ALL,1,992,61.44389562211008,140.17944255794708,24.252272766203113,0.5608678196389096,980,93.34677419354838
lstm,post_covid,flu_season,neighborhood,ALMIRANTE BROWN,1,27,8.186932565593498,60.78745673625825,7.094934844142698,0.4047672520857536,27,100.0
lstm,post_covid,flu_season,neighborhood,AVELLANEDA,1,27,27.857214449042285,19.99323619197155,21.017787378248844,0.5656111220442234,27,100.0
lstm,post_covid,flu_season,neighborhood,EZEIZA,1,27,16.35422667268949,32.23576141584857,12.85244037308066,0.5400538935574911,27,100.0
lstm,post_covid,flu_season,neighborhood,FLORENCIO VARELA,1,27,8.248377763327603,16.784274603092136,6.030059902282834,0.8421521207588918,27,100.0
lstm,post_covid,flu_season,neighborhood,GENERAL SAN MARTÍN,1,27,8.412667788194996,34.41536319189137,6.7827631146655065,0.7760632740481445,27,100.0
lstm,post_covid,flu_season,neighborhood,JOSÉ C. PAZ,1,27,138.99822052445026,84.02490511712037,129.58130903004596,0.7929834394254296,27,7.4074074074074066
lstm,post_covid,flu_season,neighborhood,LA MATANZA,1,27,8.844048099627125,50.84918966211374,7.614499433552494,0.2342672144710965,27,100.0
lstm,post_covid,flu_season,neighborhood,LANÚS,1,27,7.873033133915388,17.103385933889065,6.714660301098783,0.936314783681838,27,100.0
lstm,post_covid,flu_season,neighborhood,LOMAS DE ZAMORA,1,15,2.567049940980885,711.5739900192534,2.4693855819054655,0.3204932600330248,14,100.0
lstm,post_covid,flu_season,neighborhood,MALVINAS ARGENTINAS,1,27,3.927067055269269,101.5334346528542,2.8242893444524637,0.7315363022361797,27,100.0
lstm,post_covid,flu_season,neighborhood,MERLO,1,27,12.584581312074786,171.88812676265076,11.167996124968203,0.6127384981549802,26,100.0
lstm,post_covid,flu_season,neighborhood,MORENO,1,27,12.68118888503656,39.919627668115005,10.03030134565265,0.921686618146255,27,100.0
