seed,best_epoch,best_val_mse,epochs_run
42,42,0.8629999756813049,120
43,51,0.7909156084060669,120
44,30,0.8770285844802856,120
45,23,0.7759953141212463,120
46,46,0.8913038969039917,120
47,33,0.7595371007919312,120
48,38,0.7029005885124207,120
49,24,1.0098730325698853,120
50,12,1.0156974792480469,120
51,36,0.8154462575912476,120
