model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,R2,Spearman,CCC,CI_coverage
dualtopo_fullhistory,full,overall,neighborhood,Allston/Brighton,24,49,18.821762886586306,66.37497604246867,9.537647471135976,0.2529560055942762,49.0,-0.07522098657785303,0.47080073535618466,0.09391712231153804,87.75510204081633
dualtopo_fullhistory,full,overall,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,24,46,12.752193371219409,77.3603322405971,7.333137947580089,0.43885319986871624,46.0,-0.04994206721851557,0.7343772678804331,0.13502534365392252,91.30434782608695
dualtopo_fullhistory,full,overall,neighborhood,Charlestown,24,35,21.66283332872099,78.41659080770192,11.75008111681257,0.2150869871592523,35.0,0.0247857747990452,0.5053680765615428,0.09239745405127156,88.57142857142857
dualtopo_fullhistory,full,overall,neighborhood,Dorchester,24,49,55.96970635726157,70.2055126250196,27.896523378333267,0.24521024898316024,49.0,-0.04980387587864121,0.426337406705225,0.126605539553428,85.71428571428571
dualtopo_fullhistory,full,overall,neighborhood,East Boston,24,44,13.128601248669613,118.70311279661851,8.169520963322032,0.14137766998386833,44.0,-0.03115150071405437,0.38638888153988216,0.07288092243008058,90.9090909090909
dualtopo_fullhistory,full,overall,neighborhood,Fenway,24,43,4.8882603776891225,67.38592662532021,3.2241643528605617,0.5820721060634199,43.0,0.19244573203940318,0.7104315529150023,0.32025066306442745,100.0
dualtopo_fullhistory,full,overall,neighborhood,Hyde Park,24,46,21.573209229174367,95.19083815397991,12.213458911232326,0.06776840657381719,46.0,-0.13553663947995287,0.27603873524824063,0.046689074979631574,86.95652173913044
dualtopo_fullhistory,full,overall,neighborhood,Jamaica Plain,24,46,13.87398693105751,93.70678759419899,7.447473722955455,0.17515090909851608,46.0,-0.01579581161595467,0.49264519123244094,0.07904775815721514,89.13043478260869
dualtopo_fullhistory,full,overall,neighborhood,Mattapan,24,47,22.293084928004895,101.73913027466668,12.619137703104222,0.22912850487258032,47.0,0.030495158229474684,0.48050342188237277,0.12899859997053734,91.48936170212765
dualtopo_fullhistory,full,overall,neighborhood,Roslindale,24,42,40.62002553480401,81.81454178406,20.507607028597878,0.08361269887865126,42.0,-0.09607904422572022,0.3772153158368104,0.03869435507317481,88.09523809523809
