model,variant,horizon,indicator,target_date,season,segment,actual,predicted,sigma,true_band,pred_band,p_exceed_50,p_exceed_90,p_exceed_98
arima,exclude_covid,1,Allston/Brighton,2025-06-01,2024,off_season,2.8,10.740474073901854,8.94314856018301,0,0,0.0001436932440523897,1.957101147809226e-12,0.0
arima,exclude_covid,1,Allston/Brighton,2025-06-08,2024,off_season,2.8,5.795174271072643,6.56919221949707,0,0,6.3625151813795355e-09,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-06-15,2024,off_season,5.7,4.942147578871973,6.066477267211991,0,0,1.470819022131309e-10,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-06-22,2024,off_season,4.2,7.619512377204432,7.532554958417211,0,0,1.1801122747900905e-06,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-06-29,2024,off_season,1.4,6.606672952056945,7.014070453690021,0,0,9.283441715357554e-08,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-07-06,2024,off_season,2.8,4.104246536783176,5.528348846123016,0,0,7.926992395823618e-13,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-07-13,2024,off_season,1.4,5.102966813196721,6.164389777243234,0,0,3.294805539511003e-10,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-07-20,2024,off_season,5.7,4.198275373528151,5.591317836970926,0,0,1.5801804309489853e-12,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-07-27,2024,off_season,4.2,7.50072769426011,7.473609795591297,0,0,9.076599057911139e-07,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-08-03,2025,off_season,7.1,6.6706222760170295,7.047935067924428,0,0,1.1152744405773518e-07,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-08-10,2025,off_season,8.5,8.706103348122667,8.051756429033507,0,0,9.321767886261156e-06,8.881784197001252e-16,0.0
arima,exclude_covid,1,Allston/Brighton,2025-08-17,2025,off_season,2.8,10.125790882559976,8.683467769371699,0,0,7.07165614156624e-05,2.6267876762631204e-13,0.0
arima,exclude_covid,1,Allston/Brighton,2025-08-24,2025,off_season,7.1,5.489756510822634,6.39374425483971,0,0,1.8891963549094726e-09,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-08-31,2025,off_season,4.2,8.487423661250155,7.949991423677342,0,0,6.41904718046149e-06,3.3306690738754696e-16,0.0
arima,exclude_covid,1,Allston/Brighton,2025-09-07,2025,off_season,5.7,6.7203083063493025,7.074134591256873,0,0,1.2830236018057661e-07,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-09-14,2025,off_season,7.1,7.514089898297495,7.480263780836489,0,0,9.352506662452242e-07,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-09-21,2025,off_season,5.7,8.894677557269578,8.138489810825302,0,0,1.2669616055172028e-05,1.9984014443252818e-15,0.0
arima,exclude_covid,1,Allston/Brighton,2025-09-28,2025,off_season,11.3,7.792863410925635,7.617759399262298,0,0,1.7061640423809976e-06,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-10-05,2025,flu_season,8.5,12.15365080231347,9.51331980835807,0,0,0.0005560413002942965,9.103939824228746e-11,0.0
arima,exclude_covid,1,Allston/Brighton,2025-10-12,2025,flu_season,7.1,10.368433363944275,8.78689203086946,0,0,9.451586544406698e-05,5.972999872483342e-13,0.0
arima,exclude_covid,1,Allston/Brighton,2025-10-19,2025,flu_season,4.2,8.776208051237877,8.084109262579021,0,0,1.046445343566571e-05,1.2212453270876722e-15,0.0
arima,exclude_covid,1,Allston/Brighton,2025-10-26,2025,flu_season,9.9,6.468031699731602,6.940084997660415,0,0,6.159642007563804e-08,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-11-02,2025,flu_season,12.7,10.917360861436634,9.016490977190001,0,0,0.00017358355572916206,3.343880727868509e-12,0.0
arima,exclude_covid,1,Allston/Brighton,2025-11-09,2025,flu_season,4.2,13.72612251093724,10.110034904961298,0,0,0.0017925037845798464,2.5496760258647555e-09,0.0
arima,exclude_covid,1,Allston/Brighton,2025-11-16,2025,flu_season,15.6,6.802186472663633,7.1170986605952145,0,0,1.609050317430416e-07,0.0,0.0
arima,exclude_covid,1,Allston/Brighton,2025-11-23,2025,flu_season,12.7,15.2719279282328,10.664135447671386,0,0,0.0044450173998599185,3.420477912019493e-08,2.220446049250313e-16
arima,exclude_covid,1,Allston/Brighton,2025-11-30,2025,flu_season,11.3,14.154700919339192,10.266657364655892,0,0,0.00235398276056753,5.550045312219254e-09,0.0
arima,exclude_covid,1,Allston/Brighton,2025-12-07,2025,flu_season,25.5,12.279550749682652,9.562467205558875,0,0,0.000617662524217355,1.2273371208237904e-10,0.0
arima,exclude_covid,1,Allston/Brighton,2025-12-14,2025,flu_season,50.9,23.80087001823904,13.312975595134507,1,0,0.07282665106785324,0.00011608545527930225,2.4246616936451915e-09
arima,exclude_covid,1,Allston/Brighton,2025-12-21,2025,flu_season,80.6,45.417981695078765,18.390461807712004,2,1,0.5486006246598327,0.06819539110333894,0.0011028544732980539
arima,exclude_covid,1,Allston/Brighton,2025-12-28,2025,flu_season,66.5,70.6292523677878,22.9335361429474,1,1,0.884395939782165,0.4621541523300531,0.08765533651268975
arima,exclude_covid,1,Allston/Brighton,2026-01-04,2025,flu_season,77.8,60.296821816405426,21.189754756473352,2,1,0.7905020172371438,0.2774474388379383,0.025321916834198932
arima,exclude_covid,1,Allston/Brighton,2026-01-11,2025,flu_season,43.9,67.0946282130976,22.35231941778021,1,1,0.8577470193647055,0.3991256172917561,0.06072572226884687
arima,exclude_covid,1,Allston/Brighton,2026-01-18,2025,flu_season,12.7,41.230111047600296,17.52209262831342,0,0,0.4558771066901073,0.03575831769938487,0.0002784879471161572
arima,exclude_covid,1,Allston/Brighton,2026-01-25,2025,flu_season,17.0,12.999795487156444,9.838909811175988,0,0,0.0010824606474515441,6.055927981307718e-10,0.0
arima,exclude_covid,1,Allston/Brighton,2026-02-01,2025,flu_season,8.5,15.738997564083936,10.825980828406186,0,0,0.005638460337588969,6.765762772253936e-08,9.992007221626409e-16
arima,exclude_covid,1,Allston/Brighton,2026-02-08,2025,flu_season,15.6,10.533854374961,8.85670898236756,0,0,0.00011429100924142954,1.0229594948896192e-12,0.0
arima,exclude_covid,1,Allston/Brighton,2026-02-15,2025,flu_season,19.8,15.395429652329709,10.707168231716713,0,0,0.004740499451784008,4.113445162268192e-08,3.3306690738754696e-16
arima,exclude_covid,1,Allston/Brighton,2026-02-22,2025,flu_season,12.7,19.703748201915072,12.113039796182491,0,0,0.026345886422847187,5.824195259185316e-06,6.4286354017895064e-12
arima,exclude_covid,1,Allston/Brighton,2026-03-01,2025,flu_season,15.6,13.939140078643035,10.188182382341777,0,0,0.0020569547753788164,3.776013612899476e-09,0.0
arima,exclude_covid,1,Allston/Brighton,2026-03-08,2025,flu_season,19.8,15.585024033241307,10.772895764440806,0,0,0.005221905535817917,5.428394533879555e-08,6.661338147750939e-16
arima,exclude_covid,1,Allston/Brighton,2026-03-15,2025,flu_season,34.0,19.518823051011932,12.056063675009254,0,0,0.024885119526183774,4.932200501350792e-06,4.629630012686903e-12
arima,exclude_covid,1,Allston/Brighton,2026-03-22,2025,flu_season,24.1,31.1531497944021,15.231045000267272,0,0,0.21502582941038784,0.003120215470725829,1.8058525655950675e-06
arima,exclude_covid,1,Allston/Brighton,2026-03-29,2025,flu_season,17.0,24.01383812047932,13.37240462010976,0,0,0.07597676804384179,0.00013169347733243963,3.117536340191407e-09
arima,exclude_covid,1,Allston/Brighton,2026-04-05,2025,off_season,17.0,16.917811416218814,11.22408144425451,0,0,0.009665229193249636,3.187435227980373e-07,2.098321516541546e-14
arima,exclude_covid,1,Allston/Brighton,2026-04-12,2025,off_season,11.3,16.87071814746937,11.208448599428692,0,0,0.009473803753234478,3.008871831688964e-07,1.8762769116165146e-14
arima,exclude_covid,1,Allston/Brighton,2026-04-19,2025,off_season,15.6,12.56746778343005,9.67392263479038,0,0,0.0007791187340505656,2.375465379955699e-10,0.0
arima,exclude_covid,1,Allston/Brighton,2026-04-26,2025,off_season,7.1,15.610337943177234,10.78164113011235,0,0,0.005288789886905065,5.6302636108895854e-08,6.661338147750939e-16
arima,exclude_covid,1,Allston/Brighton,2026-05-03,2025,off_season,4.2,9.31761535813212,8.329733535550023,0,0,2.4090080001815117e-05,1.2434497875801753e-14,0.0
arima,exclude_covid,1,Back Bay/Beacon Hill/Downtown/North End/West End,2025-06-01,2024,off_season,1.7,8.231095259547528,7.82902236167241,0,0,0.0010309575108018443,3.9672820584257806e-10,0.0
arima,exclude_covid,1,Back Bay/Beacon Hill/Downtown/North End/West End,2025-06-08,2024,off_season,3.4,4.168770462738271,5.571635682832806,0,0,2.111395239756675e-07,0.0,0.0
arima,exclude_covid,1,Back Bay/Beacon Hill/Downtown/North End/West End,2025-06-15,2024,off_season,1.7,5.522878728341356,6.4130034436291545,0,0,1.4333698840851561e-05,1.1102230246251565e-15,0.0
arima,exclude_covid,1,Back Bay/Beacon Hill/Downtown/North End/West End,2025-06-22,2024,off_season,1.7,4.168770462738271,5.571635682832806,0,0,2.111395239756675e-07,0.0,0.0
arima,exclude_covid,1,Back Bay/Beacon Hill/Downtown/North End/West End,2025-07-06,2024,off_season,1.7,6.13523075066218,6.759182463583111,0,0,5.245884596516426e-05,5.46229728115577e-14,0.0
