model,variant,series,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
arima,post_covid,arima,1,neighborhood,Dorchester,flu_season,0.9,IT90,264.26252974322875,26,0.0,0.0,0.0,1.0,0.0,25.0,,1.0,0.0,0.038461538461538464,0.0,0.0,,0.0,,0.9615384615384616,,0.014485701226937089,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Dorchester,flu_season,0.98,IT98,368.7005757586777,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,5.202091973261152e-05,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,East Boston,overall,,bands,,44,,,,,,,,,,,,,,,,,,,,,0.9545454545454546,1.0,0.7853658536585366,-0.045454545454545456,False
arima,post_covid,arima,1,neighborhood,East Boston,overall,0.5,IT50,32.38969817502224,44,4.0,0.09090909090909091,3.0,0.0,1.0,40.0,0.75,0.0,1.0,0.0,0.75,0.8571428571428571,0.75,0.8450704225352113,0.8553989227683015,0.9772727272727273,0.75,0.03162397947953451,0.08264462809917356,0.6173498482976324,,,,,True
arima,post_covid,arima,1,neighborhood,East Boston,overall,0.9,IT90,56.982258100156095,44,1.0,0.022727272727272728,0.0,0.0,1.0,43.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9772727272727273,0.0,0.016723497420203005,0.02221074380165289,0.24705369754620887,,,,,True
arima,post_covid,arima,1,neighborhood,East Boston,overall,0.98,IT98,81.78485877953806,44,0.0,0.0,0.0,0.0,0.0,44.0,,,,0.0,,,,,,1.0,,0.0001613230622036282,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,East Boston,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.92,1.0,0.7727272727272727,-0.08,False
arima,post_covid,arima,1,neighborhood,East Boston,flu_season,0.5,IT50,32.38969817502224,25,4.0,0.16,3.0,0.0,1.0,21.0,0.75,0.0,1.0,0.0,0.75,0.8571428571428571,0.75,0.8344370860927153,0.8461141122266493,0.96,0.75,0.0546675675931022,0.13439999999999996,0.5932472649322752,,,,,True
arima,post_covid,arima,1,neighborhood,East Boston,flu_season,0.9,IT90,56.982258100156095,25,1.0,0.04,0.0,0.0,1.0,24.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.96,0.0,0.0294332147928865,0.03840000000000001,0.23351003143524762,,,,,True
arima,post_covid,arima,1,neighborhood,East Boston,flu_season,0.98,IT98,81.78485877953806,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.0002839285894392561,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Fenway,overall,,bands,,43,,,,,,,,,,,,,,,,,,,,,0.9534883720930233,1.0,0.0,-0.046511627906976744,False
arima,post_covid,arima,1,neighborhood,Fenway,overall,0.5,IT50,19.789042860168028,43,2.0,0.046511627906976744,0.0,0.0,2.0,41.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9534883720930233,0.0,0.037605731546095506,0.04434829637641969,0.15203661428377335,,,,,True
arima,post_covid,arima,1,neighborhood,Fenway,overall,0.9,IT90,31.717921949528318,43,0.0,0.0,0.0,0.0,0.0,43.0,,,,0.0,,,,,,1.0,,0.0013742919752443594,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Fenway,overall,0.98,IT98,42.89052071415166,43,0.0,0.0,0.0,0.0,0.0,43.0,,,,0.0,,,,,,1.0,,3.5142486358376956e-05,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Fenway,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.92,1.0,0.0,-0.08,False
arima,post_covid,arima,1,neighborhood,Fenway,flu_season,0.5,IT50,19.789042860168028,25,2.0,0.08,0.0,0.0,2.0,23.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.92,0.0,0.06298477777243486,0.0736,0.14422856287452634,,,,,True
arima,post_covid,arima,1,neighborhood,Fenway,flu_season,0.9,IT90,31.717921949528318,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.0023593891352181183,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Fenway,flu_season,0.98,IT98,42.89052071415166,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,6.044316323694665e-05,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Hyde Park,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.9565217391304348,1.0,0.6434108527131783,0.0,False
arima,post_covid,arima,1,neighborhood,Hyde Park,overall,0.5,IT50,59.73762940735334,46,3.0,0.06521739130434782,2.0,1.0,1.0,42.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.023255813953488372,0.5,0.6666666666666666,0.6434108527131782,0.6434108527131783,0.6434108527131783,0.9565217391304348,1.0,0.04397619547076027,0.060964083175803395,0.2786540339834982,,,,,True
arima,post_covid,arima,1,neighborhood,Hyde Park,overall,0.9,IT90,98.70163927662223,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.00461821365507607,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Hyde Park,overall,0.98,IT98,136.08880333365826,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,6.923316401479553e-05,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Hyde Park,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.92,1.0,0.6212121212121212,0.0,False
arima,post_covid,arima,1,neighborhood,Hyde Park,flu_season,0.5,IT50,59.73762940735334,25,3.0,0.12,2.0,1.0,1.0,21.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.045454545454545456,0.5,0.6666666666666666,0.6212121212121212,0.6212121212121212,0.6212121212121212,0.92,1.0,0.08079610922055946,0.1056,0.23488532935076267,,,,,True
arima,post_covid,arima,1,neighborhood,Hyde Park,flu_season,0.9,IT90,98.70163927662223,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.008497512953906473,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Hyde Park,flu_season,0.98,IT98,136.08880333365826,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.00012738902178722371,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Jamaica Plain,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.9130434782608695,1.0,0.8413793103448276,0.0,False
arima,post_covid,arima,1,neighborhood,Jamaica Plain,overall,0.5,IT50,30.1329000930458,46,5.0,0.10869565217391304,4.0,1.0,1.0,40.0,0.8,0.2,0.8,0.024390243902439025,0.6666666666666666,0.8,0.775609756097561,0.775609756097561,0.775609756097561,0.9565217391304348,1.0,0.024685891394153583,0.09688090737240074,0.7451934332193708,,,,,False
arima,post_covid,arima,1,neighborhood,Jamaica Plain,overall,0.9,IT90,48.93353508945714,46,3.0,0.06521739130434782,2.0,1.0,1.0,42.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.023255813953488372,0.5,0.6666666666666666,0.6434108527131782,0.6434108527131783,0.6434108527131783,0.9565217391304348,1.0,0.027665979082074972,0.060964083175803395,0.5461921570723205,,,,,True
arima,post_covid,arima,1,neighborhood,Jamaica Plain,overall,0.98,IT98,66.72678487426273,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.0068753089741298385,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Jamaica Plain,flu_season,,bands,,24,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,1.0,0.8235294117647058,0.0,False
arima,post_covid,arima,1,neighborhood,Jamaica Plain,flu_season,0.5,IT50,30.1329000930458,24,5.0,0.20833333333333334,4.0,1.0,1.0,18.0,0.8,0.2,0.8,0.05263157894736842,0.6666666666666666,0.8,0.7473684210526317,0.7473684210526316,0.7473684210526316,0.9166666666666666,1.0,0.04717321248074032,0.16493055555555555,0.7139813643273007,,,,,False
arima,post_covid,arima,1,neighborhood,Jamaica Plain,flu_season,0.9,IT90,48.93353508945714,24,3.0,0.125,2.0,1.0,1.0,20.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.047619047619047616,0.5,0.6666666666666666,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.9166666666666666,1.0,0.05302645532884409,0.109375,0.5151866941362826,,,,,True
arima,post_covid,arima,1,neighborhood,Jamaica Plain,flu_season,0.98,IT98,66.72678487426273,24,0.0,0.0,0.0,0.0,0.0,24.0,,,,0.0,,,,,,1.0,,0.013177675533746899,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Mattapan,overall,,bands,,47,,,,,,,,,,,,,,,,,,,,,0.9361702127659575,1.0,0.3677130044843049,-0.02127659574468085,False
arima,post_covid,arima,1,neighborhood,Mattapan,overall,0.5,IT50,75.36060630157071,47,3.0,0.06382978723404255,1.0,1.0,2.0,43.0,0.3333333333333333,0.5,0.5,0.022727272727272728,0.25,0.4,0.3106060606060606,0.36771300448430494,0.3761626197515065,0.9361702127659575,0.6666666666666666,0.02681882952349791,0.05975554549569943,0.5511909513832813,,,,,True
arima,post_covid,arima,1,neighborhood,Mattapan,overall,0.9,IT90,114.4266389550119,47,0.0,0.0,0.0,0.0,0.0,47.0,,,,0.0,,,,,,1.0,,0.001960122578597296,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Mattapan,overall,0.98,IT98,149.46970387636378,47,0.0,0.0,0.0,0.0,0.0,47.0,,,,0.0,,,,,,1.0,,4.074242598630946e-05,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Mattapan,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.8846153846153846,1.0,0.3389830508474576,-0.038461538461538464,False
arima,post_covid,arima,1,neighborhood,Mattapan,flu_season,0.5,IT50,75.36060630157071,26,3.0,0.11538461538461539,1.0,1.0,2.0,22.0,0.3333333333333333,0.5,0.5,0.043478260869565216,0.25,0.4,0.28985507246376807,0.3389830508474576,0.34752402342845795,0.8846153846153846,0.6666666666666666,0.04848019180640662,0.10207100591715977,0.5250346425923063,,,,,True
arima,post_covid,arima,1,neighborhood,Mattapan,flu_season,0.9,IT90,114.4266389550119,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.0035432985074643425,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Mattapan,flu_season,0.98,IT98,149.46970387636378,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,7.36497700521748e-05,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Roslindale,overall,,bands,,42,,,,,,,,,,,,,,,,,,,,,0.9285714285714286,0.9761904761904762,0.7464788732394366,0.0,False
arima,post_covid,arima,1,neighborhood,Roslindale,overall,0.5,IT50,83.12526323754497,42,4.0,0.09523809523809523,3.0,1.0,1.0,37.0,0.75,0.25,0.75,0.02631578947368421,0.6,0.75,0.7236842105263158,0.7236842105263158,0.7236842105263158,0.9523809523809523,1.0,0.051604708299456306,0.08616780045351476,0.40111377999841513,,,,,True
arima,post_covid,arima,1,neighborhood,Roslindale,overall,0.9,IT90,133.65502394030972,42,3.0,0.07142857142857142,2.0,1.0,1.0,38.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.02564102564102564,0.5,0.6666666666666666,0.641025641025641,0.6410256410256411,0.6410256410256411,0.9523809523809523,1.0,0.03498839740168401,0.06632653061224489,0.47248262378999484,,,,,True
arima,post_covid,arima,1,neighborhood,Roslindale,overall,0.98,IT98,181.10052866383202,42,0.0,0.0,0.0,0.0,0.0,42.0,,,,0.0,,,,,,1.0,,0.005585840300408507,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Roslindale,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.8846153846153846,0.9615384615384616,0.7301038062283738,0.0,False
arima,post_covid,arima,1,neighborhood,Roslindale,flu_season,0.5,IT50,83.12526323754497,26,4.0,0.15384615384615385,3.0,1.0,1.0,21.0,0.75,0.25,0.75,0.045454545454545456,0.6,0.75,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.9230769230769231,1.0,0.08333741805238906,0.13017751479289943,0.35981710677937506,,,,,True
arima,post_covid,arima,1,neighborhood,Roslindale,flu_season,0.9,IT90,133.65502394030972,26,3.0,0.11538461538461539,2.0,1.0,1.0,22.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.043478260869565216,0.5,0.6666666666666666,0.6231884057971014,0.6231884057971014,0.6231884057971014,0.9230769230769231,1.0,0.05651971887884188,0.10207100591715977,0.4462705802594622,,,,,True
arima,post_covid,arima,1,neighborhood,Roslindale,flu_season,0.98,IT98,181.10052866383202,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.00902328048527528,0.0,,,,,,True
arima,post_covid,arima,1,neighborhood,Roxbury,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.9183673469387755,1.0,0.6474820143884892,0.0,False
arima,post_covid,arima,1,neighborhood,Roxbury,overall,0.5,IT50,138.88545502174753,49,3.0,0.061224489795918366,2.0,1.0,1.0,45.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.021739130434782608,0.5,0.6666666666666666,0.644927536231884,0.644927536231884,0.644927536231884,0.9591836734693877,1.0,0.033657000200363225,0.057476051645147866,0.41441697477483996,,,,,True
arima,post_covid,arima,1,neighborhood,Roxbury,overall,0.9,IT90,231.9483227351807,49,1.0,0.02040816326530612,0.0,1.0,1.0,47.0,0.0,1.0,0.0,0.020833333333333332,0.0,0.0,-0.020833333333333332,-0.020833333333333332,-0.020833333333333332,0.9591836734693877,1.0,0.030960523946445814,0.01999167013744273,-0.5486712082378418,,,,,True
