model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_st,post_covid,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.9047845111567374,0.7311679091817156,0.9230538335038097,6.944210070830125,2.585334518681402,4.898207260637867,39.74001739179924,63.0873093436528,50.698950348791726,9.17919566041694,3.0653320188849587,7.008467831852828,blend,train,15702,83df4e7,,,,1.3333333333333333
lstm,post_covid,Allston/Brighton,92.3076923076923,100.0,95.91836734693877,0.9208717424184156,0.7606352695591723,0.9280052666392244,6.482232093811034,3.154059600830078,4.920028678738341,31.318062095678684,101.24397457610856,64.14042917832946,9.662383419192004,3.704450442936463,7.481993224228081,level,train,21390,814d672,,,,2.3333333333333335
lstm,exclude_covid,Allston/Brighton,88.46153846153845,100.0,93.87755102040816,0.902986524350956,0.767243444386877,0.9202907721125648,7.451651345766507,2.2138040293817935,4.993069952361438,34.46253442281728,59.34988306440484,46.14435113213389,10.773993296987175,2.6103707500366107,8.049306011488314,level,train,21390,8dd9348,,,,2.3333333333333335
arima,exclude_covid,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.7893596556594233,0.6261922482440745,0.8336831214122962,9.67153457287653,3.236430237882151,6.650975395226108,53.613031725719765,90.86117877438696,71.09685585060438,13.23867148325273,4.050771302114689,10.034861881385336,level,none,,8dd9348,,,,5.333333333333333
arima,post_covid,Allston/Brighton,100.0,100.0,100.0,0.7938870695552142,0.5051230914592246,0.8317324153196515,9.518911272476204,3.685516014187973,6.780786967565401,51.0141073718556,102.86470201522646,75.35214159221336,13.077143101634366,4.927244471062024,10.10626340444508,level,none,,814d672,0.0011004327439652383,0.0029783847370856284,221.07669291715138,6.333333333333333
xgboost,post_covid,Allston/Brighton,100.0,100.0,100.0,0.7780887013097899,0.6193180848766503,0.8288558764112761,9.21581430616039,3.2389017020151054,6.410324716459543,51.9670187887966,89.07726618316649,69.38611450452125,13.660277019785394,3.849512945328297,10.294156875173046,climatology,,,80d59ba,,,,6.0
persistence,exclude_covid,Allston/Brighton,100.0,100.0,100.0,0.7893768417657947,0.6147868549500294,0.8332876303495053,10.35,3.104347826086957,6.948979591836735,54.82311729688726,68.64084392803214,61.30898898089404,13.915224092283298,3.802173291570288,10.465658125507444,level,none,0,8dd9348,,,,6.0
persistence,post_covid,Allston/Brighton,100.0,100.0,100.0,0.7893768417657947,0.6147868549500294,0.8332876303495053,10.35,3.104347826086957,6.948979591836735,54.82311729688726,68.64084392803214,61.30898898089404,13.915224092283298,3.802173291570288,10.465658125507444,level,none,0,814d672,1.6640182089991998e-07,4.5037613276185265e-07,0.0335214170627296,6.0
gat,post_covid,Allston/Brighton,80.76923076923077,100.0,89.79591836734694,0.5892590042875067,0.499043547717099,0.6741045443191771,12.103948556459867,5.829833155092985,9.158955612961126,59.69523597769138,176.49680774571027,114.52046354227168,17.67714552176536,6.562117484071462,13.63887764987056,level,,8129,89c2d8b,,,,9.666666666666666
dualtopo,post_covid,Allston/Brighton,80.76923076923077,100.0,89.79591836734694,0.2713511176220721,0.5000161556573609,0.4594592105786416,14.040793528923622,11.590354504792586,12.89058745637232,72.68370869498847,326.5170549221272,191.8299732505842,22.056630671642125,12.217030174276925,18.116264468104664,level,train,479905,814d672,,,,10.666666666666666
seasonal_naive,exclude_covid,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.0330273076450547,0.6129804020469202,0.3017583216912435,22.473076923076924,3.639130434782609,13.632653061224488,152.37160767446832,96.1814588608294,125.99663986398475,31.451653986102837,4.549773047373758,23.12145394764484,level,none,0,8dd9348,,,,10.0
seasonal_naive,post_covid,Allston/Brighton,100.0,100.0,100.0,0.0330273076450547,0.6129804020469202,0.3017583216912435,22.473076923076924,3.639130434782609,13.632653061224488,152.37160767446832,96.1814588608294,125.99663986398475,31.451653986102837,4.549773047373758,23.12145394764484,level,none,0,814d672,2.0111159561252568e-07,5.443201414244767e-07,0.04050358384847641,10.0
lstm,exclude_covid,Back Bay/Beacon Hill/Downtown/North End/West End,100.0,100.0,100.0,0.8620676330509841,0.4762244534985963,0.8737815734400265,6.090749601217417,2.8036437368392946,4.661573138444321,44.59306126763358,105.94075666479569,71.26597230987798,7.65974120291594,3.1986051223376744,6.132741801645223,level,train,21390,8dd9348,,,,1.6666666666666667
gnn_st,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,100.0,100.0,100.0,0.8107069237348894,0.5255047931882275,0.8541605740326197,5.855712001140301,2.452534872293472,4.376069771206898,43.38489493957125,73.80936777915731,56.612926608956485,8.280230092896065,2.964615964504583,6.524862861317053,blend,train,15702,83df4e7,,,,1.6666666666666667
lstm,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,88.46153846153845,100.0,93.47826086956522,0.8345693905292239,0.5419472485705874,0.8500449425968539,7.241573454783512,2.746257519721985,5.287088265626327,48.25969257290835,109.10560450520266,74.71443689129718,9.534338324340665,3.0331778848979,7.441799032998094,level,train,21390,814d672,,,,2.6666666666666665
xgboost,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,100.0,100.0,100.0,0.7050635018058854,0.3867588856648821,0.7810844816573349,7.310388074891646,2.834503980300812,5.364351512026067,55.44251908803909,91.11631986081775,70.95286725011678,10.009633319789517,3.259529676824793,7.826241273120949,climatology,,,80d59ba,,,,4.0
gat,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,84.61538461538461,100.0,91.30434782608695,0.6362513265504076,0.5225019395483023,0.7091698423797879,7.854629223163311,3.552724313735962,5.984235784281855,59.016575389989534,160.76481654825528,103.25494111097464,11.311338390035925,4.134964990441618,8.930364043853992,level,,8129,89c2d8b,,,,6.333333333333333
arima,exclude_covid,Back Bay/Beacon Hill/Downtown/North End/West End,92.3076923076923,100.0,95.65217391304348,0.5936698941501479,0.3868349768347819,0.6910368597132008,7.765802750432668,3.229586178597296,5.793534675721636,53.20525424568774,142.9118560090509,92.20812457758475,11.57611487691144,3.99173944221296,9.092336718621038,level,none,,8dd9348,,,,6.666666666666667
arima,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.5936698941501479,0.3809874679717922,0.6927705253446258,8.600000000000001,2.825,6.089130434782606,51.43785487014447,88.52097251183156,67.56094949696495,12.56533693570102,3.741857827336576,9.763630383257532,level,none,,814d672,0.0011004327439652383,0.0029783847370856284,221.07669291715138,6.333333333333333
persistence,exclude_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.5936698941501479,0.3809874679717922,0.6927705253446258,8.600000000000001,2.825,6.089130434782606,51.43785487014447,88.52097251183156,67.56094949696495,12.56533693570102,3.741857827336576,9.763630383257532,level,none,0,8dd9348,,,,6.333333333333333
persistence,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.5936698941501479,0.3809874679717922,0.6927705253446258,8.600000000000001,2.825,6.089130434782606,51.43785487014447,88.52097251183156,67.56094949696495,12.56533693570102,3.741857827336576,9.763630383257532,level,none,0,814d672,1.6640182089991998e-07,4.5037613276185265e-07,0.0335214170627296,6.333333333333333
dualtopo,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,88.46153846153845,100.0,93.47826086956522,0.3390524914272734,0.5856557818761918,0.5105012155553773,9.040584637568546,7.500047254562378,8.370785775391951,78.62393386569431,332.4783988774081,188.9954403925264,14.71299965439922,8.121971933898932,12.289629678761136,level,train,479905,814d672,,,,10.666666666666666
seasonal_naive,exclude_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.0267565355216629,0.231517140305807,0.2657656464926163,16.11923076923077,3.94,10.823913043478262,145.3626361606654,133.68421256513446,140.2850606843476,23.641789923126183,4.997599423723354,18.077015192250897,level,none,0,8dd9348,,,,10.666666666666666
seasonal_naive,post_covid,Back Bay/Beacon Hill/Downtown/North End/West End,96.15384615384616,100.0,97.82608695652172,0.0267565355216629,0.231517140305807,0.2657656464926163,16.11923076923077,3.94,10.823913043478262,145.3626361606654,133.68421256513446,140.2850606843476,23.641789923126183,4.997599423723354,18.077015192250897,level,none,0,814d672,2.0111159561252568e-07,5.443201414244767e-07,0.04050358384847641,10.666666666666666
gnn_st,post_covid,Charlestown,85.71428571428571,100.0,91.42857142857144,0.7921494828634247,0.2629616727885083,0.8074798264225578,8.67021705990746,4.576996905463083,7.032928998129709,61.47661222434423,49.82526177850258,56.816072046007584,16.193115349691958,5.445065667704506,13.007293603486596,blend,train,15702,83df4e7,,,,2.0
lstm,post_covid,Charlestown,90.47619047619048,100.0,94.28571428571428,0.7424526039843878,0.5285008389906964,0.7675346040964087,11.054443740844729,3.649445274897985,8.092444354466032,68.64440102607118,46.06361392507959,59.61208618567454,17.923733188442526,4.522359960843857,14.17521861180501,level,train,21390,814d672,,,,1.6666666666666667
lstm,exclude_covid,Charlestown,90.47619047619048,100.0,94.28571428571428,0.7203029418041619,0.5165095818056824,0.7491626308468484,10.795277650015697,3.670877879006522,7.945517741612027,69.10738076768682,42.995359126937686,58.66257211138718,18.447014673271298,4.6832791142101655,14.592760243290876,level,train,21390,8dd9348,,,,2.6666666666666665
xgboost,post_covid,Charlestown,95.23809523809524,100.0,97.14285714285714,0.7627656821105466,0.3999234680388186,0.780316215157498,12.95169958705379,4.120049025255891,9.419039362334628,81.15467170069806,43.213240081064605,65.97809905284468,19.517387686655056,4.992954360628431,15.444380549754786,climatology,,,80d59ba,,,,3.6666666666666665
arima,exclude_covid,Charlestown,95.23809523809524,100.0,97.14285714285714,0.6470158614007052,-0.1012563571472849,0.6669709914057037,12.0416922881164,6.338671264914951,9.76048387883582,94.51998792433616,93.0155039968926,93.91819435335876,20.198189100645617,7.932057755415363,16.43006761584875,level,none,,8dd9348,,,,6.333333333333333
arima,post_covid,Charlestown,95.23809523809524,100.0,97.14285714285714,0.592547838276475,0.0620981152330155,0.628979681842169,13.295181725913116,5.279409442075988,10.088872812378264,86.8810995839614,77.57604165651823,83.15907641298412,21.375419802290928,6.506188235519293,17.06098875144423,level,none,,814d672,0.0011004327439652383,0.0029783847370856284,221.07669291715138,6.0
persistence,exclude_covid,Charlestown,90.47619047619048,92.85714285714286,91.42857142857144,0.6496634501377611,-0.1404938430885714,0.6737939996359601,13.485714285714286,5.8571428571428585,10.434285714285714,92.58645930105142,67.03163341512855,82.3645289466823,22.112095375716024,7.509612887112473,17.774267113683518,level,none,0,8dd9348,,,,7.0
persistence,post_covid,Charlestown,90.47619047619048,92.85714285714286,91.42857142857144,0.6496634501377611,-0.1404938430885714,0.6737939996359601,13.485714285714286,5.8571428571428585,10.434285714285714,92.58645930105142,67.03163341512855,82.3645289466823,22.112095375716024,7.509612887112473,17.774267113683518,level,none,0,814d672,1.6640182089991998e-07,4.5037613276185265e-07,0.0335214170627296,7.0
gat,post_covid,Charlestown,80.95238095238095,100.0,88.57142857142857,0.4026202656998592,0.3987142893347851,0.4851433276761736,15.752471288045248,4.4816194261823386,11.244130543300084,92.4042179579129,68.18531672364087,82.7166574642041,24.328592163932743,5.66380073986914,19.18227550463601,level,,8129,89c2d8b,,,,7.666666666666667
dualtopo,post_covid,Charlestown,80.95238095238095,100.0,88.57142857142857,0.1116171757590541,0.6055063454202158,0.3026568261758318,17.377913520449685,8.94788476399013,14.005902017865862,111.04253195103142,132.54647130428998,119.64410769233488,26.923369418354515,10.142934420100447,21.819082014660832,level,train,479905,814d672,,,,10.666666666666666
seasonal_naive,exclude_covid,Charlestown,90.47619047619048,100.0,94.28571428571428,0.0719051359378256,0.4615981405055105,0.2205765812220839,26.738095238095237,6.235714285714286,18.537142857142857,191.21899068230292,61.37329081817023,139.28071073664984,35.86212353949365,8.798660612356212,28.330579137845277,level,none,0,8dd9348,,,,10.666666666666666
seasonal_naive,post_covid,Charlestown,95.23809523809524,100.0,97.14285714285714,0.0719051359378256,0.4615981405055105,0.2205765812220839,26.738095238095237,6.235714285714286,18.537142857142857,191.21899068230292,61.37329081817023,139.28071073664984,35.86212353949365,8.798660612356212,28.330579137845277,level,none,0,814d672,2.0111159561252568e-07,5.443201414244767e-07,0.04050358384847641,10.666666666666666
gnn_st,post_covid,Dorchester,96.15384615384616,100.0,97.95918367346938,0.9314974998083168,0.8410563075787479,0.9456598487660584,16.943225127000076,7.323537142380424,12.42786137911738,24.382926644385584,64.06903498566167,43.01109994743356,23.993127781922915,8.481651289317114,18.41805242280138,blend,train,15702,83df4e7,,,,1.0
arima,exclude_covid,Dorchester,96.15384615384616,100.0,97.95918367346938,0.9228233687341076,0.7733003138672341,0.9344479268627326,16.72371847143254,9.356937453680848,13.265841667181748,21.33678077581867,88.11957621197728,52.68380720503598,24.898140947281544,11.27004800423708,19.711787923964216,level,none,,8dd9348,,,,4.0
arima,post_covid,Dorchester,100.0,95.65217391304348,97.95918367346938,0.9210282237817358,0.7250368107642454,0.9309484536963534,17.016384423783474,10.451239183142366,13.934785637360095,21.401119297979264,93.28729536153664,55.14361010332251,25.34207327743623,12.248185031894952,20.27774112385099,level,none,,814d672,0.0011004327439652383,0.0029783847370856284,221.07669291715138,5.333333333333333
persistence,exclude_covid,Dorchester,96.15384615384616,95.65217391304348,95.91836734693877,0.8790738497125562,0.8282541855557641,0.9072298544433308,20.101923076923075,7.397826086956522,14.13877551020408,23.223511873332903,52.833903304218,37.12226703476877,31.211929117418695,8.971143352074932,23.55188367179568,level,none,0,8dd9348,,,,3.3333333333333335
persistence,post_covid,Dorchester,96.15384615384616,95.65217391304348,95.91836734693877,0.8790738497125562,0.8282541855557641,0.9072298544433308,20.101923076923075,7.397826086956522,14.13877551020408,23.223511873332903,52.833903304218,37.12226703476877,31.211929117418695,8.971143352074932,23.55188367179568,level,none,0,814d672,1.6640182089991998e-07,4.5037613276185265e-07,0.0335214170627296,3.3333333333333335
xgboost,post_covid,Dorchester,96.15384615384616,100.0,97.95918367346938,0.8356061071264719,0.8317571559647415,0.8825521080987666,24.330628175211423,10.72336656689694,17.9435461957985,45.34179727299793,109.82590092319607,75.60984592513175,34.80061528032515,12.236301893070884,26.700101793561863,climatology,,,80d59ba,,,,7.0
