seed,best_epoch,best_val_mse,epochs_run
42,47,0.6205321550369263,120
43,104,0.6491986513137817,120
44,63,0.6218296885490417,120
45,84,0.6696337461471558,120
46,67,0.6420443058013916,120
47,69,0.6121124625205994,120
48,57,0.6294336915016174,120
49,74,0.6358084678649902,120
50,76,0.6343454718589783,120
51,48,0.6263032555580139,120
