model,weeks_late,RMSE,RMSE_if_shifted,RMSE_common_window,Corr_macro,Corr_macro_if_shifted,phase_share_of_mse,lag_fingerprint,n_obs,n_obs_common_window,bias_rising,n_rising,bias_flat,n_flat,bias_falling,n_falling,coverage_all,mean_width,coverage_rising,coverage_flat,coverage_falling,median_peak_weeks_late
gnn_st + de-lag,2,21.324564194389446,18.40915368095147,22.15669242429594,0.6663403152542334,0.7862371319591428,0.3096683444621665,-0.5265337910000328,602,550,-11.105362611274197,146,3.9861082427530174,251,5.22689629793167,150,96.67774086378738,57.4710286586978,93.15068493150685,98.80478087649402,95.33333333333334,3.0
gnn_st,3,23.069904662303447,15.598233605541314,23.905953301782272,0.5819012730980359,0.8435708540188464,0.5742656357170017,-0.5696991858803616,627,575,-12.933357581196216,149,3.3545402401753703,263,7.65810852666055,155,96.96969696969697,57.52311278176272,90.60402684563759,99.61977186311786,97.41935483870968,3.0
