model,variant,horizon,indicator,season,level,label,threshold,n_weeks,onset_actual,onset_pred,onset_error_weeks,lead_time_weeks,first_alert_week,peak_week_actual,peak_week_pred,peak_week_error_weeks,peak_actual,peak_pred,peak_error
gnn_geo,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2025-26,0.5,IT50,32.35361456388361,38,2025-12-21,2025-12-28,1.0,-1.0,2025-12-28,2025-12-21,2026-02-08,7.0,58.099998474121094,81.26770782470703,23.167709350585938
gnn_geo,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2025-26,0.9,IT90,56.35007606954225,38,2025-12-21,2026-01-18,4.0,-4.0,2026-01-18,2025-12-21,2026-02-08,7.0,58.099998474121094,81.26770782470703,23.167709350585938
gnn_geo,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2025-26,0.98,IT98,80.35966190257739,38,,2026-02-08,,,2026-02-08,2025-12-21,2026-02-08,7.0,58.099998474121094,81.26770782470703,23.167709350585938
gnn_geo,post_covid,4,Charlestown,2024-25,0.5,IT50,44.544403832795176,3,,,,,,2025-06-01,2025-07-27,8.0,10.300000190734863,10.906885147094728,0.6068849563598651
gnn_geo,post_covid,4,Charlestown,2024-25,0.9,IT90,75.51034339625782,3,,,,,,2025-06-01,2025-07-27,8.0,10.300000190734863,10.906885147094728,0.6068849563598651
gnn_geo,post_covid,4,Charlestown,2024-25,0.98,IT98,105.83479691598406,3,,,,,,2025-06-01,2025-07-27,8.0,10.300000190734863,10.906885147094728,0.6068849563598651
gnn_geo,post_covid,4,Charlestown,2025-26,0.5,IT50,44.544403832795176,32,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-14,2026-01-11,4.0,92.8000030517578,116.31204223632812,23.512039184570327
gnn_geo,post_covid,4,Charlestown,2025-26,0.9,IT90,75.51034339625782,32,2025-12-14,2026-01-11,4.0,-4.0,2026-01-11,2025-12-14,2026-01-11,4.0,92.8000030517578,116.31204223632812,23.512039184570327
gnn_geo,post_covid,4,Charlestown,2025-26,0.98,IT98,105.83479691598406,32,,2026-01-11,,,2026-01-11,2025-12-14,2026-01-11,4.0,92.8000030517578,116.31204223632812,23.512039184570327
gnn_geo,post_covid,4,Dorchester,2024-25,0.5,IT50,157.0086457734027,9,,,,,,2025-06-01,2025-06-29,4.0,24.299999237060547,25.121685028076172,0.821685791015625
gnn_geo,post_covid,4,Dorchester,2024-25,0.9,IT90,264.26252974322875,9,,,,,,2025-06-01,2025-06-29,4.0,24.299999237060547,25.121685028076172,0.821685791015625
gnn_geo,post_covid,4,Dorchester,2024-25,0.98,IT98,368.7005757586777,9,,,,,,2025-06-01,2025-06-29,4.0,24.299999237060547,25.121685028076172,0.821685791015625
gnn_geo,post_covid,4,Dorchester,2025-26,0.5,IT50,157.0086457734027,40,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-21,2026-02-08,7.0,256.1499938964844,391.5923156738281,135.44232177734375
gnn_geo,post_covid,4,Dorchester,2025-26,0.9,IT90,264.26252974322875,40,,2026-01-11,,,2026-01-11,2025-12-21,2026-02-08,7.0,256.1499938964844,391.5923156738281,135.44232177734375
gnn_geo,post_covid,4,Dorchester,2025-26,0.98,IT98,368.7005757586777,40,,2026-02-08,,,2026-02-08,2025-12-21,2026-02-08,7.0,256.1499938964844,391.5923156738281,135.44232177734375
gnn_geo,post_covid,4,East Boston,2024-25,0.5,IT50,32.38969817502224,6,,,,,,2025-06-15,2025-06-01,-2.0,3.09999942779541,6.323331356048584,3.223331928253174
gnn_geo,post_covid,4,East Boston,2024-25,0.9,IT90,56.982258100156095,6,,,,,,2025-06-15,2025-06-01,-2.0,3.09999942779541,6.323331356048584,3.223331928253174
gnn_geo,post_covid,4,East Boston,2024-25,0.98,IT98,81.78485877953806,6,,,,,,2025-06-15,2025-06-01,-2.0,3.09999942779541,6.323331356048584,3.223331928253174
gnn_geo,post_covid,4,East Boston,2025-26,0.5,IT50,32.38969817502224,38,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-28,2026-02-08,6.0,59.29999923706055,98.32113647460938,39.02113723754883
gnn_geo,post_covid,4,East Boston,2025-26,0.9,IT90,56.982258100156095,38,2025-12-28,2026-01-11,2.0,-2.0,2026-01-11,2025-12-28,2026-02-08,6.0,59.29999923706055,98.32113647460938,39.02113723754883
gnn_geo,post_covid,4,East Boston,2025-26,0.98,IT98,81.78485877953806,38,,2026-02-08,,,2026-02-08,2025-12-28,2026-02-08,6.0,59.29999923706055,98.32113647460938,39.02113723754883
gnn_geo,post_covid,4,Fenway,2024-25,0.5,IT50,19.789042860168028,7,,,,,,2025-06-01,2025-06-29,4.0,5.300000190734863,5.392043590545654,0.09204339981079102
gnn_geo,post_covid,4,Fenway,2024-25,0.9,IT90,31.717921949528318,7,,,,,,2025-06-01,2025-06-29,4.0,5.300000190734863,5.392043590545654,0.09204339981079102
gnn_geo,post_covid,4,Fenway,2024-25,0.98,IT98,42.89052071415166,7,,,,,,2025-06-01,2025-06-29,4.0,5.300000190734863,5.392043590545654,0.09204339981079102
gnn_geo,post_covid,4,Fenway,2025-26,0.5,IT50,19.789042860168028,36,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2026-01-04,2026-02-15,6.0,21.100000381469727,43.974342346191406,22.87434196472168
gnn_geo,post_covid,4,Fenway,2025-26,0.9,IT90,31.717921949528318,36,,2026-01-04,,,2026-01-04,2026-01-04,2026-02-15,6.0,21.100000381469727,43.974342346191406,22.87434196472168
gnn_geo,post_covid,4,Fenway,2025-26,0.98,IT98,42.89052071415166,36,,2026-02-15,,,2026-02-15,2026-01-04,2026-02-15,6.0,21.100000381469727,43.974342346191406,22.87434196472168
gnn_geo,post_covid,4,Hyde Park,2024-25,0.5,IT50,59.73762940735334,7,,,,,,2025-06-22,2025-06-01,-3.0,6.899999618530273,15.953526496887209,9.053526878356935
gnn_geo,post_covid,4,Hyde Park,2024-25,0.9,IT90,98.70163927662223,7,,,,,,2025-06-22,2025-06-01,-3.0,6.899999618530273,15.953526496887209,9.053526878356935
gnn_geo,post_covid,4,Hyde Park,2024-25,0.98,IT98,136.08880333365826,7,,,,,,2025-06-22,2025-06-01,-3.0,6.899999618530273,15.953526496887209,9.053526878356935
gnn_geo,post_covid,4,Hyde Park,2025-26,0.5,IT50,59.73762940735334,39,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-02-08,7.0,94.5999984741211,154.0993194580078,59.49932098388672
gnn_geo,post_covid,4,Hyde Park,2025-26,0.9,IT90,98.70163927662223,39,,2026-01-11,,,2026-01-11,2025-12-21,2026-02-08,7.0,94.5999984741211,154.0993194580078,59.49932098388672
gnn_geo,post_covid,4,Hyde Park,2025-26,0.98,IT98,136.08880333365826,39,,2026-02-08,,,2026-02-08,2025-12-21,2026-02-08,7.0,94.5999984741211,154.0993194580078,59.49932098388672
gnn_geo,post_covid,4,Jamaica Plain,2024-25,0.5,IT50,30.1329000930458,8,,,,,,2025-06-08,2025-07-06,4.0,6.800000190734863,7.007223129272461,0.20722293853759766
gnn_geo,post_covid,4,Jamaica Plain,2024-25,0.9,IT90,48.93353508945714,8,,,,,,2025-06-08,2025-07-06,4.0,6.800000190734863,7.007223129272461,0.20722293853759766
gnn_geo,post_covid,4,Jamaica Plain,2024-25,0.98,IT98,66.72678487426273,8,,,,,,2025-06-08,2025-07-06,4.0,6.800000190734863,7.007223129272461,0.20722293853759766
gnn_geo,post_covid,4,Jamaica Plain,2025-26,0.5,IT50,30.1329000930458,38,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-02-08,7.0,61.099998474121094,64.80168151855469,3.7016830444335938
gnn_geo,post_covid,4,Jamaica Plain,2025-26,0.9,IT90,48.93353508945714,38,2025-12-21,2026-01-11,3.0,-3.0,2026-01-11,2025-12-21,2026-02-08,7.0,61.099998474121094,64.80168151855469,3.7016830444335938
gnn_geo,post_covid,4,Jamaica Plain,2025-26,0.98,IT98,66.72678487426273,38,,,,,,2025-12-21,2026-02-08,7.0,61.099998474121094,64.80168151855469,3.7016830444335938
gnn_geo,post_covid,4,Mattapan,2024-25,0.5,IT50,75.36060630157071,8,,,,,,2025-06-22,2025-07-27,5.0,11.299999237060549,11.80731964111328,0.5073204040527308
gnn_geo,post_covid,4,Mattapan,2024-25,0.9,IT90,114.4266389550119,8,,,,,,2025-06-22,2025-07-27,5.0,11.299999237060549,11.80731964111328,0.5073204040527308
gnn_geo,post_covid,4,Mattapan,2024-25,0.98,IT98,149.46970387636378,8,,,,,,2025-06-22,2025-07-27,5.0,11.299999237060549,11.80731964111328,0.5073204040527308
gnn_geo,post_covid,4,Mattapan,2025-26,0.5,IT50,75.36060630157071,39,2025-12-21,2026-01-04,2.0,-2.0,2026-01-04,2025-12-28,2026-02-08,6.0,110.3000030517578,180.62742614746097,70.32742309570317
gnn_geo,post_covid,4,Mattapan,2025-26,0.9,IT90,114.4266389550119,39,,2026-01-18,,,2026-01-18,2025-12-28,2026-02-08,6.0,110.3000030517578,180.62742614746097,70.32742309570317
gnn_geo,post_covid,4,Mattapan,2025-26,0.98,IT98,149.46970387636378,39,,2026-02-08,,,2026-02-08,2025-12-28,2026-02-08,6.0,110.3000030517578,180.62742614746097,70.32742309570317
gnn_geo,post_covid,4,Roslindale,2024-25,0.5,IT50,83.12526323754497,7,,,,,,2025-06-22,2025-06-08,-2.0,26.200000762939453,17.135787963867188,-9.064212799072266
gnn_geo,post_covid,4,Roslindale,2024-25,0.9,IT90,133.65502394030972,7,,,,,,2025-06-22,2025-06-08,-2.0,26.200000762939453,17.135787963867188,-9.064212799072266
gnn_geo,post_covid,4,Roslindale,2024-25,0.98,IT98,181.10052866383202,7,,,,,,2025-06-22,2025-06-08,-2.0,26.200000762939453,17.135787963867188,-9.064212799072266
gnn_geo,post_covid,4,Roslindale,2025-26,0.5,IT50,83.12526323754497,35,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-28,2026-02-15,7.0,170.10000610351562,204.2599639892578,34.15995788574219
gnn_geo,post_covid,4,Roslindale,2025-26,0.9,IT90,133.65502394030972,35,2025-12-21,2026-01-11,3.0,-3.0,2026-01-11,2025-12-28,2026-02-15,7.0,170.10000610351562,204.2599639892578,34.15995788574219
gnn_geo,post_covid,4,Roslindale,2025-26,0.98,IT98,181.10052866383202,35,,2026-02-08,,,2026-02-08,2025-12-28,2026-02-15,7.0,170.10000610351562,204.2599639892578,34.15995788574219
gnn_geo,post_covid,4,Roxbury,2024-25,0.5,IT50,138.88545502174753,9,,,,,,2025-06-22,2025-07-20,4.0,29.399999618530273,30.064414978027344,0.6644153594970703
gnn_geo,post_covid,4,Roxbury,2024-25,0.9,IT90,231.9483227351807,9,,,,,,2025-06-22,2025-07-20,4.0,29.399999618530273,30.064414978027344,0.6644153594970703
gnn_geo,post_covid,4,Roxbury,2024-25,0.98,IT98,322.0096816211373,9,,,,,,2025-06-22,2025-07-20,4.0,29.399999618530273,30.064414978027344,0.6644153594970703
gnn_geo,post_covid,4,Roxbury,2025-26,0.5,IT50,138.88545502174753,40,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-02-15,8.0,254.69998168945312,331.1353454589844,76.43536376953125
gnn_geo,post_covid,4,Roxbury,2025-26,0.9,IT90,231.9483227351807,40,2025-12-21,2026-01-11,3.0,-3.0,2026-01-11,2025-12-21,2026-02-15,8.0,254.69998168945312,331.1353454589844,76.43536376953125
gnn_geo,post_covid,4,Roxbury,2025-26,0.98,IT98,322.0096816211373,40,,2026-02-08,,,2026-02-08,2025-12-21,2026-02-15,8.0,254.69998168945312,331.1353454589844,76.43536376953125
gnn_geo,post_covid,4,South Boston,2024-25,0.5,IT50,31.63670795756643,7,,,,,,2025-06-15,2025-06-08,-1.0,6.300000190734863,6.412163734436035,0.11216354370117188
gnn_geo,post_covid,4,South Boston,2024-25,0.9,IT90,60.18982141922808,7,,,,,,2025-06-15,2025-06-08,-1.0,6.300000190734863,6.412163734436035,0.11216354370117188
gnn_geo,post_covid,4,South Boston,2024-25,0.98,IT98,90.82483767314203,7,,,,,,2025-06-15,2025-06-08,-1.0,6.300000190734863,6.412163734436035,0.11216354370117188
gnn_geo,post_covid,4,South Boston,2025-26,0.5,IT50,31.63670795756643,35,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-28,2026-02-08,6.0,57.0,86.86394500732422,29.86394500732422
gnn_geo,post_covid,4,South Boston,2025-26,0.9,IT90,60.18982141922808,35,,2026-01-11,,,2026-01-11,2025-12-28,2026-02-08,6.0,57.0,86.86394500732422,29.86394500732422
gnn_geo,post_covid,4,South Boston,2025-26,0.98,IT98,90.82483767314203,35,,,,,,2025-12-28,2026-02-08,6.0,57.0,86.86394500732422,29.86394500732422
gnn_geo,post_covid,4,South End,2024-25,0.5,IT50,82.00792145914704,9,,,,,,2025-06-15,2025-07-13,4.0,17.799999237060547,17.806842803955078,0.00684356689453125
gnn_geo,post_covid,4,South End,2024-25,0.9,IT90,134.00251631923587,9,,,,,,2025-06-15,2025-07-13,4.0,17.799999237060547,17.806842803955078,0.00684356689453125
gnn_geo,post_covid,4,South End,2024-25,0.98,IT98,183.45444562568642,9,,,,,,2025-06-15,2025-07-13,4.0,17.799999237060547,17.806842803955078,0.00684356689453125
gnn_geo,post_covid,4,South End,2025-26,0.5,IT50,82.00792145914704,40,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-14,2026-02-08,8.0,132.3000030517578,211.1344757080078,78.83447265625
gnn_geo,post_covid,4,South End,2025-26,0.9,IT90,134.00251631923587,40,,2026-01-11,,,2026-01-11,2025-12-14,2026-02-08,8.0,132.3000030517578,211.1344757080078,78.83447265625
gnn_geo,post_covid,4,South End,2025-26,0.98,IT98,183.45444562568642,40,,2026-02-08,,,2026-02-08,2025-12-14,2026-02-08,8.0,132.3000030517578,211.1344757080078,78.83447265625
gnn_geo,post_covid,4,West Roxbury,2024-25,0.5,IT50,37.349459967580074,4,,,,,,2025-06-22,2025-07-20,4.0,11.0,11.311702728271484,0.3117027282714844
gnn_geo,post_covid,4,West Roxbury,2024-25,0.9,IT90,59.59981304845178,4,,,,,,2025-06-22,2025-07-20,4.0,11.0,11.311702728271484,0.3117027282714844
gnn_geo,post_covid,4,West Roxbury,2024-25,0.98,IT98,80.36625284929092,4,,,,,,2025-06-22,2025-07-20,4.0,11.0,11.311702728271484,0.3117027282714844
gnn_geo,post_covid,4,West Roxbury,2025-26,0.5,IT50,37.349459967580074,36,2025-12-21,2026-01-04,2.0,-2.0,2026-01-04,2025-12-21,2026-02-15,8.0,88.0,93.6669692993164,5.666969299316406
gnn_geo,post_covid,4,West Roxbury,2025-26,0.9,IT90,59.59981304845178,36,2025-12-21,2026-01-11,3.0,-3.0,2026-01-11,2025-12-21,2026-02-15,8.0,88.0,93.6669692993164,5.666969299316406
gnn_geo,post_covid,4,West Roxbury,2025-26,0.98,IT98,80.36625284929092,36,2025-12-21,2026-02-08,7.0,-7.0,2026-02-08,2025-12-21,2026-02-15,8.0,88.0,93.6669692993164,5.666969299316406
gnn_geo,post_covid,4,CITYWIDE,2024-25,0.5,IT50,60.20679524890062,9,,,,,,2025-06-22,2025-07-20,4.0,9.699999955984262,9.687981494835444,-0.012018461148818105
gnn_geo,post_covid,4,CITYWIDE,2024-25,0.9,IT90,98.17566769051967,9,,,,,,2025-06-22,2025-07-20,4.0,9.699999955984262,9.687981494835444,-0.012018461148818105
gnn_geo,post_covid,4,CITYWIDE,2024-25,0.98,IT98,134.22833796478614,9,,,,,,2025-06-22,2025-07-20,4.0,9.699999955984262,9.687981494835444,-0.012018461148818105
gnn_geo,post_covid,4,CITYWIDE,2025-26,0.5,IT50,60.20679524890062,40,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-02-08,7.0,101.93214225769043,149.77833339146204,47.84619113377161
gnn_geo,post_covid,4,CITYWIDE,2025-26,0.9,IT90,98.17566769051967,40,2025-12-21,2026-01-11,3.0,-3.0,2026-01-11,2025-12-21,2026-02-08,7.0,101.93214225769043,149.77833339146204,47.84619113377161
gnn_geo,post_covid,4,CITYWIDE,2025-26,0.98,IT98,134.22833796478614,40,,2026-02-08,,,2026-02-08,2025-12-21,2026-02-08,7.0,101.93214225769043,149.77833339146204,47.84619113377161
gnn_multiedge,post_covid,4,Allston/Brighton,2024-25,0.5,IT50,43.17201700312734,9,,,,,,2025-06-15,2025-06-22,1.0,5.699999809265137,9.76822280883789,4.068222999572754
gnn_multiedge,post_covid,4,Allston/Brighton,2024-25,0.9,IT90,72.80812661818143,9,,,,,,2025-06-15,2025-06-22,1.0,5.699999809265137,9.76822280883789,4.068222999572754
gnn_multiedge,post_covid,4,Allston/Brighton,2024-25,0.98,IT98,101.71188922331822,9,,,,,,2025-06-15,2025-06-22,1.0,5.699999809265137,9.76822280883789,4.068222999572754
gnn_multiedge,post_covid,4,Allston/Brighton,2025-26,0.5,IT50,43.17201700312734,40,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-21,2026-01-11,3.0,80.5999984741211,79.08259582519531,-1.5174026489257812
gnn_multiedge,post_covid,4,Allston/Brighton,2025-26,0.9,IT90,72.80812661818143,40,2025-12-21,2026-01-11,3.0,-3.0,2026-01-11,2025-12-21,2026-01-11,3.0,80.5999984741211,79.08259582519531,-1.5174026489257812
gnn_multiedge,post_covid,4,Allston/Brighton,2025-26,0.98,IT98,101.71188922331822,40,,,,,,2025-12-21,2026-01-11,3.0,80.5999984741211,79.08259582519531,-1.5174026489257812
gnn_multiedge,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2024-25,0.5,IT50,32.35361456388361,8,,,,,,2025-06-08,2025-06-22,2.0,3.40000057220459,6.723508358001709,3.323507785797119
gnn_multiedge,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2024-25,0.9,IT90,56.35007606954225,8,,,,,,2025-06-08,2025-06-22,2.0,3.40000057220459,6.723508358001709,3.323507785797119
gnn_multiedge,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2024-25,0.98,IT98,80.35966190257739,8,,,,,,2025-06-08,2025-06-22,2.0,3.40000057220459,6.723508358001709,3.323507785797119
gnn_multiedge,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2025-26,0.5,IT50,32.35361456388361,38,2025-12-21,2025-12-28,1.0,-1.0,2025-12-28,2025-12-21,2026-01-18,4.0,58.099998474121094,59.23503112792969,1.1350326538085938
gnn_multiedge,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2025-26,0.9,IT90,56.35007606954225,38,2025-12-21,2026-01-18,4.0,-4.0,2026-01-18,2025-12-21,2026-01-18,4.0,58.099998474121094,59.23503112792969,1.1350326538085938
gnn_multiedge,post_covid,4,Back Bay/Beacon Hill/Downtown/North End/West End,2025-26,0.98,IT98,80.35966190257739,38,,,,,,2025-12-21,2026-01-18,4.0,58.099998474121094,59.23503112792969,1.1350326538085938
gnn_multiedge,post_covid,4,Charlestown,2024-25,0.5,IT50,44.544403832795176,3,,,,,,2025-06-01,2025-07-27,8.0,10.300000190734863,10.789669036865234,0.4896688461303711
gnn_multiedge,post_covid,4,Charlestown,2024-25,0.9,IT90,75.51034339625782,3,,,,,,2025-06-01,2025-07-27,8.0,10.300000190734863,10.789669036865234,0.4896688461303711
gnn_multiedge,post_covid,4,Charlestown,2024-25,0.98,IT98,105.83479691598406,3,,,,,,2025-06-01,2025-07-27,8.0,10.300000190734863,10.789669036865234,0.4896688461303711
gnn_multiedge,post_covid,4,Charlestown,2025-26,0.5,IT50,44.544403832795176,32,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-14,2026-01-11,4.0,92.8000030517578,124.01774597167967,31.217742919921875
gnn_multiedge,post_covid,4,Charlestown,2025-26,0.9,IT90,75.51034339625782,32,2025-12-14,2026-01-11,4.0,-4.0,2026-01-11,2025-12-14,2026-01-11,4.0,92.8000030517578,124.01774597167967,31.217742919921875
gnn_multiedge,post_covid,4,Charlestown,2025-26,0.98,IT98,105.83479691598406,32,,2026-01-11,,,2026-01-11,2025-12-14,2026-01-11,4.0,92.8000030517578,124.01774597167967,31.217742919921875
gnn_multiedge,post_covid,4,Dorchester,2024-25,0.5,IT50,157.0086457734027,9,,,,,,2025-06-01,2025-06-08,1.0,24.299999237060547,23.99053192138672,-0.3094673156738281
gnn_multiedge,post_covid,4,Dorchester,2024-25,0.9,IT90,264.26252974322875,9,,,,,,2025-06-01,2025-06-08,1.0,24.299999237060547,23.99053192138672,-0.3094673156738281
gnn_multiedge,post_covid,4,Dorchester,2024-25,0.98,IT98,368.7005757586777,9,,,,,,2025-06-01,2025-06-08,1.0,24.299999237060547,23.99053192138672,-0.3094673156738281
gnn_multiedge,post_covid,4,Dorchester,2025-26,0.5,IT50,157.0086457734027,40,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-01-11,3.0,256.1499938964844,308.9003601074219,52.7503662109375
gnn_multiedge,post_covid,4,Dorchester,2025-26,0.9,IT90,264.26252974322875,40,,2026-01-11,,,2026-01-11,2025-12-21,2026-01-11,3.0,256.1499938964844,308.9003601074219,52.7503662109375
gnn_multiedge,post_covid,4,Dorchester,2025-26,0.98,IT98,368.7005757586777,40,,,,,,2025-12-21,2026-01-11,3.0,256.1499938964844,308.9003601074219,52.7503662109375
gnn_multiedge,post_covid,4,East Boston,2024-25,0.5,IT50,32.38969817502224,6,,,,,,2025-06-15,2025-06-01,-2.0,3.09999942779541,4.98098087310791,1.8809814453125
gnn_multiedge,post_covid,4,East Boston,2024-25,0.9,IT90,56.982258100156095,6,,,,,,2025-06-15,2025-06-01,-2.0,3.09999942779541,4.98098087310791,1.8809814453125
gnn_multiedge,post_covid,4,East Boston,2024-25,0.98,IT98,81.78485877953806,6,,,,,,2025-06-15,2025-06-01,-2.0,3.09999942779541,4.98098087310791,1.8809814453125
gnn_multiedge,post_covid,4,East Boston,2025-26,0.5,IT50,32.38969817502224,38,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2025-12-28,2026-01-11,2.0,59.29999923706055,63.298954010009766,3.9989547729492188
gnn_multiedge,post_covid,4,East Boston,2025-26,0.9,IT90,56.982258100156095,38,2025-12-28,2026-01-11,2.0,-2.0,2026-01-11,2025-12-28,2026-01-11,2.0,59.29999923706055,63.298954010009766,3.9989547729492188
gnn_multiedge,post_covid,4,East Boston,2025-26,0.98,IT98,81.78485877953806,38,,,,,,2025-12-28,2026-01-11,2.0,59.29999923706055,63.298954010009766,3.9989547729492188
gnn_multiedge,post_covid,4,Fenway,2024-25,0.5,IT50,19.789042860168028,7,,,,,,2025-06-01,2025-06-29,4.0,5.300000190734863,5.2607741355896,-0.03922605514526367
gnn_multiedge,post_covid,4,Fenway,2024-25,0.9,IT90,31.717921949528318,7,,,,,,2025-06-01,2025-06-29,4.0,5.300000190734863,5.2607741355896,-0.03922605514526367
gnn_multiedge,post_covid,4,Fenway,2024-25,0.98,IT98,42.89052071415166,7,,,,,,2025-06-01,2025-06-29,4.0,5.300000190734863,5.2607741355896,-0.03922605514526367
gnn_multiedge,post_covid,4,Fenway,2025-26,0.5,IT50,19.789042860168028,36,2025-12-14,2026-01-04,3.0,-3.0,2026-01-04,2026-01-04,2026-01-04,0.0,21.100000381469727,34.354496002197266,13.254495620727539
gnn_multiedge,post_covid,4,Fenway,2025-26,0.9,IT90,31.717921949528318,36,,2026-01-04,,,2026-01-04,2026-01-04,2026-01-04,0.0,21.100000381469727,34.354496002197266,13.254495620727539
gnn_multiedge,post_covid,4,Fenway,2025-26,0.98,IT98,42.89052071415166,36,,,,,,2026-01-04,2026-01-04,0.0,21.100000381469727,34.354496002197266,13.254495620727539
gnn_multiedge,post_covid,4,Hyde Park,2024-25,0.5,IT50,59.73762940735334,7,,,,,,2025-06-22,2025-06-01,-3.0,6.899999618530273,13.76323699951172,6.863237380981447
gnn_multiedge,post_covid,4,Hyde Park,2024-25,0.9,IT90,98.70163927662223,7,,,,,,2025-06-22,2025-06-01,-3.0,6.899999618530273,13.76323699951172,6.863237380981447
gnn_multiedge,post_covid,4,Hyde Park,2024-25,0.98,IT98,136.08880333365826,7,,,,,,2025-06-22,2025-06-01,-3.0,6.899999618530273,13.76323699951172,6.863237380981447
gnn_multiedge,post_covid,4,Hyde Park,2025-26,0.5,IT50,59.73762940735334,39,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-01-11,3.0,94.5999984741211,107.8352508544922,13.235252380371108
gnn_multiedge,post_covid,4,Hyde Park,2025-26,0.9,IT90,98.70163927662223,39,,2026-01-11,,,2026-01-11,2025-12-21,2026-01-11,3.0,94.5999984741211,107.8352508544922,13.235252380371108
gnn_multiedge,post_covid,4,Hyde Park,2025-26,0.98,IT98,136.08880333365826,39,,,,,,2025-12-21,2026-01-11,3.0,94.5999984741211,107.8352508544922,13.235252380371108
gnn_multiedge,post_covid,4,Jamaica Plain,2024-25,0.5,IT50,30.1329000930458,8,,,,,,2025-06-08,2025-07-06,4.0,6.800000190734863,6.981098175048828,0.18109798431396484
gnn_multiedge,post_covid,4,Jamaica Plain,2024-25,0.9,IT90,48.93353508945714,8,,,,,,2025-06-08,2025-07-06,4.0,6.800000190734863,6.981098175048828,0.18109798431396484
gnn_multiedge,post_covid,4,Jamaica Plain,2024-25,0.98,IT98,66.72678487426273,8,,,,,,2025-06-08,2025-07-06,4.0,6.800000190734863,6.981098175048828,0.18109798431396484
gnn_multiedge,post_covid,4,Jamaica Plain,2025-26,0.5,IT50,30.1329000930458,38,2025-12-14,2025-12-28,2.0,-2.0,2025-12-28,2025-12-21,2026-01-18,4.0,61.099998474121094,60.44951248168945,-0.6504859924316406
gnn_multiedge,post_covid,4,Jamaica Plain,2025-26,0.9,IT90,48.93353508945714,38,2025-12-21,2026-01-04,2.0,-2.0,2026-01-04,2025-12-21,2026-01-18,4.0,61.099998474121094,60.44951248168945,-0.6504859924316406
gnn_multiedge,post_covid,4,Jamaica Plain,2025-26,0.98,IT98,66.72678487426273,38,,,,,,2025-12-21,2026-01-18,4.0,61.099998474121094,60.44951248168945,-0.6504859924316406
gnn_multiedge,post_covid,4,Mattapan,2024-25,0.5,IT50,75.36060630157071,8,,,,,,2025-06-22,2025-07-27,5.0,11.299999237060549,11.820895195007324,0.5208959579467756
gnn_multiedge,post_covid,4,Mattapan,2024-25,0.9,IT90,114.4266389550119,8,,,,,,2025-06-22,2025-07-27,5.0,11.299999237060549,11.820895195007324,0.5208959579467756
gnn_multiedge,post_covid,4,Mattapan,2024-25,0.98,IT98,149.46970387636378,8,,,,,,2025-06-22,2025-07-27,5.0,11.299999237060549,11.820895195007324,0.5208959579467756
gnn_multiedge,post_covid,4,Mattapan,2025-26,0.5,IT50,75.36060630157071,39,2025-12-21,2026-01-04,2.0,-2.0,2026-01-04,2025-12-28,2026-01-11,2.0,110.3000030517578,104.7238311767578,-5.576171875
gnn_multiedge,post_covid,4,Mattapan,2025-26,0.9,IT90,114.4266389550119,39,,,,,,2025-12-28,2026-01-11,2.0,110.3000030517578,104.7238311767578,-5.576171875
gnn_multiedge,post_covid,4,Mattapan,2025-26,0.98,IT98,149.46970387636378,39,,,,,,2025-12-28,2026-01-11,2.0,110.3000030517578,104.7238311767578,-5.576171875
gnn_multiedge,post_covid,4,Roslindale,2024-25,0.5,IT50,83.12526323754497,7,,,,,,2025-06-22,2025-06-08,-2.0,26.200000762939453,17.2824649810791,-8.917535781860352
gnn_multiedge,post_covid,4,Roslindale,2024-25,0.9,IT90,133.65502394030972,7,,,,,,2025-06-22,2025-06-08,-2.0,26.200000762939453,17.2824649810791,-8.917535781860352
