model,variant,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
gnn_corrbinary,post_covid,4,neighborhood,West Roxbury,overall,0.9,IT90,59.59981304845178,40,3.0,0.075,0.0,3.0,3.0,34.0,0.0,1.0,0.0,0.08108108108108109,0.0,0.0,-0.08108108108108109,-0.08108108108108109,-0.08108108108108109,0.85,1.0,0.1148877654639328,0.06937499999999999,-0.6560398625431756,,,,,True
gnn_corrbinary,post_covid,4,neighborhood,West Roxbury,overall,0.98,IT98,80.36625284929092,40,2.0,0.05,0.0,1.0,2.0,37.0,0.0,1.0,0.0,0.02631578947368421,0.0,0.0,-0.02631578947368421,-0.034482758620689655,-0.03673591791853225,0.925,0.5,0.06025039276699762,0.047499999999999994,-0.26842932141047626,,,,,True
gnn_corrbinary,post_covid,4,neighborhood,West Roxbury,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.6,0.8,-0.10132158590308382,0.16,False
gnn_corrbinary,post_covid,4,neighborhood,West Roxbury,flu_season,0.5,IT50,37.349459967580074,25,3.0,0.12,1.0,7.0,2.0,15.0,0.3333333333333333,0.875,0.125,0.3181818181818182,0.1,0.18181818181818182,0.015151515151515138,0.00881057268722467,0.010555008273018727,0.64,2.6666666666666665,0.2281389141930805,0.1056,-1.1604063844041712,,,,,True
gnn_corrbinary,post_covid,4,neighborhood,West Roxbury,flu_season,0.9,IT90,59.59981304845178,25,3.0,0.12,0.0,3.0,3.0,19.0,0.0,1.0,0.0,0.13636363636363635,0.0,0.0,-0.13636363636363635,-0.13636363636363635,-0.13636363636363635,0.76,1.0,0.16053841787913914,0.1056,-0.5202501693100297,,,,,True
gnn_corrbinary,post_covid,4,neighborhood,West Roxbury,flu_season,0.98,IT98,80.36625284929092,25,2.0,0.08,0.0,1.0,2.0,22.0,0.0,1.0,0.0,0.043478260869565216,0.0,0.0,-0.043478260869565216,-0.056338028169014086,-0.0601929265428846,0.88,0.5,0.09414032077019963,0.0736,-0.2790804452472775,,,,,True
gnn_geo,post_covid,4,citywide,CITYWIDE,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.7755102040816326,-0.023451813851227632,0.42857142857142855,False
gnn_geo,post_covid,4,citywide,CITYWIDE,overall,0.5,IT50,60.20679524890062,49,4.0,0.08163265306122448,2.0,12.0,2.0,33.0,0.5,0.8571428571428571,0.14285714285714285,0.26666666666666666,0.125,0.2222222222222222,0.23333333333333334,0.10909090909090909,0.1414213562373095,0.7142857142857143,3.5,0.22788307309437006,0.07496876301541025,-2.0397069916643473,,,,,True
gnn_geo,post_covid,4,citywide,CITYWIDE,overall,0.9,IT90,98.17566769051967,49,1.0,0.02040816326530612,0.0,10.0,1.0,38.0,0.0,1.0,0.0,0.20833333333333334,0.0,0.0,-0.20833333333333334,-0.038535645472061654,-0.07308816827558576,0.7755102040816326,10.0,0.12283800052795098,0.01999167013744273,-5.144459151408548,,,,,True
gnn_geo,post_covid,4,citywide,CITYWIDE,overall,0.98,IT98,134.22833796478614,49,0.0,0.0,0.0,2.0,0.0,47.0,,1.0,0.0,0.04081632653061224,0.0,0.0,,0.0,,0.9591836734693877,,0.0341648552648367,0.0,,,,,,True
gnn_geo,post_covid,4,citywide,CITYWIDE,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6538461538461539,0.7692307692307693,-0.06181015452538641,0.4230769230769231,False
gnn_geo,post_covid,4,citywide,CITYWIDE,flu_season,0.5,IT50,60.20679524890062,26,4.0,0.15384615384615385,2.0,7.0,2.0,15.0,0.5,0.7777777777777778,0.2222222222222222,0.3181818181818182,0.18181818181818182,0.3076923076923077,0.18181818181818182,0.12030075187969924,0.13789005066533844,0.6538461538461539,2.25,0.28114672791910844,0.13017751479289943,-1.1597180462876961,,,,,True
gnn_geo,post_covid,4,citywide,CITYWIDE,flu_season,0.9,IT90,98.17566769051967,26,1.0,0.038461538461538464,0.0,5.0,1.0,20.0,0.0,1.0,0.0,0.2,0.0,0.0,-0.2,-0.0684931506849315,-0.09759000729485331,0.7692307692307693,5.0,0.15148953829524484,0.036982248520710054,-3.0962771155034208,,,,,True
gnn_geo,post_covid,4,citywide,CITYWIDE,flu_season,0.98,IT98,134.22833796478614,26,0.0,0.0,0.0,2.0,0.0,24.0,,1.0,0.0,0.07692307692307693,0.0,0.0,,0.0,,0.9230769230769231,,0.04056157421490935,0.0,,,,,,True
gnn_geo,post_covid,4,pooled,ALL,overall,,bands,,627,,,,,,,,,,,,,,,,,,,,,0.6570972886762361,0.7878787878787878,-0.02862460364872943,0.42105263157894735,False
gnn_geo,post_covid,4,pooled,ALL,overall,0.5,IT50,,627,51.0,0.08133971291866028,19.0,174.0,32.0,402.0,0.37254901960784315,0.9015544041450777,0.09844559585492228,0.3020833333333333,0.08444444444444445,0.1557377049180328,0.07046568627450983,0.031057298465139306,0.04173020290950263,0.671451355661882,3.784313725490196,0.2248184650312123,0.07472356402097019,-2.0086689249474228,,,,,False
gnn_geo,post_covid,4,pooled,ALL,overall,0.9,IT90,,627,18.0,0.028708133971291867,0.0,124.0,18.0,485.0,0.0,1.0,0.0,0.20361247947454844,0.0,0.0,-0.20361247947454844,-0.052784675416814475,-0.08536000980226681,0.773524720893142,6.888888888888889,0.11616039640839106,0.02788397701517821,-3.1658475168431295,,,,,False
gnn_geo,post_covid,4,pooled,ALL,overall,0.98,IT98,,627,2.0,0.003189792663476874,0.0,18.0,2.0,607.0,0.0,1.0,0.0,0.0288,0.0,0.0,-0.0288,-0.005774783445620789,-0.009725290781677293,0.9681020733652312,9.0,0.03387475720604031,0.0031796178862409027,-9.653719540522738,,,,,True
gnn_geo,post_covid,4,pooled,ALL,flu_season,,bands,,352,,,,,,,,,,,,,,,,,,,,,0.5767045454545454,0.8011363636363636,-0.06275159838977018,0.3835227272727273,False
gnn_geo,post_covid,4,pooled,ALL,flu_season,0.5,IT50,,352,51.0,0.14488636363636365,19.0,108.0,32.0,193.0,0.37254901960784315,0.8503937007874016,0.14960629921259844,0.3588039867109635,0.11949685534591195,0.21348314606741572,0.013745032896879672,0.00849060399983904,0.010074441976894465,0.6022727272727273,2.4901960784313726,0.26847336987344095,0.12389430526859506,-1.1669548837729673,,,,,False
gnn_geo,post_covid,4,pooled,ALL,flu_season,0.9,IT90,,352,18.0,0.05113636363636364,0.0,61.0,18.0,273.0,0.0,1.0,0.0,0.18263473053892215,0.0,0.0,-0.18263473053892215,-0.08574105887865063,-0.1062873164661843,0.7755681818181818,3.388888888888889,0.13944019514824066,0.04852143595041322,-1.8737854191030623,,,,,False
gnn_geo,post_covid,4,pooled,ALL,flu_season,0.98,IT98,,352,2.0,0.005681818181818182,0.0,18.0,2.0,332.0,0.0,1.0,0.0,0.05142857142857143,0.0,0.0,-0.05142857142857143,-0.010332950631458095,-0.017548661417223704,0.9431818181818182,9.0,0.04144959256404254,0.0056495351239669415,-6.336814738650182,,,,,True
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.6530612244897959,0.8163265306122449,0.03144654088050303,0.32653061224489793,False
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,overall,0.5,IT50,43.17201700312734,49,5.0,0.10204081632653061,2.0,12.0,3.0,32.0,0.4,0.8571428571428571,0.14285714285714285,0.2727272727272727,0.11764705882352941,0.21052631578947367,0.12727272727272732,0.07079646017699115,0.08528028654224418,0.6938775510204082,2.8,0.19132702279546132,0.09162848812994587,-1.0880735533268298,,,,,False
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,overall,0.9,IT90,72.80812661818143,49,2.0,0.04081632653061224,0.0,9.0,2.0,38.0,0.0,1.0,0.0,0.19148936170212766,0.0,0.0,-0.19148936170212766,-0.07157057654075547,-0.09784921095801634,0.7755102040816326,4.5,0.10894028328085519,0.03915035401915868,-1.7826129803971629,,,,,True
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,overall,0.98,IT98,101.71188922331822,49,0.0,0.0,0.0,0.0,0.0,49.0,,,,0.0,,,,,,1.0,,0.02416704629532848,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.5384615384615384,0.8461538461538461,0.04000000000000015,0.23076923076923078,False
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,flu_season,0.5,IT50,43.17201700312734,26,5.0,0.19230769230769232,2.0,7.0,3.0,14.0,0.4,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.06666666666666671,0.051094890510948905,0.055227791305300936,0.6153846153846154,1.8,0.2241414927348942,0.15532544378698226,-0.4430442770360805,,,,,False
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,flu_season,0.9,IT90,72.80812661818143,26,2.0,0.07692307692307693,0.0,4.0,2.0,20.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,-0.16666666666666666,-0.11428571428571428,-0.12309149097933272,0.7692307692307693,2.0,0.130113608296557,0.07100591715976333,-0.8324333168431772,,,,,True
gnn_geo,post_covid,4,neighborhood,Allston/Brighton,flu_season,0.98,IT98,101.71188922331822,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.019822913778998714,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.6739130434782609,0.782608695652174,0.011177987962166847,0.43478260869565216,False
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.5,IT50,32.35361456388361,46,3.0,0.06521739130434782,2.0,13.0,1.0,30.0,0.6666666666666666,0.8666666666666667,0.13333333333333333,0.3023255813953488,0.125,0.2222222222222222,0.3643410852713178,0.12737127371273713,0.19190068560312756,0.6956521739130435,5.0,0.1878900161548321,0.060964083175803395,-2.081978869640502,,,,,True
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.9,IT90,56.35007606954225,46,2.0,0.043478260869565216,0.0,9.0,2.0,35.0,0.0,1.0,0.0,0.20454545454545456,0.0,0.0,-0.20454545454545456,-0.07659574468085106,-0.10514994558491723,0.7608695652173914,4.5,0.11157428200677129,0.04158790170132326,-1.6828543264355456,,,,,True
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.98,IT98,80.35966190257739,46,0.0,0.0,0.0,1.0,0.0,45.0,,1.0,0.0,0.021739130434782608,0.0,0.0,,0.0,,0.9782608695652174,,0.026249234709338452,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6153846153846154,0.8076923076923077,0.007633587786259777,0.38461538461538464,False
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,0.5,IT50,32.35361456388361,26,3.0,0.11538461538461539,2.0,8.0,1.0,15.0,0.6666666666666666,0.8,0.2,0.34782608695652173,0.18181818181818182,0.3076923076923077,0.3188405797101449,0.15827338129496402,0.20938142159739226,0.6538461538461539,3.3333333333333335,0.2105745440909535,0.10207100591715977,-1.0630201710939788,,,,,True
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,0.9,IT90,56.35007606954225,26,2.0,0.07692307692307693,0.0,4.0,2.0,20.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,-0.16666666666666666,-0.11428571428571428,-0.12309149097933272,0.7692307692307693,2.0,0.13497449909259632,0.07100591715976333,-0.900890862220731,,,,,True
gnn_geo,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,0.98,IT98,80.35966190257739,26,0.0,0.0,0.0,1.0,0.0,25.0,,1.0,0.0,0.038461538461538464,0.0,0.0,,0.0,,0.9615384615384616,,0.02694257487741198,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Charlestown,overall,,bands,,35,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,0.7142857142857143,-0.14107883817427402,0.42857142857142855,False
gnn_geo,post_covid,4,neighborhood,Charlestown,overall,0.5,IT50,44.544403832795176,35,4.0,0.11428571428571428,1.0,12.0,3.0,19.0,0.25,0.9230769230769231,0.07692307692307693,0.3870967741935484,0.0625,0.11764705882352941,-0.13709677419354838,-0.06924643584521385,-0.09027241525272583,0.5714285714285714,3.25,0.27941704238693915,0.10122448979591839,-1.7603699751935515,,,,,True
gnn_geo,post_covid,4,neighborhood,Charlestown,overall,0.9,IT90,75.51034339625782,35,3.0,0.08571428571428572,0.0,7.0,3.0,25.0,0.0,1.0,0.0,0.21875,0.0,0.0,-0.21875,-0.13636363636363635,-0.15309310892394862,0.7142857142857143,2.3333333333333335,0.19693829373137506,0.0783673469387755,-1.513014685634734,,,,,True
gnn_geo,post_covid,4,neighborhood,Charlestown,overall,0.98,IT98,105.83479691598406,35,0.0,0.0,0.0,2.0,0.0,33.0,,1.0,0.0,0.05714285714285714,0.0,0.0,,0.0,,0.9428571428571428,,0.043820005991191964,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Charlestown,flu_season,,bands,,21,,,,,,,,,,,,,,,,,,,,,0.47619047619047616,0.6666666666666666,-0.23529411764705888,0.38095238095238093,False
gnn_geo,post_covid,4,neighborhood,Charlestown,flu_season,0.5,IT50,44.544403832795176,21,4.0,0.19047619047619047,1.0,8.0,3.0,9.0,0.25,0.8888888888888888,0.1111111111111111,0.47058823529411764,0.08333333333333333,0.15384615384615385,-0.22058823529411764,-0.14925373134328357,-0.17503501050350123,0.47619047619047616,2.25,0.338124564556268,0.1541950113378685,-1.1928372495487376,,,,,True
gnn_geo,post_covid,4,neighborhood,Charlestown,flu_season,0.9,IT90,75.51034339625782,21,3.0,0.14285714285714285,0.0,4.0,3.0,14.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,-0.2222222222222222,-0.1951219512195122,-0.19802950859533489,0.6666666666666666,1.3333333333333333,0.265330512474886,0.12244897959183672,-1.166865851878236,,,,,True
gnn_geo,post_covid,4,neighborhood,Charlestown,flu_season,0.98,IT98,105.83479691598406,21,0.0,0.0,0.0,2.0,0.0,19.0,,1.0,0.0,0.09523809523809523,0.0,0.0,,0.0,,0.9047619047619048,,0.055156536051242086,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Dorchester,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.673469387755102,0.8163265306122449,-0.04162976085030978,0.40816326530612246,False
gnn_geo,post_covid,4,neighborhood,Dorchester,overall,0.5,IT50,157.0086457734027,49,4.0,0.08163265306122448,1.0,13.0,3.0,32.0,0.25,0.9285714285714286,0.07142857142857142,0.28888888888888886,0.058823529411764705,0.1111111111111111,-0.03888888888888886,-0.01818181818181818,-0.023570226039551584,0.673469387755102,3.5,0.2747764144412016,0.07496876301541025,-2.665212061518472,,,,,True
gnn_geo,post_covid,4,neighborhood,Dorchester,overall,0.9,IT90,264.26252974322875,49,0.0,0.0,0.0,9.0,0.0,40.0,,1.0,0.0,0.1836734693877551,0.0,0.0,,0.0,,0.8163265306122449,,0.1184519598445807,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Dorchester,overall,0.98,IT98,368.7005757586777,49,0.0,0.0,0.0,1.0,0.0,48.0,,1.0,0.0,0.02040816326530612,0.0,0.0,,0.0,,0.9795918367346939,,0.021098910879840536,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Dorchester,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.5769230769230769,0.8461538461538461,-0.08982035928143728,0.38461538461538464,False
gnn_geo,post_covid,4,neighborhood,Dorchester,flu_season,0.5,IT50,157.0086457734027,26,4.0,0.15384615384615385,1.0,8.0,3.0,14.0,0.25,0.8888888888888888,0.1111111111111111,0.36363636363636365,0.08333333333333333,0.15384615384615385,-0.11363636363636365,-0.07518796992481203,-0.08618128166583652,0.5769230769230769,2.25,0.3381211029512063,0.13017751479289943,-1.5973848363069933,,,,,True
gnn_geo,post_covid,4,neighborhood,Dorchester,flu_season,0.9,IT90,264.26252974322875,26,0.0,0.0,0.0,4.0,0.0,22.0,,1.0,0.0,0.15384615384615385,0.0,0.0,,0.0,,0.8461538461538461,,0.1280584530275732,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Dorchester,flu_season,0.98,IT98,368.7005757586777,26,0.0,0.0,0.0,1.0,0.0,25.0,,1.0,0.0,0.038461538461538464,0.0,0.0,,0.0,,0.9615384615384616,,0.028937029435330892,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,East Boston,overall,,bands,,44,,,,,,,,,,,,,,,,,,,,,0.6363636363636364,0.7272727272727273,-0.07363013698630128,0.4772727272727273,False
gnn_geo,post_covid,4,neighborhood,East Boston,overall,0.5,IT50,32.38969817502224,44,4.0,0.09090909090909091,1.0,13.0,3.0,27.0,0.25,0.9285714285714286,0.07142857142857142,0.325,0.058823529411764705,0.1111111111111111,-0.07500000000000001,-0.03529411764705882,-0.04629100498862758,0.6363636363636364,3.5,0.24801284743242585,0.08264462809917356,-2.000955453932353,,,,,True
gnn_geo,post_covid,4,neighborhood,East Boston,overall,0.9,IT90,56.982258100156095,44,1.0,0.022727272727272728,0.0,11.0,1.0,32.0,0.0,1.0,0.0,0.2558139534883721,0.0,0.0,-0.2558139534883721,-0.043478260869565216,-0.08804509063256238,0.7272727272727273,11.0,0.12302634284332735,0.02221074380165289,-4.539046505690274,,,,,True
gnn_geo,post_covid,4,neighborhood,East Boston,overall,0.98,IT98,81.78485877953806,44,0.0,0.0,0.0,1.0,0.0,43.0,,1.0,0.0,0.022727272727272728,0.0,0.0,,0.0,,0.9772727272727273,,0.036446823425342556,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,East Boston,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.56,0.72,-0.13496932515337412,0.44,False
gnn_geo,post_covid,4,neighborhood,East Boston,flu_season,0.5,IT50,32.38969817502224,25,4.0,0.16,1.0,8.0,3.0,13.0,0.25,0.8888888888888888,0.1111111111111111,0.38095238095238093,0.08333333333333333,0.15384615384615385,-0.13095238095238093,-0.08695652173913043,-0.10001653302482984,0.56,2.25,0.3071019613926752,0.13439999999999996,-1.2849848317907386,,,,,True
gnn_geo,post_covid,4,neighborhood,East Boston,flu_season,0.9,IT90,56.982258100156095,25,1.0,0.04,0.0,6.0,1.0,18.0,0.0,1.0,0.0,0.25,0.0,0.0,-0.25,-0.0736196319018405,-0.11470786693528089,0.72,6.0,0.14968226794512193,0.03840000000000001,-2.897975727737549,,,,,True
gnn_geo,post_covid,4,neighborhood,East Boston,flu_season,0.98,IT98,81.78485877953806,25,0.0,0.0,0.0,1.0,0.0,24.0,,1.0,0.0,0.04,0.0,0.0,,0.0,,0.96,,0.04342995090227927,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Fenway,overall,,bands,,43,,,,,,,,,,,,,,,,,,,,,0.6744186046511628,0.7906976744186046,0.03700097370983446,0.5116279069767442,False
gnn_geo,post_covid,4,neighborhood,Fenway,overall,0.5,IT50,19.789042860168028,43,2.0,0.046511627906976744,1.0,12.0,1.0,29.0,0.5,0.9230769230769231,0.07692307692307693,0.2926829268292683,0.07142857142857142,0.13333333333333333,0.20731707317073172,0.05733558178752108,0.09506260074965499,0.6976744186046512,6.5,0.17161208266043712,0.04434829637641969,-2.8696431809652223,,,,,True
gnn_geo,post_covid,4,neighborhood,Fenway,overall,0.9,IT90,31.717921949528318,43,0.0,0.0,0.0,10.0,0.0,33.0,,1.0,0.0,0.23255813953488372,0.0,0.0,,0.0,,0.7674418604651163,,0.08716336945671575,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Fenway,overall,0.98,IT98,42.89052071415166,43,0.0,0.0,0.0,1.0,0.0,42.0,,1.0,0.0,0.023255813953488372,0.0,0.0,,0.0,,0.9767441860465116,,0.041535200256234854,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Fenway,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.64,0.84,0.06340057636887608,0.48,False
gnn_geo,post_covid,4,neighborhood,Fenway,flu_season,0.5,IT50,19.789042860168028,25,2.0,0.08,1.0,7.0,1.0,16.0,0.5,0.875,0.125,0.30434782608695654,0.1111111111111111,0.2,0.19565217391304346,0.08256880733944955,0.11378739092043906,0.68,4.0,0.18937310227832416,0.0736,-1.5730041070424479,,,,,True
gnn_geo,post_covid,4,neighborhood,Fenway,flu_season,0.9,IT90,31.717921949528318,25,0.0,0.0,0.0,5.0,0.0,20.0,,1.0,0.0,0.2,0.0,0.0,,0.0,,0.8,,0.08533778926982505,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Fenway,flu_season,0.98,IT98,42.89052071415166,25,0.0,0.0,0.0,1.0,0.0,24.0,,1.0,0.0,0.04,0.0,0.0,,0.0,,0.96,,0.03770158828730026,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Hyde Park,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.6956521739130435,0.8043478260869565,-0.022667829119442207,0.45652173913043476,False
gnn_geo,post_covid,4,neighborhood,Hyde Park,overall,0.5,IT50,59.73762940735334,46,3.0,0.06521739130434782,1.0,12.0,2.0,31.0,0.3333333333333333,0.9230769230769231,0.07692307692307693,0.27906976744186046,0.06666666666666667,0.125,0.054263565891472854,0.02127659574468085,0.02975599922823384,0.6956521739130435,4.333333333333333,0.21762379359959355,0.060964083175803395,-2.5697050174941087,,,,,True
gnn_geo,post_covid,4,neighborhood,Hyde Park,overall,0.9,IT90,98.70163927662223,46,0.0,0.0,0.0,9.0,0.0,37.0,,1.0,0.0,0.1956521739130435,0.0,0.0,,0.0,,0.8043478260869565,,0.09129290647967966,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Hyde Park,overall,0.98,IT98,136.08880333365826,46,0.0,0.0,0.0,2.0,0.0,44.0,,1.0,0.0,0.043478260869565216,0.0,0.0,,0.0,,0.9565217391304348,,0.030076588870916517,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Hyde Park,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.64,0.84,-0.04588394062078294,0.44,False
gnn_geo,post_covid,4,neighborhood,Hyde Park,flu_season,0.5,IT50,59.73762940735334,25,3.0,0.12,1.0,7.0,2.0,15.0,0.3333333333333333,0.875,0.125,0.3181818181818182,0.1,0.18181818181818182,0.015151515151515138,0.00881057268722467,0.010555008273018727,0.64,2.6666666666666665,0.25601839764911327,0.1056,-1.4244166444044817,,,,,True
gnn_geo,post_covid,4,neighborhood,Hyde Park,flu_season,0.9,IT90,98.70163927662223,25,0.0,0.0,0.0,4.0,0.0,21.0,,1.0,0.0,0.16,0.0,0.0,,0.0,,0.84,,0.09660025240383271,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Hyde Park,flu_season,0.98,IT98,136.08880333365826,25,0.0,0.0,0.0,2.0,0.0,23.0,,1.0,0.0,0.08,0.0,0.0,,0.0,,0.92,,0.036259281338200264,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.6304347826086957,0.782608695652174,0.06568712186689729,0.3695652173913043,False
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,overall,0.5,IT50,30.1329000930458,46,5.0,0.10869565217391304,3.0,12.0,2.0,29.0,0.6,0.8,0.2,0.2926829268292683,0.17647058823529413,0.3,0.3073170731707317,0.16363636363636364,0.2040502552991481,0.6956521739130435,3.0,0.18250558740162032,0.09688090737240074,-0.8838137704479447,,,,,False
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,overall,0.9,IT90,48.93353508945714,46,3.0,0.06521739130434782,0.0,10.0,3.0,33.0,0.0,1.0,0.0,0.23255813953488372,0.0,0.0,-0.23255813953488372,-0.11152416356877323,-0.13921151159742612,0.717391304347826,3.3333333333333335,0.11875727234134947,0.060964083175803395,-0.9479875060022909,,,,,True
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,overall,0.98,IT98,66.72678487426273,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.03547736871567353,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,flu_season,,bands,,24,,,,,,,,,,,,,,,,,,,,,0.5,0.7916666666666666,0.06896551724137934,0.2916666666666667,False
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,flu_season,0.5,IT50,30.1329000930458,24,5.0,0.20833333333333334,3.0,7.0,2.0,12.0,0.6,0.7,0.3,0.3684210526315789,0.25,0.4,0.23157894736842105,0.16923076923076924,0.1907641932953064,0.625,2.0,0.22759192051145272,0.16493055555555555,-0.3799257496273345,,,,,False
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,flu_season,0.9,IT90,48.93353508945714,24,3.0,0.125,0.0,5.0,3.0,16.0,0.0,1.0,0.0,0.23809523809523808,0.0,0.0,-0.23809523809523808,-0.18518518518518517,-0.1938916835823703,0.6666666666666666,1.6666666666666667,0.1597351474835608,0.109375,-0.460435634135413,,,,,True
gnn_geo,post_covid,4,neighborhood,Jamaica Plain,flu_season,0.98,IT98,66.72678487426273,24,0.0,0.0,0.0,0.0,0.0,24.0,,,,0.0,,,,,,1.0,,0.03980462640842337,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Mattapan,overall,,bands,,47,,,,,,,,,,,,,,,,,,,,,0.6808510638297872,0.8297872340425532,-0.022192632046160954,0.44680851063829785,False
gnn_geo,post_covid,4,neighborhood,Mattapan,overall,0.5,IT50,75.36060630157071,47,3.0,0.06382978723404255,1.0,13.0,2.0,31.0,0.3333333333333333,0.9285714285714286,0.07142857142857142,0.29545454545454547,0.0625,0.11764705882352941,0.037878787878787845,0.013986013986013986,0.020247063781244273,0.6808510638297872,4.666666666666667,0.21358526327224514,0.05975554549569943,-2.574317019457495,,,,,True
gnn_geo,post_covid,4,neighborhood,Mattapan,overall,0.9,IT90,114.4266389550119,47,0.0,0.0,0.0,8.0,0.0,39.0,,1.0,0.0,0.1702127659574468,0.0,0.0,,0.0,,0.8297872340425532,,0.09105160422917602,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Mattapan,overall,0.98,IT98,149.46970387636378,47,0.0,0.0,0.0,2.0,0.0,45.0,,1.0,0.0,0.0425531914893617,0.0,0.0,,0.0,,0.9574468085106383,,0.0343978117886925,0.0,,,,,,True
gnn_geo,post_covid,4,neighborhood,Mattapan,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6153846153846154,0.8461538461538461,-0.04785894206549135,0.46153846153846156,False
gnn_geo,post_covid,4,neighborhood,Mattapan,flu_season,0.5,IT50,75.36060630157071,26,3.0,0.11538461538461539,1.0,8.0,2.0,15.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.34782608695652173,0.09090909090909091,0.16666666666666666,-0.014492753623188415,-0.007751937984496124,-0.009732619374563063,0.6153846153846154,3.0,0.2552563980487088,0.10207100591715977,-1.5007728272598135,,,,,True
gnn_geo,post_covid,4,neighborhood,Mattapan,flu_season,0.9,IT90,114.4266389550119,26,0.0,0.0,0.0,4.0,0.0,22.0,,1.0,0.0,0.15384615384615385,0.0,0.0,,0.0,,0.8461538461538461,,0.10117216524030084,0.0,,,,,,True
