added_route_id,trip_id
743,74013170
741,74013230
742,74013230
743,74013230
741,74013231
742,74013231
743,74013231
741,74013232
742,74013232
743,74013232
741,74013234
742,74013234
743,74013234
741,74013343
742,74013343
743,74013343
741,74013345
742,74013345
743,74013345
741,74013357
742,74013357
743,74013357
741,74013375
742,74013375
743,74013375
741,74013429
742,74013429
743,74013429
741,74013448
742,74013448
743,74013448
741,74013449
742,74013449
743,74013449
741,74013451
742,74013451
743,74013451
741,74013453
742,74013453
743,74013453
741,74013454
742,74013454
743,74013454
741,74013458
742,74013458
743,74013458
741,74013461
742,74013461
743,74013461
741,74013462
742,74013462
743,74013462
741,74013465
742,74013465
743,74013465
741,74013467
742,74013467
743,74013467
741,74013751
742,74013751
743,74013751
741,74013752
742,74013752
743,74013752
741,74013777
742,74013777
743,74013777
741,74013851
742,74013851
743,74013851
741,74014412
742,74014412
743,74014412
741,74014420
742,74014420
743,74014420
741,74014436
742,74014436
743,74014436
741,74014442
742,74014442
743,74014442
741,74014467
742,74014467
743,74014467
741,74014482
742,74014482
743,74014482
741,74014495
742,74014495
743,74014495
741,74014505
742,74014505
743,74014505
741,74014548
742,74014548
743,74014548
741,74014554
742,74014554
743,74014554
741,74014598
742,74014598
743,74014598
741,74014607
742,74014607
743,74014607
741,74014609
742,74014609
743,74014609
741,74014611
742,74014611
743,74014611
741,74014618
742,74014618
743,74014618
741,73765750
742,73765750
743,73765750
741,73765794
742,73765794
743,73765794
741,73765899
742,73765899
743,73765899
741,73765910
742,73765910
743,73765910
741,73765960
742,73765960
743,73765960
741,73765983
742,73765983
743,73765983
741,73765991
742,73765991
743,73765991
741,73766021
742,73766021
743,73766021
741,73766023
742,73766023
743,73766023
741,73766024
742,73766024
743,73766024
741,73766045
742,73766045
743,73766045
741,73766047
742,73766047
743,73766047
741,73766099
742,73766099
743,73766099
741,73766108
742,73766108
743,73766108
741,73766168
742,73766168
743,73766168
741,73766169
742,73766169
743,73766169
741,73766171
742,73766171
743,73766171
741,73766173
742,73766173
743,73766173
741,73766281
742,73766281
743,73766281
741,73766283
742,73766283
743,73766283
741,73766295
742,73766295
743,73766295
741,73766313
742,73766313
743,73766313
741,73766367
742,73766367
743,73766367
741,73766386
742,73766386
743,73766386
741,73766387
742,73766387
743,73766387
741,73766389
742,73766389
743,73766389
741,73766391
742,73766391
743,73766391
741,73766395
742,73766395
743,73766395
741,73766396
742,73766396
743,73766396
741,73766399
742,73766399
743,73766399
741,73766400
742,73766400
743,73766400
741,73766403
742,73766403
743,73766403
741,73766405
742,73766405
743,73766405
741,73766751
742,73766751
743,73766751
741,73766752
742,73766752
743,73766752
741,73766775
742,73766775
743,73766775
741,73766851
742,73766851
743,73766851
741,73816286
742,73816286
743,73816286
741,73816287
742,73816287
743,73816287
741,73816292
742,73816292
743,73816292
741,73816296
742,73816296
743,73816296
741,73816298
742,73816298
743,73816298
741,73816302
742,73816302
743,73816302
741,73816305
742,73816305
743,73816305
741,73816306
742,73816306
743,73816306
741,73816307
742,73816307
743,73816307
741,73816309
742,73816309
743,73816309
741,73779062
742,73779062
743,73779062
741,73779162
742,73779162
743,73779162
741,73779166
742,73779166
743,73779166
741,73779173
742,73779173
743,73779173
741,73779187
742,73779187
743,73779187
741,73779211
742,73779211
743,73779211
741,73779247
742,73779247
743,73779247
741,73779295
742,73779295
743,73779295
741,73779355
742,73779355
743,73779355
741,73779530
742,73779530
743,73779530
741,73779532
742,73779532
743,73779532
741,73779540
742,73779540
743,73779540
741,73779542
742,73779542
743,73779542
741,73779544
742,73779544
743,73779544
741,73779545
742,73779545
743,73779545
741,73779547
742,73779547
743,73779547
741,73779548
742,73779548
743,73779548
741,73779551
742,73779551
743,73779551
741,73779554
742,73779554
743,73779554
741,73779556
742,73779556
743,73779556
741,73779559
742,73779559
743,73779559
741,73779560
742,73779560
743,73779560
741,73779561
742,73779561
743,73779561
741,73779563
742,73779563
743,73779563
741,73779566
742,73779566
743,73779566
741,73779569
742,73779569
743,73779569
741,73779571
742,73779571
743,73779571
741,73779572
742,73779572
743,73779572
741,73779574
742,73779574
743,73779574
741,73779576
742,73779576
743,73779576
741,73779578
742,73779578
743,73779578
741,73779580
742,73779580
743,73779580
741,73779582
742,73779582
743,73779582
741,73779584
742,73779584
743,73779584
741,73779586
742,73779586
743,73779586
741,73779588
742,73779588
743,73779588
741,73779591
742,73779591
743,73779591
741,73779592
742,73779592
743,73779592
741,73779782
742,73779782
743,73779782
741,73818462
742,73818462
743,73818462
741,73818466
742,73818466
743,73818466
741,73818467
742,73818467
743,73818467
741,73818469
742,73818469
743,73818469
741,73818470
742,73818470
743,73818470
741,73818471
742,73818471
743,73818471
741,73818472
742,73818472
743,73818472
741,73818487
742,73818487
743,73818487
741,73818496
742,73818496
743,73818496
741,73818498
742,73818498
743,73818498
741,73818500
742,73818500
743,73818500
741,73783230
742,73783230
743,73783230
741,73783235
742,73783235
743,73783235
741,73783236
742,73783236
743,73783236
741,73783241
742,73783241
743,73783241
741,73783243
742,73783243
743,73783243
741,73783246
742,73783246
743,73783246
741,73783248
742,73783248
743,73783248
741,73783249
742,73783249
743,73783249
741,73783252
742,73783252
743,73783252
741,73783254
742,73783254
743,73783254
741,73783256
742,73783256
743,73783256
741,73783258
742,73783258
743,73783258
741,73783260
742,73783260
743,73783260
741,73783262
742,73783262
743,73783262
741,73783263
742,73783263
743,73783263
741,73783266
742,73783266
743,73783266
741,73783267
742,73783267
743,73783267
741,73783269
742,73783269
743,73783269
741,73783271
742,73783271
743,73783271
741,73783274
742,73783274
743,73783274
741,73783275
742,73783275
743,73783275
741,73783278
742,73783278
743,73783278
741,73783279
742,73783279
743,73783279
741,73783280
742,73783280
743,73783280
741,73783282
742,73783282
743,73783282
741,73783283
742,73783283
743,73783283
741,73783286
742,73783286
743,73783286
741,73783287
742,73783287
743,73783287
741,73783290
742,73783290
743,73783290
741,73783292
742,73783292
743,73783292
741,73783293
742,73783293
743,73783293
741,73783300
742,73783300
743,73783300
741,73783322
742,73783322
743,73783322
741,73783474
742,73783474
743,73783474
741,73783619
742,73783619
743,73783619
741,73783897
742,73783897
743,73783897
741,73783970
742,73783970
743,73783970
741,73783995
742,73783995
743,73783995
741,73784031
742,73784031
743,73784031
741,73784067
742,73784067
743,73784067
741,73784092
742,73784092
743,73784092
741,73784093
742,73784093
743,73784093
741,73784094
742,73784094
743,73784094
741,73784095
742,73784095
743,73784095
741,73822765
742,73822765
743,73822765
741,73822773
742,73822773
743,73822773
741,73822781
742,73822781
743,73822781
741,73822785
742,73822785
743,73822785
741,73822788
742,73822788
743,73822788
741,73822790
742,73822790
743,73822790
741,73822792
742,73822792
743,73822792
741,73822795
742,73822795
743,73822795
741,73822797
742,73822797
743,73822797
741,73822799
742,73822799
743,73822799
741,73822800
742,73822800
743,73822800
741,73822802
742,73822802
743,73822802
741,73822804
742,73822804
743,73822804
741,73822805
742,73822805
743,73822805
741,74012819
742,74012819
743,74012819
741,74012829
742,74012829
743,74012829
741,74012932
742,74012932
743,74012932
741,74012942
742,74012942
743,74012942
741,74012965
742,74012965
743,74012965
741,74012971
742,74012971
743,74012971
741,74012995
742,74012995
743,74012995
741,74013058
742,74013058
743,74013058
