route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
CR-Providence-8136f884-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,3,200131240,BasewUpdatedWalpoleTurns-772785-874,2
CR-Providence-403369a9-1,CR-Providence,1,Stoughton - South Station via Back Bay,,3,200131260,BasewUpdatedWalpoleTurns-772821-976,2
CR-Providence-C1-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,5,200131991,canonical-CR-Providence-C1-1,1
CR-Providence-C2-1,CR-Providence,1,Stoughton - South Station via Back Bay,,5,200131992,canonical-CR-Providence-C2-1,1
CR-Foxboro-71c5586e-0,CR-Foxboro,0,South Station - Foxboro,,1,200140000,BostonLegacy-810818-9725,2
CR-Foxboro-C1-0,CR-Foxboro,0,South Station - Foxboro,,5,200140991,canonical-CR-Foxboro-C1-0,1
CR-Foxboro-C2-0,CR-Foxboro,0,Foxboro - Providence,,1,200140992,canonical-CR-Foxboro-C2-0,1
CR-Foxboro-C1-1,CR-Foxboro,1,Foxboro - South Station,,1,200141991,canonical-CR-Foxboro-C1-1,1
CR-Foxboro-C2-1,CR-Foxboro,1,Providence - Foxboro,,1,200141992,canonical-CR-Foxboro-C2-1,1
CapeFlyer-C1-0,CapeFlyer,0,South Station - Hyannis,,5,210000991,canonical-CapeFlyer-C1-0,1
CapeFlyer-C1-1,CapeFlyer,1,Hyannis - South Station,,5,210001991,canonical-CapeFlyer-C1-1,1
Boat-F4-0-0,Boat-F4,0,Long Wharf - Charlestown Navy Yard,,1,300010000,Boat-F4-0630-Long-BF4-A-Weekday-Fall-25,0
Boat-F4-0-1,Boat-F4,1,Charlestown Navy Yard - Long Wharf,,1,300011000,Boat-F4-0645-Charlestown-BF4-A-Weekday-Fall-25,0
Boat-F1-0-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport & Hull,,1,300020000,Boat-F1-1100-Long-BF2H-B-Weekday-Fall-25,0
Boat-F1-1-0,Boat-F1,0,Long Wharf - Hingham via Hull,,1,300020010,Boat-F1-1300-Long-BF2H-B-Weekday-Fall-25,0
Boat-F1-2-0,Boat-F1,0,Rowes Wharf - Hingham,Weekdays only,1,300020020,Boat-F1-0645-Rowes-BF1-A-Weekday-Fall-25,0
Boat-F1-3-0,Boat-F1,0,Long Wharf - Hull,,2,300020030,Boat-F1-0800-Long-BF2H-A-Weekday-Fall-25,0
Boat-F1-4-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport,,2,300020040,Boat-F1-0910-Long-BF2H-A-Weekday-Fall-25,0
Boat-F1-6-0,Boat-F1,0,Long Wharf - Hingham,,2,300020060,Boat-F1-1215-Long-BF2H-A-Weekday-Fall-25,0
Boat-F1-9-0,Boat-F1,0,Long Wharf - Hull via Logan Airport,,2,300020090,Boat-F1-0630-Long-BF2H-A-Weekday-Fall-25,0
Boat-F1-0-1,Boat-F1,1,Hingham - Long Wharf via Hull & Logan Airport,,1,300021000,Boat-F1-1300-Hingham-BF2H-A-Weekday-Fall-25,0
Boat-F1-1-1,Boat-F1,1,Hingham - Long Wharf via Hull,,1,300021010,Boat-F1-0540-Hingham-BF2H-A-Weekday-Fall-25,0
Boat-F1-2-1,Boat-F1,1,Hingham - Rowes Wharf,Weekdays only,1,300021020,Boat-F1-0600-Hingham-BF1-A-Weekday-Fall-25,0
Boat-F1-3-1,Boat-F1,1,Hull - Long Wharf,,2,300021030,Boat-F1-0730-Hull-BF2H-A-Weekday-Fall-25,0
Boat-F1-4-1,Boat-F1,1,Hingham - Long Wharf via Logan Airport,,2,300021040,Boat-F1-1015-Hingham-BF2H-A-Weekday-Fall-25,0
Boat-F1-6-1,Boat-F1,1,Hingham - Long Wharf,,2,300021060,Boat-F1-1400-Hingham-BF2H-B-Weekday-Fall-25,0
Boat-EastBoston-0-0,Boat-EastBoston,0,Long Wharf - Lewis Mall Wharf,,1,300050000,Boat-EastBoston-0715-Long-BEB-01-Weekday-Summer-26,0
Boat-EastBoston-0-1,Boat-EastBoston,1,Lewis Mall Wharf - Long Wharf,,1,300051000,Boat-EastBoston-0700-Lewis-BEB-01-Weekday-Summer-26,0
747-_-0,747,0,Ruggles Station - Sullivan Square Station,Weekdays only,1,400200000,73584725,0
747-_-1,747,1,Sullivan Square Station - Ruggles Station,Weekdays only,1,400201000,73584724,0
708-1-0,708,0,Andrew Station - Ave Louis Pasteur,Weekdays only,1,400300000,73601243,0
708-_-0,708,0,Andrew Station - Brookline Ave,Weekdays only,1,400300030,73601216,0
708-1-1,708,1,Ave Louis Pasteur - Andrew Station,Weekdays only,1,400301000,73602323,0
708-_-1,708,1,Brookline Ave - Andrew Station,Weekdays only,1,400301030,73601462,0
1-_-0,1,0,Nubian Station - Harvard Square,,1,500100000,73601768,0
1-_-1,1,1,Harvard Square - Nubian Station,,1,500101000,73602154,0
4-1-0,4,0,Design Center - North Station,Weekdays only,1,500400000,73584226,0
4-_-0,4,0,Design Center - North Station via South Station,Weekdays only,1,500400020,73584116,0
4-_-1,4,1,North Station - Design Center,Weekdays only,1,500401000,73584111,0
4-1-1,4,1,North Station - Design Center via South Station,Weekdays only,1,500401020,73584227,0
7-1-0,7,0,Otis St & Summer St - City Point,,2,500700000,73602364,0
7-3-0,7,0,Federal Street - City Point,Weekdays only,2,500700040,73602387,0
7-2-0,7,0,Otis St & Summer St - City Point via East 1st St,Weekdays only,2,500700070,73602361,0
7-1-1,7,1,City Point - Otis St & Summer St,,1,500701000,73601586,0
7-4-1,7,1,City Point - Federal Street,Weekdays only,2,500701040,73601704,0
7-5-1,7,1,City Point - South Station,AM peak hours only,2,500701060,73603687,0
8-9-0,8,0,Kenmore Station - Harbor Point via South Bay Center,,1,500800000,73603209,0
8-1-0,8,0,Kenmore Station - Harbor Point,,2,500800040,73603202,0
8-D-0,8,0,Kenmore Station - Ruggles Station,School days only,3,500800080,73584128_2,0
8-9-1,8,1,Harbor Point - Kenmore Station via South Bay Center,,1,500801000,73603200,0
8-1-1,8,1,Harbor Point - Kenmore Station,,2,500801040,73603194,0
8-D-1,8,1,Ruggles Station - Kenmore Station,School days only,3,500801080,73583750_2,0
9-_-0,9,0,Copley Station - City Point,,1,500900000,73601526,0
9-1-0,9,0,Copley Station - City Point via L St,Weekdays only,2,500900040,73601513,0
9-5-0,9,0,Ave Louis Pasteur - City Point,School days only,3,500900070,73602953,0
9-_-1,9,1,City Point - Copley Station,,1,500901000,73601582,0
9-4-1,9,1,City Point - Kenmore Station via Ave Louis Pasteur,School days only,3,500901040,73583793,0
10-9-0,10,0,Arlington Station - City Point via South Bay Center,,1,501000000,73602702,0
10-8-0,10,0,Townsend St & Warren St - City Point via Nubian Station,School days only,3,501000040,73602957,0
10-E-0,10,0,Andrew Station - City Point,School days only,3,501000060,73583933_2,0
10-5-0,10,0,Arlington Station - City Point,Late nights only,3,501000080,73603198,0
10-9-1,10,1,City Point - Arlington Station,,1,501001000,73601583,0
10-2-1,10,1,City Point - Franklin Park via Andrew,School days only,3,501001040,73601600,0
11-3-0,11,0,Chauncy St & Summer St - City Point,,1,501100000,73601422,0
11-3-1,11,1,City Point - Chauncy St & Summer St,,1,501101000,73601581,0
14-_-0,14,0,Heath St - Roslindale Square,,1,501400000,74214703,0
14-_-1,14,1,Roslindale Square - Heath St,,1,501401000,74214704,0
15-1-0,15,0,Ruggles Station - Fields Corner Station,,1,501500000,73602444,0
15-3-0,15,0,Nubian Station - Kane Square,School days only,3,501500040,73603247,0
15-6-0,15,0,Malcolm X Blvd - Fields Corner Station,School days only,3,501500060,73602335,0
15-H-0,15,0,Haymarket Station - Mattapan Station,Early mornings only,3,501500080,73602156,0
15-1-1,15,1,Fields Corner Station - Ruggles Station,,1,501501000,73602025,0
15-3-1,15,1,Kane Square - Nubian Station,School days only,3,501501040,73603265,0
15-4-1,15,1,Ashmont Station - Nubian Station,Early mornings only,3,501501060,73601285,0
15-G-1,15,1,Mattapan - Haymarket via Fields Corner & Nubian (Merrimac Detour),Early mornings only,3,501501090,73602343,0
16-9-0,16,0,Andrew Station - Forest Hills Station via South Bay Center,,1,501600000,73601212,0
16-8-0,16,0,Harbor Point - Forest Hills Station via South Bay Center,Weekdays only,2,501600040,73601220,0
16-5-0,16,0,McCormack Housing - Forest Hills via South Bay Center,,2,501600060,73602346,0
16-3-0,16,0,Andrew Station - Forest Hills Station,,2,501600090,73767206,0
16-9-1,16,1,Forest Hills Station - Andrew Station via South Bay Center,,1,501601000,73601946,0
16-8-1,16,1,Forest Hills Station - Harbor Point via South Bay Center,Weekdays only,2,501601040,73601955,0
16-5-1,16,1,Forest Hills - McCormack Housing via South Bay Center,,2,501601060,73601961,0
16-3-1,16,1,Forest Hills Station - Andrew Station,,2,501601090,73767243,0
16-E-1,16,1,Franklin Park - Andrew Station,School days only,3,501601130,73583933_1,0
17-_-0,17,0,Andrew Station - Fields Corner Station,,1,501700000,73601213,0
17-_-1,17,1,Fields Corner Station - Andrew Station,,1,501701000,73602000,0
18-_-0,18,0,Andrew Station - Ashmont Station,,1,501800000,73603833,0
18-_-1,18,1,Ashmont Station - Andrew Station,,1,501801000,73603832,0
19-3-0,19,0,Kenmore Station - Fields Corner Station,Weekdays only,1,501900000,73603341,0
19-_-0,19,0,Ruggles Station - Fields Corner Station,Weekdays only,2,501900030,73603412,0
19-5-0,19,0,Warren St & Townsend St - Adams St & Gallivan Blvd,School days only,3,501900060,73602316,0
19-1-0,19,0,Malcolm X Blvd - Fields Corner Station,School days only,3,501900080,73603318,0
19-4-0,19,0,Ave Louis Pasteur - Gallivan Blvd,School days only,3,501900090,73602324,0
19-3-1,19,1,Fields Corner Station - Kenmore Station,Weekdays only,1,501901000,73603339,0
19-_-1,19,1,Fields Corner Station - Ruggles Station,Weekdays only,2,501901030,73603335,0
19-E-1,19,1,Fields Corner Station - Ave Louis Pasteur,School days only,3,501901060,73601209_2,0
21-_-0,21,0,Forest Hills Station - Ashmont Station,,1,502100000,74213916,0
21-_-1,21,1,Ashmont Station - Forest Hills Station,,1,502101000,74213911,0
21-B-1,21,1,Ashmont Station - Forest Hills Station,School days only,3,502101040,74214525_1,0
22-_-0,22,0,Ruggles Station - Ashmont Station,,1,502200000,73602435,0
22-2-0,22,0,Ave Louis Pasteur - Ashmont Station,School days only,3,502200040,73602320,0
22-3-0,22,0,Warren St & Townsend St - Ashmont Station,School days only,3,502200060,73602309,0
22-_-1,22,1,Ashmont Station - Ruggles Station,,1,502201000,73601292,0
23-_-0,23,0,Ruggles Station - Ashmont Station,,1,502300000,73602439,0
23-1-0,23,0,Townsend St & Warren St - Ashmont Station,School days only,3,502300040,73602321,0
23-3-0,23,0,Malcolm X Blvd - Ashmont Station,School days only,3,502300050,73602338,0
23-E-0,23,0,Nubian Station - Franklin Park,School days only,3,502300080,73584058_3,0
23-_-1,23,1,Ashmont Station - Ruggles Station,,1,502301000,73601286,0
23-G-1,23,1,Warren St & Quincy St - Nubian Station,School days only,3,502301040,73584048_1,0
24-2-0,24,0,Ashmont Station - Wakefield Ave & Truman Pkwy,,1,502400000,74213118,0
24-2-1,24,1,Wakefield Ave & Truman Pkwy - Ashmont Station,,1,502401000,74213109,0
26-1-0,26,0,Gallivan Blvd - Ashmont Station via Washington St,,1,502600000,74213247,0
26-1-1,26,1,Ashmont Station - Gallivan Blvd via Norfolk St,,1,502601000,74213248,0
28-_-0,28,0,Ruggles Station - Mattapan Station,,1,502800000,73766416,0
28-9-0,28,0,Ave Louis Pasteur - Mattapan Station,School days only,3,502800040,73766456,0
28-_-1,28,1,Mattapan Station - Ruggles Station,,1,502801000,73765987,0
28-5-1,28,1,Townsend St & Warren St - Ruggles Station,School days only,3,502801040,73602322,0
28-2-1,28,1,Mattapan Station - Nubian Station,Early mornings only,3,502801060,73602334,0
28-9-1,28,1,Mattapan Station - Avenue Louis Pasteur via Ruggles,School days only,3,502801090,73766593,0
29-1-0,29,0,Jackson Square Station - Mattapan Station via Franklin Field,Weekdays only,1,502900000,74214073,0
29-5-0,29,0,Jackson Square Station - Mattapan Station,,1,502900020,74214074,0
29-1-1,29,1,Mattapan Station - Jackson Square Station via Franklin Field,Weekdays only,1,502901000,74214078,0
29-5-1,29,1,Mattapan Station - Jackson Square Station,,2,502901020,74214071,0
30-2-0,30,0,Forest Hills Station - Mattapan Station,,1,503000000,74213704,0
30-2-1,30,1,Mattapan Station - Forest Hills Station,,1,503001000,74213727,0
31-_-0,31,0,Forest Hills Station - Mattapan Station,,1,503100000,74213909,0
31-_-1,31,1,Mattapan Station - Forest Hills Station,,1,503101000,74213913,0
32-1-0,32,0,Forest Hills Station - Wolcott Square,,1,503200000,74214218,0
32-_-0,32,0,Forest Hills Station - Cleary Square,Weekday middays only,3,503200040,74214320,0
32-3-0,32,0,Forest Hills Station - Wolcott Square via Westinghouse Plaza,School days only,3,503200060,74214425,0
32-9-0,32,0,Townsend St & Humboldt Ave - Wolcott Square,School days only,3,503200070,74214385,0
32-1-1,32,1,Wolcott Square - Forest Hills Station,,1,503201000,74214217,0
32-_-1,32,1,Cleary Square - Forest Hills Station,Weekday middays only,3,503201040,74214372,0
32-3-1,32,1,Wolcott Square - Forest Hills Station via Westinghouse Plaza,School days only,3,503201060,74214365,0
32-9-1,32,1,Wolcott Square - Townsend St & Humboldt Ave,School days only,3,503201080,74214451,0
32-C-1,32,1,Wolcott Square - Forest Hills Station,School days only,3,503201090,74214492_1,0
33-5-0,33,0,Mattapan Station - River St & Milton St via West Milton St (AM Route),,1,503300000,74214174,0
33-6-0,33,0,Mattapan Station - River St & Milton St (PM Route),Weekdays only,1,503300040,74214161,0
33-1-0,33,0,Mattapan Station - River St & Milton St via Westinghouse Plz,AM peak hours only,3,503300070,74214176,0
33-4-0,33,0,Forest Hills Station - River St & Milton St via West Milton St,Early mornings only,3,503300090,74214180,0
33-5-1,33,1,River St & Milton St - Mattapan Station (AM Route),,1,503301000,74213846,0
33-6-1,33,1,River St & Milton St - Mattapan Station via West Milton St (PM Route),Weekdays only,2,503301040,74214164,0
33-1-1,33,1,River St & Milton St - Mattapan Station via Westinghouse Plz,Weekdays only,3,503301070,74214167,0
33-7-1,33,1,River St & Milton St - Forest Hills Station via W Milton St,Weekday evenings only,3,503301090,74214160,0
33-4-1,33,1,River St & Milton St - Forest Hills Station,Evenings only,3,503301110,73863173,0
34-3-0,34,0,Forest Hills Station - Dedham Mall,,1,503400000,74214749,0
34-_-0,34,0,Forest Hills Station - Dedham Line,,3,503400040,74214738,0
34-K-0,34,0,Townsend St & Humboldt Ave - Dedham Line via Forest Hills,Weekday middays only,3,503400080,74214818,0
34-3-1,34,1,Dedham Mall - Forest Hills Station,,1,503401000,74214748,0
34-_-1,34,1,Dedham Line - Forest Hills Station,,3,503401040,74214741,0
34-K-1,34,1,Dedham Line - Townsend St & Humboldt Ave via Forest Hills,School days only,3,503401070,74214877,0
34E-4-0,34E,0,Forest Hills Station - Walpole Center,,1,503410000,74214775,0
34E-6-0,34E,0,Forest Hills Station - East Walpole,,2,503410040,74214743,0
34E-1-1,34E,1,Walpole Center - Forest Hills Station,,1,503411000,74214768,0
34E-6-1,34E,1,East Walpole - Forest Hills Station,,2,503411040,74214739,0
35-1-0,35,0,Forest Hills Station - Dedham Mall,,1,503500000,74213311,0
35-_-0,35,0,Forest Hills Station - Stimson St & Washington St,Mornings only,2,503500040,74213348,0
35-3-0,35,0,Ave Louis Pasteur - Dedham Mall via Forest Hills Station,School days only,3,503500080,74213845,0
35-1-1,35,1,Dedham Mall - Forest Hills Station,,1,503501000,74213325,0
35-_-1,35,1,Stimson St & Washington St - Forest Hills Station,,2,503501040,74213352,0
35-2-1,35,1,Stimson & Washington St - Ave Louis Pasteur via Forest Hills,School days only,3,503501080,74213841,0
36-8-0,36,0,"Forest Hills Station - VA Hospital, West Roxbury",,1,503600000,74213332,0
36-1-0,36,0,Forest Hills Station - Millennium Park,Weekdays only,2,503600040,74213398,0
36-5-0,36,0,Forest Hills Station - Rivermoor Industrial Park,Weekdays only,3,503600070,74213299,0
36-9-0,36,0,Townsend & Humboldt - Charles River Loop via Forest Hills,School days only,3,503600100,74213836,0
36-A-0,36,0,Forest Hills Station - Charles River Loop,School days only,3,503600110,74213834_2,0
36-8-1,36,1,"VA Hospital, West Roxbury - Forest Hills Station",,1,503601000,74213338,0
36-1-1,36,1,Millennium Park - Forest Hills Station,Weekdays only,2,503601040,74213337,0
36-_-1,36,1,Charles River Loop - Forest Hills Station,School days only,3,503601070,74213833,0
36-9-1,36,1,Charles River Loop - Townsend & Humboldt via Forest Hills,School days only,3,503601100,74214128,0
36-5-1,36,1,Rivermoor Industrial Park - Forest Hills Station,Weekday evenings only,3,503601120,74213362,0
37-_-0,37,0,Forest Hills Station - Baker St & Vermont St,,1,503700000,74213519,0
37-D-0,37,0,Forest Hills Station - LaGrange St & Corey St,School days only,3,503700040,74213843_2,0
37-_-1,37,1,Baker St & Vermont St - Forest Hills Station,,1,503701000,74213295,0
37-B-1,37,1,LaGrange St & Corey St - Forest Hills Station,School days only,3,503701040,74213839_1,0
38-_-0,38,0,Forest Hills Station - Wren St,,1,503800000,74213628,0
38-1-0,38,0,Townsend St & Humboldt Ave - Wren St via Forest Hills,School days only,3,503800040,74213844,0
38-_-1,38,1,Wren St - Forest Hills Station,,1,503801000,74213661,0
38-C-1,38,1,Centre & W Roxbury Pkwy - Forest Hills Station,School days only,3,503801040,74213840_1,0
38-D-1,38,1,Wren St - Forest Hills Station,School days only,3,503801050,74213838_1,0
39-3-0,39,0,Back Bay Station - Forest Hills Station,,1,503900000,73767209,0
39-7-0,39,0,Huntington Ave & Longwood Ave - Forest Hills Station,School days only,3,503900040,73767374,0
39-Y-0,39,0,Ave Louis Pasteur - Forest Hills Station via Brigham Cir,School days only,3,503900060,74214347_1,0
39-_-0,39,0,Haymarket Station - Cleary Square,Early mornings only,3,503900080,74213108,0
39-3-1,39,1,Forest Hills Station - Back Bay Station,,1,503901000,73767208,0
39-7-1,39,1,Forest Hills Station - Huntington Ave & Longwood Ave,School days only,3,503901040,73767265,0
39-I-1,39,1,Forest Hills Station - Ave Louis Pasteur,School days only,3,503901060,74213838_2,0
39-_-1,39,1,Cleary Square - Haymarket Station,Early mornings only,3,503901080,74213107,0
40-_-0,40,0,Forest Hills Station - Georgetowne via Alwin St (PM Route),,1,504000000,74213448,0
40-2-0,40,0,Forest Hills Station - Georgetowne (AM Route),Weekdays only,1,504000040,74213436,0
40-_-1,40,1,Georgetowne - Forest Hills Station (PM Route),,1,504001000,74213437,0
40-2-1,40,1,Georgetowne - Forest Hills Station via Alwin St (AM Route),Weekdays only,1,504001040,74213454,0
4050-5-0,4050,0,Forest Hills Station - Cleary Square via Georgetowne,,1,504010000,74213553,0
4050-5-1,4050,1,Cleary Square - Forest Hills Station via Metropolitan Ave,,1,504011000,74213460,0
41-_-0,41,0,JFK/UMass Station - Centre St & Eliot St,,1,504100000,74213852,0
41-_-1,41,1,Centre St & Eliot St - JFK/UMass Station,,1,504101000,74213869,0
42-1-0,42,0,Nubian Station - Forest Hills Station,,1,504200000,74213148,0
42-1-1,42,1,Forest Hills Station - Nubian Station,,1,504201000,74213141,0
43-_-0,43,0,Park St Station - Ruggles Station,,1,504300000,73602422,0
43-_-1,43,1,Ruggles Station - Park St Station,,1,504301000,73602642,0
44-1-0,44,0,Ruggles Station - Jackson Square Station,,1,504400000,73602445,0
44-2-0,44,0,Humboldt Ave & Townsend St - Jackson Square Station,School days only,3,504400040,73584246,0
44-1-1,44,1,Jackson Square Station - Ruggles Station,,1,504401000,73602200,0
45-_-0,45,0,Ruggles Station - Franklin Park,Weekdays only,1,504500000,73602450,0
45-3-0,45,0,Ruggles Station - Franklin Park via Eliot Square,,2,504500030,73602668,0
45-_-1,45,1,Franklin Park - Ruggles Station via Eliot Square,,1,504501000,73602023,0
45-2-1,45,1,Franklin Park - Nubian Station,School days only,3,504501040,73602036,0
47-8-0,47,0,"Broadway Station - Central Square, Cambridge",,1,504700000,73603538,0
47-8-1,47,1,"Central Square, Cambridge - Broadway Station",,1,504701000,73603537,0
50-_-0,50,0,Forest Hills Station - Cleary Square,,1,505000000,74213303,0
50-_-1,50,1,Cleary Square - Forest Hills Station,,1,505001000,74213307,0
51-_-0,51,0,Forest Hills Station - Reservoir Station,,1,505100000,74213485,0
51-_-1,51,1,Reservoir Station - Forest Hills Station,,1,505101000,74213489,0
52-5-0,52,0,Watertown - Dedham Mall via Meadowbrook Rd,Weekdays only,1,505200000,74214129,0
52-4-0,52,0,Watertown - Charles River Loop via Meadowbrook Rd,Weekdays only,2,505200030,74214126,0
52-5-1,52,1,Dedham Mall - Watertown via Meadowbrook Rd,Weekdays only,1,505201000,74214124,0
52-4-1,52,1,Charles River Loop - Watertown via Meadowbrook Rd,Weekdays only,2,505201020,74214127,0
55-_-0,55,0,Arlington Station - West Fenway,Middays only,1,505500000,73584411,0
55-_-1,55,1,West Fenway - Arlington Station,,1,505501000,73584417,0
57-_-0,57,0,Kenmore Station - Watertown Yard,,1,505700000,73603822,0
57-8-0,57,0,Ave Louis Pasteur - Watertown Yard,School days only,3,505700040,73584213,0
57-A-0,57,0,Kenmore Station - Oak Square,School days only,3,505700060,73584625,0
57-C-0,57,0,"Union Square, Boston - Watertown Yard",School days only,3,505700070,73584048_3,0
57-H-0,57,0,Haymarket Station - Watertown Yard,Early mornings only,3,505700090,73584192,0
57-_-1,57,1,Watertown Yard - Kenmore Station,,1,505701000,73603762,0
57-A-1,57,1,Oak Square - Kenmore Station,School days only,3,505701040,73584128_1,0
57-4-1,57,1,Cambridge St & Warren St - Kenmore Station,School days only,3,505701050,73603353,0
57-M-1,57,1,Watertown Yard - Haymarket Station (Detour),Early mornings only,3,505701080,73584196,0
57-E-1,57,1,"Oak Square - Union Square, Boston",School days only,3,505701110,73584058_1,0
59-2-0,59,0,Watertown Square - Needham Junction,,1,505900000,73584137,0
59-_-0,59,0,Watertown Square - Needham Junction via Eliot St,Weekdays only,3,505900040,73584209,0
59-2-1,59,1,Needham Junction - Watertown Square,,1,505901000,73584136,0
59-_-1,59,1,Needham Junction - Watertown Square via Eliot St,Weekdays only,2,505901040,73584140,0
60-_-0,60,0,Kenmore Station - Chestnut Hill,,1,506000000,73602313,0
60-2-0,60,0,Kenmore Station - Boylston St & Tully St via Chestnut Hill,Weekdays only,2,506000040,73584024,0
60-4-0,60,0,Brookline Village - Boylston St & Tully St,Weekday early mornings only,3,506000070,73584466,0
60-3-0,60,0,Brookline Village - Chestnut Hill,Early mornings only,3,506000090,73389468,0
60-_-1,60,1,Chestnut Hill - Kenmore Station,,1,506001000,73601505,0
60-2-1,60,1,Boylston St & Tully St - Kenmore Station,Weekdays only,2,506001040,73583751,0
60-3-1,60,1,Chestnut Hill - Brookline Village,Late nights only,3,506001070,73601510,0
61-_-0,61,0,Waltham Center - North Waltham,,1,506100000,73869555,0
61-_-1,61,1,North Waltham - Waltham Center,,1,506101000,73869556,0
62-3-0,62,0,Alewife Station - Bedford VA Hospital,,1,506200000,73869940,0
62-3-1,62,1,Bedford VA Hospital - Alewife Station,,1,506201000,73869939,0
64-6-0,64,0,Kendall/MIT Station - Oak Square,,1,506400000,73870768,0
64-6-1,64,1,Oak Square - Kendall/MIT Station,,1,506401000,73870770,0
65-_-0,65,0,Kenmore Station - Brighton Center,,1,506500000,73584028,0
65-_-1,65,1,Brighton Center - Kenmore Station,,1,506501000,73602869,0
66-9-0,66,0,Nubian Station - Harvard Station via Allston,,1,506600000,73601900,0
66-5-0,66,0,Nubian Station - Brighton Center,School days only,3,506600040,73583818,0
66-B-0,66,0,"Nubian Station - Union Square, Boston",School days only,3,506600070,73584048_2,0
66-6-0,66,0,Nubian Station - Harvard Square,Late nights only,3,506600080,73601927,0
66-6-1,66,1,Harvard Square - Nubian Station,,1,506601000,73602140,0
66-7-1,66,1,Cambridge St & Warren St - Nubian Station,School days only,3,506601040,73603240,0
66-C-1,66,1,"Union Square, Boston - Nubian Station",School days only,3,506601060,73584058_2,0
67-4-0,67,0,Alewife Station - Turkey Hill,Weekdays only,1,506700000,73868976,0
67-4-1,67,1,Turkey Hill - Alewife Station,Weekdays only,1,506701000,73868973,0
68-_-0,68,0,Kendall/MIT Station - Harvard Square,Weekdays only,1,506800000,73868793,0
68-_-1,68,1,Harvard Square - Kendall/MIT Station,Weekdays only,1,506801000,73868796,0
69-_-0,69,0,Lechmere Station - Harvard Square,,1,506900000,73870047,0
69-_-1,69,1,Harvard Square - Lechmere Station,,1,506901000,73870046,0
69-1-1,69,1,Cambridge St & Felton St - Lechmere Station,School days only,3,506901040,73870794,0
70-6-0,70,0,University Park - Market Place Dr,,1,507000000,73869520,0
70-8-0,70,0,University Park - Waltham Center,,2,507000040,73869539,0
70-5-0,70,0,University Park - Cedarwood,Weekdays only,2,507000080,73869533,0
70-2-0,70,0,"Central Square, Cambridge - Watertown Square",Late nights only,3,507000110,73869643,0
70-6-1,70,1,Market Place Dr - University Park,,1,507001000,73869522,0
70-8-1,70,1,Waltham Center - University Park,,2,507001040,73869536,0
70-5-1,70,1,Cedarwood - University Park,Weekdays only,2,507001080,73869526,0
70-3-1,70,1,"Waltham Center - Central Square, Cambridge",Late nights only,3,507001110,73869652,0
71-2-0,71,0,"Harvard Station, Upper Busway - Watertown Square",,1,507100000,73870387,0
71-3-0,71,0,Harvard Square - Aberdeen Ave,AM peak hours only,3,507100040,73869266,0
71-1-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),,1,507101000,73870384,0
71-3-1,71,1,Aberdeen Ave - Harvard Square,Weekdays only,3,507101040,73869108,0
73-2-0,73,0,"Harvard Station, Upper Busway - Waverley Square",,1,507300000,73870379,0
73-1-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),,1,507301000,73870377,0
74-1-0,74,0,Harvard Station - Belmont Center,,1,507400000,73869079,0
74-1-1,74,1,Belmont Center - Harvard Station,,1,507401000,73869059,0
75-1-0,75,0,Harvard Station - Belmont Center,,1,507500000,73869061,0
75-2-0,75,0,Harvard Station - Aberdeen Ave,Weekdays only,2,507500040,73869109,0
75-1-1,75,1,Belmont Center - Harvard Station,,1,507501000,73869078,0
75-2-1,75,1,Aberdeen Ave - Harvard Station,AM peak hours only,2,507501040,73869261,0
76-_-0,76,0,Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal,Weekdays only,1,507600000,73869935,0
76-3-0,76,0,Alewife Station - Lincoln Lab,Weekdays only,1,507600030,73869950,0
76-_-1,76,1,Lincoln Lab - Alewife Station,Weekdays only,1,507601000,73869943,0
76-3-1,76,1,Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal,Weekdays only,1,507601030,73869951,0
77-_-0,77,0,Harvard Station - Arlington Heights,,1,507700000,73869726,0
77-_-1,77,1,Arlington Heights - Harvard Station,,1,507701000,73869727,0
77-1-1,77,1,Appleton St & Massachusetts Ave - Harvard Station,School days only,3,507701040,73869192,0
78-1-0,78,0,Harvard Station - Arlmont Village,,1,507800000,73869071,0
78-1-1,78,1,Arlmont Village - Harvard Station,,1,507801000,73869072,0
80-_-0,80,0,Lechmere Station - Arlington Center,,1,508000000,73868830,0
80-_-1,80,1,Arlington Center - Lechmere Station,,1,508001000,73868832,0
83-1-0,83,0,"Central Square, Cambridge - Rindge Ave",,1,508300000,73870865,0
83-2-0,83,0,Broadway & Fayette St - Rindge Ave,School days only,3,508300040,73868944,0
83-1-1,83,1,"Rindge Ave - Central Square, Cambridge",,1,508301000,73870863,0
85-1-0,85,0,Main St @ Kendall Station - Red Line - 51 Bow St,Weekdays only,1,508500000,73869030,0
85-1-1,85,1,51 Bow St - Main St @ Kendall Station - Red Line,Weekdays only,1,508501000,73869031,0
