route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
86-_-0,86,0,Reservoir Station - Harvard Station,,1,508600000,73869313,0
86-_-1,86,1,Harvard Station - Reservoir Station,,1,508601000,73869311,0
87-2-0,87,0,Lechmere Station - Arlington Center,,1,508700000,73870162,0
87-_-0,87,0,Lechmere Station - Clarendon Hill,,2,508700040,73870163,0
87-2-1,87,1,Arlington Center - Lechmere Station,,1,508701000,73870166,0
87-_-1,87,1,Clarendon Hill - Lechmere Station,,2,508701040,73870181,0
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,508800000,73870165,0
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,508800040,73868829,0
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,508801000,73870164,0
89-2-0,89,0,Sullivan Square Station - Davis Station,,1,508900000,73903009,0
89-_-0,89,0,Sullivan Square Station - Clarendon Hill,Weekdays only,2,508900040,73903038,0
89-2-1,89,1,Davis Station - Sullivan Square Station,,1,508901000,73903016,0
89-_-1,89,1,Clarendon Hill - Sullivan Square Station,Weekdays only,2,508901040,73903022,0
8993-_-1,8993,1,Clarendon Hill - Haymarket Station,Early mornings only,1,508911000,73901452,0
90-_-0,90,0,Assembly Row - Davis Station,,1,509000000,73902673,0
90-_-1,90,1,Davis Station - Assembly Row,,1,509001000,73902674,0
91-_-0,91,0,"Central Square, Cambridge - Sullivan Square Station",,1,509100000,73901175,0
91-_-1,91,1,"Sullivan Square Station - Central Square, Cambridge",,1,509101000,73900373,0
92-3-0,92,0,Downtown - Sullivan Square Station (Detour),,1,509200000,73901533,0
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,509200040,73901543,0
92-3-1,92,1,Sullivan Square Station - Downtown (Detour),,1,509201000,73901534,0
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,509201040,73901557,0
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,1,509300000,73902002,0
93-1-0,93,0,Downtown - Sullivan Square Station,,2,509300030,73901990,0
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,2,509300070,73901987,0
93-1-1,93,1,Sullivan Square Station - Downtown,,1,509301000,73902004,0
93-2-1,93,1,Sullivan Square Station - Downtown via Navy Yard,Weekdays only,2,509301040,73901992,0
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,2,509301070,73901988,0
94-1-0,94,0,Davis Station - Medford Square,,1,509400000,73901181,0
94-2-0,94,0,Davis Station - Medford Square via Medford HS,School days only,3,509400040,73907532,0
94-1-1,94,1,Medford Square - Davis Station,,1,509401000,73901187,0
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,509500000,73901578,0
95-_-0,95,0,Sullivan Square Station - West Medford,,1,509500040,73901575,0
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,509500080,73908281,0
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,509500100,73908284,0
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,509501000,73901577,0
95-_-1,95,1,West Medford - Sullivan Square Station,,1,509501040,73901587,0
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,509501080,73908279,0
96-_-0,96,0,Harvard Station - Medford Square,,1,509600000,73901357,0
96-_-1,96,1,Medford Square - Harvard Station,,1,509601000,73901356,0
97-5-0,97,0,Wellington Station - Malden Center Station,,1,509700000,73901489,0
97-5-1,97,1,Malden Center Station - Wellington Station,,1,509701000,73901495,0
99-7-0,99,0,Wellington Station - Woodland Rd,,1,509900000,73901261,0
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,3,509900040,73759937,0
99-7-1,99,1,Woodland Rd - Wellington Station,,1,509901000,73901449,0
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,3,509901040,73759938,0
100-3-0,100,0,Wellington Station - Elm St,,1,510000000,73901267,0
100-3-1,100,1,Elm St - Wellington Station,,1,510001000,73901268,0
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,510100000,73903024,0
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,510100040,73908776,0
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,510101000,73903013,0
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,510101040,73902065,0
104-_-0,104,0,Airport Station - Malden Center Station,,1,510400000,73902675,0
104-_-1,104,1,Malden Center Station - Airport Station,,1,510401000,73902686,0
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,510500000,73901579,0
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,510501000,73901580,0
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,510600000,73902077,0
106-1-0,106,0,Malden Center Station - Lebanon Loop,Late nights only,3,510600040,73902428,0
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,510601000,73902076,0
106-1-1,106,1,Lebanon Loop - Malden Center Station,Late nights only,3,510601040,73761325,0
108-6-0,108,0,Wellington Station - Linden Square,,1,510800000,73902078,0
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,510800040,73908793,0
108-7-0,108,0,Malden Center Station - Linden Square,School days only,3,510800050,73908792,0
108-6-1,108,1,Linden Square - Wellington Station,,1,510801000,73902080,0
108-7-1,108,1,Linden Square - Malden Center Station,School days only,3,510801040,73908790,0
109-_-0,109,0,Harvard Station - Linden Square via Sullivan Square,,1,510900000,73902212,0
109-_-1,109,1,Linden Square - Harvard Station via Sullivan Square,,1,510901000,73902213,0
110-_-0,110,0,Wellington Station - Wonderland Station,,1,511000000,73902224,0
110-_-1,110,1,Wonderland Station - Wellington Station,,1,511001000,73902530,0
111-5-0,111,0,Haymarket Station - Woodlawn,,1,511100000,73901608,0
111-5-1,111,1,Woodlawn - Haymarket Station,,1,511101000,73901607,0
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,511200000,73903271,0
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,511201000,73903291,0
114-1-0,114,0,Maverick Station - Mystic Mall,Weekdays only,1,511400000,74071291,0
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,511401000,74071245,0
116-_-0,116,0,Maverick Station - Wonderland Station,,1,511600000,74071759,0
116-1-0,116,0,Haymarket Station - Logan Airport Terminal C,Early mornings only,3,511600040,74071988,0
116-4-0,116,0,State Street Station - Wonderland Station via Maverick,Late nights only,3,511600070,74071766,0
116-_-1,116,1,Wonderland Station - Maverick Station,,1,511601000,74071762,0
116-3-1,116,1,Lynn Bus Garage - Haymarket via Maverick,Early mornings only,3,511601040,74071986,0
116-4-1,116,1,Wonderland Station - Maverick Station,Late nights only,3,511601070,74071765,0
116-8-1,116,1,Broadway & Central Ave - Haymarket Station via Maverick,Early mornings only,3,511601100,74071993,0
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,511900000,74071328,0
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,511900030,74071358,0
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,511901000,74071355,0
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,511901030,74071356,0
120-2-0,120,0,Maverick Station - Orient Heights Station via Waldemar,,1,512000000,74071302,0
120-3-0,120,0,Maverick - Orient Heights,Late nights only,3,512000040,74071419,0
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,512001000,74071306,0
120-3-1,120,1,Orient Heights - Maverick,Late nights only,3,512001040,74071415,0
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,512100000,74071313,0
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,1,512100030,74071221,0
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,512101000,74071220,0
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,1,512101020,74071281,0
131-1-0,131,0,Malden Center - Melrose Highlands Station via Oak Grove,Weekdays only,1,513100000,73901300,0
131-1-1,131,1,Melrose Highlands - Malden Center Station via Oak Grove,Weekdays only,1,513101000,73901302,0
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,513200000,73901274,0
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,513201000,73901276,0
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,513400000,73901360,0
134-5-0,134,0,Wellington Station - North Woburn,,2,513400020,73901379,0
134-9-0,134,0,Wellington Station - Woburn Square,,2,513400060,73901407,0
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,2,513400090,73907555,0
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,3,513400110,73908033,0
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,513401000,73901361,0
134-9-1,134,1,Woburn Square - Wellington Station,,2,513401020,73901419,0
134-5-1,134,1,North Woburn - Wellington Station,,2,513401050,73901380,0
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,2,513401090,73907991,0
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,513401110,73907573,0
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,513700000,73902249,0
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,1,513700040,73902268,0
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,513701000,73902278,0
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,2,513701040,73902281,0
137-4-1,137,1,Main St @ Water St - Malden Center,School days only,3,513701070,73909019,0
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,517100000,73601764,0
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,520100000,74122219,0
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,520100030,74122238,0
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,520100070,74122245,0
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,520101000,74122236,0
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,520101030,74122294,0
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,520101070,73601209_1,0
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,520200000,74122215,0
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,520201000,74122216,0
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,521000000,74122471,0
210-_-0,210,0,North Quincy Station - Quincy Center Station,,3,521000030,74124917,0
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,521000050,74122529,0
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,521001000,74122230,0
210-_-1,210,1,Quincy Center Station - North Quincy Station,,3,521001030,74124882,0
211-_-0,211,0,Squantum - Quincy Center Station,,1,521100000,74122255,0
211-_-1,211,1,Quincy Center Station - Squantum,,1,521101000,74122221,0
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,521101040,74122480,0
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,521500000,74122921,0
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,521500040,74122920,0
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,521500060,74122958,0
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,521501000,74122960,0
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,521501040,74122979,0
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,521501060,74122959,0
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,521600000,74122220,0
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,521600040,74122581,0
216-5-0,216,0,Coddington St & Newcomb St - Houghs Neck via Germantown,School days only,3,521600070,74122726,0
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,521600090,74122729,0
216-6-0,216,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,521600100,74122728,0
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,521601000,74122234,0
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,521601040,74122275,0
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,521700000,74122817,0
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,521700020,74122818,0
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,521701000,74122822,0
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,2,521701030,74122821,0
220-5-0,220,0,Quincy Center - Station St - Hingham Depot,,1,522000000,74122227,0
220-9-0,220,0,Quincy Center - Hingham Depot via Hingham Shipyard & Center,Weekdays only,3,522000040,74122598,0
220-5-1,220,1,Hingham Depot - Quincy Center Station via Hingham Shipyard,,1,522001000,74122250,0
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,522200000,74122218,0
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,522200040,74122231,0
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,522201000,74122229,0
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,522201040,74122277,0
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Quincy Ave,,1,522500000,74122831,0
225-1-0,225,0,Quincy Center Station - Weymouth Landing via Southern Artery,,1,522500040,74122827,0
225-1-1,225,1,Weymouth Landing - Quincy Center Station via Southern Artery,,1,522501000,74122826,0
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Quincy Ave,,1,522501040,74122829,0
226-_-0,226,0,Braintree Station - Columbian Square,,1,522600000,74122086,0
226-_-1,226,1,Columbian Square - Braintree Station,,1,522601000,74122087,0
230-3-0,230,0,Quincy Center Station - Montello Station,,1,523000000,74122222,0
230-5-0,230,0,Quincy Center Station - Montello Station via Holbrook Ct,Weekday middays only,3,523000040,74122457,0
230-3-1,230,1,Montello Station - Quincy Center Station,,1,523001000,74122214,0
230-5-1,230,1,Montello Station - Quincy Center Station via Holbrook Ct,Weekday middays only,2,523001040,74122274,0
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,523600000,74122246,0
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,2,523600040,74122261,0
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,523601000,74122217,0
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,523601040,74122280,0
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,523800000,74122739,0
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,523800030,74122738,0
238-3-0,238,0,Quincy Center Station - Avon Square,Weekday early mornings only,3,523800060,74122783,0
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,523801000,74122741,0
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,523801030,74122740,0
240-1-0,240,0,Ashmont Station - Avon Square,,1,524000000,74122133,0
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,1,524000040,74122130,0
240-_-0,240,0,Ashmont Station - Crawford Square,,3,524000070,74122171,0
240-1-1,240,1,Avon Square - Ashmont Station,,1,524001000,74122172,0
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,1,524001040,74122196,0
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,3,524001070,74122195,0
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,524500000,74122084,0
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,School days only,3,524500030,74122083,0
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,524501000,74122082,0
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,524501030,74122085,0
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,535000000,73868888,0
350-4-0,350,0,Alewife Station - North Burlington,,2,535000040,73868901,0
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,535000080,73868964,0
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,535001000,73868890,0
350-4-1,350,1,North Burlington - Alewife Station,,3,535001040,73866724,0
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,535100000,73868952,0
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekday mornings only,1,535100020,73868957,0
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,535101000,73868949,0
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekday mornings only,1,535101020,73868961,0
354-4-0,354,0,"State St, Boston - North Burlington via Woburn",,1,535400000,73907508,0
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq, West Cummings Park & Woburn",,1,535400030,73907513,0
354-4-1,354,1,"North Burlington - State St, Boston via Woburn",,1,535401000,73907512,0
354-6-1,354,1,"North Burlington - State St, Boston via Woburn, West Cummings Park & Medford Sq",,2,535401030,73907516,0
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,541100000,73902110,0
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,541100030,73902106,0
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,541101000,73902120,0
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,541101030,73902089,0
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,542400000,74071247,0
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,542401000,74071471,0
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,542600000,74071672,0
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,3,542600030,74070425,0
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542600050,74071694,0
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542600060,74071706,0
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,542601000,74071674,0
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,542601030,74070427,0
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,542800000,74071295,0
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,542801000,74071338,0
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,542900000,74071689,0
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,2,542900040,74071721,0
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,3,542900070,74071730,0
429-5-0,429,0,Neptune Towers - O'Callaghan Way & Osborne St,School days only,3,542900100,74071712,0
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,542900120,74071719,0
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,542901000,74071698,0
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,2,542901040,74071708,0
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,542901060,74071702,0
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542901090,74071710,0
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,542901110,74071720,0
430-1-0,430,0,Malden Center Station - Saugus Center,,1,543000000,73902181,0
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,543000040,73902178,0
430-7-0,430,0,Salem St & Sprague St - Square One Mall,School days only,3,543000070,73908902,0
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,543000090,73902192,0
430-1-1,430,1,Saugus Center - Malden Center Station,,1,543001000,73902200,0
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekdays only,2,543001040,73902195,0
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,543001060,73902210,0
435-8-0,435,0,Neptune Towers - Salem Depot,,1,543500000,74071210,0
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,543500030,74071224,0
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,543500070,74068470,0
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,543500090,74068523,0
435-8-1,435,1,Salem Depot - Neptune Towers,,1,543501000,74071212,0
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,543501030,74071231,0
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,543501070,74068486,0
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,543501090,74068521,0
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,543600000,74071326,0
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,543600030,74071503,0
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,543600060,74071498,0
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,543601000,74071217,0
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,543601030,74071232,0
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,543601050,74071465,0
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,543601070,74071514,0
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,543601090,74069935,0
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,543900000,74071750,0
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,543900030,74071751,0
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,543901000,74071749,0
439-_-1,439,1,"Nahant - Central Square, Lynn",PM peak hours only,2,543901030,74071754,0
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,544100000,74071260,0
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,544100040,74071259,0
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,544101000,74071219,0
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,544110000,74071392,0
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,544111000,74071439,0
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,544200000,74071226,0
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,544200040,74071209,0
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,544201000,74071218,0
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,544201040,74068371,0
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,545000000,74071304,0
450-7-0,450,0,Wonderland Station - Salem Depot,,3,545000030,74070079,0
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,545000050,74071484,0
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,545001000,74071222,0
450-7-1,450,1,Salem Depot - Wonderland Station,,3,545001030,74070118,0
450-9-1,450,1,Salem Depot - Lynn Bus Garage,Late nights only,3,545001050,74071522,0
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,545100000,74071241,0
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,545100010,74071211,0
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,545101000,74071553,0
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd & Cummings,Weekdays only,1,545101020,74071250,0
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,1,545500000,74071636,0
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,545500040,74071634,0
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,1,545501000,74071592,0
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,545501040,74071588,0
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,545501060,74071633,0
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,545501090,74070388,0
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,545600000,74071201,0
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,545601000,74071199,0
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,,1,550100000,73583908,0
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,,2,550100030,73583904,0
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,,1,550101000,73584082,0
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,,1,550101030,73584086,0
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,550400000,73584361,0
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,550401000,73584332,0
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,550500000,73583912,0
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,550500030,73583903,0
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,550501000,73584049,0
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,1,550501030,73584050,0
553-6-0,553,0,Newton Corner - Roberts,,1,555300000,73584110,0
553-6-1,553,1,Roberts - Newton Corner,,1,555301000,73584104,0
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,555400000,73584181,0
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,555401000,73584177,0
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,555600000,73584187,0
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,555601000,73584186,0
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,555800000,73584057,0
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,555801000,73584064,0
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,571200040,73257459,0
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571200041,73257450,0
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,1,571201040,73257446,0
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571201041,73257449,0
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,1,571300040,73257453,0
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571300041,73257445,0
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,571301040,73257452,0
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571301041,73257451,0
714-3-0,714,0,Hingham Depot - Hull Ferry,,1,571400000,73257872,0
714-3-1,714,1,Hull Ferry - Hingham Depot,,1,571401000,73257871,0
716-1-0,716,0,Mattapan Station - Canton Village Shoppes (Omits Royall St),,1,571600000,73257965,0
716-1-1,716,1,Canton Village Shoppes - Mattapan Station (Omits Royall St),,1,571601000,73257960,0
