model,neighborhood,peak_week_actual,peak_week_pred,peak_weeks_late,peak_actual,peak_pred
gnn_st,Allston/Brighton,2025-12-21,2026-01-04,2.0,80.59999084472656,77.8564453125
gnn_st,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2026-01-04,2.0,58.09999084472656,55.16901397705078
gnn_st,Charlestown,2025-12-14,2025-12-28,2.0,92.8000030517578,86.98474884033203
gnn_st,Dorchester,2025-12-21,2026-01-04,2.0,256.1499938964844,270.0619201660156
gnn_st,East Boston,2025-12-28,2026-01-04,1.0,59.29999542236328,52.8190803527832
gnn_st,Fenway,2026-01-04,2025-12-28,-1.0,21.100000381469727,26.050981521606445
gnn_st,Hyde Park,2025-12-21,2026-01-04,2.0,94.59999084472656,97.91964721679688
gnn_st,Jamaica Plain,2025-12-21,2026-01-04,2.0,61.099998474121094,56.554325103759766
gnn_st,Mattapan,2025-12-28,2026-01-04,1.0,110.3000030517578,101.45684814453124
gnn_st,Roslindale,2025-12-28,2026-01-04,1.0,170.10000610351562,146.51576232910156
gnn_st,Roxbury,2025-12-21,2026-01-04,2.0,254.6999969482422,246.7687835693359
gnn_st,South Boston,2025-12-28,2025-12-28,0.0,57.0,54.693115234375
gnn_st,South End,2025-12-14,2025-12-28,2.0,132.3000030517578,139.6080780029297
gnn_st,West Roxbury,2025-12-21,2026-01-04,2.0,88.0,73.28028869628906
gnn_st_slopeweight,Allston/Brighton,2025-12-21,2026-01-04,2.0,80.59999084472656,80.47208404541016
gnn_st_slopeweight,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2026-01-04,2.0,58.09999084472656,56.67548370361328
gnn_st_slopeweight,Charlestown,2025-12-14,2025-12-28,2.0,92.8000030517578,89.48583221435547
gnn_st_slopeweight,Dorchester,2025-12-21,2026-01-04,2.0,256.1499938964844,284.569091796875
gnn_st_slopeweight,East Boston,2025-12-28,2026-01-04,1.0,59.29999542236328,55.360504150390625
gnn_st_slopeweight,Fenway,2026-01-04,2025-12-28,-1.0,21.100000381469727,27.963115692138672
gnn_st_slopeweight,Hyde Park,2025-12-21,2026-01-04,2.0,94.59999084472656,104.2973861694336
gnn_st_slopeweight,Jamaica Plain,2025-12-21,2026-01-04,2.0,61.099998474121094,59.25041580200195
gnn_st_slopeweight,Mattapan,2025-12-28,2026-01-04,1.0,110.3000030517578,108.42713165283205
gnn_st_slopeweight,Roslindale,2025-12-28,2026-01-04,1.0,170.10000610351562,152.1053466796875
gnn_st_slopeweight,Roxbury,2025-12-21,2026-01-04,2.0,254.6999969482422,257.00750732421875
gnn_st_slopeweight,South Boston,2025-12-28,2025-12-28,0.0,57.0,56.375144958496094
gnn_st_slopeweight,South End,2025-12-14,2025-12-28,2.0,132.3000030517578,144.15142822265625
gnn_st_slopeweight,West Roxbury,2025-12-21,2026-01-04,2.0,88.0,76.6113052368164
gnn_st_trendblend,Allston/Brighton,2025-12-21,2026-01-04,2.0,80.59999084472656,80.99861907958984
gnn_st_trendblend,Back Bay/Beacon Hill/Downtown/North End/West End,2025-12-21,2026-01-04,2.0,58.09999084472656,57.72797775268555
gnn_st_trendblend,Charlestown,2025-12-14,2025-12-28,2.0,92.8000030517578,92.4851531982422
gnn_st_trendblend,Dorchester,2025-12-21,2026-01-04,2.0,256.1499938964844,279.7348327636719
gnn_st_trendblend,East Boston,2025-12-28,2026-01-04,1.0,59.29999542236328,55.520172119140625
