model,weeks_late,RMSE,RMSE_if_shifted,RMSE_common_window,Corr_macro,Corr_macro_if_shifted,phase_share_of_mse,lag_fingerprint,n_obs,n_obs_common_window,bias_rising,n_rising,bias_flat,n_flat,bias_falling,n_falling,coverage_all,mean_width,coverage_rising,coverage_flat,coverage_falling,median_peak_weeks_late
gnn_st,1,17.213823915384783,10.82277949705159,17.78737394879341,0.8023031248006625,0.9077489703563957,0.6297850524368741,-0.8009062516870643,627,575,-11.417579217245114,149,1.9405050463549538,263,9.422432091928297,155,95.85326953748007,39.44534013392378,85.23489932885906,100.0,97.41935483870968,2.0
gnn_st_twosided,1,17.213823915384783,10.82277949705159,17.78737394879341,0.8023031248006625,0.9077489703563957,0.6297850524368741,-0.8009062516870643,627,575,-11.417579217245114,149,1.9405050463549538,263,9.422432091928297,155,94.73684210526315,43.83098621785427,90.60402684563759,98.85931558935361,90.32258064516128,2.0
gnn_st_trendblend,1,17.38786240189979,10.766528638223104,17.979925245960096,0.8055417338518858,0.910324886107479,0.6414286086900056,-0.8070459805031394,627,575,-10.902438093351838,149,2.128289949304704,263,10.340830303007557,155,95.85326953748007,39.983105958615965,85.90604026845638,100.0,96.7741935483871,2.0
gnn_st_slopeweight,2,18.371637220633147,11.488871721181663,18.99671181548643,0.7852507913504037,0.9106507437312532,0.6342385824648418,-0.7944400495331629,627,575,-11.361974613778543,149,2.2284959745044493,263,10.54033449234501,155,94.41786283891547,36.2381497236961,81.87919463087249,100.0,94.83870967741936,2.0
