seed,best_epoch,best_val_mse,epochs_run
42,20,1.7073687314987183,120
43,31,1.759515404701233,120
44,51,1.6857651472091675,120
45,32,1.6806670427322388,120
46,92,1.806349277496338,120
47,32,1.7130990028381348,120
48,12,1.5891913175582886,120
49,25,1.6989825963974,120
50,72,1.638956069946289,120
51,44,1.665209174156189,120
