seed,best_epoch,best_val_mse,epochs_run
42,86,1.7756530046463013,120
43,34,1.7881907224655151,120
44,70,1.6926465034484863,120
45,17,1.7767083644866943,120
46,24,1.718475580215454,120
47,32,1.6540472507476807,120
48,12,1.530052900314331,120
49,23,1.6078486442565918,120
50,72,1.527828574180603,120
51,59,1.5944929122924805,120
