model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,R2,Spearman,CCC,CI_coverage
gnn_st_covid_rsv,post_covid,overall,neighborhood,Allston/Brighton,2,49,13.46804432600178,75.72529428153977,8.318518336938352,0.6860867530362569,49.0,0.4494633104924375,0.8124663852919162,0.6558003330559407,93.87755102040816
gnn_st_covid_rsv,post_covid,overall,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,2,46,9.111684055435997,69.43057873248706,5.873436611631642,0.7058821808489814,46.0,0.46396524743900946,0.8076408537174206,0.6951110506881785,97.82608695652173
gnn_st_covid_rsv,post_covid,overall,neighborhood,Charlestown,2,35,18.82265606825628,82.69595511226431,10.891081265040807,0.5399719318252907,35.0,0.26373978570801615,0.600753068840356,0.5019854094174393,91.42857142857143
gnn_st_covid_rsv,post_covid,overall,neighborhood,Dorchester,2,49,40.66002968608621,70.85208742580772,26.69240939860441,0.7072218552355825,49.0,0.4459646028054125,0.8693589125000393,0.6862589437950743,85.71428571428571
gnn_st_covid_rsv,post_covid,overall,neighborhood,East Boston,2,44,9.967723953264011,113.73892696055654,6.939713331786069,0.6610845039003148,44.0,0.4056016247545462,0.7019835453862077,0.630232403310553,95.45454545454545
gnn_st_covid_rsv,post_covid,overall,neighborhood,Fenway,2,43,4.213365980489809,80.20917626234481,2.9322486367336538,0.710822213054597,43.0,0.4000412138830812,0.7481670476939528,0.6820247871166941,100.0
gnn_st_covid_rsv,post_covid,overall,neighborhood,Hyde Park,2,46,18.274044758572114,114.21177438358126,12.762888783993928,0.5835289159865957,46.0,0.18521876769870216,0.7450305394944619,0.549306897938177,93.47826086956522
gnn_st_covid_rsv,post_covid,overall,neighborhood,Jamaica Plain,2,46,10.572747527474965,101.80991779318612,6.954615157583485,0.6587768535255847,46.0,0.4100983387495847,0.7214755833186745,0.6227423460208785,95.65217391304348
gnn_st_covid_rsv,post_covid,overall,neighborhood,Mattapan,2,47,18.47735680478361,118.86880226609435,13.524046177559711,0.6802620144930401,47.0,0.33397684406718553,0.7559345353597733,0.6289440624168966,93.61702127659575
gnn_st_covid_rsv,post_covid,overall,neighborhood,Roslindale,2,42,30.401392929029065,102.3121937055502,19.938323588598344,0.6278455650172566,42.0,0.38602812409890797,0.6028913186448069,0.583966458476645,78.57142857142857
gnn_st_covid_rsv,post_covid,overall,neighborhood,Roxbury,2,49,41.968261012075914,87.73923229318459,28.983253050823603,0.6287675460013723,49.0,0.2989835383715409,0.820047580951623,0.6076558550689332,81.63265306122449
gnn_st_covid_rsv,post_covid,overall,neighborhood,South Boston,2,42,9.932961327909679,81.28477649174496,7.084197657448905,0.6870675539801921,42.0,0.4324097891239589,0.7239088862175342,0.6682682858006398,95.23809523809523
