city,model,variant,horizon,origin_date,target_date,neighborhood,group,shap_rate_per_100k,base_rate_per_100k,predicted_rate_per_100k,actual_rate_per_100k,n_background,seed
boston,lstm,post_covid,1,2025-12-14,2025-12-21,Dorchester,Own flu history,9.143888210360629,77.72997285973243,210.66191974611138,256.15,20,0
boston,lstm,post_covid,1,2025-12-14,2025-12-21,Dorchester,Neighbours' flu history,123.78805867601834,77.72997285973243,210.66191974611138,256.15,20,0
