model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,mean_rank
dualtopo,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.7024203201818818,0.5377350674835601,0.7986083111676896,4.275426717904898,4.863864050971137,4.575196680032982,18.35558480717038,75.39208899930968,47.41191713146776,5.119378718998375,6.0371932421111465,5.605753379984267,level,train,479905,,1.0
gnn_st,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.6234381742248055,0.1354031890773441,0.6873508686534042,7.30115897838886,7.09860356648763,7.197970372325969,33.94973756243537,77.88747072188393,56.333111058758234,8.591415390426034,8.56568212678054,8.578315637878077,blend,train,15726,,2.6666666666666665
arima,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.0904694613877822,-0.1567152776912916,0.3322178695529312,5.82602100089188,8.028849399484008,6.948216600174662,24.14935861511037,137.26529232753052,81.7744569214376,7.605865614921344,10.576114904638924,9.239111449980689,level,none,,,4.0
gat,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.6483592063683653,0.2304671020736731,0.7370068629447302,10.320712969853329,5.533441331651476,7.881914210769366,43.85254270338281,85.75502934182721,65.19909250032619,11.668158644552424,7.068167715293807,9.604133289652315,level,,8129,,3.6666666666666665
persistence,post_covid,ALMIRANTE BROWN,100.0,92.5925925925926,96.22641509433964,0.0904694613877823,-0.1567152776912917,0.3322178695529312,7.51043931334855,9.892130809940692,8.72375384934832,30.43127333691253,128.14922455568149,80.21211641062503,9.300121241056896,11.85426165012278,10.677903169220082,level,none,0,,5.666666666666667
lstm,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,-0.3302223785009255,0.1662711530593341,0.42203854129821,10.074446309761084,9.896284972445445,9.983684873770098,44.75689515907091,93.14596684543368,69.40793167853873,12.11631891483179,12.021551650266082,12.068134241185945,level,train,22995,,7.0
xgboost,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.4809032432688988,0.3581941411331127,0.7102429311002614,13.018434995755076,7.899745467186839,10.410800707616538,58.43027515845273,65.36181577328405,61.961437358461126,14.775896477489551,9.856707290996034,12.513902726907608,climatology,,,,6.666666666666667
xgboost_nodemo,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.3769602793529939,0.2920818615039399,0.6767390412683608,13.687292688997411,7.200000061601084,10.382445501455887,61.70191951359178,58.941899666217225,60.29587166681607,16.223219144798676,9.07408972149307,13.078983314242429,climatology,,,,7.0
seasonal_naive,post_covid,ALMIRANTE BROWN,100.0,100.0,100.0,0.5764899171188307,0.257802955633925,0.6898715911119276,12.857188141502991,8.479873978559915,10.627235643399914,51.66292515585186,70.03390988538469,61.02172869731197,16.08225696060215,9.737134733182655,13.235552549603582,level,none,0,,7.333333333333333
dualtopo,post_covid,AVELLANEDA,100.0,100.0,100.0,0.8616229444120068,0.4946024406669359,0.8951325675751967,27.363134530874397,18.23142355459708,22.711130825978405,14.111292092862447,16.238741961139088,15.195087308776964,33.77083347575622,26.40083909436093,30.24157929475163,level,train,479905,,1.6666666666666667
