model,variant,horizon,indicator,target_date,season,segment,actual,predicted,sigma,true_band,pred_band,p_exceed_50,p_exceed_90,p_exceed_98
arima,post_covid,4,ALMIRANTE BROWN,2024-11-03,2024,off_season,6.155666547543119,33.376094276607105,17.32766236108013,0,0,0.24184600803762124,0.06706810173064726,0.016544101529597732
arima,post_covid,4,ALMIRANTE BROWN,2024-11-10,2024,off_season,7.523592446997146,25.905371434211855,15.265714360893377,0,0,0.0995086662534368,0.014272930709483544,0.0018174195745559452
arima,post_covid,4,ALMIRANTE BROWN,2024-11-17,2024,off_season,20.176907016946892,27.13473088928956,15.623739152890774,0,0,0.11974962906856157,0.019659220480198303,0.0028645267435296606
arima,post_covid,4,ALMIRANTE BROWN,2024-11-24,2024,off_season,19.834925542083383,15.97592968166121,11.988236177970778,0,0,0.006874533806549787,0.00014924176117092625,2.9272549422199035e-06
arima,post_covid,4,ALMIRANTE BROWN,2024-12-01,2024,off_season,20.860869966673903,14.93570245044162,11.591377414345715,0,0,0.004171705984249208,6.402542566275038e-05,8.920067210427263e-07
arima,post_covid,4,ALMIRANTE BROWN,2024-12-08,2024,off_season,15.731147843721306,15.692231345874047,11.881316671587108,0,0,0.006039938720102889,0.0001198428367462645,2.150980121684576e-06
arima,post_covid,4,ALMIRANTE BROWN,2024-12-15,2024,off_season,8.549536871587666,22.69012362862403,14.286987055404106,0,0,0.055089608655216504,0.005162443988070753,0.00043034385520213103
arima,post_covid,4,ALMIRANTE BROWN,2024-12-22,2024,off_season,11.456379407927471,22.500991404765923,14.227318273276312,0,0,0.052898021112320004,0.004815489161132169,0.00039003377353108437
arima,post_covid,4,ALMIRANTE BROWN,2024-12-29,2024,off_season,2.3938703240445465,23.068388076340245,14.405583183809302,0,0,0.05961908873753263,0.0059115379737090246,0.000521231290085522
arima,post_covid,4,ALMIRANTE BROWN,2025-01-05,2024,off_season,4.445759173225587,20.23140471846863,13.490723434379367,0,0,0.030470491432493474,0.0018754401438461077,0.00010303798791999608
arima,post_covid,4,ALMIRANTE BROWN,2025-01-12,2024,off_season,3.419814748635067,16.25962801744837,12.09421049374787,0,0,0.007787876976730224,0.00018439562884031702,3.940125524182214e-06
arima,post_covid,4,ALMIRANTE BROWN,2025-01-19,2024,off_season,2.2228795866127933,17.867251920242285,12.678010308428998,0,0,0.014609234884291333,0.0005364807747852973,1.7682525342843647e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-01-26,2024,off_season,15.047184893994292,12.855247988002434,10.753812243469612,0,0,0.0011956817210700965,7.732653181546922e-06,4.59768361160684e-08
arima,post_covid,4,ALMIRANTE BROWN,2025-02-02,2025,off_season,11.28538867049572,13.99004133115108,11.218420610803097,0,0,0.002478321249659854,2.6520407495400633e-05,2.589542118514032e-07
arima,post_covid,4,ALMIRANTE BROWN,2025-02-09,2025,off_season,11.114397933063966,13.422644659576754,10.988572217733488,0,0,0.0017487716014146226,1.4705146446303274e-05,1.1323373683147508e-07
arima,post_covid,4,ALMIRANTE BROWN,2025-02-16,2025,off_season,12.8243053073815,12.76068187607338,10.71418549548708,0,0,0.0011185037044665336,6.9079842236474676e-06,3.925270875004827e-08
arima,post_covid,4,ALMIRANTE BROWN,2025-02-23,2025,off_season,13.166286782245004,19.853140270752416,13.3640110385523,0,0,0.027429206498272518,0.0015675430348073283,8.002164450360283e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-03-02,2025,off_season,13.85024973197202,17.772685808313234,12.64441530655098,0,0,0.014124943710790538,0.0005066090217463737,1.6313340504670037e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-03-09,2025,off_season,19.492944067219877,17.67811969638418,12.610730807865558,0,0,0.013651533473961308,0.0004780964110726593,1.5036814071667237e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-03-16,2025,off_season,29.239416100829818,18.623780815674717,12.94363167234612,0,0,0.018885513506830542,0.0008301637618094437,3.2686863596143034e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-03-23,2025,off_season,25.13563840246774,18.812913039532823,13.00918962662718,0,0,0.020069085089358674,0.0009206365085271395,3.781120469470434e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-03-30,2025,off_season,19.15096259235637,19.19117748724904,13.139324278132008,0,0,0.022577442308586382,0.001125039240633785,5.014740419129193e-05
arima,post_covid,4,ALMIRANTE BROWN,2025-04-06,2025,flu_season,16.58610153088007,22.311859180907813,14.167398186573271,0,0,0.050755552883647304,0.004486207609170512,0.00035287964184171905
arima,post_covid,4,ALMIRANTE BROWN,2025-04-13,2025,flu_season,17.61204595547059,27.70212756086388,15.78624295816201,0,0,0.12962013569406872,0.02255207757811495,0.0034824804021013067
arima,post_covid,4,ALMIRANTE BROWN,2025-04-20,2025,flu_season,24.451675452740727,25.43254087456659,15.125756188301137,0,0,0.09217161628685333,0.012505812557309204,0.0015065558087247188
