model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage
lstm,post_covid,overall,neighborhood,Allston/Brighton,4,49,16.27848666535981,98.74270902231927,9.825244502631985,0.45638635694341834,49,93.87755102040816
lstm,post_covid,overall,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,4,46,11.461861208207061,90.91504450289169,7.18776283678801,0.45008746873105027,46,95.65217391304348
lstm,post_covid,overall,neighborhood,Charlestown,4,35,20.947147119979295,67.39575414158764,11.861834825788224,0.35250173359896103,35,91.42857142857143
lstm,post_covid,overall,neighborhood,Dorchester,4,49,52.89221043426916,90.44746195367243,32.250355304017354,0.42503366559115036,49,85.71428571428571
lstm,post_covid,overall,neighborhood,East Boston,4,44,11.195982575409078,95.80445134574572,6.978729995814238,0.5129808529367099,44,93.18181818181817
lstm,post_covid,overall,neighborhood,Fenway,4,43,4.853303449723285,94.3077577462704,3.582389611976091,0.5081508957432855,43,100.0
lstm,post_covid,overall,neighborhood,Hyde Park,4,46,20.12405380012195,108.72707851468452,12.625890574247943,0.34949779236032225,46,93.47826086956522
lstm,post_covid,overall,neighborhood,Jamaica Plain,4,46,11.949877476866797,109.44336971440272,7.430492490270864,0.49865891859960865,46,95.65217391304348
lstm,post_covid,overall,neighborhood,Mattapan,4,47,23.750334289321714,137.13642922877935,15.079975842415019,0.4172189163499016,47,93.61702127659575
lstm,post_covid,overall,neighborhood,Roslindale,4,42,35.05124619353554,75.20931945669253,19.969631240481423,0.46421641712542405,42,88.09523809523809
lstm,post_covid,overall,neighborhood,Roxbury,4,49,47.069492162613926,74.24074750421178,26.80884831486916,0.41550313715055925,49,89.79591836734694
lstm,post_covid,overall,neighborhood,South Boston,4,42,12.315089703305716,62.18981506590049,7.183856223878407,0.45603443702611335,42,92.85714285714286
lstm,post_covid,overall,neighborhood,South End,4,49,26.850811312376717,101.50546699110912,15.7793179881816,0.5641274344776885,49,91.83673469387756
lstm,post_covid,overall,neighborhood,West Roxbury,4,40,18.98799188132492,68.2353693987719,10.19146518945694,0.2937694068653553,40,92.5
lstm,post_covid,overall,macro,AVERAGE,4,627,22.409134876601076,91.02148389907425,13.339699638629801,0.4402976738213963,627,92.69192073792406
lstm,post_covid,overall,pooled,ALL,4,627,26.67021821403438,91.98546569485767,13.612265212988357,0.5398373809968148,627,92.6634768740032
lstm,post_covid,flu_season,neighborhood,Allston/Brighton,4,26,20.87780657838109,56.391854146265786,13.290085572462816,0.39007537629384403,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,4,26,14.890258162062452,66.11854301005148,10.272436886567334,0.3592640606287138,26,92.3076923076923
lstm,post_covid,flu_season,neighborhood,Charlestown,4,21,26.29675703980777,66.7199464440284,16.279712259201776,0.3341340294474034,21,85.71428571428571
lstm,post_covid,flu_season,neighborhood,Dorchester,4,26,66.62843910568232,50.70422617274966,42.32508608011098,0.32664190228710316,26,80.76923076923077
lstm,post_covid,flu_season,neighborhood,East Boston,4,25,14.159590940699806,82.42518213280268,9.237327568054198,0.4681908270615524,25,88.0
lstm,post_covid,flu_season,neighborhood,Fenway,4,25,5.674092485139063,51.52949341592418,4.107646697998047,0.3686979769924606,25,100.0
lstm,post_covid,flu_season,neighborhood,Hyde Park,4,25,24.43013558941902,75.54897171566087,15.449107650756837,0.30681410728829284,25,88.0
lstm,post_covid,flu_season,neighborhood,Jamaica Plain,4,24,15.60608704014166,93.67702152566176,10.250954302151998,0.4496635839784361,24,91.66666666666666
lstm,post_covid,flu_season,neighborhood,Mattapan,4,26,22.63826809173754,68.68358375518967,15.166795070354755,0.5446599670388197,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,Roslindale,4,26,42.699301092171595,64.64762958004309,24.96595701070932,0.500496438104781,26,80.76923076923077
lstm,post_covid,flu_season,neighborhood,Roxbury,4,26,59.81606023986253,46.22251979630936,35.199407445467436,0.35038377050797737,26,80.76923076923077
lstm,post_covid,flu_season,neighborhood,South Boston,4,25,15.684241873357236,62.8625333980925,10.228375694274902,0.3469190231172087,25,88.0
lstm,post_covid,flu_season,neighborhood,South End,4,26,35.448750696602936,74.58548244431168,21.823042884239783,0.4743348645685809,26,84.61538461538461
lstm,post_covid,flu_season,neighborhood,West Roxbury,4,25,23.432825365821383,57.53285626212809,13.209885738372805,0.28129340435389955,25,88.0
lstm,post_covid,flu_season,macro,AVERAGE,4,352,27.73447245006331,65.54641741422994,17.2718443471945,0.3929692379763624,352,87.53819989534274
lstm,post_covid,flu_season,pooled,ALL,4,352,32.85344932601947,65.36375888233984,17.422779912298378,0.5557960198867684,352,87.5
lstm,post_covid,off_season,neighborhood,Allston/Brighton,4,23,8.473781256396633,146.6175884474232,5.908467641084091,0.5224504909477088,23,100.0
lstm,post_covid,off_season,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,4,20,3.731632196041896,123.150496443584,3.17768657207489,0.7516925057291861,20,100.0
lstm,post_covid,off_season,neighborhood,Charlestown,4,14,7.725172163073315,68.40946568792653,5.2350186756679005,0.5198949477758616,14,100.0
lstm,post_covid,off_season,neighborhood,Dorchester,4,23,30.686804250416355,135.37459805384597,20.861529209302823,0.6700990198379371,23,91.30434782608695
lstm,post_covid,off_season,neighborhood,East Boston,4,19,5.145517959050443,113.4087529417234,4.00689108497218,0.7018470909837689,19,100.0
lstm,post_covid,off_season,neighborhood,Fenway,4,18,3.399041530599599,153.72201376064015,2.852865881390042,0.0701080806309021,18,100.0
lstm,post_covid,off_season,neighborhood,Hyde Park,4,21,13.288338566782766,148.22482470399848,9.264917864118303,0.6982938203519216,21,100.0
lstm,post_covid,off_season,neighborhood,Jamaica Plain,4,22,5.734986065808719,126.64302228393825,4.353625059127808,0.714127436503463,22,100.0
lstm,post_covid,off_season,neighborhood,Mattapan,4,21,25.05889545425699,221.88757124369988,14.972485369727725,0.5147602427777415,21,100.0
lstm,post_covid,off_season,neighborhood,Roslindale,4,16,16.195651326967344,92.37206550624786,11.850601863861083,0.5523201017356549,16,100.0
lstm,post_covid,off_season,neighborhood,Roxbury,4,23,25.98856763855139,105.91352665227541,17.323868428105893,0.5700673581524527,23,100.0
lstm,post_covid,off_season,neighborhood,South Boston,4,17,3.5965192835678352,61.20052340091225,2.7066217085894415,0.4741625947771133,17,100.0
lstm,post_covid,off_season,neighborhood,South End,4,23,10.744817282142435,131.93675387009748,8.947281149159307,0.48443991981949297,23,100.0
lstm,post_covid,off_season,neighborhood,West Roxbury,4,15,6.803532473567875,86.07289129317824,5.160764274597168,0.3539525384754879,15,100.0
lstm,post_covid,off_season,macro,AVERAGE,4,275,11.898089817658828,122.49529244924936,8.330187484412763,0.5427297248927637,275,99.37888198757764
lstm,post_covid,off_season,pooled,ALL,4,275,15.498333474984344,126.06125041488052,8.734806397871537,0.6752095726049407,275,99.27272727272727
