model,variant,scope,name,group,segment,horizon,permutation_axis,n_columns,baseline_RMSE,permuted_RMSE_mean,permuted_RMSE_std,delta_RMSE,delta_RMSE_pct,n_repeats,rank
gnn_multiedge,post_covid,feature,flu_lag1,flu_lags,flu_season,1,origins,1,26.159210092407054,30.762995529298475,0.03255709721814526,4.603785436891421,17.59909959294876,2,1
gnn_multiedge,post_covid,feature,flu_lag2,flu_lags,flu_season,1,origins,1,26.159210092407054,30.236783803712445,1.0830811513169323,4.077573711305391,15.587526140511955,2,2
gnn_multiedge,post_covid,feature,flu_lag7,flu_lags,flu_season,1,origins,1,26.159210092407054,28.1079044435607,0.06298503917888887,1.9486943511536445,7.449362363274381,2,3
gnn_multiedge,post_covid,feature,flu_lag3,flu_lags,flu_season,1,origins,1,26.159210092407054,27.429735270589553,0.11420804322301237,1.270525178182499,4.856894278131435,2,4
gnn_multiedge,post_covid,feature,flu_lag0,flu_lags,flu_season,1,origins,1,26.159210092407054,27.42707159151307,0.0805777646753345,1.267861499106015,4.8467117111996565,2,5
gnn_multiedge,post_covid,feature,flu_lag6,flu_lags,flu_season,1,origins,1,26.159210092407054,27.36156468589813,0.11104668020240815,1.2023545934910764,4.596295489213073,2,6
gnn_multiedge,post_covid,feature,flu_lag5,flu_lags,flu_season,1,origins,1,26.159210092407054,26.763393647575867,0.11333152322881013,0.6041835551688131,2.3096399051597616,2,7
gnn_multiedge,post_covid,feature,wind_speed_max_kmh,weather,flu_season,1,origins,1,26.159210092407054,26.666421903362288,0.0010589117201043052,0.5072118109552335,1.9389416162166773,2,8
gnn_multiedge,post_covid,feature,precipitation_sum_mm,weather,flu_season,1,origins,1,26.159210092407054,26.308563630795234,0.01873962512553895,0.14935353838817989,0.570940551570902,2,9
gnn_multiedge,post_covid,feature,flu_lag4,flu_lags,flu_season,1,origins,1,26.159210092407054,26.20532275858468,0.1313116443989184,0.046112666177624106,0.1762769824269607,2,10
gnn_multiedge,post_covid,feature,pop_density,demographics,flu_season,1,nodes,1,26.159210092407054,26.178012670784987,0.01026064740181809,0.018802578377933088,0.07187746996760695,2,11
gnn_multiedge,post_covid,feature,poverty_rate,demographics,flu_season,1,nodes,1,26.159210092407054,26.174990439153113,0.004768110004391701,0.015780346746058882,0.06032424790471509,2,12
gnn_multiedge,post_covid,feature,nonwhite_share,demographics,flu_season,1,nodes,1,26.159210092407054,26.166236157441396,0.007550979657485968,0.0070260650343421105,0.026858857777137122,2,13
gnn_multiedge,post_covid,feature,transit_share,demographics,flu_season,1,nodes,1,26.159210092407054,26.161860920563214,4.4727236481634236e-05,0.0026508281561596903,0.01013344113524711,2,14
gnn_multiedge,post_covid,feature,no_vehicle_rate,demographics,flu_season,1,nodes,1,26.159210092407054,26.15884843503034,0.006633642978389531,-0.0003616573767146747,-0.001382524072543188,2,15
gnn_multiedge,post_covid,feature,owner_rate,demographics,flu_season,1,nodes,1,26.159210092407054,26.157166594927936,0.0038888407317738682,-0.0020434974791179172,-0.007811770584430073,2,16
gnn_multiedge,post_covid,feature,pct_elderly,demographics,flu_season,1,nodes,1,26.159210092407054,26.15627438684194,0.008122049115549146,-0.002935705565114688,-0.011222454939366855,2,17
gnn_multiedge,post_covid,feature,pct_children,demographics,flu_season,1,nodes,1,26.159210092407054,26.131096265561006,0.001571806295862288,-0.028113826846048795,-0.10747200220013174,2,18
gnn_multiedge,post_covid,feature,temp_mean_c,weather,flu_season,1,origins,1,26.159210092407054,26.04925615778639,0.040217807616652834,-0.10995393462066261,-0.420325897579674,2,19
gnn_multiedge,post_covid,feature,relative_humidity_mean,weather,flu_season,1,origins,1,26.159210092407054,25.952903100688772,0.21882731496111774,-0.20630699171828226,-0.7886591031973275,2,20
gnn_multiedge,post_covid,feature,temp_min_c,weather,flu_season,1,origins,1,26.159210092407054,25.686071220387905,0.27506661698980395,-0.47313887201914895,-1.8086894456972986,2,21
