date,Allston/Brighton,Back Bay/Beacon Hill/Downtown/North End/West End,Charlestown,Dorchester,East Boston,Fenway,Hyde Park,Jamaica Plain,Mattapan,Roslindale,Roxbury,South Boston,South End,West Roxbury
2022-07-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-07-10,1.5386705864336747,1.6331774275910085,2.6866353556931264,1.3750207857329169,1.596363201543243,1.5661207567030917,1.6292941816174344,1.4750894960693617,1.443804251905737,1.3532561396653235,1.3717206930904813,1.5560494970772272,1.4589355525458338,2.7771630738148914
2022-07-17,1.2236470584981936,1.4797177852551582,1.3388087708923715,1.0118615324746407,1.333533316633763,1.3130573098032854,1.2755943377235293,1.3480831675070108,1.1076326807091748,1.127245283701086,0.99724519562462,1.2101743146175994,1.181453350053638,1.5419428820547991
2022-07-24,1.1941094383199389,1.454554642521064,1.158546159618271,1.0055395909550413,1.3974595259193787,1.4020860168578062,1.3407844326494482,1.3824421456336955,1.1563513984441278,1.363472185455713,1.004521472234429,1.210420583571397,1.2264408196879295,1.4019824170127049
2022-07-31,1.1893569697604782,1.328210715290991,1.1063496971303055,1.0495580311688095,1.351862068345575,1.3770572500072429,1.296247003968806,1.2115021443157328,1.2205564049077229,1.2774129516857011,1.0666520788088,1.3387054925915702,1.1679569561024794,1.3509697701715322
2022-08-07,1.2062071593810044,1.3050350332691696,1.3171222029985452,1.057589049685389,1.2286235320921122,1.333981243506803,1.152118225926338,1.1510001252375566,1.245428409294948,1.014217787392732,1.0727660548541753,1.3804721951803929,1.165887236514276,1.348693684505392
2022-08-14,1.1035172755429297,1.2537033553965156,1.383073961658705,1.1012315257667322,1.239912118672329,1.352284440617138,1.0694436410254198,1.2897244718977712,1.3542714047327626,0.8754719107092833,1.17510831652152,1.1626745999316008,1.189143962631874,1.225166736615182
2022-08-21,1.125052132963359,1.1997737516338425,1.4204723885714186,1.1027888067910372,1.4366048302796428,1.2863608539450373,1.0948180725209364,1.2417397613147043,1.1987298267765651,1.0663074259731409,1.0771803172724523,1.0282478278222364,1.0550471165954007,1.1109969222538874
2022-08-28,1.1551031749261949,1.3226812258268454,1.2942095197008474,1.0151796332814718,1.46545608830156,1.3495784491083218,1.130855800171759,1.0712523887782204,0.9721922031295246,1.3079128505122215,0.9538247920101244,1.268865914378227,1.0191174387815878,1.2437235768285817
2022-09-04,1.1554282946910095,1.6052151452737693,1.1676787311572878,1.0265978021098845,1.386749519082568,1.4057014988173018,1.1984246894098016,1.1081580222376126,0.8820153954966669,1.2774665055873038,1.1252917961094209,1.5732459784380826,1.2280102418380412,1.4471187368690834
2022-09-11,1.3129499535045162,1.4043449097220344,1.0956943408279012,1.2049749718663942,1.536718588193018,1.2588258016486569,1.2756473961816417,1.4722745212536492,1.261325433577806,1.200566776163694,1.2347890148136536,1.3698366066950094,1.19335048623327,1.2781999953869163
2022-09-18,1.2462209448192845,1.1683907677434155,1.06548119039182,1.2346363567278038,1.490338287239327,1.2898499579586722,1.1729851367461068,1.374574531149768,1.4124271851188204,1.132468175646458,1.1079660221665604,1.1403300378567935,1.2085153870624072,1.2661880732541937
2022-09-25,1.2040041876739898,1.249387020362577,1.2157423755176064,1.1376707243440445,1.3052071249366235,1.5439004240202965,1.22511424796199,1.260213197153501,1.2039718184119126,1.0655112494283658,1.0625471118268226,1.18179989312954,1.241035180654407,1.380758935250341
2022-10-02,1.2033188178951917,1.3545313072495364,1.252076514551939,1.0996744214532077,1.2767756312976128,1.4252606887205892,1.277762207909483,1.174768871029262,1.1258687772600886,1.046780194673655,1.0945656831615913,1.451238686942055,1.1207370325228327,1.236429501938169
2022-10-09,1.145350353969962,1.1994391014833783,1.0634307180896685,1.1001421819853678,1.2084166864351733,1.258263401090001,1.1062169833722004,1.1249681193108552,1.1419875607994994,1.120238126865566,1.010320422039798,1.4514979620392126,1.0506397544682722,1.1764544565203403
2022-10-16,1.100067066758046,1.071079529962787,0.9595133186539015,1.036702769901139,1.076669786422429,1.206415827466233,0.9818498348764564,1.196168743554629,1.063866686162591,1.133883372901276,0.990867256183758,1.2798413269621989,1.1575623247209614,1.237200380419544
2022-10-23,1.119648935186987,1.1390948640422172,1.1936271562740908,0.9818615419426074,1.0293040941713067,1.2685692710904657,0.9802387306248932,1.1724948398060815,0.9883984392157424,1.0424859838239844,1.1096810555886596,1.1380751212781397,1.1810611610342794,1.248840037934169
2022-10-30,1.16065589164288,1.2924146041307591,1.4270980299544136,1.0158660726591062,1.1046021978746003,1.2553963837132145,1.1632373937944938,1.1037876449563435,1.0574384416893008,1.0389496389911586,1.1226857644183137,1.1061524772593905,1.0697284490504548,1.2030695970262744
2022-11-06,1.0858757881545922,1.2975968895403651,1.176358705991169,1.0707509302288398,1.205486416832498,1.131852877243509,1.17179889003405,1.1108041574773997,1.076575751610448,1.1179364601290442,1.1144201099769664,1.0584317161142125,1.0764978280903237,1.1481731465407057
2022-11-13,1.0593646589885466,1.1965639857104238,1.092513126690523,1.0823164805717718,1.2132078065645366,1.062890894092086,1.0479902872213032,1.0896671440504768,1.033793561729178,1.143175308811732,1.137114305117795,1.0403750520056838,1.064882862520404,1.1455236433599234
2022-11-20,1.2148922136015967,1.0497357479288605,1.2130866726283012,1.1027633636149976,1.109011169014552,1.1101919885797982,1.1186977814449997,1.0584093077155767,1.159479361046124,1.1076906748719186,1.0914507641159317,1.1851333282838896,1.0303154883826826,1.070382858905512
2022-11-27,1.1985318819142263,1.3961226339252728,1.107879883371411,1.1424992382644563,1.1189562970405398,1.2243662009950609,1.2751364862897785,1.1759203131392857,1.1608288309174073,1.062084322460468,1.1053369610872894,1.3997711419582457,1.2039451553151947,1.0807514352335397
2022-12-04,1.1382422179888918,1.3591730626251142,1.1251720342463054,1.1247634076610755,1.2215273543871927,1.2537477998520064,1.1948297878301586,1.203642738891775,1.053392889291201,1.1134986634079678,1.135007098358945,1.2947045830698762,1.2324374845202142,1.2138849673122805
2022-12-11,1.1203918894242555,1.118140027651631,1.1501232691861252,1.067018619629028,1.2055729002113562,1.1282180526979424,1.05491589322004,1.0735262853061245,1.0354434288617842,1.0894485804516203,1.027859678568931,1.1264580643383677,1.112023561135049,1.1709518714376617
2022-12-18,1.0321643355963108,1.0419221147782034,0.9882563961053344,0.9886071688206582,1.137824085923983,0.9943026228899704,0.9568642825315348,1.0261238895210163,1.034840047256968,0.9843911591740307,0.9562666803757942,1.0536589218148458,1.050183981204742,1.0875509597942905
2022-12-25,0.9146261613005944,0.9897092652031968,0.9128801656761792,0.9136531902296848,1.0160978916161645,0.9461113749125036,0.9135118347589208,1.0464867810138625,0.9762269634262064,0.9524096347745552,0.9492233020011064,1.0129033961897762,0.994075169485948,1.0159747100515797
