model,variant,scope,name,group,segment,horizon,permutation_axis,n_columns,baseline_RMSE,permuted_RMSE_mean,permuted_RMSE_std,delta_RMSE,delta_RMSE_pct,n_repeats,rank
gnn_multiedge,post_covid,global,ili_ed_perc,citywide,flu_season,24,origins,1,33.98388860438351,33.82427098483872,3.7128146579437504,-0.1596176195447896,-0.469686154527357,20,3
gnn_multiedge,post_covid,global,flu_cases,citywide,flu_season,24,origins,1,33.98388860438351,32.756282993832826,2.0176972316484894,-1.2276056105506825,-3.612316485737116,20,4
gnn_multiedge,post_covid,global,monthly_cases,citywide,flu_season,24,origins,1,33.98388860438351,31.889524072298695,1.3168336325500747,-2.094364532084814,-6.162816022809898,20,5
gnn_multiedge,post_covid,global,ili_ed_perc,citywide,off_season,24,origins,1,13.236001799975018,24.040044577543657,1.1044557464613558,10.80404277756864,81.62618093319564,20,1
gnn_multiedge,post_covid,global,flu_cases,citywide,off_season,24,origins,1,13.236001799975018,24.018055393883714,1.2987872424063511,10.782053593908696,81.46004931737805,20,2
gnn_multiedge,post_covid,global,ili_count,citywide,off_season,24,origins,1,13.236001799975018,19.91766349790379,1.0013172362142475,6.681661697928771,50.480966978573406,20,3
gnn_multiedge,post_covid,global,ed_count,citywide,off_season,24,origins,1,13.236001799975018,14.100062745779814,0.5721282555893019,0.8640609458047965,6.528111425660485,20,4
gnn_multiedge,post_covid,global,monthly_cases,citywide,off_season,24,origins,1,13.236001799975018,12.123131584847457,0.5769835041265224,-1.1128702151275611,-8.407903171557907,20,5
gnn_multiedge,post_covid,global,ili_ed_perc,citywide,overall,24,origins,1,26.929649576819976,29.97279172445002,2.3816582067007643,3.043142147630043,11.300340685641393,20,1
gnn_multiedge,post_covid,global,flu_cases,citywide,overall,24,origins,1,26.929649576819976,29.26992024139015,1.2962994076281555,2.3402706645701734,8.69031235588223,20,2
gnn_multiedge,post_covid,global,ili_count,citywide,overall,24,origins,1,26.929649576819976,28.944390443041662,2.7504592573869853,2.014740866221686,7.481496780990046,20,3
gnn_multiedge,post_covid,global,ed_count,citywide,overall,24,origins,1,26.929649576819976,27.639617162473705,0.5154386252293266,0.7099675856537289,2.6363788493736737,20,4
gnn_multiedge,post_covid,global,monthly_cases,citywide,overall,24,origins,1,26.929649576819976,25.208561436091127,1.0115711857836858,-1.721088140728849,-6.391052864684495,20,5
gnn_multiedge,post_covid,group,weather,weather,flu_season,24,origins,6,33.98388860438351,39.390831793923546,4.01892497201641,5.406943189540037,15.91031342082085,20,1
gnn_multiedge,post_covid,group,flu_lags,flu_lags,flu_season,24,origins,8,33.98388860438351,39.06688733803609,5.029958969823013,5.08299873365258,14.95708390768717,20,2
gnn_multiedge,post_covid,group,citywide,citywide,flu_season,24,origins,5,33.98388860438351,37.441938201279704,4.055827278052703,3.4580495968961955,10.17555594403093,20,3
gnn_multiedge,post_covid,group,demographics,demographics,flu_season,24,nodes,8,33.98388860438351,33.50444107980411,0.24724639712281762,-0.479447524579399,-1.4108083102578086,20,4
gnn_multiedge,post_covid,group,citywide,citywide,off_season,24,origins,5,13.236001799975018,56.67168564610362,4.201327856302448,43.4356838461286,328.1631757273604,20,1
gnn_multiedge,post_covid,group,flu_lags,flu_lags,off_season,24,origins,8,13.236001799975018,23.047860569101722,1.8279528736303186,9.811858769126705,74.13008034756557,20,2
gnn_multiedge,post_covid,group,weather,weather,off_season,24,origins,6,13.236001799975018,18.165791206243163,2.5093513608615736,4.929789406268146,37.24530625462329,20,3
gnn_multiedge,post_covid,group,demographics,demographics,off_season,24,nodes,8,13.236001799975018,13.097985847500325,0.06133557186679823,-0.13801595247469223,-1.042731442322354,20,4
gnn_multiedge,post_covid,group,citywide,citywide,overall,24,origins,5,26.929649576819976,46.9156577101789,3.400024079584936,19.986008133358922,74.21562644677753,20,1
gnn_multiedge,post_covid,group,flu_lags,flu_lags,overall,24,origins,8,26.929649576819976,33.082850501293116,3.317330675252457,6.15320092447314,22.84916818884113,20,2
gnn_multiedge,post_covid,group,weather,weather,overall,24,origins,6,26.929649576819976,31.941746699168938,2.7173754433547606,5.012097122348962,18.611817090494878,20,3
gnn_multiedge,post_covid,group,demographics,demographics,overall,24,nodes,8,26.929649576819976,26.560320133744046,0.17863294109323483,-0.3693294430759302,-1.3714602636115807,20,4
