model,variant,horizon,indicator,target_date,season,segment,actual,predicted,sigma,true_band,pred_band,p_exceed_50,p_exceed_90,p_exceed_98
arima,post_covid,2,Agler/Cassidy,2025-06-01,2024,off_season,18.44054461075084,28.244941087226223,9.687846488221263,0,0,0.007647967082814899,2.51197396217151e-10,0.0
arima,post_covid,2,Agler/Cassidy,2025-06-08,2024,off_season,30.73424101791806,31.012749311487088,10.151425836171333,0,0,0.02058128759588418,7.492614528814556e-09,0.0
arima,post_covid,2,Agler/Cassidy,2025-06-15,2024,off_season,3.0734241017918063,20.099260019797804,8.172349775929519,0,0,5.402090160933071e-05,0.0,0.0
arima,post_covid,2,Agler/Cassidy,2025-06-22,2024,off_season,6.1468482035836125,27.27395450975534,9.51986890128629,0,0,0.005083672054952526,6.377132155677145e-11,0.0
arima,post_covid,2,Agler/Cassidy,2025-06-29,2024,off_season,6.1468482035836125,15.050087023401318,7.071742155787062,0,0,1.0607711420362875e-07,0.0,0.0
arima,post_covid,2,Agler/Cassidy,2025-07-06,2024,off_season,9.22027230537542,13.17608736360871,6.616832557074474,0,0,2.8001019281020945e-09,0.0,0.0
arima,post_covid,2,Agler/Cassidy,2025-07-13,2024,off_season,6.1468482035836125,21.2940967112466,8.4117532167742,0,0,0.00014755974205737932,6.661338147750939e-16,0.0
arima,post_covid,2,Agler/Cassidy,2025-07-20,2024,off_season,3.0734241017918063,24.413760162898136,9.006877347909862,0,0,0.0012065812289785427,5.642153411145046e-13,0.0
arima,post_covid,2,Agler/Cassidy,2025-07-27,2024,off_season,9.22027230537542,16.646276969464633,7.437302910259151,0,0,1.1866630691415025e-06,0.0,0.0
arima,post_covid,2,Agler/Cassidy,2025-08-03,2025,off_season,18.44054461075084,12.808709364145574,6.5239345816867935,0,0,1.2039687025122703e-09,0.0,0.0
arima,post_covid,2,Agler/Cassidy,2025-08-10,2025,off_season,15.36712050895903,22.432558467997545,8.633687318664352,0,0,0.0003435927340463829,9.992007221626409e-15,0.0
arima,post_covid,2,Agler/Cassidy,2025-08-17,2025,off_season,12.293696407167223,30.921369278693643,10.136459056648429,0,0,0.019991786772843745,6.769980021026356e-09,0.0
arima,post_covid,2,Agler/Cassidy,2025-08-24,2025,off_season,24.58739281433445,21.92488002791147,8.535432351175938,0,0,0.0002386367105061682,3.1086244689504383e-15,0.0
arima,post_covid,2,Agler/Cassidy,2025-08-31,2025,off_season,33.80766511970987,14.52995835011697,6.948468555843016,0,0,4.271617048967613e-08,0.0,0.0
arima,post_covid,2,Agler/Cassidy,2025-09-07,2025,off_season,43.02793742508529,29.374928900449795,9.879735637784462,0,0,0.011792722399330713,1.093949375530201e-09,0.0
arima,post_covid,2,Agler/Cassidy,2025-09-14,2025,off_season,30.73424101791806,39.97986030751965,11.525971675535514,0,0,0.1537720914625007,1.2851134982394541e-05,9.71445146547012e-14
