model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_st,post_covid,Agler/Cassidy,88.46153846153845,88.88888888888889,88.67924528301887,0.6503814257774867,0.5112627069666634,0.7817730189166598,11.009732503157396,7.953692877734149,9.45288212794178,26.825829963098325,68.75009856610356,48.18347623255383,14.64793646748876,9.721088129055264,12.385400017757108,blend,train,15734,,,,,1.6666666666666667
gnn_st_v2,post_covid,Agler/Cassidy,88.46153846153845,92.5925925925926,90.56603773584906,0.6530812757942845,0.5077056026475082,0.781590549394137,11.108509027040922,7.987697230445014,9.518661508020363,26.872723631915452,68.9891308587405,48.328251841807464,14.70816384760994,9.745111981916049,12.429952246871569,blend,train,15734,69b537f,,,,2.6666666666666665
gat,post_covid,Agler/Cassidy,84.61538461538461,88.88888888888889,86.79245283018868,0.4423270952639554,0.7122495537473356,0.7316049893933575,12.448290494772104,7.669789137663664,10.013959614735729,32.04776228842246,76.72311796305948,54.80690574531302,17.288646205376747,8.684336101803211,13.603278741335629,level,,8129,,,,,2.3333333333333335
xgboost,post_covid,Agler/Cassidy,92.3076923076923,88.88888888888889,90.56603773584906,0.3873225803648696,0.5397297999233284,0.6851787021357914,13.123895225044269,7.944665607706656,10.485419759608126,30.10356207128134,60.78441127661001,45.73342864758084,18.444413363995988,9.92178714276804,14.732223836384971,climatology,,,,,,,4.666666666666667
lstm,post_covid,Agler/Cassidy,88.46153846153845,88.88888888888889,88.67924528301887,0.3922100166639216,0.3954834712065882,0.6531039838634372,11.70790185515541,9.668669267970913,10.669047518287837,29.48220029458338,105.46037336871537,68.18806204932986,17.632517506026005,11.31073077747407,14.754422773477833,level,train,22353,,,,,5.0
persistence,post_covid,Agler/Cassidy,92.3076923076923,88.88888888888889,90.56603773584906,0.38114659044871,0.3972610195047478,0.5969859202566956,14.421451554561555,9.789424916818346,12.061739871182938,31.312453278986464,86.74402757736091,59.55117980834703,21.05308452237163,12.822996967909074,17.355131560745928,level,none,0,,7.84148068840472e-08,2.122342008321236e-07,0.01578966691158712,6.333333333333333
arima,post_covid,Agler/Cassidy,69.23076923076923,74.07407407407408,71.69811320754717,0.2944507886126346,0.1992160883301392,0.436658459896866,14.90113085807563,11.806295780703683,13.32451676205596,31.02467389532971,125.603043998064,79.20610772125094,21.56582778517628,13.51968958180123,17.924012723549474,level,none,,,0.00014088415528574583,0.00038131109793069,28.303558083018288,7.333333333333333
dualtopo,post_covid,Agler/Cassidy,50.0,51.85185185185185,50.943396226415096,0.4466600210688558,0.3237448360551276,0.67067046978993,17.106158366570106,13.150958555716056,15.091245255380306,35.86995760965374,163.09728934877913,100.68388132581194,23.461394928255963,14.842596621853923,19.551352586711054,level,train,479905,,,,,8.333333333333334
seasonal_naive,post_covid,Agler/Cassidy,96.15384615384616,96.29629629629628,96.22641509433964,0.2355696674350447,0.6197718227117702,0.5785993780517176,20.68650837744485,6.829831337315125,13.627446489076878,54.578153539824015,61.61816578483245,58.164574872186805,27.002843845186625,9.277012978186283,20.038497454991735,level,none,0,,7.727352984933185e-08,2.0914526866464357e-07,0.015560207888484001,6.666666666666667
gnn_st_v2,post_covid,Bexley,92.3076923076923,88.88888888888889,90.56603773584906,0.5341223373468217,0.025481640774117,0.6191373713420596,7.585355942065899,4.935711622238159,6.235537137625353,64.37605386262166,52.414868807674594,58.893844045770926,9.49724161812312,6.795746271795906,8.232535633514102,blend,train,15734,69b537f,,,,2.6666666666666665
