model,variant,scope,name,group,segment,horizon,permutation_axis,n_columns,baseline_RMSE,permuted_RMSE_mean,permuted_RMSE_std,delta_RMSE,delta_RMSE_pct,n_repeats,rank
gnn_multiedge_season_level,post_covid,feature,flu_lag3,flu_lags,flu_season,24,origins,1,32.22570530765958,33.06772398042761,0.2822852651643071,0.8420186727680274,2.6128789571221325,20,1
gnn_multiedge_season_level,post_covid,feature,precipitation_sum_mm,weather,flu_season,24,origins,1,32.22570530765958,32.55643625441666,0.2741890201711183,0.3307309467570789,1.0262954483061975,20,2
gnn_multiedge_season_level,post_covid,feature,flu_lag2,flu_lags,flu_season,24,origins,1,32.22570530765958,32.34299175144561,0.19582352815647577,0.11728644378602837,0.3639530699678778,20,3
gnn_multiedge_season_level,post_covid,feature,pct_children,demographics,flu_season,24,nodes,1,32.22570530765958,32.30435296204604,0.03560327315860644,0.07864765438645804,0.24405254636200202,20,4
gnn_multiedge_season_level,post_covid,feature,nonwhite_share,demographics,flu_season,24,nodes,1,32.22570530765958,32.2703243704653,0.03176048015384359,0.044619062805722365,0.13845798681438654,20,5
gnn_multiedge_season_level,post_covid,feature,pct_elderly,demographics,flu_season,24,nodes,1,32.22570530765958,32.26193304051775,0.03991488154874228,0.036227732858165496,0.11241874308816041,20,6
gnn_multiedge_season_level,post_covid,feature,relative_humidity_mean,weather,flu_season,24,origins,1,32.22570530765958,32.24464798843899,0.6845077598662158,0.018942680779410637,0.05878127599866134,20,7
gnn_multiedge_season_level,post_covid,feature,owner_rate,demographics,flu_season,24,nodes,1,32.22570530765958,32.23156195025392,0.01840404174121568,0.005856642594338268,0.018173822848638256,20,8
gnn_multiedge_season_level,post_covid,feature,no_vehicle_rate,demographics,flu_season,24,nodes,1,32.22570530765958,32.18480429010502,0.014987896776602264,-0.040901017554560326,-0.1269204728463732,20,9
gnn_multiedge_season_level,post_covid,feature,poverty_rate,demographics,flu_season,24,nodes,1,32.22570530765958,32.18352591676532,0.010235135992509555,-0.042179390894261815,-0.13088740957435738,20,10
gnn_multiedge_season_level,post_covid,feature,transit_share,demographics,flu_season,24,nodes,1,32.22570530765958,32.17329087879975,0.022257170052943448,-0.052414428859833606,-0.1626478873291734,20,11
gnn_multiedge_season_level,post_covid,feature,flu_lag6,flu_lags,flu_season,24,origins,1,32.22570530765958,32.09885730502842,2.3227028281941178,-0.12684800263116358,-0.3936236660148867,20,12
gnn_multiedge_season_level,post_covid,feature,pop_density,demographics,flu_season,24,nodes,1,32.22570530765958,32.03396489210557,0.0332144958508268,-0.19174041555400834,-0.5949921459389577,20,13
gnn_multiedge_season_level,post_covid,feature,flu_lag4,flu_lags,flu_season,24,origins,1,32.22570530765958,31.520981366786607,0.47342825569667435,-0.7047239408729737,-2.186837911365965,20,14
gnn_multiedge_season_level,post_covid,feature,temp_min_c,weather,flu_season,24,origins,1,32.22570530765958,31.468594982716873,2.062842544031098,-0.7571103249427082,-2.3493987725468157,20,15
gnn_multiedge_season_level,post_covid,feature,flu_lag7,flu_lags,flu_season,24,origins,1,32.22570530765958,31.29601542421235,1.4803433298701176,-0.9296898834472316,-2.8849326169015073,20,16
gnn_multiedge_season_level,post_covid,feature,flu_lag1,flu_lags,flu_season,24,origins,1,32.22570530765958,31.13973673244555,1.2765918740980082,-1.0859685752140322,-3.3698830323378934,20,17
gnn_multiedge_season_level,post_covid,feature,temp_max_c,weather,flu_season,24,origins,1,32.22570530765958,31.019751533060834,1.446499737343067,-1.205953774598747,-3.7422106454629227,20,18
