date,site,eff,smooth,site_latest_val,site_latest_lab
2023-02-08,Hyde Park,357.57753516494563,224.87279464716863,NA,NA
2023-02-12,Hyde Park,141.63824515589286,272.35383093945666,NA,NA
2023-02-15,Hyde Park,376.7361432539149,296.21972834831865,NA,NA
2023-02-19,Hyde Park,139.78821939199585,299.59822662992116,NA,NA
2023-02-22,Hyde Park,304.3292867998983,274.538813644995,NA,NA
2023-02-26,Hyde Park,437.1249044992145,213.73215756441354,NA,NA
2023-03-01,Hyde Park,61.79085838261947,157.95517493792377,NA,NA
2023-03-05,Hyde Park,49.43062352092322,85.23780716173525,NA,NA
2023-03-08,Hyde Park,7.419498939613615,41.693310328533606,NA,NA
2023-03-12,Hyde Park,17.6187826356322,7.912543089794811,NA,NA
2023-03-15,Hyde Park,0,6.344906314285401,NA,NA
2023-03-19,Hyde Park,87.66418366616948,36.91744425024589,NA,NA
2023-03-22,Hyde Park,56.78908643252382,69.36947634006098,NA,NA
2023-03-26,Hyde Park,89.17115625853458,98.92992095681184,NA,NA
2023-03-29,Hyde Park,95.82291405113924,96.71776132307735,NA,NA
2023-04-02,Hyde Park,41.29171866673993,70.1252700565707,NA,NA
2023-04-05,Hyde Park,65.25956852091602,44.80250986674954,NA,NA
2023-04-09,Hyde Park,53.38258186037376,21.986572338830914,NA,NA
2023-04-12,Hyde Park,15.101158506970883,22.86054434521191,NA,NA
2023-04-16,Hyde Park,6.106187927943117,42.82220752283653,NA,NA
2023-04-19,Hyde Park,37.982646233962434,64.18799983202348,NA,NA
2023-04-23,Hyde Park,176.62880224625033,90.59296988185305,NA,NA
2023-04-26,Hyde Park,80.77449608470944,103.1006535520751,NA,NA
2023-04-30,Hyde Park,74.1349135406135,102.06569549983936,NA,NA
2023-05-03,Hyde Park,85.27855104189034,84.8016438599241,NA,NA
2023-05-07,Hyde Park,16.69575234158126,52.054457267006896,NA,NA
2023-05-10,Hyde Park,92.64575411687558,32.173151264421364,NA,NA
2023-05-14,Hyde Park,46.277746477646595,24.26620149685339,NA,NA
2023-05-21,Hyde Park,0,43.49366110115316,NA,NA
2023-05-24,Hyde Park,20.826770354428447,54.433811620603805,NA,NA
2023-05-31,Hyde Park,86.00270102241191,57.40994432395981,NA,NA
2023-06-04,Hyde Park,21.800914140037502,35.58509581819202,NA,NA
2023-06-07,Hyde Park,80.73545169941939,18.349324533771505,NA,NA
2023-06-11,Hyde Park,19.153206731743907,13.616467857681847,NA,NA
2023-06-18,Hyde Park,0,78.17204854060486,NA,NA
2023-06-21,Hyde Park,42.70401159917778,111.01564824626837,NA,NA
2023-06-25,Hyde Park,299.65481256141146,132.6100728596641,NA,NA
2023-06-28,Hyde Park,70.5223258507308,121.19248657649061,NA,NA
2023-07-06,Hyde Park,0,29.63854894449745,NA,NA
2023-07-10,Hyde Park,0,0,NA,NA
2023-07-12,Hyde Park,0,0,NA,NA
2023-07-16,Hyde Park,51.211619083737176,14.54905188962423,NA,NA
2023-07-19,Hyde Park,6.458974600387759,54.790357831589375,NA,NA
2023-07-23,Hyde Park,157.69270762139584,122.77394061138725,NA,NA
2023-07-26,Hyde Park,22.496193925289518,173.35007910785953,NA,NA
2023-07-30,Hyde Park,512.7779581275803,215.87786380965827,NA,NA
2023-08-02,Hyde Park,79.03170054400287,210.77898047573916,NA,NA
2023-08-06,Hyde Park,37.01121718361165,142.53269283325972,NA,NA
2023-08-09,Hyde Park,91.482091780501,69.09397069022977,NA,NA
2023-08-16,Hyde Park,70.62680789598743,1,NA,NA
2023-08-20,Hyde Park,71.98187560011446,15.50919566567057,NA,NA
2023-08-23,Hyde Park,49.54665127982582,94.09761235911233,NA,NA
2023-08-27,Hyde Park,100.61023194208822,210.4794075616737,NA,NA
2023-08-30,Hyde Park,102.76533475826884,278.189387796027,NA,NA
2023-09-06,Hyde Park,648.2650953385553,305.02472759916594,NA,NA
2023-09-10,Hyde Park,269.3816299353602,265.9704172747818,NA,NA
2023-09-17,Hyde Park,59.35682501896189,182.71703595874948,NA,NA
2023-09-20,Hyde Park,56.39637518067586,163.13194731003895,NA,NA
2023-09-24,Hyde Park,87.48417155201106,151.89197787257788,NA,NA
2023-09-27,Hyde Park,389.93512047781934,147.94575856095906,NA,NA
2023-10-01,Hyde Park,132.73930617690897,142.2459271625305,NA,NA
2023-10-04,Hyde Park,33.64351618566525,140.60171482444238,NA,NA
2023-10-08,Hyde Park,62.59239265565883,148.341322985827,NA,NA
2023-10-11,Hyde Park,388.8658598632501,165.9751814281682,NA,NA
2023-10-15,Hyde Park,192.29577398860218,203.7437416017844,NA,NA
2023-10-18,Hyde Park,73.01225900653625,224.44009973258636,NA,NA
2023-10-22,Hyde Park,110.07713172040398,210.075896997257,NA,NA
2023-10-25,Hyde Park,320.5871244065254,155.59976121835186,NA,NA
2023-10-29,Hyde Park,166.35410124212976,78.20668972424346,NA,NA
2023-11-01,Hyde Park,93.7598941086742,68.33350878549847,NA,NA
2023-11-05,Hyde Park,24.258014093586453,161.52847458709684,NA,NA
2023-11-08,Hyde Park,242.33407296846022,266.41509756217795,NA,NA
2023-11-12,Hyde Park,169.73995510279607,366.3557735855118,NA,NA
2023-11-15,Hyde Park,769.9182215191527,365.21253623890016,NA,NA
2023-11-19,Hyde Park,37.95335600799825,291.8045780030474,NA,NA
2023-11-26,Hyde Park,421.4200554547202,175.81878548430876,NA,NA
2023-11-29,Hyde Park,208.33691103916544,212.85199791096488,NA,NA
2023-12-03,Hyde Park,228.5817647198041,389.6099700489009,NA,NA
2023-12-06,Hyde Park,543.5872514132578,572.8739713594236,NA,NA
2023-12-10,Hyde Park,725.2373506277991,800.4928917580769,NA,NA
2023-12-17,Hyde Park,1091.3652130956912,970.2088748626294,NA,NA
2024-01-03,Hyde Park,779.0661061696259,596.9067471558384,NA,NA
2024-01-07,Hyde Park,244.74809964699463,475.1326216912555,NA,NA
2024-01-21,Hyde Park,321.8828345826849,245.11000648455263,NA,NA
2024-01-24,Hyde Park,197.32034158312342,225.99340121940503,NA,NA
2024-02-07,Hyde Park,137.19487457057534,191.32195188318357,NA,NA
2024-02-11,Hyde Park,94.62472395338322,180.23501480476523,NA,NA
2024-02-14,Hyde Park,395.8291491255695,167.4920695278098,NA,NA
2024-02-19,Hyde Park,89.49515204746646,147.65460054055953,NA,NA
2024-02-21,Hyde Park,94.91955814849744,144.13840836105035,NA,NA
2024-02-25,Hyde Park,187.0027552947839,147.06499207957953,NA,NA
2024-02-28,Hyde Park,108.51274738997436,149.5395291826849,NA,NA
2024-03-03,Hyde Park,43.70495993325467,137.67557465839766,NA,NA
2024-03-06,Hyde Park,258.6600019870001,109.87815542908474,NA,NA
2024-03-10,Hyde Park,24.591717730862435,59.78590248247541,NA,NA
2024-03-17,Hyde Park,27.503146485022373,4.325853504738099,NA,NA
2024-03-20,Hyde Park,5.877625267958612,16.858106917881905,NA,NA
2024-03-27,Hyde Park,61.9479759589626,119.60711769970642,NA,NA
2024-04-15,Hyde Park,569.468019416042,361.77763209368675,NA,NA
2024-04-21,Hyde Park,50.56854709962592,240.98986862846888,NA,NA
2024-04-24,Hyde Park,38.74946135103579,123.82105836319461,NA,NA
2024-04-28,Hyde Park,0,0,NA,NA
2024-05-01,Hyde Park,0,0,NA,NA
2024-05-05,Hyde Park,42.61826618155188,1,NA,NA
2024-05-08,Hyde Park,0,48.223135205114716,NA,NA
2024-05-12,Hyde Park,31.693079183514364,186.2548437912248,NA,NA
2024-05-15,Hyde Park,259.94962801462634,260.21525475888103,NA,NA
2024-05-19,Hyde Park,208.20168482214015,308.27095298924576,NA,NA
2024-05-22,Hyde Park,786.8337088621856,308.78794268149846,NA,NA
2024-05-27,Hyde Park,51.15737510959781,247.45500168612998,NA,NA
2024-05-29,Hyde Park,31.639354777215633,203.85280011585039,NA,NA
2024-06-02,Hyde Park,69.5872445157081,111.5531935319384,NA,NA
2024-06-05,Hyde Park,164.99771320595858,66.08726422297107,NA,NA
2024-06-09,Hyde Park,190.0685856754867,65.56982020059144,NA,NA
2024-06-12,Hyde Park,0,91.4071015877504,NA,NA
2024-06-16,Hyde Park,178.96735655055733,122.30966820637171,NA,NA
