model,variant,series,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
arima,post_covid,arima,2,citywide,CITYWIDE,overall,,bands,,53,,,,,,,,,,,,,,,,,,,,,0.8867924528301887,0.9433962264150944,0.3655227454110137,-0.16981132075471697,False
arima,post_covid,arima,2,citywide,CITYWIDE,overall,0.5,IT50,77.06642887231719,53,8.0,0.1509433962264151,3.0,0.0,5.0,45.0,0.375,0.0,1.0,0.0,0.375,0.5454545454545454,0.375,0.5046728971962616,0.5809475019311126,0.9056603773584906,0.375,0.06571832709415039,0.12815948736205057,0.4872144977570322,,,,,False
arima,post_covid,arima,2,citywide,CITYWIDE,overall,0.9,IT90,97.46007981062509,53,3.0,0.05660377358490566,0.0,0.0,3.0,50.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9433962264150944,0.0,0.0509422636214712,0.05339978640085441,0.046021209915249495,,,,,True
arima,post_covid,arima,2,citywide,CITYWIDE,overall,0.98,IT98,113.25281678189309,53,1.0,0.018867924528301886,0.0,0.0,1.0,52.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9811320754716981,0.0,0.016664376756024918,0.018511925952296185,0.09980318639088448,,,,,True
arima,post_covid,arima,2,citywide,CITYWIDE,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.7692307692307693,0.8846153846153846,0.32525951557093424,-0.34615384615384615,False
arima,post_covid,arima,2,citywide,CITYWIDE,flu_season,0.5,IT50,77.06642887231719,26,8.0,0.3076923076923077,3.0,0.0,5.0,18.0,0.375,0.0,1.0,0.0,0.375,0.5454545454545454,0.375,0.453781512605042,0.5417363388859614,0.8076923076923077,0.375,0.1338192288927011,0.21301775147928986,0.3717930643648196,,,,,False
arima,post_covid,arima,2,citywide,CITYWIDE,flu_season,0.9,IT90,97.46007981062509,26,3.0,0.11538461538461539,0.0,0.0,3.0,23.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.8846153846153846,0.0,0.10384380816330276,0.10207100591715977,-0.017368323454965973,,,,,True
arima,post_covid,arima,2,citywide,CITYWIDE,flu_season,0.98,IT98,113.25281678189309,26,1.0,0.038461538461538464,0.0,0.0,1.0,25.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9615384615384616,0.0,0.03396969107479373,0.036982248520710054,0.08145955333757737,,,,,True
arima,post_covid,arima,2,pooled,ALL,overall,,bands,,992,,,,,,,,,,,,,,,,,,,,,0.875,0.9788306451612904,0.46214120092748057,-0.09576612903225806,False
arima,post_covid,arima,2,pooled,ALL,overall,0.5,IT50,,992,143.0,0.14415322580645162,64.0,21.0,79.0,828.0,0.44755244755244755,0.24705882352941178,0.7529411764705882,0.024734982332155476,0.3902439024390244,0.5614035087719298,0.42281746522029207,0.5085849028563503,0.5305931950403902,0.8991935483870968,0.5944055944055944,0.07710504108772645,0.12337307329604581,0.3750253679528164,,,,,False
