model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,mean_rank
xgboost,post_covid,AVELLANEDA,96.15384615384616,100.0,98.1132075471698,0.6238461367139153,0.7835533125723818,0.83068808706645,43.66778529680209,15.654408508459628,29.396819763118195,25.364177358877683,14.10438044418749,19.6280544023374,53.80844132466569,21.57687384029616,40.71280392683059,climatology,,,,4.0
arima,post_covid,AVELLANEDA,80.76923076923077,92.5925925925926,86.79245283018868,0.3530446717252038,0.3507855525299536,0.6876353733573805,36.00925986504918,27.830042106253405,31.842488553964543,18.713793088077903,28.399431072499624,23.64798602353803,47.12538427969667,34.09253567353975,41.00689648045843,level,none,,,5.0
xgboost_nodemo,post_covid,AVELLANEDA,92.3076923076923,100.0,96.22641509433964,0.6098690700472991,0.7874164177893185,0.8246627069157982,44.25489378736086,14.284032661685918,28.986719251639663,25.72443301673189,13.105217885612838,19.295776251822183,55.17862396886887,20.11054624441057,41.22680343029624,climatology,,,,5.0
persistence,post_covid,AVELLANEDA,76.92307692307693,92.5925925925926,84.90566037735849,0.37996590656924,0.4037395223254367,0.6987550848000275,39.89994562808353,23.75060434556454,31.672922710573857,21.737502017238057,22.00153135957105,21.87200753125675,51.51093461390874,34.055492705809804,43.502711639082015,level,none,0,,5.666666666666667
seasonal_naive,post_covid,AVELLANEDA,92.3076923076923,100.0,96.22641509433964,0.8103924933372468,0.5051100702635569,0.8579315789269353,42.26485192547322,28.79899330488904,35.40488621310015,22.597266532533727,29.289714377225195,26.00662675530108,54.852209071596775,35.83292221165263,46.153116848283545,level,none,0,,7.333333333333333
lstm,post_covid,AVELLANEDA,84.61538461538461,96.29629629629628,90.56603773584906,-0.0421258638787728,0.3683064855986172,0.6525037986878057,50.02491873779541,29.683028628448856,39.66206905944905,28.863667284483004,27.632881666807492,28.23666329057283,59.15175657827671,38.34599930915072,49.65416451879519,level,train,22995,,9.0
gnn_st,post_covid,EZEIZA,100.0,100.0,100.0,0.8584927376591356,0.7686341835653407,0.9487790535302884,11.122396322397082,9.70713269269025,10.401412963867186,9.63756849153556,21.769072352227234,15.817768571510566,14.373045979272302,12.532781279343537,13.46701217501596,blend,train,15726,,2.0
xgboost_nodemo,post_covid,EZEIZA,100.0,100.0,100.0,0.814266803401058,0.7891899333180148,0.9389295199020796,14.454754099874776,9.17699890635968,11.766086359782182,12.351437648800587,19.645529219487223,16.067295618773027,17.338611823548586,11.271174328527138,14.56694174741672,climatology,,,,2.3333333333333335
xgboost,post_covid,EZEIZA,100.0,100.0,100.0,0.7687729510125125,0.8205570283931648,0.9315400853176532,16.594558171979745,8.456075661499073,12.448538779848084,14.092654918199951,17.926191868449255,16.045588836251483,19.723516020261023,10.179218505867922,15.608469763376316,climatology,,,,3.0
dualtopo,post_covid,EZEIZA,100.0,100.0,100.0,0.8760154254111471,0.6589973677911687,0.9269326426339533,14.25866845937876,13.386565173113787,13.81438942675321,12.014660191993473,33.399594473538684,22.90887199579952,17.45883933397186,15.878393393807604,16.672437437605097,level,train,479905,,4.333333333333333
persistence,post_covid,EZEIZA,100.0,100.0,100.0,0.7559393769867281,0.7037634366083765,0.9149875251315972,16.681662348648267,11.027796111488817,13.801390869340622,14.345810130209468,24.488028216570516,19.512600476091514,19.81994885528844,14.789175038088064,17.439394540390918,level,none,0,,5.0
gat,post_covid,EZEIZA,100.0,100.0,100.0,0.8765741374983519,0.439597303201587,0.9234920323338658,10.157198979304392,18.934991483335143,14.62890459456534,8.598273818710213,50.23947737792758,29.81171714133038,13.854970681851311,22.07177669450408,18.502613452155728,level,,8129,,5.0
seasonal_naive,post_covid,EZEIZA,100.0,100.0,100.0,0.6326400800259061,0.5996978821464175,0.78218289426436,28.66802842982804,14.483172226421978,21.441780929979664,23.853050774409184,33.61967097787726,28.828498802591035,35.14821828938701,18.915001135736382,28.076820059598525,level,none,0,,7.0
lstm,post_covid,EZEIZA,92.3076923076923,100.0,96.22641509433964,-0.2962272987805341,0.4177878964674772,0.7215694919120853,35.264323353692994,14.6905658205256,24.783352534909604,27.699295337535773,36.43587862360686,32.15000757760973,42.495987521121066,18.412219547245915,32.53645218856316,level,train,22995,,7.333333333333333
arima,post_covid,EZEIZA,61.53846153846154,44.44444444444444,52.83018867924528,,,,37.39176707699657,36.76273558784811,37.07131707309075,28.47608383974995,95.96611184006068,62.85779621726674,44.85015982797498,39.58223531378302,42.2486570663497,level,none,,,9.0
gnn_st,post_covid,FLORENCIO VARELA,92.3076923076923,96.29629629629628,94.33962264150944,0.7454694447039205,0.812341822197652,0.8922780127802628,13.994616581843449,5.862826735885055,9.852006660317477,17.569303677554593,18.51311790630861,18.050114699750036,18.46482108848427,7.709702178823147,14.05484994590374,blend,train,15726,,1.6666666666666667
xgboost_nodemo,post_covid,FLORENCIO VARELA,100.0,100.0,100.0,0.7941646995654873,0.6627557481894076,0.8977808449867255,13.171146148003068,8.757741779702501,10.9228080735858,17.4013818777713,26.04384875814672,21.80414802437765,16.62788922134736,11.091204200588034,14.08200650744224,climatology,,,,2.6666666666666665
xgboost,post_covid,FLORENCIO VARELA,100.0,100.0,100.0,0.7476555173488417,0.6572552481012618,0.8822612365977957,15.521815349601551,7.556418945552776,11.463971898482368,21.304317645556107,25.085085671121423,23.23036928122146,18.02679128569687,9.831577878442022,14.445024763503724,climatology,,,,2.6666666666666665
persistence,post_covid,FLORENCIO VARELA,92.3076923076923,96.29629629629628,94.33962264150944,0.6389951317249506,0.7772347619739343,0.8300688682569708,18.38500477793192,7.042836185943112,12.606918891447055,23.304846938542696,23.159572936421753,23.23083942802825,23.488438651754684,9.06259470217324,17.677350566444925,level,none,0,,3.6666666666666665
dualtopo,post_covid,FLORENCIO VARELA,100.0,100.0,100.0,0.708403187174425,-0.0904980355160075,0.7912654454856882,15.631073584923378,13.992301517062716,14.796227437145305,21.633753004308325,55.68645710665102,38.98135698097348,20.532600947202106,17.45209260246983,19.02571235401697,level,train,479905,,5.666666666666667
lstm,post_covid,FLORENCIO VARELA,100.0,100.0,100.0,0.5147594476616096,0.8078061307187205,0.8029745094761865,17.88771626852943,7.746294718897183,12.721331705509227,20.45633972753903,23.10136586236911,21.803805871697747,26.223188649597944,10.359922725149548,19.799419739106213,level,train,22995,,5.333333333333333
seasonal_naive,post_covid,FLORENCIO VARELA,100.0,100.0,100.0,0.6029944961636614,0.7310031757953086,0.8111435292271779,22.886348130640915,11.526675749239518,17.09934521936096,30.36917883086864,34.439372043538505,32.4426734863797,28.005602094215657,13.899048457548036,21.98117258784023,level,none,0,,7.0
gat,post_covid,FLORENCIO VARELA,100.0,100.0,100.0,0.6092638122791195,0.6269976466908775,0.8344065613081665,23.42605796227088,10.153788425304272,16.664713103816194,28.86487685724018,30.815614251263728,29.85864873721444,29.070250696177684,12.484140884378055,22.22531204092387,level,,8129,,7.333333333333333
arima,post_covid,FLORENCIO VARELA,65.38461538461539,100.0,83.01886792452831,,,,31.388532935689543,16.513369429686204,23.81061945149916,35.90366755805844,71.80243423389112,54.191718506124154,39.870219994447,19.19335265982266,31.10447542065905,level,none,,,9.0
xgboost,post_covid,GENERAL SAN MARTÍN,100.0,100.0,100.0,0.7988110307587448,0.7354677440140613,0.8507999364156961,12.931686776755305,7.943203964537083,10.39038421204036,34.33249473532588,32.1180431985773,33.18268336047565,15.727504627134923,10.00952073236535,13.129513124934546,climatology,,,,2.3333333333333335
gnn_st,post_covid,GENERAL SAN MARTÍN,96.15384615384616,96.29629629629628,96.22641509433964,0.6432805727793218,0.7488398043710538,0.773666447989875,13.13264509347769,6.838359514872233,9.926122251546609,33.460680699562936,27.816848448738224,30.530229338557795,18.18491199080929,9.415540745138273,14.400983738725657,blend,train,15726,,3.0
dualtopo,post_covid,GENERAL SAN MARTÍN,96.15384615384616,100.0,98.1132075471698,0.5851461829857988,0.736727532530716,0.7543186686050527,12.968808467571552,7.598063998752171,10.232768832512622,35.81364785805968,34.675781381124274,35.2228325719586,18.571480264411804,8.840785778560189,14.457291152245348,level,train,479905,,2.6666666666666665
xgboost_nodemo,post_covid,GENERAL SAN MARTÍN,100.0,100.0,100.0,0.7664795716335421,0.7323299855090705,0.8319262114612939,14.93600014703355,9.906152347621576,12.37362485299349,39.94727809290629,45.21207455543051,42.680922409986174,17.58814816511836,11.720189437523183,14.890615979390274,climatology,,,,5.0
arima,post_covid,GENERAL SAN MARTÍN,88.46153846153845,96.29629629629628,92.45283018867924,0.5115304945260679,0.7099518231533357,0.674863995513054,15.531235717796244,9.79265821451098,12.607809442537718,37.333445153443094,53.45673153322269,45.70515154294405,20.260118778287495,11.42247973459114,16.365549933067342,level,none,,,6.0
lstm,post_covid,GENERAL SAN MARTÍN,100.0,100.0,100.0,0.2775417545169291,0.74142843389312,0.6572336043877557,19.38565591173722,7.015663192915286,13.083961507809066,55.86185256454067,32.64926359434572,43.809162137708675,23.31918579505167,8.90043244055185,17.524792635021107,level,train,22995,,5.0
persistence,post_covid,GENERAL SAN MARTÍN,92.3076923076923,96.29629629629628,94.33962264150944,0.5161824704506888,0.7069857121595636,0.6730092461380409,16.673115084277345,7.916812794753299,12.212357314142452,38.37551552624718,32.142959342235564,35.139380584548846,22.746027913358727,10.986708755493082,17.756761243348716,level,none,0,,6.666666666666667
gat,post_covid,GENERAL SAN MARTÍN,84.61538461538461,100.0,92.45283018867924,0.3144303245440085,0.7636327152789371,0.5275381062231956,21.477797769583187,7.4985053450972945,14.356271440128111,66.70655434249326,34.92554461551567,50.20487621502413,28.648522300076596,9.14425379653622,21.10032315401526,level,,8129,,6.333333333333333
seasonal_naive,post_covid,GENERAL SAN MARTÍN,100.0,100.0,100.0,0.7210168789390718,0.6503099233639257,0.7979736560850517,26.63600566459054,8.75535371382374,17.52699429344519,75.21319178993369,50.88181936622437,62.57959456993076,33.31657070928316,10.312276851719425,24.468348223579753,level,none,0,,8.0
persistence,post_covid,JOSÉ C. PAZ,65.38461538461539,88.88888888888889,77.35849056603774,0.582100171325679,0.7239616147822826,0.8076149439686029,85.5349084051927,33.220882966442495,58.884367143942576,23.30511947440012,22.151648745688583,22.717502310716885,119.83295020850797,46.55070218676564,90.26862087186277,level,none,0,,1.0
arima,post_covid,JOSÉ C. PAZ,57.692307692307686,81.48148148148148,69.81132075471697,0.5509763349589825,0.718425964358565,0.7996689197553902,90.08917290806916,31.37593600750541,60.178655996461195,22.62565526256222,20.326923806179227,21.454603388555785,122.01268637598116,46.78015015527112,91.74933166839143,level,none,,,2.0
gnn_st,post_covid,JOSÉ C. PAZ,50.0,70.37037037037037,60.37735849056604,0.6133596222903984,0.7401549380436653,0.8254429853971296,92.9914773794321,40.69425130773474,66.34949428630325,23.26934469810885,22.616102854021452,22.936561117158664,126.3916130320516,58.027384448921296,97.73468362439196,blend,train,15726,,3.0
gat,post_covid,JOSÉ C. PAZ,23.076923076923077,11.11111111111111,16.9811320754717,0.3414363815393369,0.7900178758197054,0.6880322329652618,201.53619399437537,108.97325777124476,154.38149063542204,54.23030586540685,70.08585465374139,62.30766090852068,239.20997144106795,118.5765700586024,187.70649265833913,level,,8129,,4.0
xgboost,post_covid,JOSÉ C. PAZ,0.0,18.51851851851852,9.433962264150944,0.6919635549945925,-0.3641814957267953,0.8055483177569602,246.3585594032227,121.03303262634309,182.51347972443497,67.89998955101908,71.68072539724261,69.82602479343483,267.74307581345164,138.89391720948106,212.11941578101008,climatology,,,,5.333333333333333
xgboost_nodemo,post_covid,JOSÉ C. PAZ,0.0,7.4074074074074066,3.7735849056603774,0.6872942966014416,-0.0378711507481098,0.8215504514640745,248.45695504425615,128.64825453293443,187.4223340290545,68.70191246660747,78.55855092830227,73.72321885275387,269.4483446701797,144.07962013638664,214.922275065584,climatology,,,,6.666666666666667
seasonal_naive,post_covid,JOSÉ C. PAZ,26.923076923076923,40.74074074074074,33.9622641509434,-0.2075747238434379,0.5073600208264909,0.3178499851606084,224.27036558880764,112.2351617164946,167.19582776706324,59.24649332860423,76.24206317137636,67.90461381454475,281.79006619379817,132.1610272025578,218.75044705276085,level,none,0,,6.333333333333333
dualtopo,post_covid,JOSÉ C. PAZ,0.0,7.4074074074074066,3.7735849056603774,-0.0522688964528832,0.0598737827822424,0.3730628409596075,258.9729090470534,133.40561845567493,195.0046666703134,69.81215192376928,84.86369510862136,77.47991920661845,302.5997493858965,151.02547284891023,237.77929118089813,level,train,479905,,8.333333333333334
lstm,post_covid,JOSÉ C. PAZ,0.0,18.51851851851852,9.433962264150944,-0.635602563059412,0.7213698694633246,0.3208920478567467,301.09533368256604,131.44186277150104,214.6680937844764,80.02547503207667,84.15947248265836,82.1314737333164,335.10030939629496,142.4392672306369,255.77846997416543,level,train,22995,,8.333333333333334
gnn_st,post_covid,LA MATANZA,100.0,100.0,100.0,0.5721602134659033,0.5835816296930806,0.8393844736013458,7.947169523972732,3.1272421412997775,5.49173481959217,23.471804832875957,19.324435211736265,21.358993893804797,9.81123341881409,4.48464728815404,7.580752048913705,blend,train,15726,,1.6666666666666667
persistence,post_covid,LA MATANZA,100.0,100.0,100.0,0.4965738437564547,0.4936251930287563,0.8048272428061851,9.021895737800774,3.1359584423350446,6.023399379733327,29.76985265646832,21.17292007184643,25.390283226566595,10.18746227052499,4.156820378739173,7.727592412536377,level,none,0,,1.6666666666666667
arima,post_covid,LA MATANZA,92.3076923076923,100.0,96.22641509433964,0.4830936177054565,0.4843590257757453,0.7806235386952485,8.978164715135499,3.1085874380156366,5.988002706036701,27.4022684119865,20.726432687778004,24.001370967578396,10.662878529924235,4.216236939032879,8.051826346375233,level,none,,,2.6666666666666665
xgboost_nodemo,post_covid,LA MATANZA,100.0,100.0,100.0,0.4081179199024762,-0.0266016758242364,0.7136522538724185,10.200586930977927,4.865618838619683,7.482772997135048,37.3977367169922,36.23901147489558,36.80744272573542,11.937250031779602,6.02756599135901,9.402828051514904,climatology,,,,4.333333333333333
xgboost,post_covid,LA MATANZA,100.0,100.0,100.0,0.4901671309565525,0.0728238421562634,0.7358338873071247,10.491830853921645,3.930696126922331,7.149365992997465,33.61562658425008,23.838097883510898,28.634621397081055,12.621137406917244,5.96480218792803,9.811670183022066,climatology,,,,5.0
gat,post_covid,LA MATANZA,100.0,100.0,100.0,0.7510901192082005,0.6484436490282415,0.8969514245936077,10.614159914163444,7.584408009493792,9.070701396690223,30.215468155683578,52.02194887980254,41.32443003400832,12.43445695781507,8.3597265473724,10.557036882639174,level,,8129,,5.666666666666667
seasonal_naive,post_covid,LA MATANZA,100.0,100.0,100.0,0.5591751355660359,-0.0208590977908391,0.7543932766926514,11.282069664242185,8.657578663123818,9.945064814615844,37.98571907870251,58.37897744781155,48.37473749315429,13.06174133702478,9.866352224999655,11.544948028342857,level,none,0,,7.333333333333333
lstm,post_covid,LA MATANZA,100.0,100.0,100.0,0.5110593049994976,0.0532634568162711,0.7518885917857371,14.643746403452305,8.118191723454817,11.31940722684981,40.96221469112334,54.534339920858066,47.87631622325236,16.830906393268766,9.607210633546384,13.637714117608098,level,train,22995,,7.666666666666667
dualtopo,post_covid,LA MATANZA,50.0,48.148148148148145,49.056603773584904,0.4437578502985823,0.0665324925497221,0.7522614123455247,19.768331637749306,10.80860639501501,15.203943306545042,56.474338345676635,74.65397720599228,65.73566380281855,21.91387003821512,12.003929427678306,17.577970178914466,level,train,479905,,9.0
gnn_st,post_covid,LANÚS,100.0,100.0,100.0,0.7343290757478929,0.7851596378725805,0.8971025787322464,15.131150465745192,8.730321954797816,11.870351035639924,15.112661183998268,19.452298208618043,17.32341966823853,19.557633881685508,11.282737297725962,15.890029782793718,blend,train,15726,,1.3333333333333333
gat,post_covid,LANÚS,100.0,100.0,100.0,0.700173250932861,0.8131074670917156,0.8821767876602156,19.6748407804049,7.385850482516819,13.414411760726065,19.545172844181295,17.4021975541642,18.45346845115372,25.155157669619474,9.249180914756048,18.814942514667955,level,,8129,,2.6666666666666665
xgboost,post_covid,LANÚS,100.0,100.0,100.0,0.7469255428081479,0.7719561219906905,0.8821623922530036,14.496478281312616,11.192327420911182,12.813231616579811,14.786520976226896,22.750195878155623,18.843487435700023,22.046610481668672,15.499003212575143,18.99518041789448,climatology,,,,4.0
xgboost_nodemo,post_covid,LANÚS,100.0,100.0,100.0,0.713550104720786,0.7712560465600988,0.8672491517994577,16.55397950972243,12.24054114201143,14.356567511077204,16.989531938798883,24.323313560423284,20.725609368683013,23.38199637865462,17.20261837340387,20.46846343297052,climatology,,,,5.333333333333333
persistence,post_covid,LANÚS,96.15384615384616,92.5925925925926,94.33962264150944,0.5972799070085797,0.6984546265292711,0.8357812846171513,20.070137919452957,10.735326506886146,15.31466795456043,19.57037752371083,23.584844344132105,21.61548326241601,26.1843311199275,13.953206430969312,20.86921642090202,level,none,0,,5.0
arima,post_covid,LANÚS,80.76923076923077,92.5925925925926,86.79245283018868,0.5916234774586631,0.6865601578427141,0.82833643085224,21.244259326025965,11.30772256656828,16.18225003347205,20.899978737173804,24.419815800593497,22.69310327891591,27.364197458985792,14.8808932742175,21.91221269373352,level,none,,,6.0
seasonal_naive,post_covid,LANÚS,100.0,100.0,100.0,0.7194682905231198,0.468212413765175,0.8200039585568065,23.213653497198603,10.277649909359964,16.623613933582693,22.776119093614493,23.12550603999136,22.95410867007063,28.79403886055251,15.55332102921302,23.020896982466077,level,none,0,,7.333333333333333
lstm,post_covid,LANÚS,96.15384615384616,100.0,98.1132075471698,-0.8154665624489009,0.8740368718886007,0.6203401505086465,27.938468136320672,10.167720256030323,18.885445631267103,27.10936151692484,25.9641122086376,26.525932624023795,38.236250888893,11.350311258560192,27.979332401298613,level,train,22995,,6.666666666666667
dualtopo,post_covid,LANÚS,100.0,81.48148148148148,90.56603773584906,0.6874770983856081,-0.3313913491895111,0.5941556280612167,16.23909113957332,25.507120626944083,20.960540123705595,15.837074958031058,86.09092258636039,51.62677091963279,21.459627123633908,38.75992504942222,31.484157090785548,level,train,479905,,6.666666666666667
persistence,post_covid,LOMAS DE ZAMORA,92.3076923076923,93.33333333333331,92.6829268292683,0.0716057676450298,-0.0500133189293943,0.0360815857799912,0.4623316667112288,0.482755957208512,0.4698039681126738,84.31786812221594,148.87755102040816,108.74585624585626,0.6470620083004328,0.5646387640371315,0.6181833005262612,level,none,0,,1.3333333333333333
arima,post_covid,LOMAS DE ZAMORA,92.3076923076923,93.33333333333331,92.6829268292683,0.0301032481214111,-0.1606091995518277,-0.0286932372711982,0.4623316667112288,0.5117213146410228,0.4804010501001777,74.53525942656374,148.87755102040816,102.66477516477516,0.6470620083004327,0.5971361408900563,0.6292561204211502,level,none,,,1.6666666666666667
gnn_st,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,0.0024880309761663,0.1104416862538752,0.0401336637482354,1.410214703816634,0.7262961169083914,1.1600005866550818,454.2514906854555,236.82970742205524,371.9837889101149,1.6224407607572386,0.8666661870447218,1.394298659024246,blend,train,15726,,3.0
gat,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,-0.1886500408832296,0.3815217513187039,-0.0440294658674363,3.4492758970994215,2.0127233187357585,2.9237078806249106,1107.0771174819183,580.1797913198948,907.7105616368284,3.6859600996559903,2.086483276798744,3.195061109488756,level,,8129,,4.666666666666667
seasonal_naive,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,-0.1776155072468097,0.183491668062732,-0.0991574309478711,2.7907007834015127,1.496543467346387,2.3172285946008575,994.5809021895976,320.6122448979592,739.5657345657345,3.846361045764597,1.928245984067067,3.277524401426605,level,none,0,,5.0
lstm,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,0.0516856654386771,0.3902104255221913,0.1323186325469603,4.087155437826038,2.5641342060713175,3.5299525481596774,1211.8711268738646,733.0028567728315,1030.6777273761763,4.144047356022098,2.6403060122289257,3.6661589465828226,level,train,22995,,6.333333333333333
xgboost,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,-0.070650357186222,-0.2403540674696081,-0.1288598811932566,1.557531570522457,2.401738008009477,1.8663875842372208,356.18473130920194,854.8129171252679,544.8548556720377,3.5776369693903933,4.099864989470256,3.777081197851609,climatology,,,,6.666666666666667
dualtopo,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,-0.0756764706578188,0.2557531929351827,0.0349694252455478,4.125352217600896,2.7434604008992514,3.619782040758831,1296.5308115793266,747.6141303509161,1088.8326078712796,4.278372483829347,2.872231555297486,3.824382495919104,level,train,479905,,7.666666666666667
xgboost_nodemo,post_covid,LOMAS DE ZAMORA,100.0,100.0,100.0,-0.2860726564286572,-0.3126168068220761,-0.2905627285791541,2.1908388123201616,2.2588198848242516,2.2157099364070243,871.1470270616051,860.0090152129969,866.9326441999696,4.653144568094751,3.2122435258395936,4.183950871501916,climatology,,,,8.666666666666666
gnn_st,post_covid,MALVINAS ARGENTINAS,65.38461538461539,100.0,83.01886792452831,0.6242483452156318,0.6968545162600062,0.7278142438298371,24.87163248428931,2.7397554825853416,13.596902690968424,81.45821176996665,113.60905571351974,97.83694359026728,38.576179816876845,3.265212529179088,27.11924277763194,blend,train,15726,,1.3333333333333333
persistence,post_covid,MALVINAS ARGENTINAS,80.76923076923077,100.0,90.56603773584906,0.6238333326772894,0.7026221947420156,0.7264870843927252,24.48033040549166,2.862213063140421,13.467327231086314,97.95367702352269,133.97877995288167,116.3060879497999,40.70414933004323,3.4696177014036507,28.616710634179455,level,none,0,,2.3333333333333335
arima,post_covid,MALVINAS ARGENTINAS,53.84615384615385,100.0,77.35849056603774,0.4733852606251897,0.7366732292446647,0.641068992500188,30.786428570487978,2.6294931822139236,16.442329410423838,122.83928777318442,160.95216409426942,142.25528137071834,42.7586058339079,3.169760044362324,30.03364054745745,level,none,,,2.3333333333333335
xgboost_nodemo,post_covid,MALVINAS ARGENTINAS,65.38461538461539,100.0,83.01886792452831,0.2721746906511396,0.5434935056971141,0.4556506128912589,34.41188478436898,7.584142379138601,20.74492167227048,74.3389225120586,360.2667575733278,220.00027244893167,51.63027911066179,8.823798727274527,36.706390681725345,climatology,,,,5.666666666666667
xgboost,post_covid,MALVINAS ARGENTINAS,65.38461538461539,100.0,83.01886792452831,0.4684058746928893,0.3803797638823539,0.5986498033358787,33.72622726062314,4.206265342085655,18.687756094575747,57.254245368471935,192.76032985367056,126.28564689866748,53.6046161765276,5.1325239343265165,37.723193009360514,climatology,,,,5.333333333333333
dualtopo,post_covid,MALVINAS ARGENTINAS,30.76923076923077,29.629629629629623,30.18867924528302,0.2344985465444846,-0.2024541705604834,0.4432698399844841,40.90876792944395,5.212552662248965,22.723903548042728,135.38168060936067,105.04803836872586,119.92869305281089,53.96848447475158,6.882433074826446,38.11760924337781,level,train,479905,,6.666666666666667
gat,post_covid,MALVINAS ARGENTINAS,42.30769230769231,85.18518518518519,64.15094339622641,0.466326578959469,0.237239940531946,0.6416021208335494,37.961032434151726,3.879147961459778,20.598562985799223,79.45939862659401,90.12623771134264,84.89344872637163,54.56091188994379,5.516395265242899,38.41698902247868,level,,8129,,7.0
seasonal_naive,post_covid,MALVINAS ARGENTINAS,69.23076923076923,100.0,84.90566037735849,0.1146016245890631,0.4366808791653136,0.3888589945601289,37.784380934999454,3.189624889551317,20.16063728920512,69.0557325741513,120.57484753212948,95.3013194395364,58.446305979395625,4.394518605779679,41.0560261889182,level,none,0,,7.0
