model,variant,horizon,indicator,target_date,season,segment,actual,predicted,sigma,true_band,pred_band,p_exceed_50,p_exceed_90,p_exceed_98
arima,post_covid,2,ALMIRANTE BROWN,2024-11-03,2024,off_season,6.155666547543119,24.770899591407495,11.293692928104484,0,0,0.033140428793648535,0.0011056594700661337,2.7709769656492078e-05
arima,post_covid,2,ALMIRANTE BROWN,2024-11-10,2024,off_season,7.523592446997146,18.757291307740637,9.827660549266039,0,0,0.00324060922157543,1.8241145646080703e-05,7.822014735925364e-08
arima,post_covid,2,ALMIRANTE BROWN,2024-11-17,2024,off_season,20.176907016946892,18.853336913689212,9.852789401294187,0,0,0.0034080733502802607,1.991874343520994e-05,8.864920908457918e-08
arima,post_covid,2,ALMIRANTE BROWN,2024-11-24,2024,off_season,19.834925542083383,22.841820421306128,10.845022121234162,0,0,0.018292048558985252,0.00038304896234053754,6.038989586287791e-06
arima,post_covid,2,ALMIRANTE BROWN,2024-12-01,2024,off_season,20.860869966673903,26.896606665180048,11.768302730019705,0,0,0.056844908656871085,0.002923608549464163,0.00011288235718509565
arima,post_covid,2,ALMIRANTE BROWN,2024-12-08,2024,off_season,15.731147843721306,21.622227710845483,10.551526746482937,0,0,0.011783843478068046,0.00017582576831143282,1.9798622653555142e-06
arima,post_covid,2,ALMIRANTE BROWN,2024-12-15,2024,off_season,8.549536871587666,23.722317085799116,11.05207030970005,0,0,0.024330702426762274,0.0006363654536433172,1.2515238448584931e-05
arima,post_covid,2,ALMIRANTE BROWN,2024-12-22,2024,off_season,11.456379407927471,22.30279943490695,10.716297832207877,0,0,0.015163843612168049,0.0002746585608769392,3.7489508871724198e-06
arima,post_covid,2,ALMIRANTE BROWN,2024-12-29,2024,off_season,2.3938703240445465,18.214628153440728,9.684456229094712,0,0,0.002411096968484183,1.0891529718004556e-05,3.7574646283289326e-08
arima,post_covid,2,ALMIRANTE BROWN,2025-01-05,2024,off_season,4.445759173225587,23.51058095409586,11.002636525561645,0,0,0.022769113751520464,0.0005654083689847766,1.0560220545907661e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-01-12,2024,off_season,3.419814748635067,16.996383555747823,9.35499042618076,0,0,0.0011511972003148685,3.01212204845136e-06,6.059452162254786e-09
arima,post_covid,2,ALMIRANTE BROWN,2025-01-19,2024,off_season,2.2228795866127933,19.86315320472078,10.113213644795572,0,0,0.00560360800329307,4.7548340288972035e-05,3.060262541154657e-07
arima,post_covid,2,ALMIRANTE BROWN,2025-01-26,2024,off_season,15.047184893994292,20.83333454975135,10.357250489704374,0,0,0.008592123684583952,0.00010074344086308251,8.932339563560987e-07
arima,post_covid,2,ALMIRANTE BROWN,2025-02-02,2025,off_season,11.28538867049572,17.907334205112846,9.602416851553363,0,0,0.0020216675320533506,8.014174891379788e-06,2.430023493538158e-08
arima,post_covid,2,ALMIRANTE BROWN,2025-02-09,2025,off_season,11.114397933063966,26.511151052455325,11.683672578734765,0,0,0.051945843563509064,0.0024833635917719254,8.912560094986866e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-02-16,2025,off_season,12.8243053073815,19.910457588937476,10.12524886520908,0,0,0.005727815731685126,4.941171826411406e-05,3.232624469218237e-07
arima,post_covid,2,ALMIRANTE BROWN,2025-02-23,2025,off_season,13.166286782245004,19.79915914517445,10.096909392947673,0,0,0.005438842544981171,4.512467920869678e-05,2.840371400303354e-07
arima,post_covid,2,ALMIRANTE BROWN,2025-03-02,2025,off_season,13.85024973197202,24.446276634923716,11.219446881794719,0,0,0.030217482925557815,0.0009371376699550682,2.1837743850672275e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-03-09,2025,off_season,19.492944067219877,21.378339840694537,10.491850026975916,0,0,0.010717652927907717,0.00014872414416422508,1.5583776338257138e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-03-16,2025,off_season,29.239416100829818,21.389974539871833,10.494704619892868,0,0,0.01076685265571653,0.00014993075275659962,1.5764845012755657e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-03-23,2025,off_season,25.13563840246774,26.169208223745684,11.608079590923653,0,0,0.04782481575351727,0.002138768019727011,7.180597355194163e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-03-30,2025,off_season,19.15096259235637,28.108299153604,12.030463762822,0,0,0.07399961204254923,0.00472339248689202,0.0002264244224756684
arima,post_covid,2,ALMIRANTE BROWN,2025-04-06,2025,flu_season,16.58610153088007,21.841912278968135,10.604993705034538,0,0,0.012808326268373804,0.00020372971398874284,2.4443256523287715e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-04-13,2025,flu_season,17.61204595547059,21.959738149661806,10.633559472795941,0,0,0.013383535252101342,0.00022018585475580554,2.7317494510903373e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-04-20,2025,flu_season,24.451675452740727,23.91006834323275,11.095720146063181,0,0,0.02577519291947894,0.0007053270209647078,1.4509962999231796e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-04-27,2025,flu_season,19.663934804651632,23.017061331011863,10.886543775645569,0,0,0.01939981897549503,0.00042522366593800154,7.015114609543183e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-05-04,2025,flu_season,20.176907016946892,26.341738737958657,11.646282080470266,0,0,0.04987774225327346,0.0023074785886038063,8.013933746797708e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-05-11,2025,flu_season,24.451675452740727,21.827991305457715,10.601613612545403,0,0,0.012741564424944118,0.00020185630724645076,2.4122249019375985e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-05-18,2025,flu_season,29.75238831312508,23.504491749228222,11.001211600192272,0,0,0.022725250550151954,0.0005634695598075723,1.0508247852647479e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-05-25,2025,flu_season,37.78895297241748,27.138167011147885,11.821030590252008,0,0,0.06005248097740279,0.003229717623089101,0.0001304046547950799
arima,post_covid,2,ALMIRANTE BROWN,2025-06-01,2025,flu_season,39.498860346735015,26.536424115002067,11.689240270754608,0,0,0.05225881291250856,0.002510497250250876,9.053829917715639e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-06-08,2025,flu_season,41.550749195916055,29.385859259247884,12.30082621606405,0,0,0.09493238786765112,0.007455327616572971,0.0004401072825570562
arima,post_covid,2,ALMIRANTE BROWN,2025-06-15,2025,flu_season,23.425731028150206,28.622488943254456,12.140002716425839,0,0,0.08207831828222711,0.005708430985687407,0.0002982514981074713
arima,post_covid,2,ALMIRANTE BROWN,2025-06-22,2025,flu_season,26.33257356449001,28.729027947432368,12.162575569452475,0,0,0.08381098242684482,0.0059310670978555136,0.0003153365496492144
arima,post_covid,2,ALMIRANTE BROWN,2025-06-29,2025,flu_season,30.265360525420338,19.110669847629108,9.919802844478726,0,0,0.0038899442512905225,2.509673307027338e-05,1.2316362896225286e-07
arima,post_covid,2,ALMIRANTE BROWN,2025-07-06,2025,flu_season,36.07904559809995,27.515266273784256,11.902876999538764,0,0,0.06527151764578099,0.0037577968631906655,0.00016243508844071552
arima,post_covid,2,ALMIRANTE BROWN,2025-07-13,2025,flu_season,27.529508726512287,28.96412715918467,12.21223937757507,0,0,0.08770518336351052,0.006446061701668171,0.00035599927705165513
arima,post_covid,2,ALMIRANTE BROWN,2025-07-20,2025,flu_season,28.72644388853456,26.50592684652124,11.682521347715427,0,0,0.05188129367575045,0.0024777841513812238,8.883597452780112e-05
arima,post_covid,2,ALMIRANTE BROWN,2025-07-27,2025,flu_season,26.67455503935352,22.76524609807616,10.82682857584221,0,0,0.017822209399657174,0.0003657550041620272,5.6518661500915e-06
arima,post_covid,2,ALMIRANTE BROWN,2025-08-03,2025,flu_season,16.07312931858481,27.44424480841988,11.887505424233344,0,0,0.0642688712025481,0.003653471032585287,0.00015593302754279836
