city,model,variant,horizon,origin_date,target_date,neighborhood,group,shap_rate_per_100k,base_rate_per_100k,predicted_rate_per_100k,actual_rate_per_100k,n_background,seed
boston,lstm,post_covid,2,2025-12-07,2025-12-21,Dorchester,Own flu history,5.899629472583904,74.14130394600994,101.36194222664994,256.15,20,0
boston,lstm,post_covid,2,2025-12-07,2025-12-21,Dorchester,Neighbours' flu history,21.321008808056092,74.14130394600994,101.36194222664994,256.15,20,0
