city,model,variant,horizon,group,mean_abs_shap_rate_per_100k,mean_signed_shap_rate_per_100k,n_node_weeks,n_weeks
boston,dualtopo,post_covid,1,Neighbours' flu history,0.4015467779296058,0.11630509650735031,154,11
boston,dualtopo,post_covid,1,Own flu history,0.11643494659286628,0.006969915815780314,154,11
