city,model,variant,horizon,origin_date,target_date,neighborhood,group,shap_rate_per_100k,base_rate_per_100k,predicted_rate_per_100k,actual_rate_per_100k,n_background,seed
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Own flu history,-0.6112645358544295,75.5538696784491,82.37883682026651,256.1499938964844,20,0
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Own weather,-0.06198876378827367,75.5538696784491,82.37883682026651,256.1499938964844,20,0
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Own demographics,-0.2572993982084515,75.5538696784491,82.37883682026651,256.1499938964844,20,0
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Neighbours' flu history,-15.892539438474936,75.5538696784491,82.37883682026651,256.1499938964844,20,0
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Neighbours' other inputs,-1.185656806823402,75.5538696784491,82.37883682026651,256.1499938964844,20,0
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Persistence anchor,-6.287197018847879,75.5538696784491,82.37883682026651,256.1499938964844,20,0
boston,gnn_st,post_covid,4,2025-11-23,2025-12-21,Dorchester,Climatology,31.120913103814786,75.5538696784491,82.37883682026651,256.1499938964844,20,0
