model,variant,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_multiedge_season,post_covid,100.0,81.81818181818183,92.02551834130782,0.7106126866962232,0.5537874079285816,0.7415649989664646,21.231809775175694,7.9228518740697345,15.39454753784852,125.7500254017711,157.76934332055993,139.79358589246792,30.288615514828663,11.22133927940724,23.88009842112642,delta,train,4865,8dd9348,,,,3.3333333333333335
gnn_multiedge_season_level,post_covid,98.86363636363636,94.54545454545456,96.96969696969695,0.7119888902197391,0.7301190982101932,0.7510507714448703,22.845168884504925,6.482725414972414,15.668658590850317,135.99157265691844,96.46879828002398,118.65702249161384,32.022564600637345,9.611691450407546,24.823532945012072,level,train,4865,8dd9348,,,,4.0
gnn_multiedge_covid_rsv_full,full,100.0,93.45454545454544,97.1291866028708,0.6203178069845221,0.4933911126984517,0.6317223228528901,20.401537753980268,10.22345343517309,15.937465684327996,124.36067105442037,206.24719968534745,160.27581519079192,30.140541250036147,15.914185464174183,24.921632867903895,delta,train,6337,8dd9348,,,,6.0
gnn_multiedge_leaknorm,post_covid,99.7159090909091,89.45454545454545,95.21531100478468,0.7204482433100008,0.4937971954281465,0.7412542385658392,21.798912786624648,9.575950914811004,16.4379645972327,130.46788106388726,193.81305783773416,158.2508533331184,30.86760298074128,14.48610128131185,25.038939323411316,delta,all,4801,8dd9348,,,,6.0
gnn_uniform,post_covid,99.7159090909091,90.54545454545456,95.69377990430624,0.7260083289545893,0.4172573281664511,0.7403838949473666,21.91786237839948,10.493698955340818,16.90726438582989,129.04615598550734,211.1174243784379,165.0423263332839,30.572196343245363,15.464487038105764,25.092059637232897,delta,train,4801,8dd9348,,,,6.666666666666667
gnn_multiedge_covid_rsv,post_covid,97.44318181818184,71.63636363636363,86.1244019138756,0.6928635866503392,0.6027573979811836,0.728867665610415,23.851510829715565,7.585495246811346,16.71729346879266,152.3311514316948,134.46019715868906,144.4930135926572,32.2907415230659,10.528050120978346,25.179056879083955,delta,train,6337,8dd9348,,,,6.666666666666667
gnn_multiedge_level,post_covid,99.14772727272728,100.0,99.52153110047848,0.7083965924073712,0.7561772697624654,0.7510628150492984,23.84685841338201,6.9236031714352695,16.424378044107122,147.92935438553647,127.36279751163266,138.9089347039997,33.06326747943673,9.646505093334325,25.58375496020248,level,train,4801,8dd9348,,,,7.666666666666667
gnn_multiedge_full,full,100.0,96.72727272727272,98.5645933014354,0.6438698915665171,0.6602321476936549,0.6825523223166947,23.153181908482853,10.504821631149811,17.60565547105608,141.71449186767188,202.5022348925906,168.3757826680748,31.74555331137307,14.573782420267277,25.66957490209039,delta,train,4801,8dd9348,,,,8.0
gnn_geo,post_covid,99.14772727272728,90.54545454545456,95.37480063795851,0.7392609919365334,0.4367144166771347,0.754775820029708,22.93482530430298,10.38325765723532,17.42975177488734,139.1111073299918,209.30241166897451,169.89676712779124,32.22457536676834,15.475319070295052,26.22998209173931,delta,train,4801,8dd9348,,,,9.666666666666666
gnn_multiedge,post_covid,99.43181818181816,87.27272727272727,94.0988835725678,0.7257205972572995,0.4955081274885027,0.7513181853878729,22.717319729518337,9.325732402244414,16.843816515801702,127.5670343438808,181.65477802242148,151.28972893973196,33.54243157216716,13.279052944344796,26.62651431562826,delta,train,4801,8dd9348,,,,10.666666666666666
arima,post_covid,98.29545454545456,97.8181818181818,98.08612440191388,0.5116618354130806,0.6516789808463495,0.4703149780000427,19.39841059672389,15.396271199876717,17.643086299861093,105.9918760799131,301.0719109295518,191.55329487361428,33.06946996412965,19.897576930503124,28.064060237970036,level,none,,8dd9348,,,,13.0
gnn_multiedge_rt,post_covid,99.7159090909091,84.72727272727273,93.14194577352472,0.6347384202696125,0.5157089843223974,0.6619083034332267,23.57521179453893,12.082381586540828,18.534496791030993,129.47923326990087,215.8395248866657,167.35655415444683,34.85694247221746,18.34285964364563,28.804153736165475,delta,train,5313,8dd9348,,,,14.0
dualtopo_fullhistory,full,80.39772727272727,100.0,88.99521531100478,0.3490965368698062,0.782747031277675,0.4100632729864376,19.47246626290408,5.053079712607643,13.148173916282836,64.85793610679718,98.8380834049406,79.76150948317587,38.48467852728327,6.4912035199068665,29.15405195321344,level,train,479905,8dd9348,,,,10.0
arima,exclude_covid,93.75,97.8181818181818,95.53429027113238,0.4864979020898832,0.5238087902265292,0.3677395084230987,20.09288240694136,19.7217829211348,19.930119474570063,109.5567845760918,391.0495066679186,233.01850479180527,33.77965591036697,25.676947314524995,30.49208280744352,level,none,,8dd9348,,,,15.333333333333334
dualtopo_no_bg,post_covid,83.80681818181817,88.36363636363636,85.8054226475279,0.4988277639247389,0.5826802765296927,0.4007757321497481,20.532508397644214,22.164143673289907,21.24813790450636,132.8849098486763,416.6176233319753,257.3290824290706,33.042543031578724,27.68264270331588,30.806733849150245,level,train,479905,8dd9348,,,,14.666666666666666
dualtopo,post_covid,83.80681818181817,88.36363636363636,85.8054226475279,0.4988419045060105,0.5822391100038756,0.400537031945163,20.55379157987508,22.235407343777744,21.2913423535166,133.2208068940996,417.9624704196683,258.10750142285787,33.04112504692484,27.760479422312304,30.83658560286602,level,train,479905,8dd9348,,,,15.0
lstm,exclude_covid,95.73863636363636,98.54545454545456,96.96969696969695,0.6333652197804732,0.7561753669034639,0.6636719307813197,28.304969183423303,14.527313379114323,22.262137690305327,169.87072316665305,207.55935607020325,186.40082531733293,38.86813676711869,24.144699673894145,33.223746750083976,level,train,21390,8dd9348,,,,17.0
gnn_corrbinary,post_covid,96.02272727272728,81.81818181818183,89.792663476874,0.7065580548707742,0.5813700720569952,0.7415820305292595,31.0634559748525,8.642908660796556,21.22988259149463,197.1650084355539,159.9667580823053,180.84998635079572,43.24904062568081,12.949020866374894,33.520685683719414,delta,train,4801,8dd9348,,,,14.666666666666666
seasonal_naive,exclude_covid,93.4659090909091,99.63636363636364,96.17224880382776,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,14.333333333333334
seasonal_naive,post_covid,95.45454545454544,100.0,97.4481658692185,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,14.333333333333334
lstm,post_covid,81.81818181818183,92.72727272727272,86.60287081339713,0.5688533565668116,0.6920818376712972,0.6129125416561705,34.784265909411694,16.67963531286066,26.843638454784053,202.73189685833177,220.62811162677548,210.58111386203512,50.04842388890109,29.021707564193843,42.13835175024484,level,train,21390,8dd9348,,,,21.0
persistence,exclude_covid,96.5909090909091,92.72727272727272,94.896331738437,0.1358982490794393,-0.0041576614883943,-0.1459765735271405,24.727982954545453,38.11527272727273,30.599601275917067,70.89679309771263,805.0544929892052,392.8957842781919,44.396779626378105,64.2124742907907,53.99080748297322,level,none,0,8dd9348,,,,21.0
persistence,post_covid,97.44318181818184,94.18181818181816,96.01275917065392,0.1358982490794393,-0.0041576614883943,-0.1459765735271405,24.727982954545453,38.11527272727273,30.599601275917067,70.89679309771263,805.0544929892052,392.8957842781919,44.396779626378105,64.2124742907907,53.99080748297322,level,none,0,8dd9348,,,,21.0
