model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_multiedge_season_level,post_covid,Allston/Brighton,100.0,100.0,100.0,0.5929287259928624,0.5761510630692656,0.6999253361735309,14.943347619130062,4.420259483482527,10.003938902397543,95.9305379351146,101.37833453309824,98.48766695049468,18.43951738050824,5.388401673276554,13.930009377428318,level,train,4865,8dd9348,,,,3.0
gnn_multiedge_season,post_covid,Allston/Brighton,100.0,82.6086956521739,91.83673469387756,0.5721099081082748,0.3383020059761931,0.668074470762041,14.343753337860107,5.215545021969339,10.05908412836036,90.67588990635514,170.49966768325734,128.14419376081943,18.16239557660403,7.548956425520118,14.20504583513672,delta,train,4865,8dd9348,,,,3.3333333333333335
gnn_multiedge_level,post_covid,Allston/Brighton,100.0,100.0,100.0,0.5822739679383748,0.632006523027344,0.7026750293469565,15.52814454298753,4.29272751186205,10.254377365112305,101.38338946114509,127.67496276221246,113.72433203103388,18.961612995932583,5.194934889424463,14.263426162111816,level,train,4801,8dd9348,,,,4.0
gnn_multiedge_covid_rsv,post_covid,Allston/Brighton,100.0,73.91304347826086,87.75510204081633,0.5637898673167419,0.4666258162933592,0.6577399173935198,15.829670869387114,5.120378042692724,10.802859950734645,107.64898453071648,153.41839879591535,129.1325871449935,18.97327810928722,6.946026900143054,14.617088825268764,delta,train,6337,8dd9348,,,,5.333333333333333
gnn_multiedge_leaknorm,post_covid,Allston/Brighton,100.0,91.30434782608695,95.91836734693877,0.5745034276463732,0.2420140462535544,0.6672415675117415,15.078040178005512,6.138759533024353,10.882051303830682,94.30659790365485,199.2823613154274,143.58093583162972,18.481145630061288,8.680949020741958,14.717493051623316,delta,all,4801,8dd9348,,,,6.666666666666667
gnn_uniform,post_covid,Allston/Brighton,100.0,91.30434782608695,95.91836734693877,0.5893571580911857,0.1682496185616334,0.6635983502047832,14.698861048771786,6.962357821671859,11.067441166663656,90.98468383276906,209.6146993843223,146.66816052023285,18.21251660800953,9.7586659104549,14.856054684885914,delta,train,4801,8dd9348,,,,6.666666666666667
gnn_multiedge,post_covid,Allston/Brighton,100.0,91.30434782608695,95.91836734693877,0.5801961186314432,0.3031280964345188,0.6805556637889963,15.34481169627263,6.081293882883114,10.996629865497958,94.09401521575286,184.80083111532983,136.6706839033094,19.032583313358156,8.013427394752638,14.911415531931356,delta,train,4801,8dd9348,,,,7.666666666666667
lstm,exclude_covid,Allston/Brighton,96.15384615384616,100.0,97.95918367346938,0.4608621458022352,0.6506141401311479,0.5926175316083954,14.502256290729228,6.437251978335174,10.716642021646305,81.89262160006014,154.81542401766976,116.1216921226116,19.140809544192237,8.439428621721218,15.09411719152902,level,train,21390,8dd9348,,,,8.666666666666666
gnn_multiedge_full,full,Allston/Brighton,100.0,95.65217391304348,97.95918367346938,0.4414922644527781,0.298372843021078,0.542693574416021,14.853462017499483,8.841323189113451,12.03143766948155,84.09540112145109,253.17762818266672,163.46052810936865,19.293386697047676,10.958778429383278,15.933717934482294,delta,train,4801,8dd9348,,,,11.0
gnn_geo,post_covid,Allston/Brighton,100.0,91.30434782608695,95.91836734693877,0.6188736078183101,0.1311769706468498,0.6824044862223739,16.898800996633675,7.87102168539296,12.661271932173747,121.169402470545,247.2407472378308,180.3457479735567,19.572050934642665,10.412386889942113,15.942053256517712,delta,train,4801,8dd9348,,,,11.0
