model,variant,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,mean_rank
xgboost,post_covid,94.11764705882352,96.07843137254902,95.1165371809101,0.8722216488778918,0.8598184965440344,0.8868668571544251,8.004727952210775,4.881039518818399,6.4134149767089985,38.377194843944494,3314314.082883869,1675795.7564758116,11.807906169801935,7.039584884165606,9.676950093755742,climatology,,,,2.0
dualtopo,post_covid,75.56561085972851,83.87799564270153,79.80022197558269,0.8785189980537691,0.7869387104016252,0.8697451834482132,8.168872736158415,5.192877919585617,6.652799905074159,32.9984585187892,62.96497087987106,48.133401207344605,12.162714630155214,7.173648380869702,9.939131302947231,level,train,479905,,3.0
gnn_st,post_covid,92.53393665158372,94.3355119825708,93.45172031076582,0.849696425015819,0.8173929740004833,0.8681192742741168,8.340658643666435,4.876481163605626,6.575888984012815,37.95702731604288,1890304.5737450216,955790.7407609876,12.31185599391826,6.947875406077357,9.947500880960495,blend,train,15734,,3.0
arima,post_covid,91.4027149321267,100.0,95.7824639289678,0.7531475804935495,0.7745407353419315,0.7685072025952816,10.35701797997216,5.941919432632337,8.10781683321414,41.977754450089776,78.13189850071495,60.23783395372387,15.805113317910154,8.01757769810655,12.461596622099044,level,none,,,5.0
lstm,post_covid,92.53393665158372,98.47494553376906,95.56048834628191,0.7750153384952978,0.7162881902104165,0.7689981149236051,9.7672543782468,7.462683269082156,8.593227586785567,42.98449932196354,84.91988733001315,64.16446469385812,14.574354617785923,10.145991513562436,12.515739530738214,level,train,22353,,5.666666666666667
persistence,post_covid,93.66515837104072,95.4248366013072,94.56159822419534,0.6711835972336312,0.6885767466818645,0.7176725577739872,12.937047825161493,6.848872253613762,9.835524420788122,59.48651887268368,74.87702804236122,67.25967817210461,18.33899579226697,9.607138805267091,14.560420677384474,level,none,0,,6.333333333333333
gat,post_covid,74.2081447963801,95.4248366013072,85.01664816870145,0.6703602070941418,0.8185665946476655,0.7354275838074547,14.282918372844678,4.727263080788075,9.41494303538188,59.226194561257905,55.60595287083658,57.397748533137346,21.018295587985023,6.634980950070553,15.464266622212406,level,,8129,,5.0
seasonal_naive,post_covid,98.19004524886876,97.60348583877996,97.89123196448392,0.7116874707576226,0.817746280809188,0.7653424034062706,13.38437062499566,4.961137992829593,9.093289850118609,62.61985296594534,59.100175010699985,60.84219784569205,22.31927261219715,6.788880246363578,16.36626670086433,level,none,0,,6.0
