model,variant,horizon,indicator,target_date,season,segment,actual,predicted,sigma,true_band,pred_band,p_exceed_50,p_exceed_90,p_exceed_98
arima,post_covid,4,Agler/Cassidy,2025-06-01,2024,off_season,18.44054461075084,21.774025266494085,14.11540029743096,0,0,0.016877487877168473,1.1433324640375275e-06,1.5087930904655877e-13
arima,post_covid,4,Agler/Cassidy,2025-06-08,2024,off_season,30.73424101791806,19.80744123788931,13.462881575849975,0,0,0.008847051159994401,1.685471764378832e-07,3.219646771412954e-15
arima,post_covid,4,Agler/Cassidy,2025-06-15,2024,off_season,3.0734241017918063,24.980506151260755,15.119048297305053,0,0,0.03836572368808766,1.3318882493229545e-05,2.0931367750165464e-11
arima,post_covid,4,Agler/Cassidy,2025-06-22,2024,off_season,6.1468482035836125,28.78645142601781,16.22997696145653,0,0,0.07863399862853948,0.00011733359964127832,1.6976320349471052e-09
arima,post_covid,4,Agler/Cassidy,2025-06-29,2024,off_season,6.1468482035836125,24.340073685089237,14.923984242879145,0,0,0.03317723270410344,8.606769180352636e-06,8.691158903673113e-12
arima,post_covid,4,Agler/Cassidy,2025-07-06,2024,off_season,9.22027230537542,27.246822374860717,15.78998683008998,0,0,0.060422474860983955,5.2563292839313824e-05,3.3403213528515607e-10
arima,post_covid,4,Agler/Cassidy,2025-07-13,2024,off_season,6.1468482035836125,18.140589404279737,12.883964938668003,0,0,0.004554824080554187,2.3802889326240972e-08,1.1102230246251565e-16
arima,post_covid,4,Agler/Cassidy,2025-07-20,2024,off_season,3.0734241017918063,14.761599106970364,11.62225877116915,0,0,0.0007319167217509914,1.1230094631997645e-10,0.0
arima,post_covid,4,Agler/Cassidy,2025-07-27,2024,off_season,9.22027230537542,15.274808790689397,11.82256549861393,0,0,0.0010196705643359394,2.9587043925971557e-10,0.0
arima,post_covid,4,Agler/Cassidy,2025-08-03,2025,off_season,18.44054461075084,16.514705646851294,12.293038908146034,0,0,0.0020815305897536884,2.3886033151399033e-09,0.0
arima,post_covid,4,Agler/Cassidy,2025-08-10,2025,off_season,15.36712050895903,15.788018474408425,12.019534558127228,0,0,0.0013894245155361418,7.312923600011345e-10,0.0
arima,post_covid,4,Agler/Cassidy,2025-08-17,2025,off_season,12.293696407167223,14.034911934527493,11.332577127063413,0,0,0.00043859357471942584,2.5195512343145765e-11,0.0
arima,post_covid,4,Agler/Cassidy,2025-08-24,2025,off_season,24.58739281433445,16.001495963132264,12.10052269830498,0,0,0.0015707775440079175,1.0471917777366002e-09,0.0
arima,post_covid,4,Agler/Cassidy,2025-08-31,2025,off_season,33.80766511970987,20.747605899056023,13.778686929701163,0,0,0.012244806079641624,4.4103447760512893e-07,2.2426505097428162e-14
arima,post_covid,4,Agler/Cassidy,2025-09-07,2025,off_season,43.02793742508529,21.047338094051216,13.877857577938192,0,0,0.013494111078324433,5.88280166691213e-07,3.985700658404312e-14
arima,post_covid,4,Agler/Cassidy,2025-09-14,2025,off_season,30.73424101791806,19.294231554170285,13.287325701598593,0,0,0.007304672248182764,9.57231635068112e-08,9.992007221626409e-16
arima,post_covid,4,Agler/Cassidy,2025-09-21,2025,off_season,12.293696407167223,23.740609295098857,14.739059358998022,0,0,0.02873433295677197,5.593155860461607e-06,3.6529668179241526e-12
arima,post_covid,4,Agler/Cassidy,2025-09-28,2025,off_season,18.44054461075084,29.51313859846068,16.433555512200858,0,0,0.08809498424866913,0.00016619777692983284,3.4405827076255946e-09
arima,post_covid,4,Agler/Cassidy,2025-10-05,2025,flu_season,12.293696407167223,34.77245821810347,17.837810031842725,0,0,0.17073652507419623,0.001300670205205523,2.2932414212029073e-07
arima,post_covid,4,Agler/Cassidy,2025-10-12,2025,flu_season,27.660816916126254,31.352499844612964,16.937914047910404,0,0,0.11435090659126357,0.0003715049584314123,1.7670152341331402e-08
arima,post_covid,4,Agler/Cassidy,2025-10-19,2025,flu_season,18.44054461075084,21.860279972765433,14.143330740152884,0,0,0.01731342056232632,1.2334213542741779e-06,1.7563728249569976e-13
arima,post_covid,4,Agler/Cassidy,2025-10-26,2025,flu_season,30.73424101791806,21.260815582775056,13.948059704909344,0,0,0.014435214056521484,7.185799445474927e-07,5.950795411990839e-14
arima,post_covid,4,Agler/Cassidy,2025-11-02,2025,flu_season,33.80766511970987,19.80744123788931,13.462881575849975,0,0,0.008847051159994401,1.685471764378832e-07,3.219646771412954e-15
arima,post_covid,4,Agler/Cassidy,2025-11-09,2025,flu_season,49.1747856286689,24.980506151260755,15.119048297305053,0,0,0.03836572368808766,1.3318882493229545e-05,2.0931367750165464e-11
arima,post_covid,4,Agler/Cassidy,2025-11-16,2025,flu_season,30.73424101791806,23.826864001370208,14.765810159171993,0,0,0.029349167966476908,5.959292993074072e-06,4.149569576838985e-12
arima,post_covid,4,Agler/Cassidy,2025-11-23,2025,flu_season,33.80766511970987,27.246822374860717,15.78998683008998,0,0,0.060422474860983955,5.2563292839313824e-05,3.3403213528515607e-10
arima,post_covid,4,Agler/Cassidy,2025-11-30,2025,flu_season,24.58739281433445,30.539557965898737,16.7168794582776,0,0,0.10235337749968976,0.0002637120763293588,8.793451855559908e-09
arima,post_covid,4,Agler/Cassidy,2025-12-07,2025,flu_season,27.660816916126254,37.25225193042727,18.462907896332585,0,0,0.21630306800596055,0.00275981622651289,1.0802413179522574e-06
arima,post_covid,4,Agler/Cassidy,2025-12-14,2025,flu_season,86.05587485017058,32.378919212051024,17.212938283291358,1,0,0.13032706530997518,0.000557710794182098,4.048074386808764e-08
arima,post_covid,4,Agler/Cassidy,2025-12-21,2025,flu_season,86.05587485017058,30.539557965898737,16.7168794582776,1,0,0.10235337749968976,0.0002637120763293588,8.793451855559908e-09
arima,post_covid,4,Agler/Cassidy,2025-12-28,2025,flu_season,70.68875434121155,27.333077081132068,15.814960099951396,1,0,0.061374970573868204,5.5121504878852257e-05,3.677208537666843e-10
arima,post_covid,4,Agler/Cassidy,2026-01-04,2025,flu_season,58.39505793404432,27.033344886136877,15.728008313713328,1,0,0.058100298045841714,4.666643436446183e-05,2.6261914864988967e-10
arima,post_covid,4,Agler/Cassidy,2026-01-11,2025,flu_season,55.32163383225251,51.104594836932016,21.624885282391034,1,0,0.48826422420965354,0.04193192686467562,0.00033146323218335993
arima,post_covid,4,Agler/Cassidy,2026-01-18,2025,flu_season,61.46848203583612,60.8555788275936,23.597936942697725,1,1,0.6503449411263965,0.12081093813216048,0.0033987587665745833
arima,post_covid,4,Agler/Cassidy,2026-01-25,2025,flu_season,36.881089221501675,54.6560945467841,22.363673106416577,0,1,0.5518580503206056,0.0651678038117911,0.0008645701181484444
arima,post_covid,4,Agler/Cassidy,2026-02-01,2025,flu_season,30.73424101791806,47.130458703541336,20.767043414337195,0,0,0.4121552840218762,0.023214608770457668,9.331140758817025e-05
arima,post_covid,4,Agler/Cassidy,2026-02-08,2025,flu_season,46.1013615268771,43.83772311250331,20.028472668798223,0,0,0.34657140884561244,0.012896627237259928,2.687900865439019e-05
arima,post_covid,4,Agler/Cassidy,2026-02-15,2025,flu_season,43.02793742508529,45.80430714110808,20.472788346391674,0,0,0.38591904860689397,0.01854055666888854,5.787687676772624e-05
arima,post_covid,4,Agler/Cassidy,2026-02-22,2025,flu_season,49.1747856286689,36.91155165925095,18.378285276400007,0,0,0.2098645459972177,0.0025053310453172495,8.845513654875958e-07
arima,post_covid,4,Agler/Cassidy,2026-03-01,2025,flu_season,49.1747856286689,30.326080477174894,16.658349865590058,0,0,0.09930418012310482,0.0002402285127210968,7.2738262080207505e-09
arima,post_covid,4,Agler/Cassidy,2026-03-08,2025,flu_season,49.1747856286689,35.499145390546346,18.023236705300366,0,0,0.1837536126312609,0.001641077210659092,3.6983220974562414e-07
arima,post_covid,4,Agler/Cassidy,2026-03-15,2025,flu_season,36.881089221501675,36.8252969529796,18.35679958032178,0,0,0.20824248582305183,0.002443943597515208,8.403839135695534e-07
arima,post_covid,4,Agler/Cassidy,2026-03-22,2025,flu_season,30.73424101791806,38.79188098158436,18.840579504448765,0,0,0.24594986727001622,0.004173696181972164,2.5441791845493e-06
arima,post_covid,4,Agler/Cassidy,2026-03-29,2025,flu_season,36.881089221501675,39.81830034902242,19.088209662340034,0,0,0.2661162134937145,0.0053908648168216056,4.330290683585147e-06
arima,post_covid,4,Agler/Cassidy,2026-04-05,2025,off_season,36.881089221501675,39.81830034902242,19.088209662340034,0,0,0.2661162134937145,0.0053908648168216056,4.330290683585147e-06
arima,post_covid,4,Agler/Cassidy,2026-04-12,2025,off_season,36.881089221501675,34.85871292437483,17.859920089427852,0,0,0.17226522343589679,0.00133780515413362,2.4297615630608504e-07
arima,post_covid,4,Agler/Cassidy,2026-04-19,2025,off_season,18.44054461075084,30.326080477174894,16.658349865590058,0,0,0.09930418012310482,0.0002402285127210968,7.2738262080207505e-09
arima,post_covid,4,Agler/Cassidy,2026-04-26,2025,off_season,21.51396871254265,31.779454822060643,17.052853410815423,0,0,0.12088798474919304,0.00044142230173893626,2.51156099251304e-08
arima,post_covid,4,Agler/Cassidy,2026-05-03,2025,off_season,18.44054461075084,32.8058741894987,17.326053258049157,0,0,0.13722756010954518,0.0006550777857329271,5.624253740510454e-08
arima,post_covid,4,Agler/Cassidy,2026-05-10,2025,off_season,9.22027230537542,32.8058741894987,17.326053258049157,0,0,0.13722756010954518,0.0006550777857329271,5.624253740510454e-08
arima,post_covid,4,Agler/Cassidy,2026-05-17,2025,off_season,12.293696407167223,25.3664930525273,15.235406713694957,0,0,0.04171506222614929,1.71365360058795e-05,3.4778513402500266e-11
arima,post_covid,4,Agler/Cassidy,2026-05-24,2025,off_season,9.22027230537542,23.527131806375017,14.67264230497997,0,0,0.027247695685328033,4.770869511228071e-06,2.653655073459049e-12
arima,post_covid,4,Agler/Cassidy,2026-05-31,2025,off_season,30.73424101791806,22.800444633932145,14.444266599821203,0,0,0.022557006271874958,2.712864722420605e-06,8.539835505416704e-13
arima,post_covid,4,Bexley,2025-06-01,2024,off_season,3.517287467904751,8.984617039251699,9.067208924023879,0,0,0.04246384454509966,0.000817368505294569,4.613324492641624e-06
arima,post_covid,4,Bexley,2025-06-08,2024,off_season,7.034574935809503,10.813010683151932,9.947115335150583,0,0,0.08278535189752922,0.003602548206853795,5.705150773682721e-05
arima,post_covid,4,Bexley,2025-06-15,2024,off_season,7.034574935809503,12.71088634202799,10.784791544557162,0,0,0.13503485903267698,0.01065307610934596,0.0003587672157558952
arima,post_covid,4,Bexley,2025-06-22,2024,off_season,7.034574935809503,11.94911103715294,10.456627467486467,0,0,0.11306929078426353,0.007190031770883953,0.00018415737837329527
arima,post_covid,4,Bexley,2025-06-29,2024,off_season,3.517287467904751,9.579391568768363,9.362520906021132,0,0,0.054256104549099904,0.0014097376031921849,1.1625249282110062e-05
arima,post_covid,4,Bexley,2025-07-06,2024,off_season,3.517287467904751,9.331988052840542,9.240828804202984,0,0,0.049183310871639296,0.0011333236237086597,8.029513120288989e-06
arima,post_covid,4,Bexley,2025-07-13,2024,off_season,0.0,9.36396410488535,9.256647112898333,0,0,0.049825750912433575,0.0011665081784081321,8.432212243114634e-06
arima,post_covid,4,Bexley,2025-07-20,2024,off_season,7.034574935809503,9.491384439779742,9.319414316240577,0,0,0.05242488058012584,0.0013061424569703606,1.021406911783096e-05
arima,post_covid,4,Bexley,2025-07-27,2024,off_season,3.517287467904751,8.640675495542938,8.891963783397841,0,0,0.036293676461017776,0.0005762333277027354,2.5501002007821683e-06
arima,post_covid,4,Bexley,2025-08-03,2025,off_season,0.0,8.238370790057672,8.682494259286527,0,0,0.02971039247894547,0.0003688868689414315,1.196822092208727e-06
arima,post_covid,4,Bexley,2025-08-10,2025,off_season,0.0,7.186032786758131,8.109021178840905,0,0,0.015850783222800646,9.069828078978048e-05,1.1073702477215619e-07
arima,post_covid,4,Bexley,2025-08-17,2025,off_season,3.517287467904751,8.525243168562081,8.832369415192883,0,0,0.03433384342058954,0.0005092048127574023,2.0676448557743754e-06
arima,post_covid,4,Bexley,2025-08-24,2025,off_season,3.517287467904751,8.319347656243945,8.725061044978004,0,0,0.03097946987604394,0.0004049402143957437,1.401905079023713e-06
arima,post_covid,4,Bexley,2025-08-31,2025,off_season,21.103724807428513,7.331758211505254,8.190829855862127,0,0,0.01747631514526049,0.00011282273229629158,1.6038615635594056e-07
arima,post_covid,4,Bexley,2025-09-07,2025,off_season,14.069149871619006,6.786676445015432,7.880475258233286,0,0,0.011875607113149278,4.753230827114763e-05,3.698287509568132e-08
arima,post_covid,4,Bexley,2025-09-14,2025,off_season,3.517287467904751,7.495528349411875,8.281804284555438,0,0,0.01941584348312131,0.0001427381781565762,2.3905098844867467e-07
arima,post_covid,4,Bexley,2025-09-21,2025,off_season,14.069149871619006,7.890168673298192,8.497026667393145,0,0,0.024580518715315525,0.00024169776366600448,5.841944297202417e-07
arima,post_covid,4,Bexley,2025-09-28,2025,off_season,10.551862403714257,12.502179643174289,10.69588451136823,0,0,0.1289050138852299,0.009611787792639714,0.00030132206752697677
arima,post_covid,4,Bexley,2025-10-05,2025,flu_season,17.586437339523762,12.854517658065506,10.845553726798004,0,0,0.1392977836380893,0.011411885128162047,0.0004031911293891355
arima,post_covid,4,Bexley,2025-10-12,2025,flu_season,10.551862403714257,10.165726639499193,9.644796109048949,0,0,0.06717682529159708,0.0022659016687730515,2.5992506880956334e-05
arima,post_covid,4,Bexley,2025-10-19,2025,flu_season,3.517287467904751,11.308677327183222,10.172547904915682,0,0,0.09558536987460031,0.004955254171115864,9.795661345368689e-05
arima,post_covid,4,Bexley,2025-10-26,2025,flu_season,7.034574935809503,11.131897761645233,10.09272504575218,0,0,0.09094191883804614,0.00443728679902855,8.123251106639806e-05
arima,post_covid,4,Bexley,2025-11-02,2025,flu_season,17.586437339523762,12.893303288544528,10.861903418891483,0,0,0.14045485781237277,0.011622781824495831,0.00041591452131040096
arima,post_covid,4,Bexley,2025-11-09,2025,flu_season,7.034574935809503,11.862157417715526,10.418511586510938,0,0,0.11063842930389745,0.006852055440002336,0.00016971745735494537
arima,post_covid,4,Bexley,2025-11-16,2025,flu_season,3.517287467904751,9.5689868397933,9.357434937977178,0,0,0.054038086952573394,0.001397176654422072,1.1450166083615265e-05
arima,post_covid,4,Bexley,2025-11-23,2025,flu_season,21.103724807428513,9.308384104172148,9.229134717787442,0,0,0.048711624431415634,0.0011092929387495065,7.742960855372516e-06
arima,post_covid,4,Bexley,2025-11-30,2025,flu_season,7.034574935809503,12.02823851557842,10.491192436329417,0,0,0.11529591623554958,0.007507436716469251,0.0001981563014242793
arima,post_covid,4,Bexley,2025-12-07,2025,flu_season,35.172874679047524,10.750973372658928,9.918539577794629,1,0,0.08123283930506187,0.0034543872647274654,5.3130354509489663e-05
arima,post_covid,4,Bexley,2025-12-14,2025,flu_season,17.586437339523762,9.132032367665628,9.14129151081282,0,0,0.04525672820553828,0.0009418380420017636,5.866758356232182e-06
arima,post_covid,4,Bexley,2025-12-21,2025,flu_season,24.621012275333264,12.722603991287322,10.789761429830138,1,0,0.13538131282595256,0.010713680537920989,0.00036223669896751076
arima,post_covid,4,Bexley,2025-12-28,2025,flu_season,38.69016214695227,11.048022554161085,10.054630461982969,2,0,0.08876858393974785,0.0042055629870905165,7.417088119487936e-05
arima,post_covid,4,Bexley,2026-01-04,2025,flu_season,49.24202455066653,17.25615826283621,12.565966428335217,3,0,0.2793218565380663,0.05321711077505198,0.005517627557751537
arima,post_covid,4,Bexley,2026-01-11,2025,flu_season,28.13829974323801,15.628764387627834,11.958760258111948,1,0,0.22643551370619952,0.03343949537305968,0.0025024902836006113
arima,post_covid,4,Bexley,2026-01-18,2025,flu_season,21.103724807428513,16.534145463064974,12.300271980840936,0,0,0.25585110432922886,0.043818023824016894,0.0039633134913170665
arima,post_covid,4,Bexley,2026-01-25,2025,flu_season,24.621012275333264,20.212923490187507,13.599984191938391,1,0,0.373354963008663,0.10128316632327028,0.016547348989666255
arima,post_covid,4,Bexley,2026-02-01,2025,flu_season,14.069149871619006,24.789034498629988,15.060994275362676,0,1,0.5048626226958662,0.1985469172721206,0.052575306015735235
arima,post_covid,4,Bexley,2026-02-08,2025,flu_season,10.551862403714257,21.365858465714123,13.982473698850026,0,0,0.408389485659463,0.12364423009291436,0.023285261030292714
arima,post_covid,4,Bexley,2026-02-15,2025,flu_season,24.621012275333264,17.636238683674883,12.703600316040893,1,0,0.2916394289121228,0.05855505350075607,0.006493506442570407
arima,post_covid,4,Bexley,2026-02-22,2025,flu_season,21.103724807428513,16.713110721845133,12.36666176251932,0,0,0.26167331610258926,0.04605599235821067,0.004313989093772452
arima,post_covid,4,Bexley,2026-03-01,2025,flu_season,10.551862403714257,13.99914077966775,11.318126092270116,0,0,0.17435133505057576,0.018753908514888562,0.000936819988359372
arima,post_covid,4,Bexley,2026-03-08,2025,flu_season,3.517287467904751,11.972662367846995,10.466927240569557,0,0,0.11373058495723387,0.007283516593879158,0.00018823665870171258
arima,post_covid,4,Bexley,2026-03-15,2025,flu_season,14.069149871619006,14.682967971791022,11.59126308994798,0,0,0.19599016866582364,0.024294509626496485,0.00145402225192226
arima,post_covid,4,Bexley,2026-03-22,2025,flu_season,14.069149871619006,15.295684063099568,11.830641377482396,0,0,0.2156642920999141,0.03002099382536838,0.002083320925591936
arima,post_covid,4,Bexley,2026-03-29,2025,flu_season,14.069149871619006,12.870588587015233,10.852331253751283,0,0,0.13977692010181697,0.011498959768441952,0.00040842463292511955
arima,post_covid,4,Bexley,2026-04-05,2025,off_season,14.069149871619006,9.764507773814683,9.452550696224973,0,0,0.058202112593070954,0.001647784713339484,1.5145870699395658e-05
arima,post_covid,4,Bexley,2026-04-12,2025,off_season,10.551862403714257,11.076317694189138,10.067497708207286,0,0,0.08949956977352991,0.0042827431585138465,7.649360105521641e-05
arima,post_covid,4,Bexley,2026-04-19,2025,off_season,7.034574935809503,11.939036153647448,10.452218289308707,0,0,0.11278677401096715,0.007150294630744569,0.00018243455036326406
arima,post_covid,4,Bexley,2026-04-26,2025,off_season,0.0,12.41323798650792,10.65777085093162,0,0,0.12631713293576452,0.009189707858010543,0.0002792211066912076
arima,post_covid,4,Bexley,2026-05-03,2025,off_season,7.034574935809503,12.496220753552096,10.69333522822769,0,0,0.12873116538220897,0.009583108370766036,0.00029979848880357096
arima,post_covid,4,Bexley,2026-05-10,2025,off_season,10.551862403714257,11.621012737472668,10.3120693753919,0,0,0.10398808218770728,0.005972667880783544,0.00013445069978779145
arima,post_covid,4,Bexley,2026-05-17,2025,off_season,24.621012275333264,10.293851131978869,9.705385249767762,1,0,0.07015946884972846,0.0024953385568178277,3.061038294305263e-05
arima,post_covid,4,Bexley,2026-05-24,2025,off_season,10.551862403714257,7.928189871033505,8.517474827619706,0,0,0.025114668067450885,0.00025357557303329337,6.337260893829466e-07
arima,post_covid,4,Bexley,2026-05-31,2025,off_season,0.0,8.679980168657739,8.912164703175447,0,0,0.0369738569223057,0.0006005628786670547,2.735366450123955e-06
arima,post_covid,4,CITYWIDE,2025-06-01,2024,off_season,13.228462952536946,16.157683252968027,11.478456959845431,0,0,0.048613361704503255,0.00025327060324698003,1.1539811917149478e-07
arima,post_covid,4,CITYWIDE,2025-06-08,2024,off_season,12.472496970133209,15.616153144708187,11.389831971125426,0,0,0.042816355583455756,0.00019124809688408906,7.185380768159888e-08
arima,post_covid,4,CITYWIDE,2025-06-15,2024,off_season,9.344771184070854,17.048252517536035,11.800674674822195,0,0,0.06206122723927954,0.00047174250479320445,3.599003394194611e-07
arima,post_covid,4,CITYWIDE,2025-06-22,2024,off_season,6.017923493285785,16.92161473168724,11.78330543495064,0,0,0.060485365010476744,0.0004461048229223996,3.279329268135456e-07
arima,post_covid,4,CITYWIDE,2025-06-29,2024,off_season,5.950720336788729,15.760805817690667,11.374229447601715,0,0,0.04376813250414613,0.00019703027113171512,7.403522195303935e-08
arima,post_covid,4,CITYWIDE,2025-07-06,2024,off_season,8.278577273468134,15.006757490832968,11.119808228368509,0,0,0.034727985972199615,0.00011084314671461204,2.619720418373106e-08
arima,post_covid,4,CITYWIDE,2025-07-13,2024,off_season,8.329067123301888,13.997551346292271,10.68026925012395,0,0,0.023591819304343287,4.084264317805175e-05,4.1689252050503e-09
arima,post_covid,4,CITYWIDE,2025-07-20,2024,off_season,7.436561698817325,11.999195500300788,9.971811491841855,0,0,0.010007942718467389,4.9423491983446866e-06,9.376943665984072e-11
arima,post_covid,4,CITYWIDE,2025-07-27,2024,off_season,8.642131678718494,11.932030097994902,9.964224575635498,0,0,0.0097831644226547,4.7163266108096735e-06,8.693668007708766e-11
arima,post_covid,4,CITYWIDE,2025-08-03,2025,off_season,9.800212253419623,13.204134764743406,10.449191784007937,0,0,0.01766881009984933,2.0439965297103235e-05,1.224484402762016e-09
arima,post_covid,4,CITYWIDE,2025-08-10,2025,off_season,9.298612650551274,13.32589926409945,10.50057546528746,0,0,0.018645024566472324,2.3428152291615767e-05,1.5706320688479991e-09
