model,variant,series,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
arima,post_covid,arima,4,citywide,CITYWIDE,overall,,bands,,53,,,,,,,,,,,,,,,,,,,,,0.8490566037735849,1.0,0.0,-0.1509433962264151,False
arima,post_covid,arima,4,citywide,CITYWIDE,overall,0.5,IT50,35.19412725226089,53,8.0,0.1509433962264151,0.0,0.0,8.0,45.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.8490566037735849,0.0,0.11203171419582021,0.12815948736205057,0.12584143006650295,,,,,False
arima,post_covid,arima,4,citywide,CITYWIDE,overall,0.9,IT90,56.071415152332634,53,0.0,0.0,0.0,0.0,0.0,53.0,,,,0.0,,,,,,1.0,,0.0006510650817484415,0.0,,,,,,True
arima,post_covid,arima,4,citywide,CITYWIDE,overall,0.98,IT98,75.53173152268305,53,0.0,0.0,0.0,0.0,0.0,53.0,,,,0.0,,,,,,1.0,,2.8855719355467935e-06,0.0,,,,,,True
arima,post_covid,arima,4,citywide,CITYWIDE,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6923076923076923,1.0,0.0,-0.3076923076923077,False
arima,post_covid,arima,4,citywide,CITYWIDE,flu_season,0.5,IT50,35.19412725226089,26,8.0,0.3076923076923077,0.0,0.0,8.0,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.6923076923076923,0.0,0.2222661720167879,0.2130177514792899,-0.04341619641214334,,,,,False
arima,post_covid,arima,4,citywide,CITYWIDE,flu_season,0.9,IT90,56.071415152332634,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.0013199442672562841,0.0,,,,,,True
arima,post_covid,arima,4,citywide,CITYWIDE,flu_season,0.98,IT98,75.53173152268305,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,5.881340578599583e-06,0.0,,,,,,True
arima,post_covid,arima,4,pooled,ALL,overall,,bands,,901,,,,,,,,,,,,,,,,,,,,,0.8612652608213096,0.9822419533851277,0.06126073601416537,-0.12763596004439512,False
arima,post_covid,arima,4,pooled,ALL,overall,0.5,IT50,,901,118.0,0.1309655937846837,9.0,15.0,109.0,768.0,0.07627118644067797,0.625,0.375,0.019157088122605363,0.06766917293233082,0.1267605633802817,0.05711409831807261,0.08631151965194066,0.11966297392750483,0.8623751387347391,0.2033898305084746,0.11053649841440445,0.11381360702930893,0.028793645157565106,,,,,False
