model,variant,neighborhood,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,mean_rank
seasonal_naive,post_covid,Clintonville/Near North,100.0,100.0,100.0,0.7042519857881168,0.3733280043700085,0.7888703779147123,3.7137621754112593,3.005542753465219,3.352971149136862,30.657098439839153,52.87384426273315,41.975063293011566,4.809615260096321,3.776801267298355,4.314470001001961,level,none,0,,3.3333333333333335
gnn_st,post_covid,Clintonville/Near North,100.0,100.0,100.0,0.8133563717473209,0.494030826704441,0.8284051139113235,3.814372594539936,2.734957041563811,3.264481652457759,27.108817831611375,60.47782680367776,44.10812428907917,5.128745586860466,3.3806987084019195,4.327383529278597,blend,train,15734,,3.3333333333333335
dualtopo,post_covid,Clintonville/Near North,76.92307692307693,96.29629629629628,86.79245283018868,0.7881050297370253,0.554664866263354,0.8295819851035225,5.181548375349778,2.6247178183661566,3.879012053867556,31.756376524724462,76.80373877574308,54.705032765809435,6.601500129379776,3.3279356297009905,5.198156608873578,level,train,479905,,4.0
lstm,post_covid,Clintonville/Near North,92.3076923076923,100.0,96.22641509433964,0.3434684498094921,0.4380505453730035,0.5869412529651385,5.397511217735991,2.692978209283596,4.019730251165903,37.018167382736515,92.50930146733874,65.2872356899867,7.183086683649354,3.313953925986115,5.559348643062533,level,train,22353,,5.0
arima,post_covid,Clintonville/Near North,96.15384615384616,100.0,98.1132075471698,0.4412691871118513,0.2727495653452247,0.612976465387223,5.23413511223974,2.8469151487237485,4.018004187429707,33.85375331520223,96.90036510152092,65.97183856483628,7.133059826567649,3.4943521883304904,5.583968848845805,level,none,,,5.666666666666667
gat,post_covid,Clintonville/Near North,88.46153846153845,100.0,94.33962264150944,0.3345939928584379,0.4978914283134625,0.5848513567657062,5.680835430438702,2.4308745861053467,4.025195000306615,38.82647052190379,69.44817112640457,54.42620479212117,7.676007985600804,3.125081704109338,5.820643526340847,level,,8129,,5.666666666666667
persistence,post_covid,Clintonville/Near North,100.0,100.0,100.0,0.4412691871118513,0.2727495653452249,0.6129764653872231,5.610151371365945,3.50012573821266,4.535232652589745,43.43989982257892,91.28427128427128,67.81344754834673,7.162200028682673,4.3311010811987956,5.892436194229631,level,none,0,,7.333333333333333
xgboost,post_covid,Dublin,100.0,100.0,100.0,0.4861908704922819,0.4548172972478321,0.6724572898508604,2.255095246606507,1.844237313062281,2.045790261593411,32.1059184868384,55237818.098536424,28140036.290837057,3.1982729887849017,2.161800486810735,2.7200652017348093,climatology,,,,1.0
gnn_st,post_covid,Dublin,96.15384615384616,100.0,98.1132075471698,0.1989428115861651,0.228133490330252,0.5382340796462586,2.909312514158396,2.040956395643729,2.46694241604715,41.79700430742603,31504337.833262235,16049400.15509797,4.044030860433428,2.592269357956977,3.3832134357766974,blend,train,15734,,3.6666666666666665
gat,post_covid,Dublin,92.3076923076923,92.5925925925926,92.45283018867924,0.3309438314351731,0.4852253675860617,0.5514519098971041,3.088054189315209,1.796276759218287,2.4299788947375314,41.24620951447565,68.91799551026891,55.08210251237229,4.253439075936843,2.2473863618331427,3.3835213060018132,level,,8129,,2.6666666666666665
arima,post_covid,Dublin,100.0,100.0,100.0,-0.0221346591573491,0.1654948603509255,0.3618749302712776,3.34390446517062,2.0573478034480095,2.688488807311932,51.44507822193896,94.15225306521197,72.79866564357546,4.3446586151403475,2.364999029414517,3.4798462110387995,level,none,,,4.333333333333333
lstm,post_covid,Dublin,96.15384615384616,100.0,98.1132075471698,0.0827879136063143,0.1222275465880295,0.4041709147876148,3.213261438930005,2.005249946970164,2.597859358120275,46.55160397774144,89.13415711274644,67.84288054524393,4.294298969451536,2.455908030226022,3.481260261511029,level,train,22353,,5.0
