model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage
arima,exclude_covid,overall,neighborhood,Allston/Brighton,12,49,18.31133449559848,195.9235118651441,13.060046961745456,,49,100.0
arima,exclude_covid,overall,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,12,46,12.623163057257447,227.61493600466855,9.219860225833258,,46,100.0
arima,exclude_covid,overall,neighborhood,Charlestown,12,35,22.30050323839443,154.97661936642513,16.492810930272128,,35,100.0
arima,exclude_covid,overall,neighborhood,Dorchester,12,49,67.34734684312058,204.24100834086772,46.77813569245275,0.005469373943912994,49,89.79591836734694
arima,exclude_covid,overall,neighborhood,East Boston,12,44,13.143068063158546,234.06402122456439,9.851680744399973,,44,100.0
arima,exclude_covid,overall,neighborhood,Fenway,12,43,6.150781242208859,199.91843411138515,5.404446514931587,,43,100.0
arima,exclude_covid,overall,neighborhood,Hyde Park,12,46,26.883894657687875,242.1781669652774,18.866475666058935,-0.04031651381436314,46,93.47826086956522
arima,exclude_covid,overall,neighborhood,Jamaica Plain,12,46,14.241323665963217,268.16926470777054,10.998741427282994,,46,100.0
arima,exclude_covid,overall,neighborhood,Mattapan,12,47,32.53716882932773,156.98694477470582,21.27814035268063,-0.11461696991488422,47,89.36170212765957
arima,exclude_covid,overall,neighborhood,Roslindale,12,42,39.164888113669555,193.81711492567408,28.442440314163065,,42,92.85714285714286
arima,exclude_covid,overall,neighborhood,Roxbury,12,49,54.65559946773808,293.25384949633906,44.98958911157478,,49,95.91836734693877
arima,exclude_covid,overall,neighborhood,South Boston,12,42,14.653976966533374,133.83146930738744,9.947738802920652,0.2261673252492003,42,97.61904761904762
arima,exclude_covid,overall,neighborhood,South End,12,49,41.54060559930604,199.08473537550174,30.378873399364046,0.04301738901919552,49,91.83673469387756
arima,exclude_covid,overall,neighborhood,West Roxbury,12,40,19.3344051282188,136.54406476619403,12.180557290610082,,40,95.0
arima,exclude_covid,overall,macro,AVERAGE,12,627,27.349147097727357,202.90029580227892,19.84925267387788,0.02394412089661229,627,96.13336956296992
arima,exclude_covid,overall,pooled,ALL,12,627,33.03612713871245,205.10335227006783,20.360183598639335,0.29095693258879124,627,96.01275917065391
arima,exclude_covid,flu_season,neighborhood,Allston/Brighton,12,26,22.19919584438264,73.06991360477475,14.109620433359632,,26,100.0
arima,exclude_covid,flu_season,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,12,26,14.320127485702198,90.55930125785262,9.048232605178077,,26,100.0
arima,exclude_covid,flu_season,neighborhood,Charlestown,12,21,26.528399576637057,139.1523982522349,19.06863277743766,,21,100.0
arima,exclude_covid,flu_season,neighborhood,Dorchester,12,26,82.04341162940524,61.439932890097246,52.71111956527022,0.08025420553954521,26,80.76923076923077
arima,exclude_covid,flu_season,neighborhood,East Boston,12,25,15.191359581389738,144.96307475020933,10.289815118116003,,25,100.0
arima,exclude_covid,flu_season,neighborhood,Fenway,12,25,5.435927233548724,85.74601724394535,4.440619131670072,,25,100.0
