model,variant,horizon,indicator,season,level,label,threshold,n_weeks,onset_actual,onset_pred,onset_error_weeks,lead_time_weeks,first_alert_week,peak_week_actual,peak_week_pred,peak_week_error_weeks,peak_actual,peak_pred,peak_error,series
arima,post_covid,1,ALMIRANTE BROWN,2024-25,0.5,IT50,45.51198712694632,13,,,,,,2024-12-01,2024-11-24,-1.0,20.860869966673903,25.55338954090973,4.692519574235828,arima
arima,post_covid,1,ALMIRANTE BROWN,2024-25,0.9,IT90,59.3327355509796,13,,,,,,2024-12-01,2024-11-24,-1.0,20.860869966673903,25.55338954090973,4.692519574235828,arima
arima,post_covid,1,ALMIRANTE BROWN,2024-25,0.98,IT98,70.30154029606965,13,,,,,,2024-12-01,2024-11-24,-1.0,20.860869966673903,25.55338954090973,4.692519574235828,arima
arima,post_covid,1,ALMIRANTE BROWN,2025-26,0.5,IT50,45.51198712694632,40,,,,,,2025-06-08,2025-06-08,0.0,41.550749195916055,34.33890976354399,-7.2118394323720665,arima
arima,post_covid,1,ALMIRANTE BROWN,2025-26,0.9,IT90,59.3327355509796,40,,,,,,2025-06-08,2025-06-08,0.0,41.550749195916055,34.33890976354399,-7.2118394323720665,arima
arima,post_covid,1,ALMIRANTE BROWN,2025-26,0.98,IT98,70.30154029606965,40,,,,,,2025-06-08,2025-06-08,0.0,41.550749195916055,34.33890976354399,-7.2118394323720665,arima
arima,post_covid,1,AVELLANEDA,2024-25,0.5,IT50,245.84106655843968,13,,,,,,2024-11-24,2024-12-01,1.0,130.04891798211963,137.07206784727992,7.023149865160292,arima
arima,post_covid,1,AVELLANEDA,2024-25,0.9,IT90,374.7741671132419,13,,,,,,2024-11-24,2024-12-01,1.0,130.04891798211963,137.07206784727992,7.023149865160292,arima
arima,post_covid,1,AVELLANEDA,2024-25,0.98,IT98,490.7992503428019,13,,,,,,2024-11-24,2024-12-01,1.0,130.04891798211963,137.07206784727992,7.023149865160292,arima
arima,post_covid,1,AVELLANEDA,2025-26,0.5,IT50,245.84106655843968,40,2025-05-25,2025-06-08,2.0,-2.0,2025-06-08,2025-06-01,2025-06-08,1.0,323.7619506249422,295.3811840041141,-28.38076662082807,arima
arima,post_covid,1,AVELLANEDA,2025-26,0.9,IT90,374.7741671132419,40,,,,,,2025-06-01,2025-06-08,1.0,323.7619506249422,295.3811840041141,-28.38076662082807,arima
arima,post_covid,1,AVELLANEDA,2025-26,0.98,IT98,490.7992503428019,40,,,,,,2025-06-01,2025-06-08,1.0,323.7619506249422,295.3811840041141,-28.38076662082807,arima
arima,post_covid,1,EZEIZA,2024-25,0.5,IT50,139.80229436412165,13,,,,,,2024-11-03,2024-11-03,0.0,44.6625742515297,83.80013675602608,39.13756250449638,arima
arima,post_covid,1,EZEIZA,2024-25,0.9,IT90,180.23131160603506,13,,,,,,2024-11-03,2024-11-03,0.0,44.6625742515297,83.80013675602608,39.13756250449638,arima
arima,post_covid,1,EZEIZA,2024-25,0.98,IT98,212.02965427114694,13,,,,,,2024-11-03,2024-11-03,0.0,44.6625742515297,83.80013675602608,39.13756250449638,arima
arima,post_covid,1,EZEIZA,2025-26,0.5,IT50,139.80229436412165,40,2025-05-25,,,,,2025-06-08,2025-02-02,-18.0,186.09405938137377,83.80013675602608,-102.29392262534769,arima
arima,post_covid,1,EZEIZA,2025-26,0.9,IT90,180.23131160603506,40,2025-06-08,,,,,2025-06-08,2025-02-02,-18.0,186.09405938137377,83.80013675602608,-102.29392262534769,arima
arima,post_covid,1,EZEIZA,2025-26,0.98,IT98,212.02965427114694,40,,,,,,2025-06-08,2025-02-02,-18.0,186.09405938137377,83.80013675602608,-102.29392262534769,arima
arima,post_covid,1,FLORENCIO VARELA,2024-25,0.5,IT50,92.52865090835965,13,,,,,,2024-11-10,2024-11-03,-1.0,47.539144255116,46.53780896651208,-1.0013352886039186,arima
arima,post_covid,1,FLORENCIO VARELA,2024-25,0.9,IT90,129.20404508235538,13,,,,,,2024-11-10,2024-11-03,-1.0,47.539144255116,46.53780896651208,-1.0013352886039186,arima
arima,post_covid,1,FLORENCIO VARELA,2024-25,0.98,IT98,159.96645580277627,13,,,,,,2024-11-10,2024-11-03,-1.0,47.539144255116,46.53780896651208,-1.0013352886039186,arima
arima,post_covid,1,FLORENCIO VARELA,2025-26,0.5,IT50,92.52865090835965,40,2025-05-25,,,,,2025-06-08,2025-02-02,-18.0,146.4447367519887,46.53780896651208,-99.90692778547663,arima
arima,post_covid,1,FLORENCIO VARELA,2025-26,0.9,IT90,129.20404508235538,40,2025-06-08,,,,,2025-06-08,2025-02-02,-18.0,146.4447367519887,46.53780896651208,-99.90692778547663,arima
arima,post_covid,1,FLORENCIO VARELA,2025-26,0.98,IT98,159.96645580277627,40,,,,,,2025-06-08,2025-02-02,-18.0,146.4447367519887,46.53780896651208,-99.90692778547663,arima
arima,post_covid,1,GENERAL SAN MARTÍN,2024-25,0.5,IT50,77.94711365203958,13,,,,,,2024-11-17,2024-12-08,3.0,38.622208213656286,42.294781960434925,3.672573746778639,arima
arima,post_covid,1,GENERAL SAN MARTÍN,2024-25,0.9,IT90,119.50868958439348,13,,,,,,2024-11-17,2024-12-08,3.0,38.622208213656286,42.294781960434925,3.672573746778639,arima
arima,post_covid,1,GENERAL SAN MARTÍN,2024-25,0.98,IT98,157.08069982681235,13,,,,,,2024-11-17,2024-12-08,3.0,38.622208213656286,42.294781960434925,3.672573746778639,arima
arima,post_covid,1,GENERAL SAN MARTÍN,2025-26,0.5,IT50,77.94711365203958,40,2025-05-18,2025-06-01,2.0,-2.0,2025-06-01,2025-06-01,2025-06-08,1.0,98.99715438672816,94.16263371645574,-4.834520670272411,arima
arima,post_covid,1,GENERAL SAN MARTÍN,2025-26,0.9,IT90,119.50868958439348,40,,,,,,2025-06-01,2025-06-08,1.0,98.99715438672816,94.16263371645574,-4.834520670272411,arima
arima,post_covid,1,GENERAL SAN MARTÍN,2025-26,0.98,IT98,157.08069982681235,40,,,,,,2025-06-01,2025-06-08,1.0,98.99715438672816,94.16263371645574,-4.834520670272411,arima
arima,post_covid,1,JOSÉ C. PAZ,2024-25,0.5,IT50,222.17859568980776,13,,,,,,2024-11-03,2024-11-03,0.0,178.59764153251456,187.1253225291059,8.527680996591329,arima
arima,post_covid,1,JOSÉ C. PAZ,2024-25,0.9,IT90,355.8888420506266,13,,,,,,2024-11-03,2024-11-03,0.0,178.59764153251456,187.1253225291059,8.527680996591329,arima
arima,post_covid,1,JOSÉ C. PAZ,2024-25,0.98,IT98,481.06046989083103,13,,,,,,2024-11-03,2024-11-03,0.0,178.59764153251456,187.1253225291059,8.527680996591329,arima
arima,post_covid,1,JOSÉ C. PAZ,2025-26,0.5,IT50,222.17859568980776,40,2025-03-16,2025-03-23,1.0,-1.0,2025-03-23,2025-05-25,2025-06-15,3.0,740.690903752997,609.148221452933,-131.54268230006403,arima
arima,post_covid,1,JOSÉ C. PAZ,2025-26,0.9,IT90,355.8888420506266,40,2025-05-04,2025-05-18,2.0,-2.0,2025-05-18,2025-05-25,2025-06-15,3.0,740.690903752997,609.148221452933,-131.54268230006403,arima
arima,post_covid,1,JOSÉ C. PAZ,2025-26,0.98,IT98,481.06046989083103,40,2025-05-25,2025-06-01,1.0,-1.0,2025-06-01,2025-05-25,2025-06-15,3.0,740.690903752997,609.148221452933,-131.54268230006403,arima
arima,post_covid,1,LA MATANZA,2024-25,0.5,IT50,24.512107570850826,13,,,,,,2024-11-10,2024-11-17,1.0,16.401927606670913,16.11877132767694,-0.28315627899397455,arima
arima,post_covid,1,LA MATANZA,2024-25,0.9,IT90,49.0533041651205,13,,,,,,2024-11-10,2024-11-17,1.0,16.401927606670913,16.11877132767694,-0.28315627899397455,arima
arima,post_covid,1,LA MATANZA,2024-25,0.98,IT98,76.45298521130762,13,,,,,,2024-11-10,2024-11-17,1.0,16.401927606670913,16.11877132767694,-0.28315627899397455,arima
