city,model,variant,horizon,group,mean_abs_shap_rate_per_100k,mean_signed_shap_rate_per_100k,n_node_weeks,n_weeks
boston,dualtopo,post_covid,4,Neighbours' flu history,0.1237598585510833,0.10910040639943767,154,11
boston,dualtopo,post_covid,4,Own flu history,0.028189963834025254,0.006275500331957131,154,11
