model,variant,horizon,indicator,target_date,season,segment,actual,predicted,sigma,true_band,pred_band,p_exceed_50,p_exceed_90,p_exceed_98
arima,post_covid,1,Agler/Cassidy,2025-06-01,2024,off_season,18.44054461075084,30.26429360479222,7.837313900853317,0,0,0.0030692208502365315,5.473399511402022e-14,0.0
arima,post_covid,1,Agler/Cassidy,2025-06-08,2024,off_season,30.73424101791806,25.122140775358098,7.223798485951426,0,0,0.00011441394872058197,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-06-15,2024,off_season,3.0734241017918063,22.955650114713364,6.949113269500674,0,0,1.7193424622252707e-05,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-06-22,2024,off_season,6.1468482035836125,17.353336279220777,6.182480192985495,0,0,1.33283444281318e-08,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-06-29,2024,off_season,6.1468482035836125,9.49296356822612,4.9090033626779315,0,0,0.0,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-07-06,2024,off_season,9.22027230537542,11.527806051245795,5.268285993392154,0,0,1.1435297153639112e-14,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-07-13,2024,off_season,6.1468482035836125,20.156812602665735,6.57729322407774,0,0,7.855292977199113e-07,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-07-20,2024,off_season,3.0734241017918063,17.44870693019691,6.196324575230673,0,0,1.5626496208120955e-08,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-07-27,2024,off_season,9.22027230537542,9.510102812048846,4.912139298641249,0,0,0.0,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-08-03,2025,off_season,18.44054461075084,12.68692145321363,5.462391160312079,0,0,4.3520742565306136e-13,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-08-10,2025,off_season,15.36712050895903,25.32029170942764,7.248402110923827,0,0,0.0001336877693765004,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-08-17,2025,off_season,12.293696407167223,25.98834675391436,7.330743411997507,0,0,0.00022158623813750555,0.0,0.0
arima,post_covid,1,Agler/Cassidy,2025-08-24,2025,off_season,24.58739281433445,15.14458948604344,5.85269506929207,0,0,2.014667321859065e-10,0.0,0.0
