model,variant,series,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
arima,post_covid,arima,1,citywide,CITYWIDE,overall,,bands,,53,,,,,,,,,,,,,,,,,,,,,0.9056603773584906,1.0,0.5046728971962617,-0.09433962264150944,False
arima,post_covid,arima,1,citywide,CITYWIDE,overall,0.5,IT50,35.19412725226089,53,8.0,0.1509433962264151,3.0,0.0,5.0,45.0,0.375,0.0,1.0,0.0,0.375,0.5454545454545454,0.375,0.5046728971962616,0.5809475019311126,0.9056603773584906,0.375,0.06696964440739299,0.12815948736205057,0.47745074683231425,,,,,False
arima,post_covid,arima,1,citywide,CITYWIDE,overall,0.9,IT90,56.071415152332634,53,0.0,0.0,0.0,0.0,0.0,53.0,,,,0.0,,,,,,1.0,,0.00013193382503070913,0.0,,,,,,True
arima,post_covid,arima,1,citywide,CITYWIDE,overall,0.98,IT98,75.53173152268305,53,0.0,0.0,0.0,0.0,0.0,53.0,,,,0.0,,,,,,1.0,,4.5381571734335545e-10,0.0,,,,,,True
arima,post_covid,arima,1,citywide,CITYWIDE,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.8076923076923077,1.0,0.45378151260504207,-0.19230769230769232,False
arima,post_covid,arima,1,citywide,CITYWIDE,flu_season,0.5,IT50,35.19412725226089,26,8.0,0.3076923076923077,3.0,0.0,5.0,18.0,0.375,0.0,1.0,0.0,0.375,0.5454545454545454,0.375,0.453781512605042,0.5417363388859614,0.8076923076923077,0.375,0.1364738878640037,0.2130177514792899,0.35933091530509365,,,,,False
arima,post_covid,arima,1,citywide,CITYWIDE,flu_season,0.9,IT90,56.071415152332634,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.00026894202794597603,0.0,,,,,,True
arima,post_covid,arima,1,citywide,CITYWIDE,flu_season,0.98,IT98,75.53173152268305,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,9.25085885353763e-10,0.0,,,,,,True
arima,post_covid,arima,1,pooled,ALL,overall,,bands,,901,,,,,,,,,,,,,,,,,,,,,0.8779134295227525,0.9922308546059934,0.46246709949113896,-0.06437291897891231,False
arima,post_covid,arima,1,pooled,ALL,overall,0.5,IT50,,901,118.0,0.1309655937846837,49.0,28.0,69.0,755.0,0.4152542372881356,0.36363636363636365,0.6363636363636364,0.035759897828863345,0.3356164383561644,0.5025641025641026,0.37949433945927225,0.4451794341143833,0.457950163687964,0.8923418423973363,0.652542372881356,0.07814229652055335,0.11381360702930893,0.31341868024242137,,,,,False
arima,post_covid,arima,1,pooled,ALL,overall,0.9,IT90,,901,17.0,0.018867924528301886,2.0,2.0,15.0,882.0,0.11764705882352941,0.5,0.5,0.0022624434389140274,0.10526315789473684,0.19047619047619047,0.11538461538461538,0.18461538461538463,0.23614148105285496,0.9811320754716981,0.23529411764705882,0.01574346401088096,0.01851192595229619,0.1495501844891418,,,,,False
arima,post_covid,arima,1,pooled,ALL,overall,0.98,IT98,,901,4.0,0.004439511653718091,0.0,0.0,4.0,897.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.9955604883462819,0.0,0.0037389253497424287,0.004419802389994593,0.15405146659803426,,,,,True
arima,post_covid,arima,1,pooled,ALL,flu_season,,bands,,442,,,,,,,,,,,,,,,,,,,,,0.7624434389140271,0.9841628959276018,0.41552096582076603,-0.1244343891402715,False
