seed,best_epoch,best_val_mse,epochs_run
42,80,0.6340758204460144,120
43,101,0.6405313014984131,120
44,63,0.6116019487380981,120
45,68,0.6537996530532837,120
46,88,0.6402223110198975,120
47,59,0.6499946117401123,120
48,85,0.6548513770103455,120
49,80,0.6924242377281189,120
50,54,0.6307986378669739,120
51,39,0.6436557769775391,120
