arm,horizon,Corr_macro,RMSE_macro,Corr_pooled,RMSE_pooled,n_seeds,best_epoch_range
gnn_st,1,0.8925471418457038,10.18677474340183,0.9271406721407908,11.71102563590038,10,42-103
gnn_st_transit,1,0.891554260773919,10.282568571220072,0.9255770593119104,11.848514118314132,10,57-94
gnn_st,2,0.8023031248006623,14.479650018288355,0.8398430202397765,17.213823915384783,10,54-71
gnn_st_transit,2,0.7952128219720057,14.700662856496994,0.8346220371234592,17.45838879511954,10,33-80
gnn_st,4,0.581901273098036,19.62881990016453,0.6763604164317504,23.069904662303447,10,12-86
gnn_st_transit,4,0.5968521869526942,19.376222435978203,0.6849662987823918,22.802377621046126,10,20-81
